episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
255,25716.72,25836.34,119.62,339.250,30.383,3.512,23,0,1,0,71,11,3,4.501,0,18,1,4
256,25836.34,25994.06,157.72,489.035,36.897,4.147,28,0,2,0,77,21,8,13.952,0,22,4,2
257,25994.06,26108.80,114.74,325.481,40.123,15.543,23,0,1,0,63,10,3,6.901,0,17,0,6
258,26108.80,26175.90,67.10,256.785,33.562,9.349,20,0,0,0,59,9,0,3.301,0,15,1,4
259,26175.90,26293.62,117.72,307.395,33.574,7.500,22,0,1,0,67,10,2,6.001,0,18,0,4
260,26293.62,26402.80,109.18,308.219,34.256,6.238,22,0,1,0,64,11,2,6.001,0,17,0,5
261,26402.80,26513.34,110.54,248.168,32.316,9.239,21,0,1,0,54,10,1,4.501,0,14,1,6
262,26513.34,26620.18,106.84,276.352,24.996,2.676,21,0,1,0,52,15,1,5.701,0,16,2,3
263,26620.18,26725.34,105.16,263.434,28.957,6.556,21,0,1,0,55,10,1,5.851,0,15,1,5
264,26725.34,26840.64,115.30,303.828,27.907,2.977,22,0,1,0,61,14,2,3.751,0,16,0,6
265,26840.64,26958.66,118.02,274.781,26.889,4.515,21,0,1,0,53,16,1,4.951,0,17,1,3
266,26958.66,27072.56,113.90,306.297,36.915,10.552,22,0,1,0,64,10,2,5.551,0,16,0,6
267,27072.56,27186.18,113.62,329.816,26.351,1.388,22,0,1,0,60,16,2,7.651,0,19,2,1
268,27186.18,27298.18,112.00,259.563,25.532,2.726,21,0,1,0,52,15,1,4.351,0,15,3,3
269,27298.18,27412.54,114.36,324.547,29.303,0.903,22,0,1,0,63,12,2,5.101,0,17,1,4
270,27412.54,27481.36,68.82,243.766,24.126,1.238,20,0,0,0,51,8,0,3.000,0,17,1,2
271,27481.36,27549.64,68.28,244.008,26.175,4.331,20,0,0,0,52,13,0,2.850,0,14,3,3
272,27549.64,27616.44,66.80,285.809,22.266,1.890,20,0,0,0,53,12,0,7.201,0,18,0,2
273,27616.44,27727.86,111.42,306.621,27.097,2.776,22,0,1,0,62,13,2,5.851,0,16,0,6
274,27727.86,27857.10,129.24,287.387,24.817,0.920,22,0,1,0,53,14,2,3.901,0,15,3,4
275,27857.10,27969.52,112.42,283.383,29.516,7.024,22,0,1,0,56,11,2,3.000,0,18,0,4
276,27969.52,28088.66,119.14,332.246,35.112,8.847,22,0,1,0,62,14,2,5.251,0,16,4,2
277,28088.66,28194.74,106.08,313.305,24.922,1.756,22,0,1,0,59,14,2,6.751,0,17,0,5
278,28194.74,28311.82,117.08,335.852,33.050,2.308,22,0,1,0,68,13,2,3.901,0,19,1,2
279,28311.82,28430.22,118.40,320.414,27.608,3.077,22,0,1,0,62,14,2,4.201,0,18,0,4
280,28430.22,28498.84,68.62,246.059,28.454,4.632,20,0,0,0,56,8,0,3.601,0,15,0,5
281,28498.84,28602.04,103.20,273.785,33.657,0.619,21,0,1,0,58,9,1,6.601,0,17,0,4
282,28602.04,28730.90,128.86,386.777,25.952,0.418,24,0,1,0,76,12,4,8.551,0,22,0,2
283,28730.90,28844.70,113.80,315.641,23.741,1.472,21,0,1,0,65,12,1,8.701,0,16,0,5
284,28844.70,28956.36,111.66,301.984,27.457,3.805,22,0,1,0,62,10,2,5.401,0,17,2,3
285,28956.36,29065.90,109.54,259.977,27.092,0.435,21,0,1,0,57,7,1,4.201,0,17,1,3
286,29065.90,29183.80,117.90,261.918,25.357,1.438,22,0,1,0,58,9,2,6.601,0,13,1,8
287,29183.80,29286.00,102.20,149.648,24.264,2.743,21,0,1,0,55,15,1,4.951,0,18,0,3
288,29286.00,29408.08,122.08,189.906,27.271,2.943,22,0,1,0,72,11,2,6.901,0,18,1,3
289,29408.08,29477.12,69.04,139.867,23.534,3.044,20,0,0,0,55,9,0,5.551,0,17,0,3
290,29477.12,29586.78,109.66,168.727,30.396,1.890,22,0,1,0,59,13,2,6.151,0,18,1,3
291,29586.78,29698.84,112.06,144.828,28.112,3.228,21,0,1,0,57,11,1,3.901,0,18,1,2
292,29698.84,29813.26,114.42,186.930,24.576,1.689,22,0,1,0,64,12,2,7.351,0,19,0,3
293,29813.26,29883.18,69.92,126.836,20.961,0.635,20,0,0,0,52,12,0,3.301,0,17,2,1
294,29883.18,29995.48,112.30,171.055,23.744,0.251,22,0,1,0,67,8,2,4.501,0,16,1,5
295,29995.48,30146.02,150.54,208.906,33.507,5.310,24,0,2,0,62,17,4,9.752,0,19,0,5
296,30146.02,30273.88,127.86,173.813,23.581,0.485,22,0,1,0,58,15,2,4.951,0,18,0,4
297,30273.88,30419.18,145.30,222.086,38.287,7.827,25,0,2,0,64,12,5,11.102,0,15,4,6
298,30419.18,30535.28,116.10,267.148,32.568,2.994,25,0,1,0,79,16,5,10.652,0,21,0,4
299,30535.28,30602.28,67.00,109.430,24.922,3.261,20,0,0,0,51,9,0,0.000,0,13,1,6
300,30602.28,30671.60,69.32,124.383,22.492,0.702,20,0,0,0,56,10,0,2.100,0,14,0,6
301,30671.60,30785.14,113.54,152.359,22.764,0.803,21,0,1,0,56,15,1,3.901,0,18,0,3
302,30785.14,30854.06,68.92,126.672,25.566,1.672,20,0,0,0,51,12,0,3.301,0,17,1,2
303,30854.06,30967.76,113.70,192.391,30.518,4.440,23,0,1,0,63,12,3,4.501,0,15,2,6
304,30967.76,31078.12,110.36,201.813,27.675,3.169,23,0,1,0,61,14,3,12.152,0,19,1,3
305,31078.12,31237.46,159.34,197.875,25.545,1.405,23,0,2,0,67,13,3,4.501,0,19,0,4
306,31237.46,31307.14,69.68,127.492,24.234,0.585,20,0,0,0,51,13,0,2.400,0,14,2,4
307,31307.14,31430.30,123.16,217.766,26.129,2.291,23,0,1,0,74,13,3,9.302,0,20,1,2
308,31430.30,31586.94,156.64,226.773,29.676,3.947,24,0,2,0,75,12,4,10.802,0,20,1,3
309,31586.94,31704.22,117.28,174.273,29.638,6.011,22,0,1,0,61,11,2,6.751,0,18,2,2
310,31704.22,31813.32,109.10,193.281,29.609,3.846,22,0,1,0,73,10,2,5.101,0,19,0,3
311,31813.32,31930.66,117.34,151.727,25.902,1.539,21,0,1,0,55,16,1,4.951,0,16,2,3
312,31930.66,32000.36,69.70,127.188,23.856,0.435,20,0,0,0,52,11,0,2.850,0,15,3,2
313,32000.36,32122.44,122.08,153.711,26.494,2.792,21,0,1,0,59,13,1,4.951,0,16,2,3
314,32122.44,32278.14,155.70,236.523,33.381,7.189,25,0,2,0,68,21,5,9.752,0,18,3,4
315,32278.14,32347.98,69.84,130.867,23.975,3.169,20,0,0,0,53,12,0,3.451,0,18,1,1
316,32347.98,32454.64,106.66,156.914,25.537,3.311,21,0,1,0,61,12,1,5.101,0,19,1,1
317,32454.64,32575.46,120.82,206.133,27.950,4.180,23,0,1,0,64,16,3,6.751,0,22,0,1
318,32575.46,32686.00,110.54,199.172,32.597,8.328,23,0,1,0,66,13,3,9.452,0,18,1,4
319,32686.00,32797.96,111.96,151.242,28.492,0.485,21,0,1,0,54,14,1,5.851,0,17,3,1
320,32797.96,32951.52,153.56,288.930,32.020,3.194,27,0,2,0,79,17,7,10.802,0,18,3,6
321,32951.52,33074.72,123.20,179.156,29.740,6.037,22,0,1,0,67,11,2,7.201,0,16,0,6
322,33074.72,33193.54,118.82,175.695,23.893,1.422,22,0,1,0,65,10,2,5.251,0,19,0,3
323,33193.54,33305.00,111.46,144.883,26.518,3.094,21,0,1,0,53,13,1,7.201,0,15,2,4
324,33305.00,33439.86,134.86,207.875,28.624,1.906,23,0,1,0,69,12,3,4.501,0,17,0,6
325,33439.86,33562.90,123.04,186.875,34.664,1.204,22,0,1,0,65,16,2,8.551,0,19,0,3
326,33562.90,33673.90,111.00,204.180,28.005,3.177,23,0,1,0,72,10,3,8.551,0,13,0,10
327,33673.90,33789.50,115.60,244.500,35.836,5.418,25,0,1,0,70,16,5,9.752,0,23,1,1
328,33789.50,33902.54,113.04,169.344,24.599,2.776,21,0,1,0,64,12,1,6.451,0,17,0,4
329,33902.54,34018.26,115.72,157.773,22.617,0.552,21,0,1,0,61,11,1,4.801,0,18,0,3
330,34018.26,34086.76,68.50,129.969,22.471,2.074,20,0,0,0,51,11,0,7.501,0,19,0,1
331,34086.76,34208.18,121.42,202.578,29.426,5.994,23,0,1,0,69,11,3,8.701,0,17,0,6
332,34208.18,34314.30,106.12,161.180,23.542,1.789,21,0,1,0,66,10,1,5.101,0,16,1,4
333,34314.30,34432.56,118.26,205.156,27.874,1.873,24,0,1,0,66,12,4,7.201,0,16,3,5
334,34432.56,34537.64,105.08,159.313,24.717,2.182,21,0,1,0,57,11,1,6.301,0,17,1,3
335,34537.64,34659.10,121.46,196.227,26.781,2.224,22,0,1,0,71,13,2,9.151,0,18,1,3
336,34659.10,34728.40,69.30,132.367,26.094,3.228,20,0,0,0,52,13,0,2.700,0,15,1,4
337,34728.40,34798.10,69.70,134.766,27.191,3.445,20,0,0,0,57,11,0,3.451,0,18,0,2
338,34798.10,34901.66,103.56,161.352,25.300,2.241,21,0,1,0,60,9,1,7.501,0,17,0,4
339,34901.66,35021.50,119.84,242.633,34.659,8.629,24,0,1,0,71,17,4,10.352,0,23,1,0
340,35021.50,35123.96,102.46,150.500,26.858,4.666,21,0,1,0,59,8,1,3.901,0,16,0,5
341,35123.96,35245.76,121.80,182.773,25.256,1.923,22,0,1,0,63,16,2,5.101,0,17,3,2
342,35245.76,35366.88,121.12,177.539,29.205,4.398,22,0,1,0,70,7,2,6.151,0,16,0,6
343,35366.88,35433.18,66.30,125.953,24.104,1.973,20,0,0,0,53,11,0,3.901,0,16,0,4
344,35433.18,35545.56,112.38,187.695,27.110,1.906,23,0,1,0,64,9,3,6.001,0,15,1,7
345,35545.56,35658.14,112.58,202.563,25.954,2.274,23,0,1,0,70,11,3,6.601,0,17,1,5
346,35658.14,35780.28,122.14,154.047,24.547,1.906,21,0,1,0,61,10,1,4.651,0,18,0,3
347,35780.28,35848.62,68.34,128.836,26.896,3.696,20,0,0,0,54,7,0,2.400,0,18,1,1
348,35848.62,35969.08,120.46,194.656,31.429,6.764,23,0,1,0,63,15,3,6.601,0,17,1,5
349,35969.08,36091.96,122.88,263.617,33.918,3.947,25,0,1,0,77,16,5,11.852,0,22,1,2
350,36091.96,36159.78,67.82,126.125,26.799,5.201,20,0,0,0,49,12,0,4.201,0,18,0,2
351,36159.78,36266.66,106.88,153.938,25.875,2.860,21,0,1,0,62,8,1,6.001,0,18,0,3
352,36266.66,36385.94,119.28,226.938,29.550,3.729,24,0,1,0,68,14,4,12.902,0,16,3,5
353,36385.94,36453.46,67.52,123.969,27.080,3.319,20,0,0,0,50,10,0,1.950,0,18,2,0
354,36453.46,36579.84,126.38,177.484,26.874,2.090,22,0,1,0,63,14,2,8.251,0,20,1,1
355,36579.84,36698.04,118.20,186.656,30.674,7.484,22,0,1,0,66,13,2,7.651,0,21,0,1
356,36698.04,36810.82,112.78,195.063,27.384,3.027,23,0,1,0,64,11,3,6.301,0,16,0,7
357,36810.82,36929.62,118.80,210.508,32.994,4.708,24,0,1,0,67,15,4,8.551,0,17,2,5
358,36929.62,37044.42,114.80,180.188,26.213,2.591,22,0,1,0,67,8,2,5.101,0,18,0,4
359,37044.42,37163.18,118.76,178.258,27.702,3.436,22,0,1,0,65,12,2,6.151,0,18,0,4
360,37163.18,37230.52,67.34,126.805,22.625,2.141,20,0,0,0,53,11,0,2.850,0,20,0,0
361,37230.52,37344.52,114.00,148.242,25.295,3.369,21,0,1,0,54,11,1,7.051,0,17,2,3
362,37344.52,37466.28,121.76,171.242,30.795,5.285,22,0,1,0,55,16,2,8.401,0,18,1,3
363,37466.28,37641.98,175.70,269.414,34.817,7.810,26,0,2,0,78,19,6,11.702,0,22,2,2
364,37641.98,37760.84,118.86,162.570,21.914,0.585,21,0,1,0,65,10,1,4.801,0,19,0,2
365,37760.84,37895.00,134.16,214.758,25.992,1.087,24,0,2,0,69,12,4,6.001,0,17,2,5
366,37895.00,37961.20,66.20,131.648,25.778,4.607,20,0,0,0,49,15,0,6.001,0,19,0,1
367,37961.20,38070.66,109.46,180.203,27.636,4.691,22,0,1,0,64,10,2,7.051,0,16,2,4
368,38070.66,38194.90,124.24,237.852,29.306,1.338,24,0,1,0,80,13,4,11.252,0,20,0,4
369,38194.90,38261.84,66.94,126.570,29.685,5.987,20,0,0,0,55,8,0,4.801,0,17,2,1
370,38261.84,38384.26,122.42,211.406,31.546,3.211,24,0,1,0,62,15,4,8.251,0,22,1,1
371,38384.26,38449.82,65.56,128.969,22.017,0.669,20,0,0,0,50,10,0,3.751,0,15,1,4
372,38449.82,38571.02,121.20,199.195,26.072,3.570,22,0,1,0,75,14,2,8.401,0,19,1,2
373,38571.02,38678.94,107.92,159.344,34.296,8.955,21,0,1,0,58,12,1,4.051,0,19,1,1
374,38678.94,38795.68,116.74,211.242,26.256,2.241,23,0,1,0,75,13,3,7.201,0,19,0,4
375,38795.68,38864.02,68.34,138.898,25.375,2.659,20,0,0,0,55,11,0,4.351,0,15,2,3
376,38864.02,38981.74,117.72,190.414,31.667,7.091,22,0,1,0,59,16,2,7.801,0,19,2,1
377,38981.74,39084.32,102.58,154.398,29.198,6.807,21,0,1,0,61,12,1,4.051,0,17,0,4
378,39084.32,39199.60,115.28,175.000,24.879,3.679,21,0,1,0,64,17,1,6.751,0,19,1,1
379,39199.60,39323.24,123.64,175.945,26.201,3.085,22,0,1,0,62,14,2,5.551,0,17,3,2
380,39323.24,39443.10,119.86,161.266,22.657,1.271,21,0,1,0,57,16,1,7.651,0,19,2,0
381,39443.10,39564.94,121.84,158.930,24.199,2.793,21,0,1,0,59,10,1,5.701,0,18,1,2
382,39564.94,39677.64,112.70,153.508,27.113,5.275,21,0,1,0,64,9,1,4.351,0,18,0,3
383,39677.64,39794.00,116.36,176.977,27.070,1.756,22,0,1,0,65,11,2,4.351,0,17,2,3
384,39794.00,39906.12,112.12,161.352,26.330,1.773,21,0,1,0,59,16,1,7.051,0,16,2,3
385,39906.12,40026.20,120.08,170.430,28.746,3.127,22,0,1,0,56,15,2,4.651,0,17,4,1
386,40026.20,40192.48,166.28,210.766,29.354,1.990,24,0,2,0,70,12,4,6.001,0,15,2,7
387,40192.48,40261.24,68.76,126.945,23.767,1.271,20,0,0,0,50,12,0,4.501,0,17,1,2
388,40261.24,40375.40,114.16,168.891,25.010,2.926,21,0,1,0,58,19,1,6.751,0,20,1,0
389,40375.40,40445.14,69.74,126.133,25.737,2.659,20,0,0,0,54,13,0,0.000,0,15,3,2
390,40445.14,40607.74,162.60,229.719,29.408,3.838,24,0,2,0,69,18,4,10.352,0,20,2,2
391,40607.74,40720.12,112.38,156.461,33.031,5.845,21,0,1,0,60,11,1,5.701,0,19,1,1
392,40720.12,40812.98,92.86,150.875,31.319,3.687,21,0,1,0,54,12,1,5.401,0,16,2,3
393,40812.98,40881.94,68.96,125.656,28.117,1.605,20,0,0,0,48,9,0,6.151,0,16,1,3
394,40881.94,40998.18,116.24,159.711,25.157,1.931,21,0,1,0,58,10,1,8.851,0,16,1,4
395,40998.18,41119.44,121.26,186.172,37.077,5.552,22,0,1,0,64,14,2,11.552,0,20,0,2
396,41119.44,41237.08,117.64,163.414,28.465,6.606,21,0,1,0,57,18,1,9.302,0,18,0,3
397,41237.08,41355.76,118.68,181.719,30.403,4.841,22,0,1,0,60,18,2,5.401,0,19,2,1
398,41355.76,41471.82,116.06,156.133,30.079,4.214,21,0,1,0,60,9,1,4.351,0,15,1,5
399,41471.82,41588.18,116.36,200.484,32.646,3.044,23,0,1,0,64,15,3,7.351,0,18,0,5
400,41588.18,41695.32,107.14,168.531,26.781,4.900,21,0,1,0,67,10,1,6.451,0,18,0,3
401,41695.32,41816.52,121.20,208.375,28.339,3.921,23,0,1,0,68,17,3,9.602,0,18,0,5
402,41816.52,41928.12,111.60,254.438,34.963,6.648,25,0,1,0,69,19,5,11.402,0,20,5,1
403,41928.12,42046.14,118.02,145.664,29.137,5.502,21,0,1,0,51,14,1,4.651,0,16,4,1
404,42046.14,42163.70,117.56,228.594,30.210,3.144,24,0,1,0,69,16,4,9.452,0,18,3,3
405,42163.70,42286.44,122.74,180.898,23.368,0.468,22,0,1,0,62,15,2,3.901,0,18,0,4
406,42286.44,42398.72,112.28,242.813,40.968,8.621,24,0,1,0,74,16,4,12.152,0,21,0,3
407,42398.72,42515.20,116.48,180.016,29.077,4.197,22,0,1,0,66,13,2,7.051,0,19,0,3
408,42515.20,42618.32,103.12,146.234,32.498,9.365,21,0,1,0,55,9,1,6.751,0,16,1,4
409,42618.32,42730.76,112.44,162.977,46.827,18.886,21,0,1,0,58,14,1,4.651,0,18,1,2
410,42730.76,42800.46,69.70,136.461,21.955,1.095,20,0,0,0,51,14,0,7.651,0,17,0,3
411,42800.46,42868.42,67.96,130.242,26.882,4.549,20,0,0,0,51,12,0,5.401,0,19,0,1
412,42868.42,42995.26,126.84,219.711,34.306,6.296,24,0,1,0,69,12,4,8.851,0,18,1,5
413,42995.26,43108.36,113.10,158.930,24.368,1.605,21,0,1,0,57,14,1,7.951,0,16,1,4
414,43108.36,43216.08,107.72,196.414,30.684,5.452,22,0,1,0,66,12,2,8.401,0,20,0,2
415,43216.08,43335.56,119.48,224.234,26.936,2.174,23,0,1,0,71,19,3,7.351,0,21,2,0
416,43335.56,43469.28,133.72,157.242,27.163,5.142,21,0,1,0,58,14,1,9.302,0,18,1,2
417,43469.28,43533.86,64.58,132.109,36.396,6.581,20,0,0,0,49,13,0,7.350,0,17,1,2
418,43533.86,43653.70,119.84,195.609,32.418,4.131,23,0,1,0,61,18,3,4.497,0,21,0,2
419,43653.70,43767.64,113.94,155.414,31.293,8.604,21,0,1,0,62,9,1,6.596,0,14,2,5
420,43767.64,43883.92,116.28,219.867,35.034,4.983,24,0,1,0,68,14,4,10.943,0,16,2,6
421,43883.92,44012.82,128.90,227.336,39.054,3.579,24,0,1,0,76,14,4,10.943,0,19,1,4
422,44012.82,44121.98,109.16,207.078,31.112,4.331,23,0,1,0,68,13,3,7.195,0,18,1,4
423,44121.98,44234.52,112.54,160.586,26.132,4.666,21,0,1,0,56,18,1,6.446,0,21,0,0
424,44234.52,44304.36,69.84,134.867,27.685,5.870,20,0,0,0,56,13,0,0.600,0,16,0,4
425,44304.36,44419.42,115.06,243.891,34.713,2.274,24,0,1,0,77,14,4,8.994,0,22,1,1
426,44419.42,44531.06,111.64,216.250,36.126,5.993,24,0,1,0,69,13,4,8.395,0,18,0,6
427,44531.06,44646.82,115.76,219.867,35.691,7.425,24,0,1,0,68,14,4,7.645,0,19,1,4
428,44646.82,44761.86,115.04,172.609,35.589,10.928,22,0,1,0,55,15,2,7.045,0,16,4,2
429,44761.86,44830.22,68.36,138.508,29.419,7.994,20,0,0,0,56,11,0,3.448,0,17,3,0
430,44830.22,44944.02,113.80,185.844,31.951,2.910,22,0,1,0,63,14,2,9.144,0,19,0,3
431,44944.02,45011.72,67.70,120.070,25.596,0.569,20,0,0,0,51,12,0,2.698,0,15,1,4
432,45011.72,45123.48,111.76,161.477,38.356,5.485,22,0,1,0,56,9,2,5.846,0,17,1,4
433,45123.48,45192.60,69.12,129.625,38.901,15.359,20,0,0,0,52,12,0,5.097,0,19,0,1
434,45192.60,45306.76,114.16,188.055,33.798,9.490,22,0,1,0,66,12,2,5.846,0,17,2,3
435,45306.76,45420.48,113.72,187.602,34.156,9.273,22,0,1,0,63,16,2,6.446,0,18,0,4
436,45420.48,45509.34,88.86,159.391,32.701,8.955,21,0,1,0,53,12,1,7.945,0,16,1,4
437,45509.34,45625.94,116.60,217.500,31.215,6.413,24,0,1,0,65,16,4,8.694,0,22,1,1
438,45625.94,45744.04,118.10,146.914,24.371,1.288,21,0,1,0,53,13,1,3.598,0,18,1,2
439,45744.04,45862.76,118.72,178.281,39.922,2.659,22,0,1,0,56,14,2,10.493,0,19,2,1
440,45862.76,45978.64,115.88,163.484,32.164,6.572,21,0,1,0,55,15,1,5.996,0,20,0,1
441,45978.64,46104.74,126.10,202.156,31.187,1.104,23,0,1,0,66,15,3,8.095,0,19,2,2
442,46104.74,46271.64,166.90,225.391,35.512,2.609,25,0,2,0,66,14,5,9.294,0,17,3,5
443,46271.64,46389.96,118.32,227.320,30.480,2.525,25,0,1,0,68,12,5,8.844,0,17,4,4
444,46389.96,46512.40,122.44,197.750,34.080,6.238,23,0,1,0,65,17,3,6.296,0,16,2,5
445,46512.40,46578.84,66.44,124.727,22.950,2.274,20,0,0,0,50,10,0,5.396,0,15,2,3
446,46578.84,46696.26,117.42,177.758,26.207,3.779,22,0,1,0,62,14,2,6.596,0,18,2,2
447,46696.26,46856.38,160.12,261.805,33.951,5.168,26,0,2,0,73,14,6,14.391,0,17,1,8
448,46856.38,46968.84,112.46,156.750,23.667,0.803,21,0,1,0,57,12,1,6.896,0,18,1,2
449,46968.84,47091.26,122.42,206.578,26.081,2.776,23,0,1,0,70,14,3,9.894,0,21,0,2
450,47091.26,47208.74,117.48,220.016,31.139,1.187,24,0,1,0,71,11,4,5.996,0,19,1,4
451,47208.74,47319.02,110.28,175.914,25.412,1.873,22,0,1,0,61,11,2,7.795,0,17,0,5
452,47319.02,47431.60,112.58,223.023,31.168,5.753,24,0,1,0,71,13,4,7.045,0,18,3,3
453,47431.60,47553.86,122.26,180.602,27.417,4.130,22,0,1,0,62,11,2,7.045,0,17,3,2
454,47553.86,47649.88,96.02,153.023,25.833,2.985,21,0,1,0,56,13,1,7.195,0,18,2,1
455,47649.88,47761.96,112.08,145.492,25.517,1.856,21,0,1,0,55,11,1,3.748,0,17,1,3
456,47761.96,47882.50,120.54,195.453,24.984,1.522,23,0,1,0,64,14,3,5.396,0,19,2,2
457,47882.50,48003.68,121.18,178.828,26.375,3.044,22,0,1,0,60,14,2,8.095,0,18,2,2
458,48003.68,48119.36,115.68,190.031,27.976,2.642,22,0,1,0,64,17,2,7.945,0,21,1,0
459,48119.36,48232.88,113.52,162.563,24.532,2.141,21,0,1,0,59,13,1,6.296,0,18,0,3
460,48232.88,48302.70,69.82,130.391,27.844,6.229,20,0,0,0,54,12,0,7.945,0,16,0,4
461,48302.70,48414.78,112.08,171.086,26.021,2.977,22,0,1,0,59,14,2,6.446,0,19,1,2
462,48414.78,48484.50,69.72,130.961,24.171,1.238,20,0,0,0,50,13,0,2.548,0,16,1,3
463,48484.50,48586.00,101.50,164.383,27.453,5.352,21,0,1,0,60,13,1,7.495,0,20,0,1
464,48586.00,48652.02,66.02,116.414,28.298,3.579,20,0,0,0,46,11,0,6.146,0,15,2,3
465,48652.02,48769.92,117.90,276.781,37.674,7.741,26,0,1,0,80,17,6,8.994,0,20,1,5
466,48769.92,48877.22,107.30,165.898,26.238,4.181,21,0,1,0,67,11,1,4.647,0,17,1,3
467,48877.22,49000.44,123.22,158.984,26.989,4.448,21,0,1,0,65,9,1,4.947,0,15,0,6
468,49000.44,49101.32,100.88,157.094,24.266,2.968,21,0,1,0,60,10,1,2.548,0,18,2,1
469,49101.32,49171.28,69.96,135.602,23.301,2.274,20,0,0,0,57,8,0,5.396,0,16,0,4
470,49171.28,49287.44,116.16,188.758,24.120,1.672,22,0,1,0,67,10,2,7.645,0,19,1,2
471,49287.44,49400.32,112.88,187.367,31.535,8.553,22,0,1,0,71,10,2,7.495,0,18,0,4
472,49400.32,49523.52,123.20,213.266,29.203,1.823,24,0,1,0,67,15,4,7.795,0,16,3,5
473,49523.52,49657.54,134.02,175.992,36.455,3.888,22,0,1,0,62,10,2,6.746,0,18,1,3
474,49657.54,49764.30,106.76,146.117,29.472,1.505,21,0,1,0,57,10,1,6.446,0,16,0,5
475,49764.30,49833.14,68.84,132.625,23.246,2.233,20,0,0,0,55,11,0,1.199,0,16,1,3
476,49833.14,49953.82,120.68,170.953,27.846,2.960,22,0,1,0,61,11,2,6.146,0,18,2,2
477,49953.82,50068.54,114.72,197.758,30.394,2.642,23,0,1,0,58,18,3,10.493,0,21,1,1
478,50068.54,50238.46,169.92,251.641,31.076,3.094,25,0,2,0,80,15,5,13.491,0,17,2,6
479,50238.46,50351.64,113.18,176.180,30.868,3.002,22,0,1,0,60,16,2,7.945,0,15,3,4
480,50351.64,50421.12,69.48,145.141,24.298,3.512,20,0,0,0,53,14,0,6.896,0,18,1,1
481,50421.12,50491.02,69.90,131.352,28.239,1.739,20,0,0,0,52,11,0,0.750,0,19,1,0
482,50491.02,50612.08,121.06,192.109,30.971,4.549,22,0,1,0,67,14,2,8.694,0,17,1,4
483,50612.08,50722.38,110.30,157.219,23.521,2.274,21,0,1,0,55,15,1,8.095,0,20,0,1
484,50722.38,50837.00,114.62,164.641,32.250,6.930,22,0,1,0,61,10,2,8.994,0,16,1,5
485,50837.00,50954.10,117.10,195.773,26.899,3.980,22,0,1,0,67,20,2,7.645,0,19,2,1
486,50954.10,51022.04,67.94,143.352,28.478,3.228,20,0,0,0,52,14,0,6.596,0,17,3,0
487,51022.04,51146.34,124.30,228.063,33.167,4.582,24,0,1,0,74,15,4,9.444,0,19,1,4
488,51146.34,51252.76,106.42,160.211,25.798,2.534,21,0,1,0,60,14,1,7.645,0,19,1,1
489,51252.76,51378.22,125.46,210.750,30.187,4.566,23,0,1,0,67,19,3,10.643,0,17,2,4
490,51378.22,51496.08,117.86,222.805,29.448,3.135,24,0,1,0,71,11,4,8.395,0,16,1,7
491,51496.08,51627.60,131.52,188.563,24.820,1.488,22,0,1,0,72,12,2,6.446,0,16,1,5
492,51627.60,51731.56,103.96,209.844,29.231,5.304,23,0,1,0,67,13,3,7.195,0,20,0,3
493,51731.56,51838.30,106.74,153.109,37.067,6.541,21,0,1,0,65,7,1,2.249,0,15,0,6
494,51838.30,51950.44,112.14,188.633,37.053,7.105,22,0,1,0,71,9,2,8.544,0,20,0,2
495,51950.44,52065.98,115.54,184.758,28.101,3.304,22,0,1,0,57,21,2,10.643,0,20,0,2
496,52065.98,52199.50,133.52,192.813,22.828,0.332,22,0,1,0,65,16,2,9.744,0,19,0,3
497,52199.50,52332.50,133.00,276.398,31.762,5.329,26,0,2,0,80,16,6,15.140,0,23,1,2
498,52332.50,52449.72,117.22,212.047,26.999,1.959,23,0,1,0,72,13,3,9.144,0,19,0,4
499,52449.72,52563.12,113.40,143.336,24.542,1.262,21,0,1,0,56,9,1,3.148,0,14,1,6
500,52563.12,52683.42,120.30,152.602,30.010,6.724,21,0,1,0,53,15,1,10.493,0,20,1,0
501,52683.42,52753.28,69.86,125.742,26.611,5.047,20,0,0,0,50,13,0,4.947,0,17,1,2
502,52753.28,52862.94,109.66,170.055,28.107,3.652,21,0,1,0,66,13,1,7.645,0,20,0,1
503,52862.94,52976.58,113.64,140.719,26.313,3.769,21,0,1,0,49,13,1,6.296,0,16,2,3
504,52976.58,53085.54,108.96,149.180,26.504,2.905,21,0,1,0,56,13,1,4.197,0,17,2,2
505,53085.54,53207.92,122.38,168.383,26.363,3.370,21,0,1,0,66,11,1,5.097,0,16,2,3
506,53207.92,53325.50,117.58,220.641,37.938,11.887,23,0,1,0,72,17,3,11.093,0,20,0,3
507,53325.50,53447.60,122.10,164.398,32.600,4.217,22,0,1,0,57,12,2,8.245,0,16,2,4
508,53447.60,53561.38,113.78,187.898,33.210,10.044,22,0,1,0,63,15,2,9.444,0,19,0,3
509,53561.38,53631.38,70.00,150.000,24.390,3.254,20,0,0,0,59,12,0,8.095,0,19,0,1
510,53631.38,53700.16,68.78,132.078,28.453,7.952,20,0,0,0,51,12,0,9.444,0,17,1,2
