episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
40,3288.54,3397.66,109.12,156.459,34.952,7.781,21,0,1,0,41,7,1,3.000,0,11,4,7
41,3397.66,3501.16,103.50,158.124,28.776,2.449,21,0,1,0,44,4,1,1.950,0,11,4,6
42,3501.16,3606.88,105.72,161.224,29.564,3.699,21,0,1,0,38,5,1,1.500,0,13,1,7
43,3606.88,3714.98,108.10,166.870,27.857,1.533,21,0,1,0,46,3,1,1.500,0,12,2,7
44,3714.98,3821.40,106.42,187.985,33.129,6.032,22,0,1,0,45,11,2,3.000,0,14,3,5
45,3821.40,3937.92,116.52,176.237,33.962,7.915,21,0,1,0,47,9,1,2.700,0,12,3,6
46,3937.92,4047.58,109.66,189.321,34.278,7.082,22,0,1,0,43,9,2,3.000,0,11,5,6
47,4047.58,4164.94,117.36,172.903,28.202,1.316,21,0,1,0,42,12,1,1.500,0,11,5,5
48,4164.94,4277.58,112.64,192.853,29.573,3.449,21,0,1,0,50,12,1,4.200,0,14,2,5
49,4277.58,4388.22,110.64,219.771,32.113,3.566,23,0,1,0,49,8,3,7.200,0,13,4,6
50,4388.22,4519.90,131.68,188.052,31.744,5.849,21,0,1,0,55,7,1,1.500,0,14,2,5
51,4519.90,4587.60,67.70,150.088,31.690,1.166,20,0,0,0,43,10,0,2.100,0,14,2,4
52,4587.60,4701.50,113.90,202.860,29.775,5.349,21,0,1,0,53,10,1,3.750,0,15,3,3
53,4701.50,4812.36,110.86,171.086,30.724,4.824,21,0,1,0,45,9,1,2.700,0,12,2,7
54,4812.36,4908.32,95.96,176.246,34.445,5.499,21,0,1,0,48,7,1,3.000,0,13,3,5
55,4908.32,5025.52,117.20,182.867,42.469,11.797,21,0,1,0,45,11,1,2.850,0,11,3,7
56,5025.52,5141.34,115.82,193.318,38.188,11.830,21,0,1,0,50,10,1,3.450,0,16,1,4
57,5141.34,5253.18,111.84,239.545,32.669,3.416,23,0,1,0,58,8,3,6.600,0,15,2,7
58,5253.18,5321.34,68.16,151.810,41.037,12.164,20,0,0,0,42,11,0,0.000,0,12,3,5
59,5321.34,5434.52,113.18,245.686,30.450,2.883,23,0,2,0,59,11,3,5.850,0,13,4,6
60,5434.52,5542.48,107.96,195.340,26.988,1.775,21,0,1,0,51,9,1,3.900,0,15,0,6
61,5542.48,5664.12,121.64,195.862,31.301,5.132,21,0,1,0,52,13,1,4.950,0,15,2,4
62,5664.12,5788.02,123.90,238.976,32.660,3.166,23,0,1,0,51,14,3,6.600,0,13,6,4
63,5788.02,5857.30,69.28,175.596,37.377,9.114,20,0,0,0,50,9,0,1.200,0,16,1,3
64,5857.30,5926.74,69.44,169.543,27.993,4.249,20,0,0,0,45,10,0,1.950,0,15,3,2
65,5926.74,6034.52,107.78,207.250,32.603,3.133,23,0,1,0,47,10,3,4.500,0,14,8,1
66,6034.52,6101.50,66.98,172.037,33.489,9.381,20,0,0,0,47,11,0,3.150,0,19,0,1
67,6101.50,6202.02,100.52,174.601,35.938,9.256,21,0,1,0,47,5,1,4.050,0,13,3,5
68,6202.02,6270.76,68.74,161.699,30.461,6.348,20,0,0,0,48,9,0,1.800,0,14,0,6
69,6270.76,6392.64,121.88,281.383,39.427,11.497,24,0,1,0,63,14,4,8.850,0,19,1,4
70,6392.64,6459.34,66.70,158.767,34.565,8.431,20,0,0,0,49,5,0,0.000,0,13,2,5
71,6459.34,6558.00,98.66,169.604,40.666,10.689,21,0,1,0,45,7,1,3.000,0,10,5,6
72,6558.00,6642.34,84.34,157.928,33.374,6.065,21,0,1,0,42,7,1,2.550,0,16,2,3
73,6642.34,6765.40,123.06,192.618,38.018,10.256,22,0,1,0,50,14,2,3.000,0,12,4,6
74,6765.40,6897.64,132.24,266.335,30.394,3.199,23,0,1,0,63,16,3,6.750,0,19,2,2
75,6897.64,6965.62,67.98,150.948,42.634,18.304,20,0,0,0,48,8,0,1.950,0,11,1,8
76,6965.62,7087.54,121.92,205.931,29.825,3.033,22,0,1,0,54,7,2,3.000,0,14,4,4
77,7087.54,7202.14,114.60,229.308,34.271,6.215,23,0,1,0,54,11,3,7.350,0,13,3,7
78,7202.14,7271.52,69.38,153.700,29.648,4.182,20,0,0,0,50,5,0,1.200,0,12,0,8
79,7271.52,7384.44,112.92,169.160,29.627,0.883,21,0,1,0,49,10,1,1.500,0,11,3,7
80,7384.44,7488.00,103.56,197.242,36.399,8.681,21,0,1,0,53,9,1,4.200,0,19,0,2
81,7488.00,7604.14,116.14,286.815,34.553,6.848,24,0,1,0,58,17,4,11.100,0,18,3,3
82,7604.14,7712.32,108.18,252.610,34.997,10.398,22,0,1,0,65,11,2,7.050,0,18,0,4
83,7712.32,7818.30,105.98,224.189,37.497,10.881,22,0,1,0,60,7,2,4.200,0,18,1,3
84,7818.30,7887.50,69.20,135.905,33.532,5.315,20,0,0,0,45,5,0,0.000,0,11,2,7
85,7887.50,8005.12,117.62,251.518,38.267,12.707,22,0,1,0,59,15,2,6.750,0,14,4,4
86,8005.12,8073.64,68.52,180.849,32.637,8.281,20,0,0,0,52,8,0,5.250,0,13,1,6
87,8073.64,8188.32,114.68,208.779,30.419,3.191,22,0,1,0,54,10,2,4.500,0,14,3,5
88,8188.32,8300.86,112.54,251.004,36.833,8.849,23,0,1,0,56,13,3,4.500,0,17,4,3
89,8300.86,8413.98,113.12,247.603,35.484,8.265,22,0,1,0,61,12,2,4.650,0,18,0,4
90,8413.98,8505.54,91.56,209.565,27.433,3.283,21,0,1,0,52,11,1,3.600,0,15,3,3
91,8505.54,8574.48,68.94,190.903,32.000,6.140,20,0,0,0,50,12,0,3.900,0,18,1,1
92,8574.48,8691.84,117.36,188.554,27.528,1.616,21,0,1,0,48,12,1,3.750,0,14,3,4
93,8691.84,8807.88,116.04,202.080,29.150,2.383,21,0,1,0,59,9,1,1.500,0,16,0,5
94,8807.88,8876.14,68.26,171.301,25.125,2.033,20,0,0,0,48,11,0,3.000,0,17,0,3
95,8876.14,8942.62,66.48,163.599,28.821,5.365,20,0,0,0,41,13,0,2.250,0,16,2,2
96,8942.62,9051.24,108.62,197.022,33.875,2.366,22,0,1,0,55,7,2,3.000,0,10,3,9
97,9051.24,9158.54,107.30,209.870,27.120,2.883,21,0,1,0,44,17,1,5.550,0,18,1,2
98,9158.54,9248.98,90.44,174.085,29.849,1.166,21,0,1,0,47,8,1,2.250,0,13,3,5
99,9248.98,9318.40,69.42,161.372,28.147,1.433,20,0,0,0,47,9,0,0.000,0,15,1,4
100,9318.40,9434.24,115.84,224.055,29.487,2.883,22,0,1,0,58,10,2,4.200,0,17,1,4
101,9434.24,9503.80,69.56,193.473,24.709,1.333,20,0,0,0,59,9,0,3.300,0,14,1,5
102,9503.80,9572.60,68.80,160.900,27.323,3.682,20,0,0,0,42,14,0,3.000,0,11,5,4
103,9572.60,9674.66,102.06,175.424,28.839,3.383,21,0,1,0,48,6,1,2.250,0,14,2,5
104,9674.66,9785.66,111.00,264.813,28.407,1.391,23,0,1,0,63,15,3,6.450,0,21,0,2
105,9785.66,9882.38,96.72,206.336,30.242,5.565,21,0,1,0,50,15,1,4.500,0,16,3,2
106,9882.38,9991.00,108.62,230.283,30.603,5.282,22,0,1,0,58,12,2,7.050,0,14,1,7
107,9991.00,10095.92,104.92,193.176,28.602,1.700,21,0,1,0,56,7,1,3.450,0,16,0,5
108,10095.92,10225.32,129.40,254.871,29.566,2.000,23,0,1,0,58,15,3,4.800,0,17,0,6
109,10225.32,10332.72,107.40,238.639,25.856,0.433,22,0,1,0,58,13,2,4.500,0,17,1,4
110,10332.72,10442.26,109.54,215.488,28.327,2.533,22,0,1,0,47,15,2,4.500,0,15,5,2
111,10442.26,10512.14,69.88,181.879,27.656,4.216,20,0,0,0,50,10,0,2.250,0,17,0,3
112,10512.14,10613.32,101.18,201.916,26.707,2.466,21,0,1,0,53,11,1,9.150,0,15,1,5
113,10613.32,10737.80,124.48,214.684,30.904,4.716,22,0,1,0,57,12,2,4.350,0,13,2,7
114,10737.80,10807.66,69.86,157.871,28.974,2.133,20,0,0,0,54,5,0,0.000,0,11,1,8
115,10807.66,10913.04,105.38,171.293,34.194,6.832,21,0,1,0,50,5,1,1.500,0,10,2,9
116,10913.04,10980.00,66.96,166.578,24.107,0.450,20,0,0,0,50,6,0,2.550,0,14,0,6
117,10980.00,11049.28,69.28,193.666,25.454,2.449,20,0,0,0,51,10,0,7.200,0,15,0,5
118,11049.28,11153.62,104.34,238.377,40.061,11.807,22,0,1,0,63,10,2,4.950,0,18,0,4
119,11153.62,11272.00,118.38,341.252,30.851,2.583,25,0,2,0,74,20,5,9.150,0,20,2,3
120,11272.00,11380.38,108.38,224.172,28.991,1.966,21,0,1,0,56,13,1,5.550,0,16,2,3
121,11380.38,11495.26,114.88,209.879,31.347,4.915,22,0,1,0,52,8,2,4.350,0,15,2,5
122,11495.26,11564.46,69.20,181.838,29.564,5.815,20,0,0,0,52,6,0,2.400,0,14,2,4
123,11564.46,11633.72,69.26,202.691,32.566,10.173,20,0,0,0,58,12,0,1.500,0,18,0,2
124,11633.72,11734.66,100.94,187.209,32.896,4.616,21,0,1,0,52,11,1,2.550,0,15,2,4
125,11734.66,11804.18,69.52,153.647,39.740,2.099,20,0,0,0,46,6,0,4.950,0,12,3,5
126,11804.18,11914.14,109.96,188.877,24.313,1.100,21,0,1,0,53,10,1,1.500,0,17,0,4
127,11914.14,12035.62,121.48,187.014,32.120,8.756,21,0,1,0,52,8,1,1.650,0,14,3,4
128,12035.62,12104.62,69.00,165.877,24.824,2.558,20,0,0,0,48,9,0,2.100,0,13,1,6
129,12104.62,12172.88,68.26,159.441,31.839,6.682,20,0,0,0,48,9,0,3.000,0,14,1,5
130,12172.88,12286.82,113.94,214.330,34.762,12.497,21,0,1,0,61,10,1,1.950,0,18,1,2
131,12286.82,12418.50,131.68,272.795,31.497,2.358,23,0,1,0,64,18,3,6.600,0,16,0,7
132,12418.50,12484.08,65.58,178.508,25.745,4.016,20,0,0,0,54,8,0,1.350,0,15,1,4
133,12484.08,12598.52,114.44,182.400,31.837,6.465,21,0,1,0,50,11,1,2.100,0,15,3,3
134,12598.52,12699.32,100.80,193.891,28.464,4.641,21,0,1,0,56,7,1,1.500,0,14,1,6
135,12699.32,12829.32,130.00,199.293,24.018,1.308,21,0,1,0,56,13,1,3.000,0,15,2,4
136,12829.32,12954.80,125.48,321.400,34.600,7.865,25,0,1,0,76,15,5,7.500,0,18,2,5
137,12954.80,13067.92,113.12,263.440,29.015,0.000,23,0,1,0,62,14,3,5.400,0,16,2,5
138,13067.92,13186.66,118.74,251.772,30.022,5.865,22,0,1,0,62,12,2,5.850,0,18,0,4
139,13186.66,13302.24,115.58,233.891,26.857,0.567,22,0,1,0,56,14,2,7.200,0,18,2,2
140,13302.24,13437.10,134.86,234.180,33.540,3.241,22,0,1,0,61,13,2,6.450,0,16,2,4
141,13437.10,13550.66,113.56,217.941,30.412,4.733,22,0,1,0,51,13,2,5.400,0,17,4,1
142,13550.66,13657.22,106.56,251.047,29.423,1.816,23,0,1,0,63,9,3,7.650,0,14,1,8
143,13657.22,13774.06,116.84,268.424,27.429,1.633,23,0,1,0,62,13,3,6.750,0,15,3,5
144,13774.06,13880.62,106.56,181.291,25.496,2.516,21,0,1,0,50,9,1,1.950,0,15,0,6
145,13880.62,13991.98,111.36,215.527,27.753,2.941,22,0,1,0,58,9,2,3.000,0,16,1,5
146,13991.98,14061.78,69.80,180.270,23.523,0.800,20,0,0,0,46,13,0,4.350,0,15,2,3
147,14061.78,14179.80,118.02,198.955,36.534,12.830,21,0,1,0,52,10,1,3.750,0,17,2,2
148,14179.80,14292.82,113.02,245.379,28.602,2.533,22,0,1,0,62,9,2,4.500,0,19,0,3
149,14292.82,14404.96,112.14,246.100,34.729,5.416,22,0,1,0,59,16,2,8.550,0,17,0,5
150,14404.96,14521.38,116.42,248.941,26.518,1.400,22,0,1,0,65,13,2,3.000,0,17,1,4
151,14521.38,14637.94,116.56,284.576,27.747,3.566,23,0,1,0,67,13,3,8.100,0,19,1,3
152,14637.94,14765.00,127.06,280.607,26.977,1.666,23,0,1,0,66,17,3,6.750,0,16,3,4
153,14765.00,14872.30,107.30,212.895,24.875,1.916,21,0,1,0,59,8,1,4.050,0,15,1,5
154,14872.30,14997.28,124.98,281.352,32.266,1.633,24,0,1,0,60,17,4,10.350,0,14,5,5
155,14997.28,15066.40,69.12,165.781,26.636,4.649,20,0,0,0,43,9,0,3.000,0,13,4,3
156,15066.40,15136.28,69.88,195.697,24.311,0.500,20,0,0,0,57,7,0,0.000,0,16,1,3
157,15136.28,15241.48,105.20,228.059,25.306,1.566,22,0,1,0,57,13,2,5.850,0,19,2,1
158,15241.48,15351.66,110.18,271.758,26.584,1.516,23,0,1,0,67,10,3,8.851,0,13,2,8
159,15351.66,15469.16,117.50,209.428,25.267,1.383,21,0,1,0,63,9,1,7.501,0,15,0,6
160,15469.16,15595.66,126.50,216.637,25.054,0.183,21,0,1,0,56,14,1,4.201,0,17,0,4
161,15595.66,15703.68,108.02,224.045,24.408,0.533,22,0,1,0,55,13,2,7.801,0,14,3,5
162,15703.68,15772.52,68.84,171.275,24.346,2.166,20,0,0,0,51,10,0,1.350,0,17,1,2
163,15772.52,15883.32,110.80,224.107,23.804,1.083,21,0,1,0,61,14,1,4.351,0,17,1,3
164,15883.32,15991.90,108.58,230.795,28.851,2.183,23,0,1,0,59,11,3,5.851,0,13,4,6
165,15991.90,16055.82,63.92,177.709,33.416,6.015,20,0,0,0,49,11,0,5.401,0,16,1,3
166,16055.82,16123.68,67.86,156.764,31.446,7.399,20,0,0,0,50,10,0,0.000,0,11,2,7
167,16123.68,16245.48,121.80,207.527,26.505,2.783,21,0,1,0,56,13,1,4.501,0,14,2,5
168,16245.48,16373.32,127.84,299.594,25.869,0.600,24,0,2,0,63,17,4,9.302,0,19,3,2
169,16373.32,16483.14,109.82,233.129,25.028,1.333,21,0,1,0,62,14,1,2.550,0,18,1,2
170,16483.14,16605.02,121.88,213.768,29.218,6.033,21,0,1,0,55,16,1,2.550,0,16,3,2
171,16605.02,16731.72,126.70,192.902,24.518,1.383,21,0,1,0,51,10,1,3.901,0,15,2,4
172,16731.72,16799.82,68.10,165.703,33.204,11.065,20,0,0,0,49,8,0,0.600,0,15,0,5
173,16799.82,16907.22,107.40,287.162,34.544,5.041,25,0,1,0,64,11,5,7.501,0,17,2,6
174,16907.22,16976.10,68.88,161.156,26.729,2.316,20,0,0,0,47,9,0,0.600,0,14,2,4
175,16976.10,17044.64,68.54,178.715,25.244,0.925,20,0,0,0,53,10,0,3.301,0,14,1,5
176,17044.64,17113.50,68.86,270.688,23.259,1.383,20,0,0,0,58,12,0,7.051,0,16,1,3
177,17113.50,17274.10,160.60,465.414,29.835,0.766,27,0,2,0,82,18,7,11.852,0,21,2,4
178,17274.10,17385.42,111.32,294.426,24.625,0.333,22,0,1,0,57,10,2,6.901,0,19,1,2
179,17385.42,17514.00,128.58,331.680,24.574,1.316,22,0,1,0,68,12,2,6.601,0,18,1,3
180,17514.00,17615.32,101.32,273.383,29.523,4.915,21,0,1,0,57,10,1,6.001,0,16,1,4
181,17615.32,17757.34,142.02,341.973,28.195,2.050,23,0,2,0,66,15,3,10.502,0,16,2,5
182,17757.34,17881.10,123.76,282.742,25.186,1.416,21,0,1,0,57,13,1,6.451,0,17,0,4
183,17881.10,17986.88,105.78,281.109,24.353,2.483,21,0,1,0,54,13,1,2.700,0,18,1,2
184,17986.88,18095.74,108.86,251.106,28.552,4.824,21,0,1,0,56,9,1,3.751,0,13,3,5
185,18095.74,18165.30,69.56,246.914,22.160,0.716,20,0,0,0,57,10,0,4.801,0,15,1,4
186,18165.30,18263.94,98.64,282.902,24.642,0.733,21,0,1,0,57,7,1,4.501,0,18,0,3
187,18263.94,18333.84,69.90,229.246,22.912,0.050,20,0,0,0,50,13,0,1.050,0,16,1,3
188,18333.84,18450.96,117.12,278.988,22.719,0.600,21,0,1,0,59,10,1,4.051,0,17,1,3
189,18450.96,18560.60,109.64,282.106,23.808,0.583,21,0,1,0,53,14,1,3.000,0,16,3,2
190,18560.60,18690.58,129.98,366.465,41.709,15.213,24,0,1,0,70,17,4,7.351,0,18,0,6
191,18690.58,18805.46,114.88,300.863,27.944,1.400,22,0,1,0,60,14,2,3.000,0,13,2,7
192,18805.46,18889.00,83.54,253.430,27.940,0.300,21,0,1,0,54,9,1,3.000,0,12,1,8
193,18889.00,19001.32,112.32,273.289,27.399,2.933,21,0,1,0,62,11,1,4.201,0,16,2,3
194,19001.32,19112.32,111.00,281.891,26.463,4.915,21,0,1,0,56,13,1,6.451,0,19,1,1
195,19112.32,19223.46,111.14,224.816,30.367,5.700,21,0,1,0,45,10,1,1.500,0,12,4,5
196,19223.46,19349.94,126.48,290.180,28.483,2.999,22,0,1,0,57,14,2,5.101,0,16,4,2
197,19349.94,19460.66,110.72,258.184,23.617,0.183,21,0,1,0,53,13,1,4.501,0,14,2,5
198,19460.66,19529.82,69.16,236.750,23.181,1.658,20,0,0,0,55,8,0,0.000,0,17,0,3
199,19529.82,19653.04,123.22,278.852,28.912,4.782,22,0,1,0,55,12,2,3.901,0,17,2,3
200,19653.04,19722.00,68.96,217.902,24.590,1.950,20,0,0,0,47,11,0,1.200,0,12,4,4
201,19722.00,19829.40,107.40,288.867,23.091,0.400,21,0,1,0,62,13,1,3.751,0,16,1,4
202,19829.40,19952.90,123.50,272.492,34.852,9.006,21,0,1,0,51,13,1,6.751,0,18,1,2
203,19952.90,20074.94,122.04,410.551,34.762,7.357,25,0,1,0,70,14,5,10.802,0,21,1,3
204,20074.94,20191.68,116.74,203.965,27.448,1.566,21,0,1,0,47,8,1,2.250,0,8,5,8
205,20191.68,20261.44,69.76,204.242,28.587,5.324,20,0,0,0,51,10,0,0.600,0,14,2,4
206,20261.44,20374.32,112.88,306.617,26.664,2.116,22,0,1,0,59,12,2,6.301,0,19,0,3
207,20374.32,20490.12,115.80,367.336,26.957,1.716,23,0,1,0,70,10,3,7.801,0,17,0,6
208,20490.12,20600.30,110.18,305.402,25.554,2.000,21,0,1,0,54,14,1,7.351,0,20,0,1
209,20600.30,20670.22,69.92,266.430,22.154,0.916,20,0,0,0,59,8,0,1.650,0,17,0,3
210,20670.22,20782.90,112.68,335.137,23.574,0.050,22,0,1,0,69,12,2,4.051,0,16,1,5
211,20782.90,20930.66,147.76,356.145,28.382,1.533,24,0,2,0,66,16,4,8.401,0,18,3,3
212,20930.66,21044.60,113.94,297.387,26.187,1.833,22,0,1,0,62,10,2,5.551,0,14,1,7
213,21044.60,21158.68,114.08,252.481,26.939,0.583,21,0,1,0,57,8,1,2.850,0,14,1,6
214,21158.68,21265.50,106.82,260.840,26.154,2.199,21,0,1,0,53,9,1,3.751,0,13,2,6
215,21265.50,21334.34,68.84,225.047,22.650,0.250,20,0,0,0,46,6,0,2.850,0,13,2,5
216,21334.34,21446.30,111.96,275.070,24.294,0.000,21,0,1,0,58,14,1,4.051,0,17,1,3
217,21446.30,21514.54,68.24,240.594,24.511,2.125,20,0,0,0,50,11,0,4.201,0,18,0,2
218,21514.54,21632.88,118.34,291.555,25.403,0.517,22,0,1,0,53,14,2,4.351,0,17,2,3
219,21632.88,21757.24,124.36,362.555,27.500,2.860,23,0,1,0,66,15,3,9.001,0,22,0,1
220,21757.24,21871.80,114.56,276.945,27.105,1.957,21,0,1,0,53,12,1,5.101,0,19,1,1
221,21871.80,21993.28,121.48,263.207,30.837,2.893,22,0,1,0,53,12,2,4.201,0,16,3,3
222,21993.28,22110.34,117.06,332.828,28.912,2.325,24,0,2,0,58,14,4,8.551,0,20,3,1
223,22110.34,22231.98,121.64,309.254,26.738,0.217,22,0,1,0,65,12,2,6.751,0,18,1,3
224,22231.98,22355.80,123.82,253.996,27.076,2.659,21,0,1,0,57,7,1,6.451,0,14,0,7
225,22355.80,22467.88,112.08,289.773,23.935,1.355,21,0,1,0,65,8,1,4.501,0,16,0,5
226,22467.88,22590.88,123.00,282.805,23.233,0.401,21,0,1,0,60,11,1,6.901,0,15,1,5
227,22590.88,22703.64,112.76,320.543,28.812,4.984,22,0,1,0,61,13,2,6.751,0,21,0,1
228,22703.64,22814.48,110.84,358.695,29.387,2.258,24,0,1,0,65,11,4,7.501,0,20,2,2
229,22814.48,22931.68,117.20,261.051,29.633,3.745,21,0,1,0,58,12,1,2.550,0,18,0,3
230,22931.68,23044.68,113.00,302.981,30.526,3.503,22,0,1,0,56,17,2,7.051,0,19,0,3
231,23044.68,23171.78,127.10,303.758,29.276,2.943,23,0,1,0,65,10,3,4.501,0,14,1,8
232,23171.78,23275.98,104.20,340.918,28.442,3.110,22,0,1,0,66,12,2,8.101,0,18,0,4
233,23275.98,23388.08,112.10,321.859,26.284,1.639,22,0,1,0,65,9,2,6.151,0,18,0,4
234,23388.08,23501.48,113.40,279.828,25.788,3.077,21,0,1,0,62,10,1,4.201,0,17,0,4
235,23501.48,23625.36,123.88,314.555,29.732,5.987,22,0,1,0,60,13,2,4.801,0,20,0,2
236,23625.36,23736.90,111.54,266.793,25.097,1.304,21,0,1,0,57,10,1,4.951,0,16,2,3
237,23736.90,23850.50,113.60,330.332,35.905,6.522,23,0,1,0,65,17,3,5.251,0,18,0,5
238,23850.50,23968.64,118.14,286.199,24.811,1.070,21,0,1,0,63,9,1,4.801,0,16,0,5
239,23968.64,24112.98,144.34,373.461,30.157,3.879,24,0,2,0,68,17,4,10.502,0,20,2,2
240,24112.98,24181.88,68.90,231.465,32.350,9.844,20,0,0,0,48,14,0,2.100,0,19,0,1
241,24181.88,24295.32,113.44,300.293,24.281,0.301,22,0,1,0,59,15,2,5.101,0,19,1,2
242,24295.32,24403.34,108.02,260.469,26.856,2.141,21,0,1,0,54,12,1,4.201,0,15,2,4
243,24403.34,24516.86,113.52,248.356,27.707,2.241,21,0,1,0,53,8,1,3.601,0,19,0,2
244,24516.86,24628.12,111.26,327.012,31.204,5.903,22,0,1,0,67,13,2,6.601,0,19,0,3
245,24628.12,24740.46,112.34,329.621,28.441,5.251,22,0,1,0,63,16,2,7.201,0,19,1,2
246,24740.46,24853.06,112.60,260.363,25.519,0.268,21,0,1,0,51,12,1,3.901,0,14,3,4
247,24853.06,24963.54,110.48,360.789,27.209,0.953,23,0,1,0,66,16,3,10.052,0,19,0,4
248,24963.54,25085.34,121.80,371.109,28.496,1.756,23,0,1,0,70,16,3,7.801,0,23,0,0
249,25085.34,25206.94,121.60,290.234,31.515,3.244,21,0,1,0,64,9,1,6.451,0,19,0,2
250,25206.94,25316.00,109.06,345.672,30.017,3.478,23,0,1,0,68,8,3,8.851,0,17,0,6
251,25316.00,25431.66,115.66,287.578,26.964,1.823,22,0,1,0,57,13,2,4.501,0,17,1,4
252,25431.66,25543.04,111.38,321.727,27.308,3.679,22,0,1,0,67,14,2,3.601,0,19,1,2
253,25543.04,25646.92,103.88,333.027,27.759,2.241,22,0,1,0,68,13,2,6.301,0,19,0,3
254,25646.92,25716.72,69.80,233.660,29.279,6.263,20,0,0,0,51,11,0,4.951,0,17,1,2
