episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst,diedFromHealthOver
1,0.00,97.30,97.30,33.447,64.283,0.000,30,0,0,0,4,0,0,0.000,0,1,26,3,0
2,97.30,147.30,50.00,29.024,58.251,0.000,30,0,0,0,4,0,0,0.000,0,0,26,4,0
3,147.30,215.54,68.24,30.170,47.075,0.633,30,0,0,0,2,1,0,0.000,0,0,29,1,0
4,215.54,297.94,82.40,71.167,47.446,0.000,30,0,0,0,12,2,0,0.000,0,0,26,4,0
5,297.94,365.14,67.20,54.395,48.221,0.050,30,0,0,0,12,3,0,0.000,0,0,24,6,0
6,365.14,431.86,66.72,54.134,49.189,0.767,30,0,0,0,15,2,0,0.300,0,0,22,8,0
7,431.86,491.28,59.42,40.257,51.228,4.067,30,0,0,0,9,1,0,0.000,0,0,25,5,0
8,491.28,581.08,89.80,57.811,49.357,0.000,30,0,0,0,10,4,0,0.000,0,0,26,4,0
9,581.08,657.54,76.46,62.622,49.943,1.717,30,0,0,0,15,3,0,0.000,0,0,23,7,0
10,657.54,720.80,63.26,52.564,54.052,5.700,30,0,0,0,15,3,0,0.000,0,0,23,7,0
11,720.80,822.02,101.22,67.095,51.689,4.617,30,0,0,0,14,5,0,0.000,0,1,25,4,0
12,822.02,920.40,98.38,72.013,49.526,1.100,30,0,0,0,18,4,0,0.000,0,1,24,6,0
13,920.40,1011.58,91.18,64.346,49.842,0.117,30,0,0,0,15,3,0,0.000,0,0,26,4,0
14,1011.58,1075.94,64.36,67.979,51.469,3.733,30,0,0,0,20,6,0,0.000,0,0,24,6,0
15,1075.94,1153.18,77.24,69.745,48.664,0.833,30,0,0,0,17,2,0,0.000,0,0,28,2,0
16,1153.18,1247.26,94.08,77.009,59.057,12.216,30,0,0,0,20,6,0,0.000,0,1,25,4,0
17,1247.26,1323.92,76.66,78.973,50.895,3.000,30,0,0,0,20,6,0,0.000,0,0,26,4,0
18,1323.92,1427.64,103.72,103.550,56.738,4.908,30,0,0,0,34,4,0,0.150,0,2,13,15,0
19,1427.64,1526.28,98.64,103.594,54.154,3.717,30,0,0,0,29,9,0,0.150,0,1,20,9,0
20,1526.28,1587.58,61.30,77.159,52.374,5.550,30,0,0,0,18,9,0,0.000,0,0,28,2,0
21,1587.58,1673.00,85.42,76.031,54.939,5.392,30,0,0,0,21,6,0,0.000,0,0,23,7,0
22,1673.00,1753.42,80.42,76.922,63.124,15.202,30,0,0,0,22,5,0,0.000,0,0,20,10,0
23,1753.42,1821.58,68.16,72.713,48.504,1.050,30,0,0,0,18,3,0,0.000,0,0,25,5,0
24,1821.58,1907.20,85.62,77.673,47.988,1.634,30,0,0,0,18,7,0,0.000,0,0,28,2,0
25,1907.20,1976.28,69.08,71.839,58.829,8.785,30,0,0,0,19,4,0,0.000,0,0,26,4,0
26,1976.28,2091.32,115.04,130.628,59.535,9.335,30,0,0,0,39,8,0,0.300,0,3,17,10,0
27,2091.32,2173.06,81.74,87.095,53.647,5.818,30,0,0,0,22,7,0,0.000,0,0,26,4,0
28,2173.06,2232.54,59.48,77.519,55.455,0.200,30,0,0,0,19,4,0,0.000,0,0,24,6,0
29,2232.54,2350.48,117.94,139.993,56.836,1.734,30,0,0,0,41,11,0,0.450,0,3,20,7,0
30,2350.48,2456.04,105.56,97.097,52.520,1.034,30,0,0,0,24,9,0,0.450,0,0,26,4,0
31,2456.04,2518.92,62.88,70.534,48.513,1.667,30,0,0,0,18,6,0,0.000,0,0,29,1,0
32,2518.92,2622.50,103.58,104.002,51.849,3.367,30,0,0,0,29,8,0,0.150,0,1,23,6,0
33,2622.50,2716.10,93.60,98.237,60.534,9.227,30,0,0,0,28,8,0,0.150,0,0,23,7,0
34,2716.10,2807.42,91.32,87.672,51.116,3.267,30,0,0,0,21,5,0,0.900,0,1,28,1,0
35,2807.42,2921.46,114.04,106.627,48.177,2.451,30,0,0,0,26,11,0,0.000,0,1,27,2,0
36,2921.46,3033.12,111.66,84.045,52.374,3.167,30,0,0,0,24,5,0,0.000,0,1,24,5,0
37,3033.12,3145.38,112.26,103.154,65.350,3.350,30,0,0,0,25,7,0,0.150,0,0,25,5,0
38,3145.38,3263.40,118.02,170.956,53.955,2.816,30,0,0,0,51,16,0,0.450,0,3,17,10,0
39,3263.40,3340.74,77.34,83.306,49.280,1.183,30,0,0,0,20,8,0,0.000,0,0,24,6,0
40,3340.74,3436.54,95.80,110.167,50.828,1.316,30,0,0,0,31,9,0,0.900,0,0,24,6,0
41,3436.54,3544.94,108.40,105.842,49.455,2.483,30,0,0,0,30,9,0,0.750,0,1,24,5,0
42,3544.94,3662.18,117.24,105.836,57.439,6.523,30,0,0,0,28,7,0,0.450,0,1,27,2,0
43,3662.18,3725.36,63.18,80.773,47.725,0.950,30,0,0,0,19,7,0,0.000,0,0,25,5,0
44,3725.36,3819.06,93.70,110.874,51.271,1.433,30,0,0,0,31,10,0,0.000,0,2,20,8,0
45,3819.06,3910.94,91.88,103.422,60.635,4.691,30,0,0,0,30,5,0,0.000,0,1,20,9,0
46,3910.94,4001.84,90.90,99.715,51.698,2.524,30,0,0,0,25,11,0,0.000,0,0,27,3,0
47,4001.84,4104.26,102.42,95.003,48.058,2.666,30,0,0,0,24,8,0,0.150,0,1,27,2,0
48,4104.26,4160.74,56.48,80.177,53.415,1.683,30,0,0,0,20,4,0,0.000,0,0,28,2,0
49,4160.74,4226.16,65.42,79.549,53.734,7.182,30,0,0,0,19,8,0,0.000,0,0,28,2,0
50,4226.16,4306.74,80.58,85.942,51.593,1.650,30,0,0,0,21,6,0,0.000,0,0,28,2,0
51,4306.74,4425.08,118.34,115.015,48.869,2.666,30,0,0,0,33,11,0,0.750,0,3,21,6,0
52,4425.08,4539.76,114.68,110.542,49.656,0.600,30,0,0,0,33,11,0,0.000,0,2,19,9,0
53,4539.76,4643.46,103.70,95.044,56.649,6.898,30,0,0,0,24,9,0,0.900,0,1,26,3,0
54,4643.46,4715.74,72.28,87.302,48.083,1.875,30,0,0,0,21,9,0,0.000,0,0,29,2,0
55,4715.74,4823.56,107.82,95.006,54.886,7.707,30,0,0,0,22,8,0,0.150,0,0,28,2,0
56,4823.56,4882.60,59.04,87.834,53.184,5.915,30,0,0,0,20,9,0,0.000,0,0,28,2,0
57,4882.60,4997.56,114.96,118.544,64.676,4.032,30,0,0,0,35,9,0,0.150,0,2,20,8,0
58,4997.56,5106.66,109.10,108.202,48.551,2.199,30,0,0,0,28,9,0,0.150,0,1,25,4,0
59,5106.66,5170.24,63.58,86.888,51.280,3.916,30,0,0,0,20,11,0,0.000,0,0,30,0,0
60,5170.24,5225.50,55.26,83.917,68.970,22.687,30,0,0,0,20,9,0,0.000,0,0,30,0,0
61,5225.50,5324.64,99.14,123.676,51.715,2.708,30,0,0,0,34,12,0,0.150,0,0,24,6,0
62,5324.64,5394.16,69.52,90.188,49.148,2.233,30,0,0,0,22,8,0,0.000,0,0,27,3,0
63,5394.16,5487.94,93.78,94.925,52.289,4.132,30,0,0,0,26,8,0,0.300,0,1,27,2,0
64,5487.94,5544.20,56.26,77.761,52.087,4.924,30,0,0,0,19,4,0,0.000,0,0,28,2,0
65,5544.20,5652.38,108.18,97.956,53.884,6.890,30,0,0,0,26,9,0,0.300,0,0,28,2,0
66,5652.38,5752.74,100.36,110.778,57.299,4.949,30,0,0,0,27,13,0,0.300,0,2,26,2,0
67,5752.74,5860.88,108.14,116.826,51.797,3.816,30,0,0,0,32,11,0,0.450,0,1,24,5,0
68,5860.88,5944.82,83.94,99.076,55.325,4.432,30,0,0,0,23,11,0,0.300,0,0,28,2,0
69,5944.82,6063.88,119.06,173.947,51.400,0.567,30,0,0,0,53,15,0,1.200,0,6,17,7,0
70,6063.88,6163.80,99.92,106.378,56.879,4.132,30,0,0,0,28,11,0,0.600,0,0,26,4,0
71,6163.80,6249.02,85.22,85.641,51.549,4.599,30,0,0,0,21,6,0,0.000,0,0,27,3,0
72,6249.02,6327.46,78.44,91.934,50.621,2.516,30,0,0,0,20,10,0,0.600,0,0,28,2,0
73,6327.46,6421.28,93.82,111.588,50.378,2.699,30,0,0,0,30,12,0,0.000,0,1,21,8,0
74,6421.28,6493.80,72.52,92.004,48.667,2.691,30,0,0,0,22,10,0,0.150,0,0,28,2,0
75,6493.80,6590.46,96.66,98.758,57.504,4.049,30,0,0,0,24,10,0,0.750,0,0,28,2,0
76,6590.46,6666.84,76.38,97.568,51.185,4.699,30,0,0,0,25,10,0,0.150,0,0,25,5,0
77,6666.84,6774.56,107.72,96.582,48.440,2.533,30,0,0,0,24,8,0,0.000,0,1,27,2,0
78,6774.56,6862.78,88.22,89.378,52.282,6.798,30,0,0,0,22,10,0,0.000,0,0,28,2,0
79,6862.78,6969.64,106.86,113.470,59.571,4.032,30,0,0,0,34,6,0,0.450,0,1,25,4,0
80,6969.64,7030.80,61.16,89.667,49.313,5.265,30,0,0,0,20,9,0,0.000,0,0,30,0,0
81,7030.80,7147.82,117.02,200.833,46.010,3.149,30,0,0,0,56,20,0,0.600,0,8,19,3,0
82,7147.82,7203.42,55.60,92.581,53.820,4.099,30,0,0,0,20,12,0,0.000,0,0,29,1,0
83,7203.42,7302.88,99.46,111.623,51.630,6.448,30,0,0,0,29,9,0,0.150,0,1,25,4,0
84,7302.88,7410.32,107.44,93.603,53.899,7.357,30,0,0,0,24,7,0,0.000,0,0,28,2,0
85,7410.32,7464.42,54.10,87.916,48.086,3.966,30,0,0,0,20,6,0,0.150,0,0,30,0,0
86,7464.42,7559.90,95.48,91.125,68.341,15.371,30,0,0,0,22,9,0,0.150,0,1,27,2,0
87,7559.90,7651.66,91.76,92.402,63.841,8.215,30,0,0,0,22,9,0,0.300,0,0,27,3,0
88,7651.66,7759.60,107.94,119.332,50.488,6.823,30,0,0,0,31,13,0,0.150,0,2,25,3,0
89,7759.60,7864.50,104.90,89.983,47.389,1.000,30,0,0,0,21,8,0,0.150,0,0,29,1,0
90,7864.50,7962.70,98.20,102.879,53.101,4.566,30,0,0,0,29,6,0,0.150,0,1,23,6,0
91,7962.70,8076.66,113.96,123.822,48.769,5.557,30,0,0,0,30,13,0,0.000,0,2,25,3,0
92,8076.66,8191.06,114.40,103.527,48.800,4.341,30,0,0,0,25,10,0,0.450,0,0,29,1,0
93,8191.06,8263.64,72.58,93.002,53.134,1.908,30,0,0,0,24,8,0,0.000,0,0,26,4,0
94,8263.64,8373.74,110.10,175.389,56.293,8.798,30,0,0,0,50,18,0,0.750,0,6,21,3,0
95,8373.74,8470.98,97.24,115.859,46.375,1.050,30,0,0,0,29,12,0,0.450,0,1,27,2,0
96,8470.98,8589.34,118.36,119.794,55.143,4.865,30,0,0,0,33,13,0,1.050,0,1,24,5,0
97,8589.34,8703.38,114.04,132.064,49.507,4.957,30,0,0,0,38,12,0,1.050,0,2,23,5,0
98,8703.38,8806.72,103.34,140.708,57.725,8.256,30,0,0,0,40,11,0,1.200,0,3,22,5,0
99,8806.72,8857.32,50.60,90.874,49.630,4.799,30,0,0,0,20,8,0,0.000,0,0,30,0,0
