episode,agentID,type,parents,generation,speed,sightRange,maxSize,maxLifetime,age,reasonOfDeath,lifetimeScore
0,-350,Prey,-1,0,14.311,1.482,2.375,106.967,33.341,Starvation,-1.016044
0,-490,Prey,-1,0,19.367,1.277,1.635,114.058,33.341,Starvation,-1.016044
0,-630,Prey,-1,0,18.264,1.405,3.121,108.444,33.341,Starvation,-3.016059
0,-770,Prey,-1,0,16.383,0.892,1.805,105.982,33.341,Starvation,-0.3831064
0,-910,Prey,-1,0,13.697,1.462,3.242,112.060,33.341,Starvation,-1.016044
0,-1050,Prey,-1,0,19.289,1.176,1.956,118.238,33.341,Starvation,0.2168729
0,-1190,Prey,-1,0,18.154,1.450,2.724,96.989,33.341,Starvation,-0.2831265
0,-1330,Prey,-1,0,10.362,1.418,1.973,93.444,33.341,Starvation,-1.016044
0,-1470,Prey,-1,0,14.408,0.892,2.386,113.529,33.341,Starvation,-1.016044
0,-1610,Prey,-1,0,15.259,1.175,1.871,118.764,33.341,Starvation,-1.016044
0,-1750,Prey,-1,0,10.933,1.286,2.191,106.698,33.341,Starvation,-1.016044
0,-1890,Prey,-1,0,16.122,1.385,1.757,97.717,33.341,Starvation,-1.016044
0,-2030,Prey,-1,0,14.809,0.991,3.388,106.694,33.341,Starvation,-1.016044
0,-2170,Prey,-1,0,18.490,0.905,1.918,117.987,33.341,Starvation,-0.7160419
0,-2310,Prey,-1,0,14.529,0.981,2.193,103.674,33.341,Starvation,-0.4024181
0,-2590,Prey,-1,0,17.864,1.159,1.968,118.617,33.341,Starvation,-1.016044
0,-2730,Prey,-1,0,11.248,1.324,2.726,118.063,33.341,Starvation,-1.016044
0,-2870,Prey,-1,0,17.334,0.987,2.164,115.276,33.341,Starvation,-1.016044
0,-3010,Prey,-1,0,17.367,0.861,1.713,99.399,33.341,Starvation,0.1967751
0,-3150,Prey,-1,0,11.736,1.204,2.772,113.930,33.341,Starvation,-1.016044
0,-3430,Prey,-1,0,10.246,0.959,1.922,95.589,33.341,Starvation,0.4839457
0,-3710,Prey,-1,0,11.045,1.419,3.082,94.913,33.341,Starvation,-1.016044
0,-3990,Prey,-1,0,10.906,0.834,2.976,106.471,33.341,Starvation,-1.016044
0,-4130,Prey,-1,0,18.881,1.208,2.896,99.679,33.341,Starvation,-1.016044
0,-4270,Prey,-1,0,15.136,1.108,3.315,112.068,33.341,Starvation,-7.516018
0,-202,Prey,-1,0,19.515,1.189,3.321,113.945,33.341,Starvation,-5.515018
0,-3290,Prey,-1,0,13.839,1.123,2.768,119.274,50.001,Dehydration,0.3305255
0,-3570,Prey,-1,0,16.829,1.120,1.614,113.683,50.001,Dehydration,-3.574855
0,-3850,Prey,-1,0,17.930,0.985,2.487,92.645,50.001,Dehydration,-0.512975
