episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
498,51737.00,51851.96,114.96,154.680,26.069,3.763,21,0,1,0,59,8,1,8.994,0,17,1,3
499,51851.96,51968.60,116.64,216.172,26.193,0.736,24,0,1,0,71,10,4,8.694,0,18,1,5
500,51968.60,52078.24,109.64,143.328,31.593,1.973,21,0,1,0,54,10,1,4.647,0,15,1,5
501,52078.24,52146.40,68.16,127.688,25.015,2.458,20,0,0,0,52,12,0,3.148,0,16,2,2
502,52146.40,52266.86,120.46,185.867,30.692,5.535,23,0,1,0,60,15,3,6.746,0,15,4,4
503,52266.86,52391.54,124.68,204.063,26.912,3.462,23,0,1,0,66,14,3,8.844,0,20,1,2
504,52391.54,52511.98,120.44,189.078,25.354,2.458,22,0,1,0,63,18,2,8.245,0,19,0,3
505,52511.98,52626.64,114.66,174.406,31.005,8.144,22,0,1,0,64,12,2,5.846,0,18,1,3
506,52626.64,52738.10,111.46,147.281,24.369,2.893,21,0,1,0,55,12,1,7.045,0,17,0,4
507,52738.10,52862.08,123.98,193.781,27.787,4.566,22,0,1,0,68,15,2,9.594,0,19,0,3
508,52862.08,52931.66,69.58,144.430,36.434,3.754,20,0,0,0,55,12,0,7.345,0,18,1,1
509,52931.66,53045.18,113.52,181.227,28.604,5.501,22,0,1,0,63,13,2,5.546,0,20,1,1
510,53045.18,53159.30,114.12,147.070,29.600,4.465,21,0,1,0,52,15,1,5.996,0,17,2,2
511,53159.30,53262.00,102.70,170.938,29.010,1.940,22,0,1,0,62,10,2,11.243,0,17,0,5
512,53262.00,53386.66,124.66,173.914,27.278,2.090,22,0,1,0,59,13,2,10.193,0,19,2,1
513,53386.66,53502.56,115.90,165.211,26.398,3.646,21,0,1,0,59,17,1,7.045,0,19,1,1
514,53502.56,53623.02,120.46,215.430,29.597,4.540,23,0,1,0,74,14,3,11.542,0,19,0,4
515,53623.02,53747.60,124.58,145.516,29.048,4.866,21,0,1,0,52,13,1,6.146,0,17,2,2
516,53747.60,53870.20,122.60,186.359,26.127,3.010,22,0,1,0,66,17,2,7.045,0,18,1,3
517,53870.20,53988.68,118.48,155.398,37.135,4.823,22,0,1,0,55,11,2,3.298,0,18,1,3
518,53988.68,54101.30,112.62,153.992,24.847,1.948,21,0,1,0,55,12,1,6.446,0,19,1,1
519,54101.30,54211.90,110.60,205.750,31.824,3.912,23,0,1,0,63,16,3,10.193,0,19,1,3
520,54211.90,54281.24,69.34,134.453,23.421,1.656,20,0,0,0,53,13,0,2.698,0,18,0,2
521,54281.24,54397.88,116.64,193.938,27.042,3.462,23,0,1,0,63,16,3,5.696,0,20,1,2
522,54397.88,54520.32,122.44,179.828,28.370,3.462,22,0,1,0,69,10,2,7.345,0,18,0,4
523,54520.32,54643.66,123.34,205.117,30.040,2.558,23,0,1,0,69,17,3,9.894,0,18,2,3
524,54643.66,54709.06,65.40,119.328,27.234,4.432,20,0,0,0,49,6,0,1.949,0,15,1,4
525,54709.06,54778.56,69.50,140.328,25.853,1.037,20,0,0,0,57,14,0,4.497,0,19,1,0
526,54778.56,54892.68,114.12,170.992,27.667,2.224,22,0,1,0,61,11,2,5.097,0,16,4,2
527,54892.68,55002.54,109.86,191.797,25.137,2.642,22,0,1,0,66,16,2,10.793,0,19,1,2
528,55002.54,55108.70,106.16,193.305,28.970,5.484,22,0,1,0,71,12,2,11.542,0,19,0,3
529,55108.70,55227.38,118.68,201.664,30.769,4.365,24,0,1,0,59,14,4,6.446,0,19,3,2
530,55227.38,55388.24,160.86,252.367,33.994,7.735,25,0,2,0,73,18,5,11.692,0,23,1,1
531,55388.24,55497.50,109.26,146.664,31.093,5.953,21,0,1,0,53,10,1,4.797,0,16,2,3
532,55497.50,55619.30,121.80,238.195,27.449,1.856,24,0,1,0,74,17,4,11.842,0,19,1,4
533,55619.30,55737.92,118.62,160.523,29.850,8.770,21,0,1,0,59,11,1,8.395,0,20,1,0
534,55737.92,55861.56,123.64,178.227,29.523,3.085,22,0,1,0,63,13,2,5.247,0,19,1,2
535,55861.56,55986.10,124.54,200.891,25.710,1.171,23,0,1,0,68,14,3,11.692,0,18,0,5
536,55986.10,56103.60,117.50,227.305,29.395,3.754,24,0,1,0,67,18,4,10.043,0,19,1,4
537,56103.60,56215.46,111.86,189.836,27.743,4.004,22,0,1,0,67,11,2,8.544,0,17,0,5
538,56215.46,56284.28,68.82,134.258,28.521,7.194,20,0,0,0,53,10,0,4.347,0,17,2,1
539,56284.28,56400.66,116.38,150.141,26.627,3.644,21,0,1,0,60,12,1,3.448,0,17,1,3
540,56400.66,56563.46,162.80,287.117,31.873,4.532,27,0,2,0,78,16,7,14.391,0,25,0,2
541,56563.46,56690.90,127.44,175.758,25.254,2.523,22,0,1,0,64,10,2,2.998,0,18,2,2
542,56690.90,56810.98,120.08,159.359,26.865,1.843,21,0,1,0,60,9,1,6.596,0,15,3,3
543,56810.98,56924.62,113.64,235.297,36.334,9.396,24,0,1,0,76,18,4,8.844,0,22,0,2
544,56924.62,57031.42,106.80,167.250,35.678,5.827,22,0,1,0,57,14,2,3.598,0,20,1,1
545,57031.42,57146.82,115.40,219.203,29.549,3.935,24,0,1,0,70,12,4,7.795,0,18,2,4
546,57146.82,57213.60,66.78,129.531,31.092,7.736,20,0,0,0,53,7,0,5.546,0,15,2,3
547,57213.60,57330.28,116.68,160.445,23.684,2.457,21,0,1,0,59,12,1,8.245,0,19,1,1
548,57330.28,57399.54,69.26,136.641,38.297,9.206,20,0,0,0,54,14,0,7.195,0,17,2,1
549,57399.54,57510.02,110.48,200.742,25.332,1.278,23,0,1,0,60,16,3,7.195,0,17,2,4
550,57510.02,57626.30,116.28,275.602,33.634,4.350,26,0,1,0,78,14,6,13.641,0,19,1,6
551,57626.30,57756.26,129.96,180.352,32.154,5.412,22,0,1,0,61,16,2,9.744,0,18,2,2
552,57756.26,57936.52,180.26,308.945,38.954,7.421,28,0,2,0,84,22,8,15.290,0,22,1,5
553,57936.52,58004.38,67.86,128.844,38.884,15.738,20,0,0,0,51,13,0,5.996,0,17,1,2
554,58004.38,58129.94,125.56,185.406,26.278,3.553,22,0,1,0,68,14,2,10.493,0,18,2,2
555,58129.94,58242.54,112.60,174.773,25.787,1.154,22,0,1,0,64,12,2,5.247,0,18,2,2
556,58242.54,58361.16,118.62,152.195,29.221,2.507,21,0,1,0,57,13,1,5.247,0,15,1,5
557,58361.16,58472.74,111.58,227.086,31.475,4.557,24,0,1,0,71,11,4,7.495,0,22,0,2
558,58472.74,58594.72,121.98,165.242,25.214,3.428,21,0,1,0,60,15,1,9.144,0,16,0,5
559,58594.72,58664.46,69.74,128.188,26.737,2.557,20,0,0,0,53,12,0,2.099,0,14,3,3
560,58664.46,58791.40,126.94,210.141,27.008,2.009,23,0,1,0,74,12,3,6.746,0,20,0,3
561,58791.40,58923.92,132.52,177.938,26.166,2.922,22,0,1,0,64,14,2,7.945,0,19,2,1
562,58923.92,59047.80,123.88,171.508,25.457,0.432,22,0,1,0,61,13,2,6.596,0,16,1,5
563,59047.80,59167.94,120.14,212.445,29.002,4.258,24,0,1,0,62,15,4,7.195,0,20,2,2
564,59167.94,59283.34,115.40,169.281,26.201,3.968,21,0,1,0,67,10,1,7.945,0,17,2,2
565,59283.34,59398.48,115.14,177.609,25.969,1.859,22,0,1,0,64,12,2,4.047,0,17,0,5
566,59398.48,59516.94,118.46,163.625,29.334,4.565,21,0,1,0,60,14,1,4.347,0,20,0,2
567,59516.94,59641.00,124.06,143.516,25.500,4.250,21,0,1,0,55,10,1,8.245,0,15,1,5
568,59641.00,59761.94,120.94,195.203,26.813,2.656,22,0,1,0,65,16,2,10.043,0,19,1,2
569,59761.94,59901.28,139.34,199.750,27.900,1.743,23,0,2,0,62,13,3,13.042,0,20,1,2
570,59901.28,60013.66,112.38,173.297,28.881,6.026,21,0,1,0,64,14,1,6.746,0,19,0,2
571,60013.66,60131.72,118.06,206.883,32.092,6.732,23,0,1,0,69,14,3,8.544,0,18,3,2
572,60131.72,60261.60,129.88,175.367,25.645,4.391,21,0,1,0,67,15,1,10.343,0,20,0,1
573,60261.60,60383.58,121.98,188.758,25.135,1.544,22,0,1,0,63,15,2,8.544,0,17,1,4
574,60383.58,60504.42,120.84,184.633,26.531,4.283,22,0,1,0,65,13,2,10.943,0,18,0,4
575,60504.42,60615.84,111.42,202.922,23.967,0.913,23,0,1,0,63,16,3,10.643,0,22,0,1
576,60615.84,60683.82,67.98,129.484,27.057,6.192,20,0,0,0,51,11,0,2.548,0,13,1,6
577,60683.82,60750.84,67.02,141.320,25.016,3.320,20,0,0,0,55,14,0,6.596,0,19,1,0
578,60750.84,60914.62,163.78,245.594,33.891,2.258,25,0,2,0,79,14,5,10.943,0,18,0,7
579,60914.62,61029.82,115.20,202.000,31.920,5.122,23,0,1,0,70,12,3,5.996,0,20,1,2
580,61029.82,61141.50,111.68,200.742,26.289,2.167,23,0,1,0,65,11,3,9.444,0,18,2,3
581,61141.50,61250.00,108.50,141.156,27.346,1.743,21,0,1,0,54,11,1,4.347,0,18,0,3
582,61250.00,61370.70,120.70,162.656,28.277,4.997,21,0,1,0,58,18,1,7.645,0,18,2,1
583,61370.70,61529.58,158.88,300.219,30.482,3.785,26,0,2,0,89,18,6,17.539,0,21,0,5
584,61529.58,61666.12,136.54,198.727,27.146,2.972,23,0,1,0,64,15,3,8.544,0,20,0,3
585,61666.12,61776.94,110.82,186.594,27.020,0.963,22,0,1,0,64,14,2,7.045,0,21,0,1
586,61776.94,61894.22,117.28,164.211,26.045,1.934,21,0,1,0,58,15,1,8.245,0,19,0,2
587,61894.22,61964.08,69.86,138.031,24.316,1.245,20,0,0,0,54,15,0,5.696,0,20,0,0
588,61964.08,62095.68,131.60,178.953,24.082,1.494,22,0,1,0,67,10,2,7.945,0,16,0,6
589,62095.68,62213.18,117.50,184.578,24.758,1.660,22,0,1,0,66,16,2,7.645,0,20,2,0
590,62213.18,62336.14,122.96,218.203,28.686,4.897,23,0,1,0,71,18,3,8.994,0,21,0,2
591,62336.14,62492.78,156.64,261.883,30.076,2.905,25,0,2,0,84,14,5,12.142,0,23,1,1
592,62492.78,62620.72,127.94,226.008,29.789,3.586,24,0,1,0,68,15,4,10.193,0,20,1,3
593,62620.72,62690.36,69.64,141.430,27.402,5.578,20,0,0,0,58,12,0,5.696,0,19,0,1
594,62690.36,62806.64,116.28,157.203,26.463,3.271,21,0,1,0,61,11,1,2.548,0,13,1,7
595,62806.64,62876.60,69.96,143.695,24.518,2.855,20,0,0,0,58,11,0,2.099,0,15,1,4
596,62876.60,62996.40,119.80,180.211,29.396,5.097,23,0,1,0,59,14,3,6.146,0,18,3,2
597,62996.40,63112.82,116.42,275.563,29.496,2.357,25,0,1,0,81,19,5,12.742,0,22,2,1
598,63112.82,63231.74,118.92,210.055,27.068,3.843,23,0,1,0,65,14,3,7.645,0,19,2,2
599,63231.74,63394.00,162.26,238.914,32.299,4.532,25,0,2,0,68,17,5,13.491,0,17,2,6
600,63394.00,63463.52,69.52,149.367,22.465,1.859,20,0,0,0,60,17,0,2.548,0,20,0,0
601,63463.52,63574.90,111.38,212.102,29.777,2.623,23,0,1,0,73,13,3,6.446,0,20,0,3
602,63574.90,63687.20,112.30,192.758,25.311,1.710,23,0,1,0,62,11,3,11.692,0,18,1,4
603,63687.20,63803.88,116.68,171.359,28.162,6.292,21,0,1,0,69,10,1,3.298,0,20,0,1
604,63803.88,63873.36,69.48,130.797,24.811,1.710,20,0,0,0,48,12,0,3.298,0,16,3,1
605,63873.36,63989.70,116.34,176.086,33.154,8.649,22,0,1,0,61,12,2,4.647,0,21,0,1
606,63989.70,64110.48,120.78,215.359,32.111,3.412,23,0,1,0,74,14,3,9.894,0,20,0,3
607,64110.48,64230.38,119.90,170.070,30.766,1.195,22,0,1,0,59,12,2,4.047,0,15,0,7
608,64230.38,64357.64,127.26,175.063,24.361,0.813,22,0,1,0,60,14,2,10.343,0,21,1,0
609,64357.64,64423.62,65.98,145.266,24.152,1.561,20,0,0,0,54,13,0,8.844,0,20,0,0
610,64423.62,64542.64,119.02,150.148,25.592,2.449,21,0,1,0,55,12,1,8.395,0,18,1,2
611,64542.64,64611.30,68.66,135.742,21.705,1.610,20,0,0,0,54,11,0,5.247,0,18,0,2
612,64611.30,64724.04,112.74,184.555,23.967,0.913,22,0,1,0,64,14,2,5.097,0,16,1,5
613,64724.04,64843.00,118.96,205.172,34.006,8.981,23,0,1,0,65,19,3,9.144,0,18,3,2
614,64843.00,64912.50,69.50,135.430,23.305,3.121,20,0,0,0,55,13,0,5.996,0,18,0,2
615,64912.50,65015.00,102.50,156.023,24.268,2.142,21,0,1,0,54,12,1,7.045,0,20,0,1
616,65015.00,65131.58,116.58,168.875,25.865,3.179,22,0,1,0,55,15,2,8.395,0,18,2,2
617,65131.58,65247.30,115.72,165.578,28.814,4.076,21,0,1,0,59,17,1,7.345,0,18,1,2
618,65247.30,65315.54,68.24,146.391,21.266,1.195,20,0,0,0,53,19,0,4.497,0,19,0,1
619,65315.54,65421.96,106.42,216.477,31.021,1.909,23,0,1,0,72,12,3,10.193,0,17,1,5
620,65421.96,65536.06,114.10,219.359,28.086,4.839,23,0,1,0,73,13,3,8.395,0,20,0,3
621,65536.06,65658.02,121.96,165.469,23.092,1.976,21,0,1,0,60,13,1,12.442,0,17,0,4
622,65658.02,65761.94,103.92,180.727,41.375,12.169,22,0,1,0,65,12,2,6.446,0,19,1,2
623,65761.94,65825.46,63.52,122.258,22.898,0.730,20,0,0,0,47,12,0,5.696,0,13,4,3
624,65825.46,65943.76,118.30,213.766,23.105,0.100,23,0,1,0,68,16,3,9.894,0,20,0,3
625,65943.76,66056.36,112.60,212.797,35.391,5.578,23,0,1,0,72,15,3,7.945,0,20,2,1
626,66056.36,66185.54,129.18,177.602,26.705,1.610,21,0,1,0,66,15,1,8.395,0,20,0,1
627,66185.54,66299.62,114.08,205.977,29.635,2.963,23,0,1,0,69,12,3,11.393,0,20,1,2
628,66299.62,66423.14,123.52,161.125,25.725,2.573,21,0,1,0,59,15,1,8.095,0,19,1,1
629,66423.14,66535.48,112.34,212.461,24.654,2.507,22,0,1,0,74,15,2,10.043,0,21,0,1
630,66535.48,66659.12,123.64,151.273,28.547,3.370,21,0,1,0,50,17,1,8.694,0,18,1,2
631,66659.12,66769.26,110.14,150.617,26.189,1.992,21,0,1,0,56,9,1,9.144,0,15,1,5
632,66769.26,66838.84,69.58,132.195,24.512,2.847,20,0,0,0,51,11,0,4.947,0,18,2,0
633,66838.84,66948.08,109.24,212.313,30.383,2.723,23,0,1,0,66,13,3,10.943,0,22,0,1
634,66948.08,67062.00,113.92,158.461,28.396,5.105,21,0,1,0,59,13,1,6.896,0,20,0,1
635,67062.00,67168.82,106.82,152.180,25.893,4.624,21,0,1,0,56,12,1,7.795,0,16,1,4
636,67168.82,67337.38,168.56,238.852,26.652,1.561,24,0,2,0,77,16,4,11.992,0,22,0,2
637,67337.38,67456.90,119.52,157.141,31.727,8.724,21,0,1,0,51,18,1,10.793,0,16,2,3
638,67456.90,67574.56,117.66,158.203,23.887,0.365,21,0,1,0,62,11,1,5.396,0,19,0,2
639,67574.56,67715.32,140.76,237.219,30.838,4.051,25,0,2,0,68,12,5,8.095,0,19,2,4
640,67715.32,67783.86,68.54,142.102,23.205,1.610,20,0,0,0,53,12,0,6.896,0,20,0,0
641,67783.86,67903.74,119.88,180.547,29.434,3.719,22,0,1,0,66,14,2,5.696,0,17,1,4
642,67903.74,67971.32,67.58,129.445,29.705,4.939,20,0,0,0,50,12,0,4.947,0,19,0,1
643,67971.32,68085.96,114.64,187.766,23.783,1.212,22,0,1,0,63,16,2,10.943,0,20,0,2
644,68085.96,68201.94,115.98,187.648,36.490,8.990,22,0,1,0,63,13,2,7.045,0,19,1,2
645,68201.94,68325.06,123.12,188.422,29.889,5.570,23,0,1,0,64,10,3,7.795,0,16,1,6
646,68325.06,68435.96,110.90,216.398,31.221,5.404,23,0,1,0,68,18,3,8.395,0,20,2,1
647,68435.96,68541.00,105.04,163.305,24.734,3.055,21,0,1,0,61,13,1,4.047,0,20,0,1
648,68541.00,68609.12,68.12,123.625,22.643,1.079,20,0,0,0,54,8,0,2.099,0,18,0,2
649,68609.12,68773.68,164.56,252.250,31.988,5.180,25,0,2,0,77,18,5,12.592,0,18,1,6
650,68773.68,68940.50,166.82,326.070,33.734,3.055,28,0,2,0,90,23,8,15.590,0,26,0,2
651,68940.50,69088.76,148.26,207.844,31.102,4.823,24,0,2,0,61,17,4,11.243,0,19,0,5
652,69088.76,69193.00,104.24,154.219,24.514,2.374,21,0,1,0,55,10,1,9.294,0,17,2,2
653,69193.00,69310.24,117.24,201.711,31.508,3.785,23,0,1,0,65,16,3,8.095,0,20,0,3
654,69310.24,69420.32,110.08,164.266,29.330,5.985,21,0,1,0,64,11,1,6.896,0,19,0,2
655,69420.32,69524.34,104.02,172.016,25.869,3.188,21,0,1,0,65,11,1,10.043,0,19,0,2
656,69524.34,69644.68,120.34,253.047,39.711,10.600,25,0,1,0,79,13,5,10.193,0,19,2,4
657,69644.68,69759.38,114.70,252.188,29.482,1.876,24,0,1,0,79,17,4,10.043,0,22,0,2
658,69759.38,69879.84,120.46,184.719,35.852,11.696,22,0,1,0,61,17,2,7.195,0,20,1,1
659,69879.84,70000.50,120.66,207.625,28.076,4.798,23,0,1,0,64,18,3,10.193,0,21,2,0
660,70000.50,70113.36,112.86,232.469,34.723,1.627,24,0,1,0,73,14,4,11.542,0,22,1,1
661,70113.36,70182.26,68.90,136.500,22.371,1.295,20,0,0,0,52,13,0,4.947,0,16,0,4
662,70182.26,70295.66,113.40,199.719,32.893,5.097,23,0,1,0,68,11,3,5.846,0,15,2,6
663,70295.66,70415.36,119.70,156.172,25.654,2.507,21,0,1,0,57,14,1,3.897,0,17,1,3
664,70415.36,70534.84,119.48,260.750,32.652,2.515,25,0,1,0,72,23,5,13.941,0,21,1,3
665,70534.84,70603.56,68.72,130.266,26.475,4.707,20,0,0,0,53,11,0,4.347,0,17,1,2
666,70603.56,70735.14,131.58,196.984,35.232,2.108,23,0,1,0,66,15,3,9.444,0,20,0,3
667,70735.14,70858.68,123.54,160.703,25.410,3.221,21,0,1,0,61,13,1,8.694,0,18,0,3
668,70858.68,70989.22,130.54,242.125,30.285,2.523,25,0,1,0,71,17,5,11.542,0,20,2,3
669,70989.22,71118.04,128.82,171.844,24.094,2.922,21,0,1,0,68,9,1,8.694,0,19,0,2
670,71118.04,71272.06,154.02,225.922,35.246,7.811,24,0,2,0,65,20,4,10.793,0,20,3,1
671,71272.06,71388.22,116.16,202.406,25.680,2.059,23,0,1,0,62,17,3,10.343,0,21,1,1
672,71388.22,71500.80,112.58,189.266,35.002,5.196,23,0,1,0,63,13,3,10.043,0,16,1,6
673,71500.80,71611.62,110.82,182.953,33.072,5.736,22,0,1,0,63,15,2,6.746,0,21,0,1
674,71611.62,71679.12,67.50,128.906,32.889,9.381,20,0,0,0,54,11,0,3.598,0,16,0,4
675,71679.12,71800.46,121.34,258.688,31.129,3.428,25,0,1,0,75,19,5,14.391,0,23,0,2
676,71800.46,71915.06,114.60,158.672,25.699,3.021,21,0,1,0,54,17,1,6.146,0,20,1,0
677,71915.06,71984.82,69.76,134.391,24.805,3.121,20,0,0,0,51,15,0,6.746,0,18,1,1
678,71984.82,72104.54,119.72,162.234,24.699,3.021,21,0,1,0,58,16,1,4.347,0,20,0,1
679,72104.54,72213.96,109.42,181.594,26.248,2.125,22,0,1,0,59,16,2,8.395,0,18,1,3
680,72213.96,72329.92,115.96,146.266,29.580,4.798,21,0,1,0,56,12,1,5.097,0,17,2,2
681,72329.92,72444.48,114.56,171.734,23.311,1.710,21,0,1,0,63,14,1,7.795,0,19,0,2
682,72444.48,72560.52,116.04,249.625,32.266,4.507,24,0,1,0,82,18,4,7.495,0,24,0,0
683,72560.52,72692.76,132.24,180.438,32.219,3.984,22,0,1,0,64,17,2,7.045,0,17,1,4
684,72692.76,72806.10,113.34,204.953,26.156,2.988,22,0,1,0,72,16,2,9.894,0,21,0,1
685,72806.10,72926.32,120.22,179.328,25.705,3.030,22,0,1,0,63,12,2,8.095,0,19,1,2
686,72926.32,73050.30,123.98,247.891,30.869,5.088,24,0,1,0,79,18,4,13.491,0,22,0,2
687,73050.30,73166.16,115.86,227.219,31.162,4.731,24,0,1,0,70,17,4,10.343,0,21,1,2
688,73166.16,73286.94,120.78,190.859,24.363,1.760,22,0,1,0,67,11,2,13.042,0,19,1,2
689,73286.94,73356.94,70.00,142.875,25.156,3.453,20,0,0,0,56,14,0,6.146,0,20,0,0
690,73356.94,73490.68,133.74,256.547,29.092,1.976,25,0,1,0,79,19,5,12.442,0,22,1,2
691,73490.68,73607.28,116.60,167.000,24.248,2.598,21,0,1,0,65,14,1,3.897,0,16,1,4
692,73607.28,73771.20,163.92,229.359,38.811,8.691,25,0,2,0,67,16,5,10.493,0,19,2,4
693,73771.20,73886.74,115.54,142.969,22.176,0.166,21,0,1,0,54,12,1,1.949,0,17,3,1
694,73886.74,74008.72,121.98,155.672,30.648,8.168,21,0,1,0,59,9,1,5.696,0,19,0,2
695,74008.72,74127.06,118.34,167.250,30.707,4.383,22,0,1,0,56,13,2,9.444,0,18,2,2
696,74127.06,74272.64,145.58,223.016,29.584,2.440,25,0,2,0,68,17,5,9.444,0,18,1,6
697,74272.64,74391.38,118.74,152.953,27.297,3.586,21,0,1,0,54,15,1,9.144,0,18,2,1
698,74391.38,74509.68,118.30,177.844,25.416,1.810,22,0,1,0,63,14,2,8.994,0,17,1,4
699,74509.68,74631.98,122.30,185.234,28.406,4.640,22,0,1,0,66,13,2,6.596,0,19,0,3
700,74631.98,74755.90,123.92,155.547,28.074,6.250,21,0,1,0,55,17,1,8.544,0,18,1,2
701,74755.90,74824.32,68.42,129.078,31.461,2.324,20,0,0,0,53,11,0,5.097,0,17,2,1
702,74824.32,74941.16,116.84,185.078,25.645,2.025,22,0,1,0,66,13,2,6.746,0,20,2,0
703,74941.16,75055.66,114.50,277.391,31.834,5.512,26,0,1,0,76,16,6,12.442,0,24,0,2
704,75055.66,75164.80,109.14,218.109,29.156,3.926,23,0,1,0,75,14,3,11.542,0,15,1,7
705,75164.80,75283.96,119.16,209.484,27.635,3.437,23,0,1,0,64,19,3,7.945,0,20,2,1
706,75283.96,75408.28,124.32,241.016,29.164,3.470,24,0,1,0,74,17,4,11.842,0,21,2,1
707,75408.28,75520.74,112.46,150.016,27.762,6.392,21,0,1,0,59,12,1,2.698,0,18,1,2
708,75520.74,75635.88,115.14,239.875,26.795,2.640,24,0,1,0,75,18,4,6.596,0,24,0,0
709,75635.88,75763.16,127.28,179.641,27.734,2.117,22,0,1,0,61,17,2,6.146,0,21,0,1
710,75763.16,75921.04,157.88,246.688,30.916,1.810,25,0,2,0,68,18,5,13.641,0,22,1,2
711,75921.04,76041.16,120.12,165.328,31.377,4.607,22,0,1,0,56,15,2,9.594,0,16,2,4
712,76041.16,76141.32,100.16,156.000,25.592,1.976,21,0,1,0,63,8,1,5.097,0,16,0,5
713,76141.32,76299.54,158.22,254.922,30.180,3.495,25,0,2,0,73,16,5,12.892,0,21,3,1
714,76299.54,76417.94,118.40,181.922,28.113,5.304,22,0,1,0,61,20,2,7.945,0,20,1,1
715,76417.94,76534.56,116.62,201.688,29.572,5.288,22,0,1,0,65,19,2,11.692,0,21,1,0
716,76534.56,76644.42,109.86,215.438,27.066,2.897,23,0,1,0,74,13,3,7.945,0,20,1,2
717,76644.42,76763.16,118.74,197.984,53.207,21.491,23,0,1,0,69,12,3,10.643,0,17,0,6
718,76763.16,76880.54,117.38,146.203,27.754,4.018,21,0,1,0,54,12,1,8.994,0,16,0,5
719,76880.54,77041.46,160.92,236.969,43.078,16.693,25,0,2,0,77,11,5,7.945,0,21,0,4
720,77041.46,77153.68,112.22,187.125,26.342,4.101,22,0,1,0,66,13,2,10.043,0,20,0,2
721,77153.68,77279.96,126.28,287.609,39.969,3.752,27,0,1,0,79,14,7,15.290,0,23,0,4
722,77279.96,77397.06,117.10,208.484,32.977,6.026,23,0,1,0,73,8,3,6.446,0,17,1,5
723,77397.06,77465.98,68.92,132.063,33.289,4.051,20,0,0,0,51,13,0,7.945,0,15,2,3
724,77465.98,77587.54,121.56,213.641,30.527,0.498,23,0,1,0,70,17,3,7.945,0,22,1,0
725,77587.54,77698.88,111.34,144.516,33.516,3.320,21,0,1,0,55,12,1,6.746,0,18,1,3
726,77698.88,77863.48,164.60,325.219,34.838,4.582,28,0,2,0,85,24,8,15.140,0,26,0,2
727,77863.48,77983.60,120.12,232.375,31.514,2.374,24,0,1,0,69,19,4,12.142,0,22,2,0
728,77983.60,78115.24,131.64,164.094,28.648,5.337,21,0,1,0,61,15,1,9.594,0,18,1,2
729,78115.24,78245.28,130.04,180.422,26.098,0.564,22,0,1,0,64,13,2,10.043,0,21,0,1
730,78245.28,78394.36,149.08,258.016,31.004,4.258,26,0,2,0,77,10,6,10.793,0,18,1,7
731,78394.36,78503.56,109.20,136.297,36.092,5.288,21,0,1,0,52,8,1,5.546,0,20,1,0
732,78503.56,78618.70,115.14,183.844,26.818,5.495,21,0,1,0,66,20,1,8.844,0,19,1,1
733,78618.70,78743.90,125.20,168.578,26.332,3.619,21,0,1,0,57,18,1,13.641,0,21,0,0
734,78743.90,78859.24,115.34,249.719,30.514,4.267,25,0,1,0,69,19,5,13.491,0,21,2,2
735,78859.24,78928.78,69.54,129.656,33.713,9.646,20,0,0,0,50,16,0,4.647,0,17,1,2
736,78928.78,79039.34,110.56,155.500,28.420,6.068,21,0,1,0,62,10,1,5.696,0,14,1,6
737,79039.34,79157.04,117.70,169.781,27.947,4.200,21,0,1,0,63,15,1,8.694,0,19,0,2
738,79157.04,79275.48,118.44,253.047,32.236,5.827,25,0,1,0,72,16,5,14.990,0,20,3,2
739,79275.48,79392.88,117.40,196.125,31.924,6.558,22,0,1,0,70,14,2,8.844,0,19,0,3
740,79392.88,79502.32,109.44,161.781,32.104,3.403,21,0,1,0,59,13,1,9.894,0,16,1,4
741,79502.32,79631.42,129.10,148.906,36.031,2.391,21,0,1,0,62,6,1,3.748,0,19,0,2
742,79631.42,79748.30,116.88,287.547,30.619,2.947,27,0,1,0,76,17,7,12.592,0,22,1,4
743,79748.30,79867.10,118.80,145.891,25.656,2.042,21,0,1,0,54,12,1,5.996,0,16,1,4
744,79867.10,79998.40,131.30,177.766,30.666,3.935,22,0,1,0,60,15,2,12.592,0,21,0,1
745,79998.40,80114.76,116.36,172.156,32.734,3.055,22,0,1,0,56,11,2,10.043,0,21,1,0
746,80114.76,80182.78,68.02,125.922,35.678,9.147,20,0,0,0,52,10,0,3.448,0,16,1,3
747,80182.78,80296.02,113.24,196.406,28.727,5.412,22,0,1,0,70,15,2,10.193,0,21,0,1
748,80296.02,80419.00,122.98,182.609,24.451,1.843,22,0,1,0,69,9,2,5.546,0,16,2,4
749,80419.00,80532.04,113.04,174.125,25.227,2.582,21,0,1,0,58,16,1,11.542,0,20,0,1
750,80532.04,80647.98,115.94,184.047,24.844,0.797,22,0,1,0,62,20,2,7.645,0,20,0,2
751,80647.98,80766.28,118.30,207.469,27.625,1.063,22,0,1,0,76,16,2,11.992,0,20,0,2
752,80766.28,80882.88,116.60,148.313,29.543,4.765,21,0,1,0,59,10,1,5.846,0,17,1,3
753,80882.88,81001.88,119.00,197.500,30.355,1.287,23,0,1,0,68,15,3,6.746,0,20,1,2
