episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
242,24077.06,24199.06,122.00,324.227,29.129,4.307,23,0,1,0,60,13,3,5.701,0,15,3,5
243,24199.06,24320.84,121.78,325.574,35.354,7.565,23,0,1,0,63,12,3,5.401,0,16,4,3
244,24320.84,24426.72,105.88,269.777,33.091,3.316,21,0,1,0,52,15,1,3.451,0,14,3,4
245,24426.72,24593.30,166.58,356.523,26.255,0.517,23,0,2,0,68,15,3,11.552,0,21,1,1
246,24593.30,24718.82,125.52,342.504,25.924,0.908,23,0,1,0,61,17,3,9.001,0,17,2,4
247,24718.82,24832.64,113.82,293.231,31.923,8.526,21,0,1,0,60,13,1,5.551,0,19,1,1
248,24832.64,24902.24,69.60,273.426,27.322,1.037,20,0,0,0,53,18,0,7.051,0,18,2,0
249,24902.24,25017.88,115.64,368.469,29.201,2.074,24,0,1,0,61,18,4,9.452,0,20,3,1
250,25017.88,25134.00,116.12,278.227,29.612,3.277,22,0,1,0,58,15,2,4.501,0,16,0,6
251,25134.00,25239.64,105.64,281.852,34.074,8.730,21,0,1,0,55,15,1,6.601,0,18,0,3
252,25239.64,25372.16,132.52,326.520,36.070,10.753,22,0,1,0,62,18,2,7.501,0,18,1,3
253,25372.16,25441.48,69.32,250.652,22.394,0.234,20,0,0,0,58,10,0,3.751,0,18,0,2
254,25441.48,25508.76,67.28,241.625,26.522,3.060,20,0,0,0,54,7,0,3.751,0,15,1,4
255,25508.76,25622.44,113.68,306.652,29.199,5.903,22,0,1,0,61,14,2,5.701,0,19,1,2
256,25622.44,25743.32,120.88,263.449,30.934,4.214,21,0,1,0,51,14,1,4.951,0,16,3,2
257,25743.32,25856.58,113.26,294.356,23.112,1.070,21,0,1,0,61,14,1,3.901,0,18,1,2
258,25856.58,25924.40,67.82,241.398,26.402,5.418,20,0,0,0,51,13,0,4.501,0,17,0,3
259,25924.40,26043.00,118.60,386.816,33.787,2.776,25,0,1,0,68,15,5,9.001,0,18,5,3
260,26043.00,26165.58,122.58,292.699,27.257,3.278,22,0,1,0,65,10,2,4.201,0,14,1,7
261,26165.58,26302.12,136.54,339.918,32.286,4.221,23,0,1,0,65,16,3,7.051,0,17,1,5
262,26302.12,26415.80,113.68,292.637,27.960,2.876,22,0,1,0,58,15,2,4.501,0,16,1,5
263,26415.80,26532.84,117.04,302.715,26.092,2.274,22,0,1,0,60,12,2,5.701,0,17,0,5
264,26532.84,26650.36,117.52,338.805,32.757,3.244,22,0,1,0,65,15,2,10.802,0,21,0,1
265,26650.36,26761.02,110.66,298.445,26.816,1.221,21,0,1,0,59,16,1,4.351,0,18,0,3
266,26761.02,26864.52,103.50,230.469,35.710,5.994,21,0,1,0,46,10,1,3.601,0,12,3,6
267,26864.52,26972.06,107.54,323.059,27.877,4.515,22,0,1,0,65,13,2,4.201,0,18,1,3
268,26972.06,27098.26,126.20,357.824,26.479,2.575,22,0,1,0,72,11,2,10.052,0,20,0,2
269,27098.26,27207.30,109.04,281.746,25.766,2.191,21,0,1,0,57,17,1,6.601,0,17,2,2
270,27207.30,27276.46,69.16,277.949,21.699,0.217,20,0,0,0,56,10,0,4.501,0,16,0,4
271,27276.46,27409.78,133.32,289.488,30.858,5.076,22,0,1,0,62,12,2,4.351,0,19,2,1
272,27409.78,27478.80,69.02,253.121,28.546,0.050,20,0,0,0,57,10,0,2.550,0,16,0,4
273,27478.80,27592.20,113.40,278.477,27.740,3.027,21,0,1,0,55,17,1,3.000,0,18,0,3
274,27592.20,27659.96,67.76,243.145,20.694,0.251,20,0,0,0,47,14,0,7.351,0,17,2,1
275,27659.96,27771.54,111.58,319.539,38.791,2.784,23,0,1,0,59,13,3,7.801,0,15,3,5
276,27771.54,27885.02,113.48,385.395,28.236,3.713,24,0,1,0,75,14,4,10.802,0,20,1,3
277,27885.02,27953.92,68.90,249.918,27.312,5.259,20,0,0,0,51,13,0,3.451,0,20,0,0
278,27953.92,28021.74,67.82,257.492,23.079,2.525,20,0,0,0,55,11,0,5.251,0,17,1,2
279,28021.74,28091.28,69.54,245.699,28.037,6.773,20,0,0,0,51,13,0,2.850,0,15,2,3
280,28091.28,28205.64,114.36,261.004,24.580,0.753,21,0,1,0,55,14,1,4.051,0,15,2,4
281,28205.64,28326.40,120.76,260.426,27.880,5.251,21,0,1,0,56,12,1,2.250,0,17,2,2
282,28326.40,28395.40,69.00,232.664,25.332,2.776,20,0,0,0,55,10,0,2.850,0,16,1,3
283,28395.40,28465.10,69.70,249.777,22.244,1.238,20,0,0,0,57,7,0,3.451,0,17,1,2
284,28465.10,28616.78,151.68,395.199,29.740,2.626,25,0,2,0,75,14,5,7.501,0,17,1,7
285,28616.78,28684.24,67.46,240.148,21.132,0.836,20,0,0,0,49,11,0,5.101,0,17,2,1
286,28684.24,28816.68,132.44,396.445,26.092,1.371,24,0,1,0,65,17,4,9.752,0,21,1,2
287,28816.68,28884.84,68.16,253.234,25.937,1.522,20,0,0,0,54,14,0,2.250,0,16,1,3
288,28884.84,29000.96,116.12,274.598,28.685,6.305,21,0,1,0,57,12,1,2.700,0,17,0,4
289,29000.96,29070.02,69.06,229.996,26.635,3.646,20,0,0,0,52,8,0,2.400,0,17,0,3
290,29070.02,29189.98,119.96,251.781,26.994,5.117,21,0,1,0,58,12,1,4.501,0,14,3,4
291,29189.98,29257.84,67.86,124.641,36.252,2.358,20,0,0,0,53,7,0,1.950,0,14,2,4
292,29257.84,29369.02,111.18,152.922,23.318,0.870,21,0,1,0,54,15,1,7.201,0,14,3,4
293,29369.02,29481.30,112.28,153.867,27.047,4.014,21,0,1,0,59,12,1,5.251,0,14,3,4
294,29481.30,29599.78,118.48,193.695,29.122,2.960,22,0,1,0,70,13,2,11.852,0,19,0,3
295,29599.78,29705.00,105.22,162.469,28.975,6.429,21,0,1,0,58,13,1,5.551,0,18,1,2
296,29705.00,29772.08,67.08,115.617,23.669,0.727,20,0,0,0,46,11,0,1.050,0,13,2,5
297,29772.08,29871.40,99.32,171.492,25.000,2.876,21,0,1,0,62,13,1,6.901,0,20,0,1
298,29871.40,29984.16,112.76,196.742,26.161,2.191,23,0,1,0,66,14,3,7.201,0,16,0,7
299,29984.16,30094.48,110.32,180.430,26.229,1.120,22,0,1,0,64,11,2,4.951,0,18,0,4
300,30094.48,30210.60,116.12,232.297,29.608,5.075,24,0,1,0,74,14,4,10.802,0,21,1,2
301,30210.60,30279.88,69.28,138.914,22.161,1.605,20,0,0,0,55,10,0,1.800,0,18,0,2
302,30279.88,30392.16,112.28,222.961,25.744,0.217,24,0,1,0,67,13,4,7.351,0,21,0,3
303,30392.16,30511.86,119.70,184.563,27.432,4.833,22,0,1,0,63,14,2,9.001,0,18,0,4
304,30511.86,30604.28,92.42,128.148,29.283,1.070,21,0,1,0,53,6,1,2.850,0,11,3,7
305,30604.28,30714.74,110.46,152.117,22.537,0.151,21,0,1,0,61,6,1,3.451,0,17,0,4
306,30714.74,30871.64,156.90,253.398,33.523,2.107,25,0,2,0,76,16,5,11.102,0,20,1,4
307,30871.64,30989.92,118.28,142.039,29.336,4.949,21,0,1,0,57,9,1,2.850,0,13,1,7
308,30989.92,31059.44,69.52,124.109,26.837,2.726,20,0,0,0,49,8,0,3.151,0,16,1,3
309,31059.44,31177.06,117.62,174.508,24.438,1.120,22,0,1,0,56,15,2,7.651,0,16,1,5
310,31177.06,31291.58,114.52,144.555,27.515,4.616,21,0,1,0,49,12,1,6.001,0,15,2,4
311,31291.58,31400.08,108.50,158.617,22.395,0.418,21,0,1,0,59,12,1,5.251,0,16,2,3
312,31400.08,31484.34,84.26,131.508,27.202,3.913,21,0,1,0,48,11,1,3.000,0,13,4,4
313,31484.34,31634.32,149.98,239.914,29.079,1.513,25,0,2,0,69,16,5,8.701,0,19,2,4
314,31634.32,31702.92,68.60,111.359,22.887,1.488,20,0,0,0,49,8,0,0.750,0,13,2,5
315,31702.92,31811.98,109.06,150.570,25.237,1.028,21,0,1,0,54,11,1,7.351,0,15,1,5
316,31811.98,31879.96,67.98,132.203,24.362,0.769,20,0,0,0,55,10,0,7.051,0,17,2,1
317,31879.96,31990.28,110.32,218.813,29.515,2.851,23,0,1,0,70,15,3,7.951,0,20,0,3
318,31990.28,32108.66,118.38,178.359,29.698,4.465,23,0,2,0,53,18,3,4.651,0,18,2,3
319,32108.66,32227.68,119.02,200.438,31.866,4.080,23,0,1,0,68,13,3,7.351,0,20,0,3
320,32227.68,32340.66,112.98,144.883,25.239,3.068,21,0,1,0,53,11,1,5.401,0,16,1,4
321,32340.66,32441.64,100.98,150.680,23.807,2.258,21,0,1,0,56,14,1,3.451,0,19,0,2
322,32441.64,32562.98,121.34,193.148,26.480,3.094,22,0,1,0,71,13,2,5.701,0,20,0,2
323,32562.98,32677.36,114.38,145.266,25.248,2.124,21,0,1,0,53,12,1,3.751,0,17,0,4
324,32677.36,32803.90,126.54,215.898,25.955,1.003,23,0,1,0,72,17,3,6.151,0,20,0,3
325,32803.90,32916.84,112.94,205.477,36.777,3.395,23,0,1,0,67,13,3,7.801,0,20,0,3
326,32916.84,32986.52,69.68,132.031,24.466,2.509,20,0,0,0,53,13,0,3.751,0,19,0,1
327,32986.52,33091.00,104.48,163.352,22.914,0.619,21,0,1,0,59,14,1,7.801,0,19,0,2
328,33091.00,33202.78,111.78,172.773,26.673,2.726,22,0,1,0,61,12,2,6.301,0,14,0,8
329,33202.78,33312.42,109.64,160.398,22.325,0.334,21,0,1,0,56,15,1,5.701,0,19,0,2
330,33312.42,33442.04,129.62,145.867,28.680,2.709,21,0,1,0,62,9,1,4.051,0,16,1,5
331,33442.04,33553.94,111.90,150.109,25.223,0.017,21,0,1,0,57,11,1,4.651,0,16,1,4
332,33553.94,33669.56,115.62,181.008,26.872,3.512,22,0,1,0,64,9,2,3.151,0,17,1,4
333,33669.56,33734.24,64.68,128.398,24.520,1.304,20,0,0,0,51,14,0,2.850,0,14,2,4
334,33734.24,33865.64,131.40,184.891,25.997,0.569,22,0,1,0,73,10,2,3.301,0,17,0,5
335,33865.64,33988.94,123.30,170.570,28.432,2.542,22,0,1,0,60,13,2,5.251,0,15,2,5
336,33988.94,34107.74,118.80,168.758,25.895,2.509,21,0,1,0,62,9,1,8.701,0,17,0,4
337,34107.74,34176.32,68.58,136.398,25.934,2.743,20,0,0,0,59,11,0,1.350,0,19,0,1
338,34176.32,34302.22,125.90,232.859,28.960,4.716,24,0,1,0,74,13,4,11.702,0,22,1,2
339,34302.22,34411.40,109.18,184.164,28.989,6.638,22,0,1,0,63,13,2,6.001,0,19,1,2
340,34411.40,34480.64,69.24,126.773,26.078,5.803,20,0,0,0,52,11,0,3.901,0,18,0,2
341,34480.64,34599.64,119.00,158.594,22.914,1.321,21,0,1,0,61,10,1,6.601,0,18,0,3
342,34599.64,34708.42,108.78,176.258,27.707,2.592,22,0,1,0,62,11,2,5.251,0,16,1,5
343,34708.42,34824.90,116.48,192.352,32.239,4.014,23,0,1,0,66,7,3,9.001,0,15,1,7
344,34824.90,34941.90,117.00,144.094,30.810,4.382,21,0,1,0,54,13,1,7.801,0,15,1,5
345,34941.90,35056.94,115.04,180.289,28.803,6.020,22,0,1,0,61,13,2,9.302,0,21,0,1
346,35056.94,35124.48,67.54,125.266,31.427,5.368,20,0,0,0,50,10,0,6.151,0,15,0,5
347,35124.48,35233.94,109.46,211.492,28.973,5.075,23,0,1,0,69,13,3,7.501,0,21,0,2
348,35233.94,35350.92,116.98,189.586,31.543,4.064,22,0,1,0,70,8,2,6.151,0,17,0,5
349,35350.92,35420.92,70.00,131.609,23.013,0.585,20,0,0,0,52,12,0,4.201,0,15,2,3
350,35420.92,35489.98,69.06,135.359,26.426,3.244,20,0,0,0,54,12,0,8.401,0,15,3,2
351,35489.98,35612.58,122.60,182.836,28.863,3.445,22,0,1,0,62,14,2,8.851,0,18,0,4
352,35612.58,35717.98,105.40,168.945,28.725,4.089,22,0,1,0,58,9,2,5.251,0,15,1,6
353,35717.98,35837.52,119.54,146.352,26.639,1.371,21,0,1,0,61,8,1,3.301,0,17,0,4
354,35837.52,35950.34,112.82,208.570,29.006,2.726,23,0,1,0,71,13,3,7.801,0,19,1,3
355,35950.34,36083.78,133.44,166.195,22.322,1.104,21,0,1,0,64,15,1,6.751,0,18,1,2
356,36083.78,36180.66,96.88,145.734,22.144,0.167,21,0,1,0,58,8,1,2.850,0,14,2,5
357,36180.66,36248.70,68.04,123.461,23.949,2.726,20,0,0,0,50,12,0,4.051,0,16,0,4
358,36248.70,36366.10,117.40,157.711,24.913,1.555,21,0,1,0,56,12,1,6.601,0,17,2,2
359,36366.10,36433.12,67.02,131.367,26.005,4.741,20,0,0,0,48,15,0,9.902,0,18,1,1
360,36433.12,36498.24,65.12,135.305,24.009,0.602,20,0,0,0,55,10,0,5.101,0,14,2,4
361,36498.24,36609.60,111.36,177.258,26.713,3.512,22,0,1,0,59,14,2,9.452,0,20,1,1
362,36609.60,36717.66,108.06,150.609,28.696,6.723,21,0,1,0,57,13,1,4.201,0,16,0,5
363,36717.66,36826.90,109.24,212.266,30.902,4.917,24,0,1,0,61,18,4,10.052,0,19,3,2
364,36826.90,36928.00,101.10,157.836,24.588,2.258,21,0,1,0,61,8,1,6.601,0,16,1,4
365,36928.00,37026.90,98.90,148.141,39.907,11.556,21,0,1,0,55,13,1,3.151,0,16,2,3
366,37026.90,37146.26,119.36,229.695,30.762,5.051,24,0,1,0,72,14,4,8.551,0,20,2,2
367,37146.26,37266.00,119.74,138.539,26.852,2.517,21,0,1,0,50,11,1,5.551,0,15,4,2
368,37266.00,37379.80,113.80,226.820,28.072,2.876,24,0,1,0,69,14,4,13.802,0,17,2,5
369,37379.80,37510.78,130.98,231.828,28.594,2.492,24,0,1,0,78,14,4,6.901,0,19,3,2
370,37510.78,37630.28,119.50,193.992,25.869,0.669,23,0,1,0,68,11,3,7.651,0,19,1,3
371,37630.28,37753.42,123.14,201.891,33.289,5.803,23,0,1,0,67,15,3,8.101,0,19,3,1
372,37753.42,37856.66,103.24,149.773,28.256,3.947,21,0,1,0,61,11,1,5.101,0,15,0,6
373,37856.66,37974.74,118.08,205.219,26.182,2.442,23,0,1,0,63,19,3,10.952,0,16,4,3
374,37974.74,38043.80,69.06,151.328,22.501,2.007,20,0,0,0,60,11,0,9.302,0,16,1,3
375,38043.80,38113.58,69.78,126.531,29.081,5.017,20,0,0,0,52,10,0,2.850,0,18,0,2
376,38113.58,38250.18,136.60,159.055,28.141,5.149,21,0,1,0,59,13,1,7.801,0,16,2,3
377,38250.18,38366.94,116.76,252.305,33.543,1.906,24,0,1,0,79,16,4,13.652,0,18,1,5
378,38366.94,38479.28,112.34,176.391,28.529,4.791,22,0,1,0,60,11,2,7.051,0,19,0,3
379,38479.28,38591.80,112.52,229.414,30.103,2.525,24,0,1,0,68,15,4,8.701,0,19,1,4
380,38591.80,38705.02,113.22,175.359,27.418,4.464,22,0,1,0,63,12,2,5.401,0,18,2,2
381,38705.02,38826.22,121.20,168.039,26.323,3.980,21,0,1,0,63,11,1,8.101,0,19,0,2
382,38826.22,38896.00,69.78,130.984,33.383,3.194,20,0,0,0,56,11,0,2.400,0,13,1,6
383,38896.00,39012.40,116.40,181.195,25.614,2.793,22,0,1,0,62,14,2,10.502,0,19,2,1
384,39012.40,39109.88,97.48,143.758,27.990,5.895,21,0,1,0,53,13,1,5.701,0,15,1,5
385,39109.88,39218.84,108.96,153.375,28.968,6.505,21,0,1,0,56,14,1,4.051,0,17,2,2
386,39218.84,39337.46,118.62,252.141,31.258,0.986,25,0,2,0,77,15,5,10.502,0,20,3,2
387,39337.46,39451.08,113.62,245.180,30.316,5.560,24,0,1,0,76,17,4,10.652,0,20,0,4
388,39451.08,39576.32,125.24,152.570,27.387,2.810,21,0,1,0,56,11,1,6.601,0,17,1,3
389,39576.32,39692.62,116.30,206.313,30.682,8.202,22,0,1,0,78,14,2,8.101,0,19,0,3
390,39692.62,39810.04,117.42,243.133,31.781,4.229,25,0,1,0,69,17,5,11.102,0,18,3,4
391,39810.04,39924.90,114.86,167.219,24.790,1.539,22,0,1,0,58,11,2,7.201,0,18,1,4
392,39924.90,40046.52,121.62,174.266,31.181,2.743,22,0,1,0,61,14,2,7.351,0,19,2,1
393,40046.52,40160.48,113.96,174.602,29.222,5.569,22,0,1,0,62,12,2,5.401,0,19,0,3
394,40160.48,40279.80,119.32,156.484,28.326,4.515,22,0,1,0,57,12,2,4.051,0,16,2,4
395,40279.80,40390.30,110.50,163.617,30.170,3.361,22,0,1,0,59,9,2,7.501,0,17,1,4
396,40390.30,40507.66,117.36,167.852,38.114,5.995,21,0,1,0,61,12,1,7.351,0,17,0,4
397,40507.66,40621.32,113.66,251.406,41.561,8.529,24,0,1,0,75,20,4,10.802,0,21,2,1
398,40621.32,40732.70,111.38,162.797,38.241,9.516,22,0,1,0,58,10,2,3.000,0,18,1,3
399,40732.70,40847.40,114.70,169.984,27.054,2.099,22,0,1,0,58,10,2,6.151,0,17,0,5
400,40847.40,40974.18,126.78,182.836,26.846,2.458,22,0,1,0,67,16,2,7.351,0,18,1,3
401,40974.18,41084.06,109.88,152.922,32.982,5.502,21,0,1,0,55,14,1,6.001,0,15,2,4
402,41084.06,41188.84,104.78,165.313,24.609,3.244,21,0,1,0,57,16,1,7.201,0,19,1,1
403,41188.84,41306.20,117.36,194.883,30.087,0.719,23,0,1,0,63,14,3,4.651,0,18,2,3
404,41306.20,41375.56,69.36,135.219,30.840,6.103,20,0,0,0,57,10,0,3.901,0,15,1,4
405,41375.56,41489.48,113.92,230.109,34.040,5.777,25,0,1,0,66,14,5,9.902,0,17,4,4
406,41489.48,41641.54,152.06,214.992,29.296,3.085,24,0,2,0,70,11,4,8.251,0,16,1,7
407,41641.54,41810.30,168.76,234.250,35.411,6.304,25,0,2,0,73,15,5,11.552,0,19,2,4
408,41810.30,41922.22,111.92,157.570,22.319,0.552,21,0,1,0,60,11,1,4.951,0,18,0,3
409,41922.22,42019.66,97.44,144.344,22.613,0.318,21,0,1,0,49,17,1,5.851,0,16,1,4
410,42019.66,42088.58,68.92,138.172,24.463,1.656,20,0,0,0,51,17,0,6.151,0,18,0,2
411,42088.58,42206.90,118.32,218.398,41.154,5.468,24,0,1,0,66,12,4,12.002,0,19,0,5
412,42206.90,42320.64,113.74,186.320,33.619,8.671,22,0,1,0,63,12,2,9.302,0,19,1,2
413,42320.64,42421.66,101.02,164.266,32.742,6.279,21,0,1,0,61,11,1,5.551,0,14,1,6
414,42421.66,42491.64,69.98,132.719,22.641,1.438,20,0,0,0,54,11,0,3.301,0,19,0,1
415,42491.64,42608.98,117.34,225.953,28.740,2.943,23,0,1,0,71,16,3,13.202,0,21,1,1
416,42608.98,42724.44,115.46,160.414,25.114,3.805,21,0,1,0,54,13,1,6.751,0,18,1,2
417,42724.44,42853.40,128.96,158.047,23.560,1.054,21,0,1,0,63,11,1,5.251,0,16,0,5
418,42853.40,42976.98,123.58,218.609,30.578,3.553,23,0,1,0,76,16,3,12.602,0,19,0,4
419,42976.98,43046.08,69.10,135.523,26.022,4.114,20,0,0,0,54,12,0,5.401,0,17,1,2
420,43046.08,43156.92,110.84,157.180,23.983,2.558,21,0,1,0,57,12,1,7.501,0,19,1,1
421,43156.92,43264.00,107.08,160.586,26.238,1.371,21,0,1,0,60,14,1,5.251,0,18,1,2
422,43264.00,43333.00,69.00,137.164,25.060,4.816,20,0,0,0,56,10,0,6.447,0,18,0,2
423,43333.00,43499.10,166.10,286.047,29.329,1.070,26,0,2,0,88,17,6,13.191,0,23,0,3
424,43499.10,43614.16,115.06,236.430,29.036,3.579,24,0,1,0,77,12,4,7.045,0,22,0,2
425,43614.16,43726.44,112.28,220.922,29.396,2.408,24,0,1,0,61,15,4,9.594,0,22,0,2
426,43726.44,43839.50,113.06,157.375,25.139,2.592,21,0,1,0,59,11,1,4.197,0,17,0,4
427,43839.50,43950.92,111.42,181.633,32.707,5.017,22,0,1,0,66,12,2,7.045,0,17,2,3
428,43950.92,44069.76,118.84,174.273,25.260,3.604,21,0,1,0,68,12,1,5.396,0,18,0,3
429,44069.76,44196.04,126.28,175.820,35.087,9.757,22,0,1,0,55,18,2,5.696,0,20,1,1
430,44196.04,44265.04,69.00,122.727,31.025,7.024,20,0,0,0,51,10,0,4.797,0,16,1,3
431,44265.04,44379.72,114.68,190.242,24.478,0.418,22,0,1,0,68,14,2,6.896,0,17,0,5
432,44379.72,44497.96,118.24,155.250,28.808,5.359,21,0,1,0,57,13,1,8.245,0,17,2,2
433,44497.96,44608.90,110.94,200.938,25.462,1.706,23,0,1,0,66,15,3,6.596,0,16,3,4
434,44608.90,44725.14,116.24,146.516,29.825,4.448,21,0,1,0,55,11,1,8.095,0,16,2,3
435,44725.14,44846.52,121.38,189.563,29.644,1.472,22,0,1,0,64,15,2,7.345,0,18,1,3
436,44846.52,44965.60,119.08,198.305,32.978,5.385,23,0,1,0,64,15,3,8.095,0,20,0,3
437,44965.60,45034.56,68.96,127.422,31.665,4.439,20,0,0,0,49,12,0,4.797,0,15,2,3
438,45034.56,45145.66,111.10,150.078,26.648,3.997,21,0,1,0,61,9,1,2.998,0,17,0,4
439,45145.66,45267.44,121.78,245.781,33.551,2.693,25,0,1,0,78,14,5,8.994,0,19,1,5
440,45267.44,45378.90,111.46,130.875,29.553,1.806,21,0,1,0,49,14,1,1.499,0,14,3,4
441,45378.90,45490.26,111.36,188.320,31.383,3.637,22,0,1,0,63,13,2,10.043,0,19,0,3
442,45490.26,45597.40,107.14,209.148,26.963,3.361,23,0,1,0,68,13,3,8.844,0,20,1,2
443,45597.40,45665.80,68.40,144.547,24.288,2.726,20,0,0,0,61,9,0,7.795,0,16,0,4
444,45665.80,45793.66,127.86,189.281,26.647,3.837,22,0,1,0,64,13,2,11.842,0,20,1,1
445,45793.66,45920.28,126.62,178.180,28.960,5.653,22,0,1,0,65,14,2,7.195,0,18,1,3
446,45920.28,46030.88,110.60,165.906,25.507,1.639,21,0,1,0,62,10,1,9.444,0,18,2,1
447,46030.88,46161.58,130.70,220.680,30.082,6.322,23,0,1,0,78,13,3,7.495,0,21,0,2
448,46161.58,46293.86,132.28,155.508,24.084,2.626,21,0,1,0,63,11,1,5.247,0,18,0,3
449,46293.86,46410.54,116.68,171.891,26.170,1.580,22,0,1,0,59,14,2,7.045,0,20,0,2
450,46410.54,46535.12,124.58,158.609,28.425,3.763,22,0,1,0,53,12,2,6.746,0,16,3,3
451,46535.12,46652.74,117.62,209.555,35.711,8.128,24,0,1,0,64,13,4,7.945,0,16,2,6
452,46652.74,46767.30,114.56,223.063,39.222,9.424,23,0,1,0,73,16,3,10.643,0,20,1,2
453,46767.30,46881.64,114.34,170.203,25.585,0.920,22,0,1,0,64,11,2,2.998,0,17,2,3
454,46881.64,46998.50,116.86,151.320,23.997,1.154,21,0,1,0,60,10,1,5.396,0,15,2,4
455,46998.50,47114.32,115.82,174.484,26.382,2.157,22,0,1,0,63,11,2,6.746,0,18,2,2
456,47114.32,47240.02,125.70,193.188,31.827,5.184,23,0,1,0,66,10,3,10.493,0,15,3,5
457,47240.02,47345.38,105.36,240.289,31.143,1.472,24,0,1,0,78,14,4,7.345,0,20,1,3
458,47345.38,47449.98,104.60,158.125,30.874,3.821,21,0,1,0,57,8,1,7.495,0,18,1,2
459,47449.98,47563.98,114.00,165.125,24.343,1.104,21,0,1,0,58,15,1,5.846,0,20,0,1
460,47563.98,47673.00,109.02,172.883,24.471,0.777,22,0,1,0,65,9,2,5.097,0,13,2,7
461,47673.00,47742.32,69.32,129.523,30.255,1.689,20,0,0,0,54,10,0,2.698,0,18,0,2
462,47742.32,47867.44,125.12,227.750,33.597,5.067,24,0,1,0,69,15,4,10.793,0,22,0,2
463,47867.44,47986.58,119.14,161.000,27.594,5.835,21,0,1,0,62,16,1,2.848,0,21,0,0
464,47986.58,48102.36,115.78,189.273,30.974,3.161,22,0,1,0,62,16,2,5.846,0,20,1,1
465,48102.36,48223.90,121.54,157.234,29.249,3.495,21,0,1,0,55,19,1,4.647,0,19,1,1
466,48223.90,48291.86,67.96,127.023,24.440,1.472,20,0,0,0,53,8,0,4.797,0,13,0,7
467,48291.86,48361.08,69.22,133.891,26.202,3.228,20,0,0,0,56,10,0,6.896,0,16,0,4
468,48361.08,48489.92,128.84,178.922,32.216,4.716,22,0,1,0,65,14,2,7.045,0,15,0,7
469,48489.92,48559.74,69.82,126.945,25.874,3.596,20,0,0,0,49,13,0,4.497,0,18,1,1
470,48559.74,48629.40,69.66,137.602,23.920,3.060,20,0,0,0,52,13,0,4.647,0,18,0,2
471,48629.40,48718.00,88.60,129.523,32.953,8.903,21,0,1,0,46,11,1,2.698,0,17,4,0
472,48718.00,48833.78,115.78,177.594,26.983,2.375,22,0,1,0,62,11,2,5.396,0,18,0,4
473,48833.78,48953.08,119.30,178.008,28.581,2.475,22,0,1,0,64,13,2,8.095,0,15,2,5
474,48953.08,49117.04,163.96,322.023,35.810,5.743,28,0,2,0,89,20,8,13.641,0,23,1,4
475,49117.04,49245.16,128.12,238.352,27.053,2.575,24,0,1,0,79,14,4,10.643,0,22,1,1
476,49245.16,49362.32,117.16,159.039,25.830,1.622,22,0,1,0,55,10,2,3.748,0,16,3,3
477,49362.32,49475.92,113.60,180.414,28.407,4.248,22,0,1,0,60,13,2,10.193,0,19,1,2
478,49475.92,49585.02,109.10,226.031,33.626,7.048,24,0,1,0,73,12,4,8.994,0,16,1,7
479,49585.02,49705.56,120.54,236.430,36.754,12.467,24,0,1,0,72,16,4,11.093,0,22,1,1
480,49705.56,49775.30,69.74,133.797,25.423,4.331,20,0,0,0,58,8,0,2.698,0,17,0,3
481,49775.30,49877.60,102.30,148.438,24.244,1.037,21,0,1,0,54,14,1,6.746,0,16,1,4
482,49877.60,50002.60,125.00,265.805,31.488,3.612,26,0,1,0,71,14,6,10.043,0,20,3,3
483,50002.60,50116.68,114.08,186.164,40.282,8.286,22,0,1,0,61,17,2,7.945,0,17,2,3
484,50116.68,50271.10,154.42,198.570,31.262,4.640,23,0,2,0,62,18,3,11.093,0,19,2,2
485,50271.10,50339.18,68.08,131.938,26.914,3.997,20,0,0,0,55,13,0,5.696,0,18,0,2
486,50339.18,50455.92,116.74,164.219,26.002,1.555,22,0,1,0,59,12,2,7.345,0,14,3,5
487,50455.92,50579.44,123.52,205.305,27.907,3.712,23,0,1,0,64,17,3,7.945,0,20,1,2
488,50579.44,50704.64,125.20,197.688,28.891,2.676,23,0,1,0,60,20,3,7.045,0,20,0,3
489,50704.64,50774.04,69.40,129.344,22.705,2.542,20,0,0,0,50,12,0,4.197,0,19,1,0
490,50774.04,50889.60,115.56,206.461,25.463,1.288,23,0,1,0,72,12,3,8.095,0,18,1,4
491,50889.60,51010.02,120.42,160.938,32.343,11.263,21,0,1,0,59,13,1,6.896,0,21,0,0
492,51010.02,51175.44,165.42,353.906,42.537,8.327,29,0,2,0,88,23,9,17.539,0,18,3,8
493,51175.44,51287.80,112.36,191.297,28.059,5.719,22,0,1,0,69,15,2,7.645,0,19,0,3
494,51287.80,51397.50,109.70,219.133,27.083,3.713,23,0,1,0,71,14,3,9.444,0,21,0,2
495,51397.50,51513.92,116.42,259.148,27.081,0.736,25,0,1,0,78,16,5,8.994,0,20,1,4
496,51513.92,51627.28,113.36,172.617,22.877,1.187,21,0,1,0,60,15,1,8.844,0,20,0,1
497,51627.28,51737.00,109.72,143.586,26.195,3.746,21,0,1,0,58,9,1,3.748,0,16,0,5
