episode,agentID,type,parents,generation,speed,sightRange,maxSize,maxLifetime,age,reasonOfDeath,lifetimeScore
0,-258,Prey,-1,0,11.371,0.974,1.552,55.719,33.341,Starvation,-0.3005225
0,-398,Prey,-1,0,12.492,1.051,2.240,67.172,33.341,Starvation,-0.3005225
0,-538,Prey,-1,0,15.231,0.982,1.769,64.667,33.341,Starvation,-5.30052
0,-678,Prey,-1,0,18.120,1.371,1.941,50.398,33.341,Starvation,-0.3005225
0,-818,Prey,-1,0,16.234,1.363,1.607,59.937,33.341,Starvation,-0.8005179
0,-958,Prey,-1,0,13.373,0.900,2.210,63.922,33.341,Starvation,-0.3005225
0,-1098,Prey,-1,0,13.888,1.051,2.016,67.037,33.341,Starvation,-1.800522
0,-1378,Prey,-1,0,11.085,0.996,1.521,68.993,33.341,Starvation,-0.3005225
0,-1518,Prey,-1,0,11.523,1.497,2.471,68.667,33.341,Starvation,-2.300523
0,-2078,Prey,-1,0,13.245,1.301,1.746,55.534,33.341,Starvation,-0.8005226
0,-2358,Prey,-1,0,10.468,1.368,2.479,64.505,33.341,Starvation,-0.3005225
0,-2498,Prey,-1,0,12.022,1.392,1.657,52.559,33.341,Starvation,-2.300523
0,-2778,Prey,-1,0,18.513,1.456,1.670,64.581,33.341,Starvation,-0.3005225
0,-110,Prey,-1,0,10.253,1.051,1.620,69.500,33.341,Starvation,-0.2985227
0,-1238,Prey,-1,0,18.661,1.052,2.274,59.505,38.501,Starvation,0.3997101
0,-2638,Prey,-1,0,10.593,1.377,1.637,62.760,40.681,Starvation,2.191847
0,-1658,Prey,-1,0,13.874,1.179,2.314,69.276,50.001,Dehydration,1.14327
0,-1798,Prey,-1,0,10.973,1.269,2.150,53.843,50.001,Dehydration,1.746594
0,-1938,Prey,-1,0,10.016,1.409,2.297,66.027,50.001,Dehydration,2.190498
0,-2218,Prey,-1,0,16.962,0.884,1.740,67.020,67.021,Natural,6.539392
1,-5328,Prey,-1,0,19.535,1.197,1.502,56.498,33.341,Starvation,-0.8005227
1,-5468,Prey,-1,0,19.082,1.461,2.260,60.785,33.341,Starvation,-1.300523
1,-5608,Prey,-1,0,11.565,1.350,1.824,54.800,33.341,Starvation,-0.3005225
1,-5748,Prey,-1,0,15.417,0.949,1.840,65.340,33.341,Starvation,-0.3005225
1,-5888,Prey,-1,0,11.920,0.889,2.371,65.974,33.341,Starvation,-0.3005225
1,-6168,Prey,-1,0,14.139,1.293,1.950,51.949,33.341,Starvation,0.0001614094
1,-6308,Prey,-1,0,17.987,1.285,1.998,55.411,33.341,Starvation,-0.3005225
1,-6588,Prey,-1,0,13.899,1.076,1.743,68.491,33.341,Starvation,-0.3005225
1,-6728,Prey,-1,0,15.209,1.356,1.919,58.148,33.341,Starvation,-0.3005225
1,-7288,Prey,-1,0,18.591,1.176,1.854,68.672,33.341,Starvation,-2.300523
1,-7428,Prey,-1,0,15.376,0.872,1.870,61.604,33.341,Starvation,-0.3005225
1,-7568,Prey,-1,0,10.940,1.035,1.993,50.148,33.341,Starvation,-0.3005225
1,-7708,Prey,-1,0,11.292,1.038,2.014,56.235,33.341,Starvation,-0.3005225
1,-7848,Prey,-1,0,11.365,0.810,2.427,68.453,33.341,Starvation,2.183478
1,-7008,Prey,-1,0,11.047,1.328,1.881,54.059,46.661,Starvation,1.645865
1,-5188,Prey,-1,0,15.226,1.419,1.967,55.807,50.001,Dehydration,1.393416
1,-6448,Prey,-1,0,15.083,1.244,2.019,65.750,50.001,Dehydration,1.645373
1,-7148,Prey,-1,0,14.112,1.339,1.671,58.513,50.001,Dehydration,3.304872
1,-6028,Prey,-1,0,15.183,1.244,1.954,64.997,57.181,Dehydration,3.220618
1,-6868,Prey,-1,0,11.095,1.202,1.736,61.550,61.561,Natural,4.632908
2,-10248,Prey,-1,0,11.207,1.043,2.348,59.719,33.341,Starvation,-0.3005225
2,-10668,Prey,-1,0,16.823,1.321,1.890,57.140,33.341,Starvation,-0.3005225
2,-10808,Prey,-1,0,16.225,0.894,1.642,62.647,33.341,Starvation,-0.3671891
2,-10948,Prey,-1,0,13.036,1.290,1.654,59.258,33.341,Starvation,-0.3005225
2,-11088,Prey,-1,0,16.946,0.944,1.634,54.193,33.341,Starvation,-0.3005225
2,-11228,Prey,-1,0,11.421,1.380,2.158,55.154,33.341,Starvation,-0.3005225
2,-11508,Prey,-1,0,15.838,1.335,1.798,61.548,33.341,Starvation,-11.80052
2,-11648,Prey,-1,0,12.586,1.423,1.896,63.408,33.341,Starvation,-0.3005225
2,-11788,Prey,-1,0,11.450,1.222,1.771,60.942,33.341,Starvation,-0.4171891
2,-11928,Prey,-1,0,14.473,1.267,1.781,58.370,33.341,Starvation,-0.3338558
2,-12068,Prey,-1,0,16.311,1.375,1.673,54.012,33.341,Starvation,-0.3005225
2,-12208,Prey,-1,0,11.590,1.069,2.005,60.496,33.341,Starvation,-0.3005225
2,-12348,Prey,-1,0,10.136,0.884,2.374,67.935,33.341,Starvation,-0.3005225
2,-12488,Prey,-1,0,13.917,1.180,1.833,52.755,33.341,Starvation,-0.3005225
2,-12628,Prey,-1,0,12.776,1.179,2.077,54.225,33.341,Starvation,-0.3005225
2,-12768,Prey,-1,0,12.977,0.947,2.452,54.807,33.341,Starvation,-0.3005225
2,-12908,Prey,-1,0,10.957,1.423,2.091,57.154,33.341,Starvation,-0.3005225
2,-10388,Prey,-1,0,11.253,0.993,1.712,63.324,50.001,Dehydration,1.615113
2,-10528,Prey,-1,0,18.904,1.442,2.350,50.670,50.001,Dehydration,1.144601
2,-11368,Prey,-1,0,13.131,1.121,1.876,56.507,56.521,Natural,4.129602
3,-15308,Prey,-1,0,16.918,0.895,1.852,64.216,33.341,Starvation,0.01680398
3,-15448,Prey,-1,0,17.523,0.933,2.374,69.845,33.341,Starvation,-0.3005225
3,-15868,Prey,-1,0,17.224,1.244,2.096,64.366,33.341,Starvation,-4.300523
3,-16008,Prey,-1,0,14.662,1.197,1.954,56.393,33.341,Starvation,-0.3005225
3,-16288,Prey,-1,0,16.210,0.947,2.241,63.836,33.341,Starvation,-6.300517
3,-16428,Prey,-1,0,11.823,1.202,2.090,68.913,33.341,Starvation,-0.3005225
3,-16568,Prey,-1,0,14.204,0.832,1.686,68.453,33.341,Starvation,-0.3005225
3,-16708,Prey,-1,0,16.086,1.055,1.545,65.553,33.341,Starvation,-0.3005225
3,-16848,Prey,-1,0,10.627,0.948,1.781,67.512,33.341,Starvation,-0.3005225
3,-17548,Prey,-1,0,11.158,1.275,1.587,65.540,33.341,Starvation,-0.3005225
3,-17828,Prey,-1,0,15.987,1.494,2.386,60.499,33.341,Starvation,2.183478
3,-17968,Prey,-1,0,15.475,1.011,1.589,53.777,33.341,Starvation,0.6799246
3,-17128,Prey,-1,0,17.062,0.912,2.348,64.002,46.201,Starvation,1.65637
3,-15728,Prey,-1,0,17.347,1.166,2.155,60.620,50.001,Dehydration,1.149131
3,-17268,Prey,-1,0,13.200,1.194,1.926,69.328,50.001,Dehydration,3.61201
3,-17408,Prey,-1,0,16.878,1.184,1.701,56.212,50.001,Dehydration,1.610778
3,-17688,Prey,-1,0,18.852,1.339,2.205,59.290,50.001,Dehydration,1.674091
3,-15588,Prey,-1,0,19.205,1.015,2.084,53.740,53.741,Natural,2.986559
3,-16988,Prey,-1,0,12.773,1.191,1.995,56.583,55.981,Starvation,6.312082
3,-16148,Prey,-1,0,17.656,1.196,2.283,66.652,63.481,Starvation,3.299586
4,-20588,Prey,-1,0,11.443,1.069,2.286,53.983,33.341,Starvation,-0.3005225
4,-20728,Prey,-1,0,11.638,0.837,2.263,59.047,33.341,Starvation,-0.3005225
4,-21148,Prey,-1,0,16.141,0.919,2.373,60.255,33.341,Starvation,0.3186933
4,-21288,Prey,-1,0,17.345,0.879,2.001,56.707,33.341,Starvation,-0.3005225
4,-21988,Prey,-1,0,10.447,0.832,2.449,54.861,33.341,Starvation,-0.3005225
4,-22268,Prey,-1,0,17.170,1.079,1.909,58.460,33.341,Starvation,-0.3005225
4,-23108,Prey,-1,0,10.679,0.895,1.515,61.172,33.341,Starvation,0.01680398
4,-21848,Prey,-1,0,12.731,0.855,1.840,69.366,47.741,Starvation,-0.0320307
4,-20868,Prey,-1,0,11.447,1.481,1.710,56.864,47.981,Starvation,0.1365379
4,-23248,Prey,-1,0,18.063,1.032,1.974,64.650,48.261,Starvation,0.7258613
4,-21568,Prey,-1,0,18.348,1.449,1.922,58.470,49.161,Starvation,2.133973
4,-21008,Prey,-1,0,13.244,0.825,2.253,60.750,50.001,Dehydration,2.960267
4,-21708,Prey,-1,0,14.894,0.886,2.459,53.624,50.001,Dehydration,3.366317
4,-22128,Prey,-1,0,18.171,0.984,2.188,66.472,50.001,Dehydration,1.146684
4,-22548,Prey,-1,0,10.997,1.325,2.075,63.904,50.001,Dehydration,1.082142
4,-22688,Prey,-1,0,14.085,0.995,1.658,57.905,50.001,Dehydration,1.152326
4,-22968,Prey,-1,0,10.005,0.833,2.381,50.544,50.001,Dehydration,4.333385
4,-22828,Prey,-1,0,16.531,1.278,1.569,51.152,51.161,Natural,4.919543
4,-22408,Prey,-1,0,17.921,0.935,2.469,54.344,54.361,Natural,4.257021
4,-21428,Prey,-1,0,15.688,0.914,1.657,65.116,65.121,Natural,2.785261
5,-25868,Prey,-1,0,15.737,1.328,1.891,51.772,33.341,Starvation,-0.3005225
5,-26148,Prey,-1,0,17.141,1.070,1.553,59.810,33.341,Starvation,-0.3005225
5,-26708,Prey,-1,0,13.335,1.135,1.924,65.334,33.341,Starvation,0.383345
5,-28108,Prey,-1,0,12.277,0.910,2.018,59.508,33.341,Starvation,-0.3005225
5,-28528,Prey,-1,0,10.778,1.404,2.296,56.272,33.341,Starvation,-0.3005225
5,-27408,Prey,-1,0,13.913,1.411,2.413,59.638,40.661,Starvation,-0.07776129
5,-27268,Prey,-1,0,19.278,1.284,2.351,65.066,46.101,Starvation,0.04421711
5,-26428,Prey,-1,0,14.063,1.246,2.224,60.319,50.001,Dehydration,2.666295
5,-26848,Prey,-1,0,10.219,1.307,1.739,61.137,50.001,Dehydration,1.137336
5,-26988,Prey,-1,0,19.501,1.272,1.609,66.548,50.001,Dehydration,3.335894
5,-27128,Prey,-1,0,10.503,0.826,1.884,56.617,50.001,Dehydration,3.372943
5,-27688,Prey,-1,0,18.660,1.404,1.655,69.648,50.001,Dehydration,2.128377
5,-27828,Prey,-1,0,10.871,0.870,1.995,53.330,50.001,Dehydration,0.8109891
5,-28248,Prey,-1,0,16.216,1.158,2.039,51.608,51.621,Natural,2.261504
5,-27548,Prey,-1,0,16.128,0.992,1.719,54.764,51.981,Dehydration,1.35195
5,-27968,Prey,-1,0,11.267,1.434,1.618,61.094,54.161,Starvation,3.257525
5,-26568,Prey,-1,0,17.179,1.436,1.522,61.169,61.181,Natural,6.931251
5,-28388,Prey,-1,0,13.553,1.040,1.931,63.460,61.461,Dehydration,6.213024
5,-26008,Prey,-1,0,12.939,1.194,2.435,66.068,63.321,Starvation,4.224813
5,-26288,Prey,-1,0,14.302,1.166,2.177,68.866,68.880,Natural,6.468414
6,-31412,Prey,-1,0,10.686,1.217,1.670,53.316,33.341,Starvation,-0.3005225
6,-31832,Prey,-1,0,16.700,0.971,1.764,64.196,33.341,Starvation,0.3814188
6,-32952,Prey,-1,0,18.861,0.974,1.609,62.422,33.341,Starvation,2.183478
6,-33092,Prey,-1,0,11.560,1.281,2.349,59.279,33.341,Starvation,-0.3005225
6,-33512,Prey,-1,0,19.035,0.838,2.089,57.500,33.341,Starvation,-0.3005225
6,-33652,Prey,-1,0,11.201,0.804,2.026,54.622,33.341,Starvation,-0.3005225
6,-33792,Prey,-1,0,11.906,1.287,2.168,60.684,33.341,Starvation,-0.3005225
6,-33932,Prey,-1,0,15.237,1.015,1.765,57.333,33.341,Starvation,-0.3005225
6,-31552,Prey,-1,0,18.092,1.220,2.123,59.673,50.001,Dehydration,2.86328
6,-32112,Prey,-1,0,13.836,0.823,2.372,57.947,50.001,Dehydration,2.406075
6,-32392,Prey,-1,0,19.087,1.124,2.304,61.750,50.001,Dehydration,2.673195
6,-32532,Prey,-1,0,16.448,1.171,2.422,56.490,50.001,Dehydration,2.727619
6,-32672,Prey,-1,0,14.746,1.464,2.275,60.612,50.001,Dehydration,1.69136
6,-32812,Prey,-1,0,19.082,0.978,2.500,68.053,50.001,Dehydration,1.587176
6,-33232,Prey,-1,0,12.913,1.169,2.177,66.493,50.001,Dehydration,1.610371
6,-33372,Prey,-1,0,14.156,1.417,2.424,59.455,50.001,Dehydration,2.468184
6,-31972,Prey,-1,0,19.085,1.471,2.046,50.657,50.661,Natural,4.66496
6,-31692,Prey,-1,0,16.509,1.357,2.440,59.400,53.761,Starvation,2.389982
6,-32252,Prey,-1,0,14.158,1.081,2.420,59.238,59.241,Natural,5.859355
6,-34072,Prey,-1,0,12.004,1.086,1.649,66.107,66.121,Natural,5.911261
7,-37112,Prey,-1,0,17.406,0.868,1.977,61.005,33.341,Starvation,0.9834741
7,-37392,Prey,-1,0,12.236,1.445,1.634,63.674,33.341,Starvation,-0.3005225
7,-37532,Prey,-1,0,18.754,1.105,1.625,61.574,33.341,Starvation,-0.4838557
7,-37672,Prey,-1,0,14.450,1.068,1.902,61.080,33.341,Starvation,1.28
7,-37812,Prey,-1,0,15.506,1.419,2.178,55.368,33.341,Starvation,-0.3005225
7,-38092,Prey,-1,0,13.724,1.474,2.138,52.784,33.341,Starvation,-0.3005225
7,-38232,Prey,-1,0,16.285,1.089,1.510,59.258,33.341,Starvation,-0.3005225
7,-39352,Prey,-1,0,16.711,0.876,2.196,55.345,33.341,Starvation,-0.5171891
7,-38792,Prey,-1,0,17.511,0.978,1.698,69.529,47.981,Starvation,1.049045
7,-36692,Prey,-1,0,13.350,0.831,1.769,65.207,50.001,Dehydration,3.470407
7,-37252,Prey,-1,0,14.300,1.366,2.066,59.424,50.001,Dehydration,3.050345
7,-37952,Prey,-1,0,12.415,1.360,2.217,50.427,50.001,Dehydration,3.020608
7,-38512,Prey,-1,0,11.608,0.811,1.835,57.977,50.001,Dehydration,3.131444
7,-39072,Prey,-1,0,10.052,1.489,2.071,50.214,50.001,Dehydration,3.371315
7,-39212,Prey,-1,0,15.536,1.081,1.636,66.201,50.001,Dehydration,1.59939
7,-38372,Prey,-1,0,12.048,0.908,1.712,54.471,52.001,Dehydration,5.153394
7,-36972,Prey,-1,0,10.063,0.980,2.211,54.722,53.641,Starvation,4.472134
7,-36832,Prey,-1,0,14.852,1.241,2.231,62.083,62.101,Natural,5.929228
7,-38932,Prey,-1,0,18.952,1.328,1.598,65.958,65.961,Natural,7.653149
7,-38652,Prey,-1,0,13.470,0.975,1.908,67.421,67.441,Natural,3.25888
8,-42856,Prey,-1,0,11.672,1.465,2.167,50.189,33.341,Starvation,-0.3005225
8,-43556,Prey,-1,0,12.410,1.405,2.021,64.167,33.341,Starvation,-0.3005225
8,-43696,Prey,-1,0,12.752,1.159,2.088,63.962,33.341,Starvation,-0.3005225
8,-44536,Prey,-1,0,12.488,1.198,1.954,56.459,33.341,Starvation,0.9817222
8,-42016,Prey,-1,0,19.654,1.361,2.209,59.747,46.421,Starvation,0.350328
8,-42156,Prey,-1,0,14.090,0.824,2.094,55.476,50.001,Dehydration,3.806893
8,-42296,Prey,-1,0,10.946,1.276,2.495,54.116,50.001,Dehydration,2.706449
8,-42576,Prey,-1,0,13.271,1.495,1.807,62.113,50.001,Dehydration,4.008504
8,-43136,Prey,-1,0,16.590,1.150,1.665,54.449,50.001,Dehydration,2.54947
8,-43276,Prey,-1,0,13.087,0.822,2.218,62.728,50.001,Dehydration,2.939401
8,-43416,Prey,-1,0,13.000,1.193,2.227,61.438,50.001,Dehydration,3.308191
8,-44676,Prey,-1,0,11.124,1.454,1.762,69.099,50.001,Dehydration,3.047029
8,-43976,Prey,-1,0,19.792,1.081,2.016,63.545,51.901,Starvation,1.87542
8,-42436,Prey,-1,0,15.500,1.390,1.714,69.116,52.001,Dehydration,1.44744
8,-42996,Prey,-1,0,14.191,1.401,1.747,53.000,53.001,Natural,8.532714
8,-44396,Prey,-1,0,13.144,0.812,2.476,58.445,58.461,Natural,9.209989
8,-44116,Prey,-1,0,13.612,1.168,1.891,59.993,60.001,Natural,6.546142
8,-43836,Prey,-1,0,15.724,0.987,2.417,60.467,60.481,Natural,10.69699
8,-42716,Prey,-1,0,10.895,1.020,1.685,61.341,61.341,Natural,6.989332
8,-44256,Prey,-1,0,16.644,1.108,1.732,65.941,65.941,Natural,5.169647
9,-50616,Prey,-1,0,16.972,0.851,1.962,54.266,33.341,Starvation,-0.3005225
9,-48936,Prey,-1,0,12.552,1.496,2.128,62.762,47.981,Starvation,4.178778
9,-47956,Prey,-1,0,18.670,1.461,2.462,60.546,50.001,Dehydration,5.223372
9,-48236,Prey,-1,0,14.527,1.440,1.619,64.978,50.001,Dehydration,3.27018
9,-49216,Prey,-1,0,11.786,1.384,1.997,58.670,50.001,Dehydration,2.270642
9,-49356,Prey,-1,0,17.528,0.851,2.421,60.306,50.001,Dehydration,3.260663
9,-49496,Prey,-1,0,13.690,1.307,1.730,54.511,50.001,Dehydration,3.016163
9,-50056,Prey,-1,0,12.126,0.803,1.868,57.108,50.001,Dehydration,3.157012
9,-50336,Prey,-1,0,10.529,0.902,2.292,63.982,50.001,Dehydration,2.367734
9,-49636,Prey,-1,0,13.794,0.874,2.060,50.456,50.461,Natural,3.072468
9,-50196,Prey,-1,0,10.761,1.478,1.929,51.682,51.701,Natural,2.861386
9,-48516,Prey,-1,0,18.831,1.376,1.628,53.734,53.741,Natural,2.715477
9,-50476,Prey,-1,0,14.827,1.465,1.595,54.188,54.201,Natural,6.894654
9,-48096,Prey,-1,0,13.360,1.457,2.088,55.754,55.761,Natural,10.95484
9,-48656,Prey,-1,0,15.937,1.004,2.118,57.922,56.301,Starvation,3.429425
9,-49076,Prey,-1,0,10.294,0.822,2.248,56.866,56.881,Natural,2.866753
9,-49916,Prey,-1,0,17.465,0.883,2.411,58.285,58.301,Natural,8.240854
9,-49776,Prey,-1,0,18.664,1.204,2.141,61.022,59.261,Starvation,4.101283
9,-48376,Prey,-1,0,17.924,1.013,2.023,69.101,64.581,Dehydration,10.63977
9,-48796,Prey,-1,0,14.036,0.874,1.854,65.577,65.581,Natural,4.725685
9,-53924,Prey,[-48096 -48376],1,15.431,1.255,2.018,61.775,48.881,Starvation,4.104564
10,-55480,Prey,-1,0,15.666,1.018,1.762,67.676,33.341,Starvation,0.9744443
10,-55760,Prey,-1,0,17.289,1.399,2.269,54.391,33.341,Starvation,0.8991547
10,-54080,Prey,-1,0,19.948,1.285,1.734,63.118,40.661,Starvation,1.244969
10,-54220,Prey,-1,0,10.654,0.984,2.464,57.618,50.001,Dehydration,2.661549
10,-54640,Prey,-1,0,12.399,1.077,2.252,56.698,50.001,Dehydration,3.635662
10,-54780,Prey,-1,0,10.724,0.931,1.550,52.014,50.001,Dehydration,3.368852
10,-54920,Prey,-1,0,12.665,1.134,2.289,67.352,50.001,Dehydration,2.852244
10,-55060,Prey,-1,0,12.343,1.042,2.018,62.478,50.001,Dehydration,1.580456
10,-55900,Prey,-1,0,14.693,0.953,1.541,56.857,50.001,Dehydration,-2.819685
10,-56180,Prey,-1,0,10.108,1.006,1.783,63.388,50.001,Dehydration,1.736097
10,-56320,Prey,-1,0,10.793,0.975,2.390,58.242,50.001,Dehydration,1.047444
10,-56600,Prey,-1,0,12.503,0.917,1.928,69.823,50.001,Dehydration,2.69824
10,-56740,Prey,-1,0,18.013,1.118,2.287,62.983,50.001,Dehydration,4.973375
10,-56460,Prey,-1,0,15.096,1.420,2.080,50.608,50.621,Natural,4.592747
10,-54500,Prey,-1,0,13.648,1.248,1.587,51.488,51.501,Natural,7.042629
10,-55340,Prey,-1,0,15.407,1.303,1.526,51.904,51.921,Natural,7.78326
10,-55620,Prey,-1,0,18.255,0.971,1.895,59.483,59.501,Natural,5.305197
10,-54360,Prey,-1,0,15.605,1.223,1.955,61.126,61.141,Natural,11.38285
10,-56040,Prey,-1,0,17.462,1.362,2.387,63.701,63.721,Natural,4.685588
10,-55200,Prey,-1,0,15.671,0.815,2.461,65.650,65.661,Natural,7.305419
11,-60064,Prey,-1,0,16.510,1.089,1.719,69.051,33.341,Starvation,-0.6505224
11,-60204,Prey,-1,0,19.164,1.132,1.537,65.327,33.341,Starvation,1.883478
11,-61604,Prey,-1,0,11.260,1.297,2.215,65.790,33.341,Starvation,0.9834744
11,-62444,Prey,-1,0,16.728,0.988,2.210,51.931,33.341,Starvation,0.3648556
11,-60344,Prey,-1,0,19.164,1.321,1.902,66.015,40.661,Starvation,-1.253045
11,-62724,Prey,-1,0,13.836,0.973,1.768,51.122,45.641,Starvation,-0.7147365
11,-60764,Prey,-1,0,17.595,1.455,1.791,63.648,47.181,Starvation,0.1265669
11,-60624,Prey,-1,0,19.539,1.331,1.620,50.958,50.001,Dehydration,4.973391
11,-60904,Prey,-1,0,16.284,0.869,2.382,53.338,50.001,Dehydration,1.176825
