episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst,diedFromHealthOver
1,0.00,73.98,73.98,32.493,58.744,0.917,30,0,0,0,6,2,0,0.000,0,0,25,5,0
2,73.98,201.98,128.00,52.605,56.066,6.350,30,0,0,0,10,5,0,0.000,0,0,29,1,0
3,201.98,358.04,156.06,92.529,62.095,12.142,30,0,0,0,21,6,0,0.000,0,0,23,7,0
4,358.04,483.10,125.06,92.316,57.361,6.217,30,0,0,0,26,2,0,0.000,0,0,21,9,0
5,483.10,639.44,156.34,166.093,54.072,0.083,32,0,1,0,37,12,2,3.000,0,0,24,8,0
6,639.44,755.20,115.76,128.774,57.838,5.067,30,0,0,0,39,6,0,0.000,0,0,20,10,0
7,755.20,944.00,188.80,192.870,59.871,0.883,31,0,1,0,57,17,1,1.500,0,0,18,13,0
8,944.00,1088.42,144.42,216.075,62.411,1.300,31,0,1,0,57,18,1,4.500,0,0,19,12,0
9,1088.42,1231.50,143.08,196.586,69.895,7.508,31,0,1,0,54,21,1,4.500,0,0,22,9,0
10,1231.50,1407.00,175.50,230.920,61.072,2.017,30,0,0,0,80,22,0,2.850,0,0,10,20,0
11,1407.00,1589.90,182.90,230.810,61.493,3.908,32,0,1,0,58,18,2,5.850,0,0,24,8,0
12,1589.90,1791.86,201.96,178.746,66.448,4.150,31,0,1,0,51,14,1,1.500,0,1,20,10,0
13,1791.86,2018.98,227.12,308.551,110.915,25.502,33,0,1,0,91,20,3,9.150,0,0,18,15,0
14,2018.98,2226.98,208.00,356.465,78.392,4.518,34,0,1,0,97,29,4,9.750,0,0,17,17,0
15,2226.98,2438.50,211.52,261.110,63.997,3.626,31,0,1,0,75,24,1,4.500,0,1,20,11,0
16,2438.50,2713.96,275.46,394.473,71.586,2.100,35,0,1,0,113,25,5,9.000,0,0,16,19,0
17,2713.96,2928.82,214.86,334.225,78.187,12.461,34,0,2,0,93,25,4,7.500,0,0,16,18,0
18,2928.82,3153.48,224.66,370.933,81.848,10.727,36,0,3,0,92,29,6,10.500,0,0,18,18,0
19,3153.48,3355.60,202.12,406.426,75.929,9.293,36,0,2,0,111,29,6,10.500,0,0,17,19,0
20,3355.60,3682.00,326.40,692.167,87.544,9.277,39,0,2,0,192,56,9,17.700,0,7,12,20,0
21,3682.00,3934.80,252.80,575.781,79.117,2.816,37,0,2,0,149,47,7,17.850,0,1,16,20,0
22,3934.80,4190.46,255.66,392.374,75.615,9.848,34,0,1,0,107,39,4,8.400,0,0,22,12,0
23,4190.46,4541.50,351.04,947.470,114.071,10.806,47,0,3,0,221,78,17,28.049,0,5,24,18,0
24,4541.50,4816.40,274.90,1005.747,120.403,16.679,49,0,2,0,217,71,19,37.348,0,2,17,30,0
25,4816.40,5225.74,409.34,1512.604,148.285,21.828,64,0,4,0,311,104,34,59.398,0,10,23,31,0
26,5225.74,5530.56,304.82,509.611,92.997,10.114,36,0,2,0,136,42,6,20.549,0,0,18,18,0
27,5530.56,5867.28,336.72,971.639,115.838,13.480,49,0,3,0,226,71,19,37.348,0,3,18,28,0
28,5867.28,6134.48,267.20,707.932,92.329,11.980,40,0,2,0,166,65,10,29.699,0,2,24,15,0
29,6134.48,6678.30,543.82,1769.312,150.455,20.087,65,0,4,0,367,140,35,66.897,0,13,30,22,0
30,6678.30,7181.58,503.28,2043.005,153.215,18.612,72,0,4,0,420,151,42,78.747,0,23,24,25,0
31,7181.58,7681.50,499.92,2119.424,169.244,14.763,70,0,4,0,424,152,40,80.108,0,17,26,27,0
32,7681.50,8039.78,358.28,1297.588,119.752,19.487,54,0,3,0,271,85,24,44.407,0,9,19,26,0
33,8039.78,8428.64,388.86,1502.160,108.190,7.182,54,0,3,0,278,113,24,53.709,0,9,34,11,0
34,8428.64,8789.62,360.98,1248.395,289.997,175.840,51,0,3,0,258,81,21,42.457,0,9,22,20,0
35,8789.62,9415.00,625.38,2731.938,209.101,24.144,84,0,6,0,480,195,54,97.066,0,19,33,32,0
36,9415.00,9768.12,353.12,920.969,118.791,14.355,42,0,3,0,206,66,12,26.854,0,8,17,17,0
37,9768.12,10033.10,264.98,745.525,88.250,6.982,41,0,3,0,160,49,11,24.904,0,2,22,17,0
38,10033.10,10414.44,381.34,1556.432,148.858,27.821,55,0,3,0,308,115,25,59.860,0,9,27,19,0
39,10414.44,10750.08,335.64,1063.355,148.785,42.006,47,0,3,0,222,72,17,45.757,0,5,17,25,0
40,10750.08,11360.48,610.40,2612.342,297.459,121.944,83,0,6,0,478,177,53,102.317,0,17,37,29,0
41,11360.48,11967.62,607.14,2547.270,179.645,27.007,83,0,6,0,521,183,53,102.317,0,27,24,32,0
42,11967.62,12653.62,686.00,2423.074,299.791,63.047,88,0,6,0,549,199,58,111.768,0,28,29,32,0
43,12653.62,13057.14,403.52,945.035,111.960,24.246,48,0,3,0,256,83,18,43.057,0,8,18,22,0
44,13057.14,13435.20,378.06,1461.902,141.964,18.492,66,0,4,0,281,122,36,64.961,0,4,44,18,0
45,13435.20,13896.24,461.04,2872.965,299.471,81.307,107,0,6,0,508,189,77,128.121,0,5,47,55,0
46,13896.24,14337.32,441.08,1010.066,105.197,15.806,52,0,4,0,255,94,22,47.558,0,6,28,18,0
47,14337.32,14963.90,626.58,2039.625,182.505,31.647,82,0,7,0,450,157,52,91.815,0,17,30,35,0
48,14963.90,15516.28,552.38,2936.844,233.834,56.363,96,0,6,0,619,245,66,141.773,0,40,28,28,0
49,15516.28,16077.48,561.20,1469.082,134.773,12.901,65,0,6,0,354,127,35,74.262,0,13,30,22,0
50,16077.48,16584.02,506.54,2753.711,226.180,56.592,93,0,4,0,535,222,63,131.121,0,26,40,27,0
51,16584.02,17094.58,510.56,2352.305,175.811,30.207,87,0,5,0,450,205,57,117.862,0,16,51,20,0
52,17094.58,17854.96,760.38,2566.527,238.575,38.613,93,0,9,0,557,236,63,122.170,0,25,47,21,0
53,17854.96,18262.24,407.28,663.207,82.283,13.427,40,0,3,0,196,72,10,31.479,0,2,22,16,0
54,18262.24,19012.30,750.06,2431.352,199.881,28.653,84,0,6,0,574,221,54,120.222,0,39,25,20,0
55,19012.30,19609.00,596.70,3346.875,277.419,60.931,112,0,6,0,603,265,82,163.843,0,22,59,31,0
56,19609.00,20110.68,501.68,1382.660,128.645,13.311,59,0,4,0,344,133,29,62.659,0,13,22,24,0
57,20110.68,20668.40,557.72,2211.113,174.790,32.780,83,0,5,0,452,201,53,109.129,0,19,51,13,0
58,20668.40,21287.32,618.92,2697.820,225.443,29.364,96,0,7,0,568,226,66,125.768,0,25,40,31,0
59,21287.32,22211.64,924.32,3366.359,239.626,36.808,111,0,9,0,748,311,81,157.697,0,39,48,24,0
60,22211.64,22736.80,525.16,1534.609,162.961,19.353,64,0,5,0,365,156,34,71.503,0,18,34,12,0
61,22736.80,23313.42,576.62,2211.953,180.404,25.547,83,0,6,0,509,179,53,107.630,0,24,25,34,0
62,23313.42,24068.00,754.58,3755.945,280.773,49.361,126,0,8,0,755,302,96,180.333,0,37,49,41,0
63,24068.00,24730.20,662.20,3092.047,227.538,38.837,105,0,6,0,614,269,75,149.153,0,27,54,24,0
