episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst,diedFromHealthOver
24,6095.34,6633.00,537.66,2685.937,203.418,24.177,84,0,5,0,516,185,54,107.116,0,21,30,33,0
25,6633.00,7109.44,476.44,1553.900,139.679,14.580,58,0,3,0,297,113,28,58.510,0,9,29,20,0
26,7109.44,7611.50,502.06,1206.174,114.861,21.536,47,0,5,0,266,87,17,43.357,0,6,25,16,0
27,7611.50,8086.50,475.00,2831.285,218.667,33.833,83,0,5,0,524,178,53,100.816,0,24,19,41,0
28,8086.50,8396.48,309.98,821.813,112.897,18.762,40,0,3,0,183,67,10,27.604,0,5,19,16,0
29,8396.48,8949.00,552.52,2680.961,341.427,118.679,80,0,5,0,495,183,50,103.517,0,25,29,27,0
30,8949.00,9446.42,497.42,2476.635,240.819,38.812,74,0,4,0,448,178,44,88.664,0,21,34,19,0
31,9446.42,10170.98,724.56,2446.490,196.634,36.955,73,0,8,0,504,171,43,88.664,0,27,22,24,0
32,10170.98,10573.18,402.20,2120.014,220.894,56.282,75,0,4,0,399,154,45,88.814,0,18,29,28,0
33,10573.18,11061.50,488.32,2070.547,174.031,23.037,82,0,4,0,420,171,52,87.614,0,16,40,26,0
34,11061.50,11467.10,405.60,1299.727,126.595,18.079,59,0,4,0,310,119,29,66.011,0,9,26,24,0
35,11467.10,11814.66,347.56,806.406,91.613,13.622,44,0,3,0,235,76,14,36.306,0,12,19,13,0
36,11814.66,12106.56,291.90,650.684,96.513,12.598,39,0,2,0,204,67,9,27.004,0,6,14,19,0
37,12106.56,12610.46,503.90,1596.211,208.236,63.711,68,0,6,0,388,137,38,73.062,0,15,28,25,0
38,12610.46,13120.38,509.92,2406.559,219.106,43.308,87,0,5,0,487,201,57,116.269,0,20,42,25,0
39,13120.38,13843.72,723.34,2365.902,183.398,30.969,87,0,7,0,551,198,57,112.668,0,30,29,28,0
40,13843.72,14488.04,644.32,2303.734,171.855,21.906,82,0,6,0,533,204,52,108.618,0,30,27,25,0
41,14488.04,15228.10,740.06,3075.137,241.635,35.029,101,0,8,0,667,284,71,148.524,0,36,43,22,0
42,15228.10,15721.10,493.00,1666.102,141.130,18.397,66,0,4,0,401,153,36,79.945,0,21,25,20,0
43,15721.10,16425.96,704.86,2608.078,201.206,27.279,93,0,7,0,576,221,63,123.819,0,28,39,26,0
44,16425.96,17049.26,623.30,2778.852,218.200,35.635,96,0,7,0,588,236,66,135.662,0,30,36,30,0
45,17049.26,17405.24,355.98,938.465,111.718,22.963,48,0,3,0,251,90,18,50.067,0,8,22,18,0
46,17405.24,17745.68,340.44,872.188,102.464,14.923,49,0,3,0,225,73,19,38.975,0,4,24,21,0
47,17745.68,18270.72,525.04,1267.289,126.375,21.082,58,0,6,0,315,112,28,63.858,0,6,26,26,0
48,18270.72,18828.18,557.46,2252.910,200.653,41.277,83,0,5,0,473,197,53,105.981,0,16,49,18,0
49,18828.18,19298.58,470.40,3075.695,226.992,40.731,106,0,4,0,543,247,76,142.257,0,24,57,25,0
50,19298.58,20047.28,748.70,3422.461,239.240,32.015,116,0,8,0,701,291,86,157.697,0,29,57,30,0
51,20047.28,20647.00,599.72,2676.555,197.634,35.066,89,0,7,0,599,223,59,141.208,0,26,28,35,0
52,20647.00,21301.70,654.70,1864.875,160.518,20.254,71,0,5,0,450,176,41,91.740,0,25,24,22,0
53,21301.70,22041.44,739.74,1620.930,137.543,16.818,69,0,8,0,412,160,39,75.401,0,20,28,21,0
54,22041.44,22633.70,592.26,2497.727,228.782,37.324,87,0,5,0,546,222,57,119.322,0,21,37,30,0
55,22633.70,23285.74,652.04,2801.383,227.886,42.020,94,0,6,0,609,248,64,129.516,0,28,36,30,0
56,23285.74,23865.72,579.98,1711.328,126.457,18.754,65,0,6,0,435,166,35,80.947,0,27,26,13,0
57,23865.72,24573.30,707.58,2111.398,181.758,28.899,79,0,6,0,498,205,49,103.583,0,26,39,14,0
58,24573.30,25117.00,543.70,1764.961,147.049,26.446,71,0,5,0,420,155,41,84.395,0,25,28,18,0
59,25117.00,25626.20,509.20,1065.680,119.242,15.120,54,0,6,0,289,96,24,52.466,0,6,18,30,0
60,25626.20,26297.02,670.82,3895.008,281.946,37.722,126,0,6,0,682,310,96,189.027,0,26,80,22,0
61,26297.02,26817.40,520.38,1947.773,178.588,37.141,76,0,5,0,394,192,46,91.440,0,14,47,15,0
62,26817.40,27380.48,563.08,1344.438,124.065,28.884,57,0,5,0,361,126,27,63.409,0,20,21,16,0
63,27380.48,28052.74,672.26,3749.109,296.329,65.783,123,0,7,0,699,303,93,175.985,0,30,66,27,0
64,28052.74,28756.00,703.26,2889.375,220.983,40.303,100,0,7,0,601,262,70,144.206,0,33,42,25,0
65,28756.00,29387.48,631.48,2984.945,221.277,48.503,100,0,7,0,611,271,70,141.508,0,30,49,21,0
66,29387.48,29861.32,473.84,1710.242,157.317,36.519,67,0,4,0,394,167,37,90.691,0,25,30,12,0
67,29861.32,30495.48,634.16,2524.656,182.508,26.912,88,0,5,0,531,229,58,123.669,0,24,47,17,0
68,30495.48,31060.50,565.02,2450.633,209.949,37.165,88,0,4,0,477,230,58,115.125,0,18,60,10,0
69,31060.50,31678.82,618.32,3582.078,257.273,52.024,111,0,6,0,695,294,81,180.333,0,43,48,20,0
70,31678.82,32219.68,540.86,1746.430,167.549,15.276,67,0,5,0,448,159,37,81.397,0,19,20,28,0
71,32219.68,32832.68,613.00,2588.914,206.340,25.408,94,0,7,0,548,217,64,123.370,0,23,40,32,0
72,32832.68,33700.88,868.20,3929.234,296.861,47.688,131,0,11,0,795,342,101,197.421,0,40,57,34,0
73,33700.88,34525.98,825.10,3056.758,257.965,35.957,104,0,9,0,696,263,74,159.196,0,33,38,33,0
74,34525.98,35234.00,708.02,2694.992,247.005,57.816,92,0,7,0,608,241,62,130.715,0,34,31,27,0
75,35234.00,35799.90,565.90,2406.961,201.838,37.709,87,0,5,0,483,228,57,120.222,0,20,54,13,0
76,35799.90,36381.42,581.52,2398.586,223.107,41.649,87,0,6,0,522,212,57,115.425,0,25,38,24,0
77,36381.42,37149.48,768.06,3204.344,351.558,80.993,108,0,8,0,672,284,78,161.745,0,35,49,24,0
78,37149.48,37807.24,657.76,2690.141,274.507,56.672,94,0,7,0,570,225,64,136.111,0,23,40,31,0
79,37807.24,38490.92,683.68,3019.797,271.584,65.651,103,0,6,0,661,251,73,141.958,0,36,34,33,0
80,38490.92,39471.90,980.98,2962.094,265.308,37.531,104,0,10,0,695,274,74,146.305,0,36,38,30,0
81,39471.90,40303.62,831.72,4462.766,445.984,143.548,137,0,9,0,882,387,107,221.856,0,51,64,23,0
82,40303.62,40994.10,690.48,3180.875,300.916,74.520,107,0,6,0,602,284,77,155.898,0,23,64,20,0
83,40994.10,41790.64,796.54,3074.672,256.773,47.713,104,0,7,0,665,261,74,141.958,0,32,37,35,0
84,41790.64,42687.54,896.90,3991.844,339.920,72.034,126,0,10,0,850,352,96,198.321,0,55,45,26,0
85,42687.54,43231.76,544.22,1706.313,178.876,36.565,69,0,6,0,423,158,39,74.951,0,17,26,26,0
86,43231.76,43978.28,746.52,2822.828,320.818,65.419,98,0,7,0,620,242,68,153.650,0,30,38,30,0
87,43978.28,44385.40,407.12,1055.688,132.299,36.349,50,0,3,0,280,104,20,42.272,0,12,22,16,0
88,44385.40,45017.20,631.80,3173.734,317.857,69.652,108,0,6,0,615,270,78,156.948,0,27,53,29,0
89,45017.20,45665.84,648.64,2918.500,275.988,63.029,103,0,6,0,522,262,73,148.104,0,21,73,10,0
90,45665.84,46239.28,573.44,2539.469,358.456,136.426,90,0,6,0,550,216,60,111.677,0,21,43,26,0
91,46239.28,47141.12,901.84,4987.531,564.701,142.475,152,0,10,0,897,424,122,242.411,0,41,77,34,0
92,47141.12,48037.02,895.90,3556.172,389.914,77.171,124,0,10,0,736,312,94,188.891,0,37,54,33,0
93,48037.02,48651.68,614.66,1961.641,228.076,45.109,74,0,6,0,448,190,44,109.033,0,25,31,18,0
94,48651.68,49507.00,855.32,5568.969,587.053,159.262,167,0,8,0,947,457,137,267.244,0,43,102,23,0
95,49507.00,50563.94,1056.94,2578.594,304.467,46.451,93,0,10,0,682,225,63,129.486,0,36,24,33,0
96,50563.94,51201.00,637.06,2736.641,254.623,49.781,95,0,6,0,581,245,65,144.977,0,29,44,22,0
97,51201.00,51944.66,743.66,2944.750,311.266,57.084,106,0,8,0,608,259,76,145.428,0,25,50,31,0
98,51944.66,52937.32,992.66,4408.125,452.219,88.677,141,0,11,0,911,381,111,214.758,0,50,59,32,0
99,52937.32,53458.60,521.28,1496.391,201.426,43.134,65,0,4,0,378,121,35,72.338,0,17,20,28,0
100,53458.60,54110.96,652.36,3485.734,310.398,64.234,113,0,7,0,682,291,83,173.551,0,32,57,24,0
101,54110.96,54930.00,819.04,4735.813,538.162,147.796,146,0,9,0,869,399,116,233.857,0,44,75,27,0
102,54930.00,55473.00,543.00,4556.219,457.781,105.907,143,0,6,0,722,364,113,215.660,0,24,91,28,0
103,55473.00,56056.26,583.26,2676.516,254.270,55.624,94,0,6,0,578,228,64,131.893,0,30,32,33,0
104,56056.26,56840.96,784.70,4387.906,521.293,118.726,142,0,10,0,780,339,112,215.510,0,25,80,37,0
105,56840.96,57376.40,535.44,2133.781,249.877,46.758,79,0,5,0,474,189,49,109.484,0,25,29,26,0
106,57376.40,58139.48,763.08,3282.734,318.752,47.464,114,0,8,0,670,284,84,171.145,0,33,51,30,0
107,58139.48,58479.52,340.04,988.375,153.240,30.613,49,0,3,0,269,88,19,50.531,0,11,19,19,0
108,58479.52,58834.42,354.90,796.156,116.404,18.494,47,0,3,0,205,71,17,33.537,0,4,27,16,0
109,58834.42,59438.38,603.96,2906.516,255.529,48.941,102,0,7,0,526,261,72,156.557,0,22,65,15,0
110,59438.38,59943.80,505.42,1673.938,202.356,33.925,72,0,5,0,366,150,42,83.918,0,14,35,23,0
111,59943.80,60472.66,528.86,4359.500,455.572,135.593,136,0,5,0,679,332,106,212.051,0,22,90,24,0
112,60472.66,61130.72,658.06,3538.797,341.482,69.934,116,0,7,0,674,306,86,177.912,0,34,60,22,0
113,61130.72,61766.84,636.12,2837.203,377.856,101.261,97,0,6,0,579,240,67,146.932,0,27,44,26,0
114,61766.84,62301.74,534.90,2408.719,294.076,59.442,87,0,5,0,506,211,57,125.125,0,26,36,25,0
115,62301.74,63256.22,954.48,3545.094,341.701,70.864,117,0,10,0,777,322,87,172.799,0,49,37,31,0
116,63256.22,63739.48,483.26,1835.938,203.910,33.543,75,0,5,0,422,154,45,85.873,0,15,32,28,0
117,63739.48,64322.04,582.56,3365.578,402.381,80.352,114,0,7,0,601,268,84,180.920,0,26,62,26,0
118,64322.04,64966.12,644.08,2155.547,251.957,57.093,82,0,5,0,482,193,52,94.596,0,22,42,18,0
119,64966.12,65685.58,719.46,2856.750,281.482,58.902,99,0,7,0,613,248,69,145.879,0,26,49,24,0
120,65685.58,66184.46,498.88,1168.625,142.785,33.004,55,0,6,0,300,113,25,61.059,0,15,22,18,0
121,66184.46,66910.46,726.00,2753.563,262.102,57.425,96,0,8,0,566,247,66,141.066,0,28,51,17,0
122,66910.46,67760.46,850.00,3165.250,279.102,42.185,107,0,7,0,678,274,77,157.609,0,37,42,28,0
123,67760.46,68678.26,917.80,4674.438,510.822,162.604,142,0,9,0,885,383,112,239.422,0,53,61,29,0
124,68678.26,69483.00,804.74,3682.813,372.924,77.961,117,0,9,0,780,310,87,175.356,0,48,42,27,0
125,69483.00,70648.72,1165.72,6100.938,502.309,101.934,183,0,13,0,1146,521,153,297.473,0,62,92,29,0
126,70648.72,71467.46,818.74,2261.875,252.119,74.699,84,0,8,0,489,205,54,105.574,0,24,47,13,0
127,71467.46,71977.96,510.50,1836.469,191.885,32.506,73,0,5,0,414,161,43,91.588,0,16,32,25,0
128,71977.96,72837.70,859.74,3265.125,282.186,65.651,108,0,9,0,695,306,78,162.723,0,38,52,18,0
129,72837.70,73524.50,686.80,2985.313,305.609,73.113,105,0,8,0,612,245,75,149.488,0,29,51,26,0
130,73524.50,74239.44,714.94,3928.406,384.658,96.530,125,0,6,0,708,322,95,184.529,0,32,65,28,0
131,74239.44,74847.38,607.94,3030.281,337.481,79.596,102,0,6,0,599,266,72,142.119,0,32,45,25,0
132,74847.38,75596.96,749.58,3611.125,463.244,174.225,116,0,7,0,741,305,86,183.176,0,41,50,25,0
133,75596.96,76217.46,620.50,2698.781,289.018,52.195,97,0,6,0,567,217,67,125.877,0,25,49,23,0
134,76217.46,77129.96,912.50,3892.000,363.670,69.511,124,0,11,0,797,331,94,198.816,0,47,49,28,0
135,77129.96,77957.84,827.88,2995.406,295.006,49.788,105,0,9,0,651,262,75,154.451,0,34,41,30,0
136,77957.84,78631.50,673.66,2650.563,397.565,142.491,95,0,7,0,586,226,65,139.262,0,27,38,30,0
137,78631.50,79111.26,479.76,1161.875,137.588,21.823,55,0,3,0,303,98,25,55.344,0,13,20,22,0
138,79111.26,79682.28,571.02,1988.156,207.445,32.564,73,0,5,0,479,181,43,97.604,0,22,31,20,0
139,79682.28,80261.48,579.20,1976.969,254.211,61.783,73,0,5,0,444,188,43,96.100,0,21,33,19,0
140,80261.48,80872.94,611.46,2881.844,282.133,36.391,99,0,6,0,601,242,69,141.818,0,34,42,23,0
141,80872.94,81360.68,487.74,979.188,169.426,29.692,49,0,4,0,283,94,19,43.012,0,14,18,17,0
142,81360.68,81948.50,587.82,2141.438,156.764,35.660,80,0,6,0,464,201,50,110.688,0,26,35,19,0
143,81948.50,82864.18,915.68,2927.219,192.109,41.446,101,0,8,0,657,258,71,137.607,0,37,40,24,0
144,82864.18,83487.00,622.82,1430.813,116.305,16.792,59,0,5,0,369,147,29,64.066,0,15,24,20,0
145,83487.00,84206.00,719.00,2386.313,209.203,49.174,88,0,7,0,539,206,58,120.012,0,31,38,19,0
146,84206.00,84741.24,535.24,2408.688,209.801,72.018,86,0,4,0,499,208,56,117.606,0,20,49,17,0
147,84741.24,85436.54,695.30,3225.750,306.324,119.116,109,0,7,0,666,258,79,151.594,0,31,39,40,0
148,85436.54,86242.94,806.40,4223.406,308.488,77.762,132,0,8,0,797,365,102,212.200,0,42,64,26,0
149,86242.94,86495.76,252.82,442.500,67.504,19.299,36,0,2,0,130,48,6,23.160,0,0,22,14,0
150,86495.76,86868.60,372.84,1394.656,101.344,26.123,61,0,3,0,325,124,31,60.607,0,12,28,21,0
151,86868.60,87463.56,594.96,2009.563,164.797,32.390,76,0,6,0,456,181,46,95.949,0,22,32,22,0
152,87463.56,88106.94,643.38,2315.406,187.133,53.797,87,0,6,0,490,207,57,111.139,0,23,43,21,0
153,88106.94,88662.54,555.60,2570.531,175.922,54.553,89,0,5,0,493,227,59,129.186,0,18,56,15,0
154,88662.54,89209.48,546.94,1464.094,116.102,33.776,59,0,4,0,370,150,29,71.736,0,22,27,10,0
155,89209.48,89689.98,480.50,1470.906,136.648,27.027,63,0,5,0,355,130,33,69.631,0,12,27,24,0
156,89689.98,90434.42,744.44,2828.344,205.633,55.449,98,0,7,0,607,252,68,135.201,0,31,45,22,0
157,90434.42,91054.50,620.08,3027.375,229.875,55.316,103,0,6,0,645,245,73,141.969,0,36,35,32,0
158,91054.50,91472.50,418.00,813.844,75.230,15.863,45,0,2,0,230,78,15,37.447,0,7,22,16,0
159,91472.50,92042.18,569.68,1269.563,86.520,14.045,56,0,5,0,359,118,26,54.742,0,19,15,22,0
160,92042.18,92740.84,698.66,3336.250,278.938,105.852,107,0,6,0,695,285,77,161.219,0,43,39,26,0
161,92740.84,93221.76,480.92,1628.938,156.363,31.941,69,0,4,0,378,134,39,81.813,0,10,29,30,0
162,93221.76,93788.54,566.78,1770.406,139.070,37.777,71,0,6,0,407,165,41,91.287,0,16,32,23,0
163,93788.54,94391.14,602.60,2728.000,217.234,62.829,93,0,6,0,564,232,63,145.879,0,33,36,24,0
164,94391.14,95027.12,635.98,2115.219,188.262,46.136,79,0,5,0,487,174,49,99.107,0,22,27,30,0
165,95027.12,95670.84,643.72,2689.563,180.516,38.267,93,0,7,0,561,244,63,132.645,0,31,41,22,0
166,95670.84,96249.74,578.90,2553.094,280.004,134.763,91,0,5,0,532,205,61,118.057,0,20,40,32,0
167,96249.74,96782.46,532.72,2163.031,219.316,72.084,81,0,5,0,439,193,51,110.537,0,23,42,16,0
168,96782.46,97325.14,542.68,2383.000,235.227,46.459,83,0,5,0,528,219,53,119.109,0,31,28,24,0
169,97325.14,97827.46,502.32,1150.688,114.813,18.818,55,0,5,0,290,109,25,56.246,0,12,27,16,0
170,97827.46,98207.66,380.20,1684.938,287.957,129.590,70,0,3,0,322,139,40,84.219,0,3,46,21,0
171,98207.66,98620.98,413.32,1355.156,164.516,39.831,59,0,4,0,341,110,29,60.307,0,13,21,25,0
172,98620.98,99088.40,467.42,2601.406,225.606,64.684,88,0,5,0,497,230,58,139.412,0,24,50,14,0
173,99088.40,99666.50,578.10,1900.688,209.895,80.157,72,0,4,0,434,165,42,88.430,0,17,32,23,0
174,99666.50,100010.10,343.60,577.500,161.648,98.787,42,0,3,0,167,50,12,27.070,0,4,19,19,0
175,100010.10,100409.50,399.40,1253.719,146.508,30.312,58,0,4,0,292,118,28,61.209,0,12,28,18,0
176,100409.50,100925.50,516.00,2065.906,222.547,95.005,76,0,5,0,452,194,46,107.229,0,23,36,17,0
177,100925.50,101493.38,567.88,1556.063,182.145,63.213,62,0,5,0,396,151,32,79.105,0,24,21,17,0
178,101493.38,101810.00,316.62,878.344,226.863,115.695,47,0,2,0,246,69,17,41.959,0,7,20,20,0
179,101810.00,102529.32,719.32,3053.344,245.797,63.513,100,0,7,0,630,283,70,158.662,0,36,47,17,0
180,102529.32,102953.14,423.82,1377.188,201.652,56.017,60,0,3,0,338,124,30,70.082,0,14,30,17,0
181,102953.14,103436.16,483.02,2186.719,383.652,206.885,79,0,4,0,423,204,49,114.147,0,20,46,14,0
182,103436.16,103926.92,490.76,1577.656,285.981,125.325,67,0,5,0,362,139,37,82.564,0,13,33,22,0
183,103926.92,104469.44,542.52,1974.781,164.988,20.091,73,0,4,0,440,188,43,95.197,0,23,35,15,0
184,104469.44,104849.00,379.56,787.969,84.953,34.209,43,0,3,0,228,74,13,40.756,0,11,20,12,0
185,104849.00,105470.22,621.22,2205.156,207.523,55.445,83,0,6,0,468,182,53,106.025,0,13,41,30,0
186,105470.22,105865.70,395.48,1619.188,152.691,31.031,66,0,4,0,374,137,36,76.699,0,16,23,27,0
187,105865.70,106295.42,429.72,1693.406,286.762,123.013,69,0,3,0,379,148,39,84.369,0,16,31,22,0
188,106295.42,106870.54,575.12,2373.906,345.125,116.021,88,0,5,0,516,190,58,109.936,0,22,37,29,0
189,106870.54,107342.24,471.70,1633.156,119.063,30.126,65,0,4,0,380,151,35,78.654,0,21,25,19,0
190,107342.24,107898.28,556.04,1530.688,171.731,40.958,63,0,6,0,386,140,33,82.715,0,23,24,16,0
191,107898.28,108542.66,644.38,2178.188,169.930,44.085,82,0,6,0,472,191,52,109.484,0,24,41,17,0
192,108542.66,109009.50,466.84,1010.938,90.711,26.861,51,0,4,0,253,95,21,44.516,0,8,28,15,0
193,109009.50,109556.16,546.66,2229.125,188.227,52.801,83,0,6,0,468,193,53,106.777,0,18,39,26,0
194,109556.16,110085.00,528.84,2460.844,258.953,83.599,90,0,6,0,498,207,60,119.260,0,20,41,30,0
195,110085.00,110807.96,722.96,2258.406,225.258,51.121,85,0,7,0,522,200,55,110.838,0,28,30,28,0
196,110807.96,111244.30,436.34,1842.375,144.438,40.355,72,0,5,0,387,172,42,88.730,0,18,36,18,0
197,111244.30,111872.98,628.68,3066.813,303.129,95.663,102,0,6,0,617,267,72,151.594,0,36,50,17,0
198,111872.98,112596.44,723.46,3255.500,274.754,60.985,111,0,8,0,683,275,81,165.430,0,38,43,30,0
199,112596.44,113040.60,444.16,1479.719,137.434,38.688,61,0,4,0,359,141,31,59.404,0,16,27,18,0
200,113040.60,113736.40,695.80,2182.188,291.445,149.605,81,0,5,0,506,190,51,103.770,0,19,33,30,0
201,113736.40,114129.06,392.66,770.500,90.117,22.445,44,0,4,0,220,74,14,40.004,0,8,20,16,0
202,114129.06,114678.98,549.92,1452.625,114.465,25.769,67,0,7,0,323,123,37,66.172,0,10,40,17,0
203,114678.98,115240.50,561.52,2188.875,281.523,126.628,86,0,5,0,463,174,56,108.883,0,16,38,32,0
204,115240.50,115665.90,425.40,997.250,103.828,25.723,51,0,4,0,265,92,21,41.809,0,11,21,19,0
205,115665.90,116164.88,498.98,1981.938,155.680,41.637,74,0,5,0,433,183,44,100.461,0,18,34,22,0
206,116164.88,116707.16,542.28,1877.594,131.461,35.421,70,0,4,0,430,179,40,95.498,0,24,29,17,0
207,116707.16,117368.92,661.76,3296.406,255.098,72.253,108,0,6,0,608,290,78,156.557,0,33,58,18,0
208,117368.92,117778.44,409.52,870.000,222.262,119.945,46,0,3,0,229,94,16,44.215,0,12,24,10,0
209,117778.44,118283.20,504.76,1282.719,110.574,17.321,61,0,5,0,316,108,31,64.518,0,11,25,26,0
210,118283.20,118560.44,277.24,650.406,171.684,96.234,44,0,3,0,174,54,14,32.334,0,1,22,21,0
211,118560.44,118933.50,373.06,1077.750,284.926,162.091,54,0,3,0,271,81,24,42.410,0,6,24,25,0
212,118933.50,119635.38,701.88,2720.469,207.133,54.546,96,0,7,0,576,227,66,130.690,0,19,46,32,0
213,119635.38,120146.08,510.70,1800.188,148.207,31.309,71,0,5,0,409,158,41,85.723,0,23,32,16,0
214,120146.08,120817.96,671.88,2810.813,226.727,51.416,96,0,6,0,589,244,66,134.750,0,29,44,24,0
215,120817.96,121304.06,486.10,1230.000,126.270,27.612,56,0,5,0,326,106,26,54.441,0,13,18,25,0
216,121304.06,121676.36,372.30,743.781,129.418,62.120,44,0,3,0,213,70,14,34.740,0,6,23,16,0
217,121676.36,122086.00,409.64,918.469,131.652,45.429,49,0,3,0,234,87,19,43.764,0,3,22,24,0
218,122086.00,122514.76,428.76,1091.938,177.059,57.031,53,0,4,0,293,89,23,53.539,0,11,19,23,0
219,122514.76,122902.24,387.48,715.094,91.730,13.767,43,0,3,0,211,66,13,32.033,0,6,18,19,0
220,122902.24,123476.08,573.84,2016.969,154.629,36.010,75,0,6,0,473,182,45,98.807,0,23,26,26,0
221,123476.08,123966.64,490.56,2015.031,174.324,72.646,72,0,4,0,447,196,42,100.912,0,26,34,12,0
222,123966.64,124439.92,473.28,988.781,94.430,17.473,51,0,4,0,262,91,21,50.982,0,8,21,22,0
223,124439.92,124944.82,504.90,1706.219,222.172,107.632,68,0,4,0,387,147,38,82.264,0,16,29,25,0
224,124944.82,125565.40,620.58,2089.313,233.731,63.433,77,0,5,0,486,182,47,100.762,0,18,37,23,0
225,125565.40,126076.50,511.10,1611.594,141.188,25.640,65,0,5,0,396,143,35,76.850,0,17,28,20,0
226,126076.50,126452.72,376.22,897.281,102.734,24.165,48,0,3,0,241,80,18,43.764,0,6,22,21,0
227,126452.72,126780.12,327.40,848.969,218.211,125.466,50,0,3,0,213,63,20,47.072,0,4,23,23,0
228,126780.12,127272.98,492.86,1438.875,194.984,104.959,60,0,4,0,352,130,30,62.262,0,15,24,22,0
229,127272.98,127612.90,339.92,1009.938,169.113,54.919,52,0,2,0,234,91,22,53.539,0,4,31,18,0
230,127612.90,127989.50,376.60,606.063,145.598,87.726,40,0,2,0,169,60,10,32.484,0,4,20,17,0
231,127989.50,128429.00,439.50,1272.313,158.660,54.979,58,0,4,0,313,114,28,63.465,0,18,23,17,0
232,128429.00,128801.50,372.50,1026.625,112.918,36.271,49,0,3,0,270,94,19,50.230,0,10,24,15,0
233,128801.50,129261.84,460.34,1468.000,163.297,64.772,64,0,4,0,348,125,34,73.691,0,11,31,22,0
234,129261.84,129741.62,479.78,1425.438,161.285,61.978,61,0,4,0,363,120,31,65.270,0,13,22,28,0
235,129741.62,130055.98,314.36,768.688,99.391,23.275,47,0,3,0,200,66,17,35.793,0,3,21,23,0
236,130055.98,130468.50,412.52,1285.938,130.344,39.180,62,0,5,0,287,109,32,63.766,0,5,32,25,0
237,130468.50,130935.70,467.20,1559.813,210.449,96.297,66,0,4,0,361,132,36,68.578,0,9,31,26,0
238,130935.70,131395.30,459.60,860.125,115.645,29.433,48,0,4,0,232,75,18,44.816,0,4,27,17,0
239,131395.30,131791.92,396.62,809.844,196.957,98.832,49,0,4,0,205,66,19,36.846,0,2,28,20,0
240,131791.92,132127.94,336.02,693.500,83.996,19.946,42,0,2,0,198,67,12,32.184,0,7,21,14,0
241,132127.94,132630.50,502.56,1646.281,253.656,97.546,63,0,5,0,411,148,33,90.084,0,23,19,21,0
