episode,agentID,type,parents,generation,speed,sightRange,maxSize,maxLifetime,age,reasonOfDeath,lifetimeScore
0,-630,Prey,-1,0,10.077,1.259,3.187,99.053,33.341,Starvation,-1.016044
0,-1050,Prey,-1,0,16.492,0.875,2.833,101.855,33.341,Starvation,-1.016044
0,-1330,Prey,-1,0,12.325,1.372,2.656,107.163,33.341,Starvation,-2.516043
0,-1610,Prey,-1,0,18.267,1.493,3.148,103.575,33.341,Starvation,-2.016042
0,-1750,Prey,-1,0,12.724,1.124,3.021,104.396,33.341,Starvation,-4.016003
0,-2030,Prey,-1,0,11.088,1.054,3.276,102.716,33.341,Starvation,-1.016044
0,-2170,Prey,-1,0,12.234,1.401,2.336,103.840,33.341,Starvation,-1.016044
0,-2450,Prey,-1,0,13.395,1.365,3.147,118.017,33.341,Starvation,-1.083109
0,-2590,Prey,-1,0,11.900,1.349,2.450,99.381,33.341,Starvation,-1.016044
0,-2730,Prey,-1,0,18.910,1.003,3.119,97.456,33.341,Starvation,1.416914
0,-2870,Prey,-1,0,10.244,1.344,1.987,90.281,33.341,Starvation,-2.016044
0,-3010,Prey,-1,0,16.912,1.394,2.033,92.066,33.341,Starvation,-1.016044
0,-3150,Prey,-1,0,12.455,0.973,3.266,94.870,33.341,Starvation,-1.016044
0,-3290,Prey,-1,0,16.060,0.835,2.551,104.324,33.341,Starvation,-4.766024
0,-3430,Prey,-1,0,10.678,1.258,1.647,107.604,33.341,Starvation,-0.6889803
0,-3570,Prey,-1,0,13.417,1.286,3.043,111.401,33.341,Starvation,-1.016044
0,-3710,Prey,-1,0,13.029,0.867,2.418,112.943,33.341,Starvation,-1.016044
0,-3990,Prey,-1,0,17.304,1.366,3.065,96.066,33.341,Starvation,-1.016044
0,-4130,Prey,-1,0,11.317,1.393,2.359,113.455,33.341,Starvation,-1.032711
0,-4270,Prey,-1,0,16.775,1.315,2.795,101.483,33.341,Starvation,-7.516008
0,-202,Prey,-1,0,16.040,1.273,1.950,99.372,33.341,Starvation,0.8013409
0,-2310,Prey,-1,0,18.119,1.397,1.680,98.792,38.021,Starvation,-8.013177
0,-350,Prey,-1,0,11.083,1.140,1.688,116.496,40.661,Starvation,-1.632137
0,-1890,Prey,-1,0,11.990,1.280,3.415,101.423,40.661,Starvation,-1.169639
0,-3850,Prey,-1,0,18.874,1.430,3.056,97.318,44.341,Starvation,-4.045317
0,-1190,Prey,-1,0,10.631,1.239,2.906,101.691,47.721,Starvation,-0.3442892
0,-910,Prey,-1,0,16.318,1.187,2.835,96.247,47.981,Starvation,-1.295347
0,-490,Prey,-1,0,14.189,1.275,2.985,109.963,50.001,Dehydration,0.1557604
0,-770,Prey,-1,0,13.200,1.367,2.641,118.132,50.001,Dehydration,-0.5660807
0,-1470,Prey,-1,0,14.583,1.332,1.897,113.460,50.001,Dehydration,0.3532796
1,-6582,Prey,-1,0,11.912,0.901,3.047,96.994,33.341,Starvation,-1.016044
1,-6722,Prey,-1,0,16.793,1.371,3.210,101.020,33.341,Starvation,-1.349374
1,-6862,Prey,-1,0,10.052,1.342,3.185,99.937,33.341,Starvation,-1.016044
1,-7002,Prey,-1,0,15.536,0.905,3.353,118.791,33.341,Starvation,-1.116045
1,-7282,Prey,-1,0,13.238,0.929,1.932,98.236,33.341,Starvation,-1.082711
1,-7422,Prey,-1,0,14.528,1.249,2.270,100.133,33.341,Starvation,1.116919
1,-7562,Prey,-1,0,18.270,1.079,1.800,95.504,33.341,Starvation,-1.349377
1,-7982,Prey,-1,0,19.531,0.845,2.351,119.334,33.341,Starvation,0.5159823
1,-8122,Prey,-1,0,14.687,1.413,3.233,111.403,33.341,Starvation,-1.016044
1,-8962,Prey,-1,0,17.778,1.436,2.997,100.402,33.341,Starvation,-1.016044
1,-9102,Prey,-1,0,16.285,1.493,2.081,105.926,33.341,Starvation,-1.016044
1,-9242,Prey,-1,0,17.687,1.308,1.807,90.932,33.341,Starvation,-4.516019
1,-9382,Prey,-1,0,13.997,1.279,2.137,96.970,33.341,Starvation,-1.016044
1,-9522,Prey,-1,0,15.585,1.209,2.604,99.341,33.341,Starvation,-1.016044
1,-9662,Prey,-1,0,15.608,1.407,1.983,102.591,33.341,Starvation,-1.016044
1,-9942,Prey,-1,0,15.016,0.918,1.962,119.338,33.341,Starvation,-1.016044
1,-10082,Prey,-1,0,12.521,1.121,2.443,109.400,33.341,Starvation,-1.399375
1,-10222,Prey,-1,0,12.291,1.158,3.414,102.973,33.341,Starvation,-1.016044
1,-10362,Prey,-1,0,18.387,1.037,3.107,98.127,33.341,Starvation,0.4839542
1,-10502,Prey,-1,0,19.266,1.315,2.314,102.871,33.341,Starvation,-1.199379
1,-10642,Prey,-1,0,14.483,1.377,2.730,115.080,33.341,Starvation,-4.099349
1,-8822,Prey,-1,0,10.920,1.175,2.808,118.155,46.241,Starvation,-0.5684215
1,-7142,Prey,-1,0,14.308,0.820,2.248,118.864,50.001,Dehydration,-1.23553
1,-7702,Prey,-1,0,16.854,1.012,2.555,117.956,50.001,Dehydration,0.25336
1,-7842,Prey,-1,0,16.165,1.369,1.762,116.313,50.001,Dehydration,0.9222817
1,-8262,Prey,-1,0,17.433,1.472,1.821,104.611,50.001,Dehydration,0.3439488
1,-8402,Prey,-1,0,13.443,1.486,1.827,92.716,50.001,Dehydration,0.2610407
1,-8542,Prey,-1,0,17.004,0.944,2.858,90.843,50.001,Dehydration,-1.166242
1,-9802,Prey,-1,0,18.161,1.354,3.065,104.907,52.341,Starvation,1.492562
1,-8682,Prey,-1,0,17.897,0.997,1.736,119.840,65.521,Starvation,1.834628
2,-12488,Prey,-1,0,14.058,1.201,2.248,101.428,33.341,Starvation,-1.366041
2,-12628,Prey,-1,0,13.698,1.392,1.891,109.277,33.341,Starvation,-1.016044
2,-13048,Prey,-1,0,10.707,0.913,1.873,111.673,33.341,Starvation,-1.016044
2,-13328,Prey,-1,0,10.981,0.869,1.946,115.606,33.341,Starvation,-1.016044
2,-13608,Prey,-1,0,11.578,0.916,3.338,92.680,33.341,Starvation,-1.016044
2,-13748,Prey,-1,0,15.799,1.469,2.727,99.980,33.341,Starvation,-1.732708
2,-14168,Prey,-1,0,15.073,1.283,2.384,117.921,33.341,Starvation,-1.599371
2,-14448,Prey,-1,0,13.632,1.418,1.790,97.281,33.341,Starvation,-2.182715
2,-14588,Prey,-1,0,14.520,0.982,3.224,94.537,33.341,Starvation,-0.6904915
2,-15148,Prey,-1,0,18.690,1.025,1.605,107.741,33.341,Starvation,-1.016044
2,-15428,Prey,-1,0,17.672,1.154,3.313,100.733,33.341,Starvation,-1.016044
2,-15848,Prey,-1,0,11.110,1.369,2.547,99.949,33.341,Starvation,-1.216046
2,-14308,Prey,-1,0,13.865,0.809,2.523,110.733,38.301,Starvation,1.030095
2,-12908,Prey,-1,0,14.067,0.988,3.129,100.577,39.461,Starvation,-0.4564963
2,-14728,Prey,-1,0,16.009,1.472,2.268,98.908,40.661,Starvation,-0.523736
2,-12208,Prey,-1,0,14.290,1.055,2.769,96.845,46.801,Starvation,-0.5583749
2,-12348,Prey,-1,0,13.310,1.374,3.081,101.704,50.001,Dehydration,2.862217
2,-13888,Prey,-1,0,18.391,0.855,3.421,99.655,50.001,Dehydration,2.214442
2,-14028,Prey,-1,0,15.296,1.387,1.573,110.610,50.001,Dehydration,-0.5913585
