episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst,diedFromHealthOver
1,0.00,49.98,49.98,33.248,86.055,3.600,30,0,0,0,6,1,0,0.000,0,0,26,4,0
2,49.98,192.82,142.84,64.105,51.020,2.350,30,0,0,0,12,4,0,0.000,0,0,27,3,0
3,192.82,344.62,151.80,104.161,62.823,12.642,30,0,0,0,27,9,0,0.000,0,0,22,8,0
4,344.62,550.14,205.52,205.190,60.227,3.683,32,0,1,0,51,14,2,3.000,0,0,19,13,0
5,550.14,745.22,195.08,195.367,58.240,2.967,31,0,1,0,48,17,1,1.500,0,0,25,6,0
6,745.22,899.62,154.40,200.693,60.953,7.333,31,0,1,0,52,14,1,1.500,0,0,21,10,0
7,899.62,1043.56,143.94,176.538,62.705,2.517,32,0,1,0,41,14,2,4.050,0,0,26,6,0
8,1043.56,1204.90,161.34,155.878,68.126,9.608,30,0,0,0,47,11,0,2.400,0,0,19,11,0
9,1204.90,1394.84,189.94,205.726,61.163,3.067,32,0,1,0,49,19,2,6.750,0,0,25,7,0
10,1394.84,1599.24,204.40,247.028,74.154,5.383,32,0,2,0,70,22,2,6.000,0,0,23,9,0
11,1599.24,1802.28,203.04,203.035,67.873,6.383,31,0,1,0,61,14,1,3.300,0,1,22,9,0
12,1802.28,2005.08,202.80,274.322,65.891,1.933,31,0,1,0,86,26,1,3.450,0,0,17,14,0
13,2005.08,2257.68,252.60,359.483,81.523,7.251,35,0,2,0,96,26,5,10.500,0,0,19,16,0
14,2257.68,2501.10,243.42,620.370,96.146,9.902,40,0,2,0,139,57,10,18.000,0,1,27,12,0
15,2501.10,2760.80,259.70,807.356,96.262,7.460,44,0,3,0,195,59,14,28.500,0,4,15,25,0
16,2760.80,3004.92,244.12,752.259,86.537,5.885,41,0,2,0,191,61,11,22.950,0,4,11,26,0
17,3004.92,3383.98,379.06,802.923,163.539,72.974,45,0,3,0,189,59,15,27.450,0,3,21,21,0
18,3383.98,3626.48,242.50,586.587,92.158,20.554,38,0,2,0,146,56,8,17.249,0,2,23,13,0
19,3626.48,3852.78,226.30,355.231,74.775,12.189,33,0,1,0,108,29,3,5.700,0,0,14,19,0
20,3852.78,4163.10,310.32,941.212,102.197,8.748,47,0,2,0,227,66,17,31.049,0,6,13,28,0
21,4163.10,4466.04,302.94,760.579,122.557,16.896,43,0,3,0,181,63,13,26.999,0,6,18,19,0
22,4466.04,4819.60,353.56,678.676,97.658,8.315,41,0,3,0,173,53,11,24.749,0,4,20,17,0
23,4819.60,5184.26,364.66,899.007,207.138,104.458,45,0,3,0,228,71,15,29.849,0,7,23,15,0
24,5184.26,5686.66,502.40,1578.930,164.233,25.219,63,0,4,0,345,114,33,65.397,0,10,21,32,0
25,5686.66,5987.28,300.62,619.379,89.914,10.073,37,0,2,0,164,57,7,22.199,0,3,22,12,0
26,5987.28,6371.70,384.42,1553.939,139.462,20.812,57,0,3,0,304,143,27,68.997,0,13,38,6,0
27,6371.70,6680.50,308.80,706.799,90.727,12.430,39,0,2,0,175,68,9,24.299,0,4,23,12,0
28,6680.50,7077.48,396.98,1629.903,134.567,14.763,66,0,4,0,327,126,36,62.549,0,11,30,25,0
29,7077.48,7549.48,472.00,1155.069,120.084,25.269,51,0,4,0,242,92,21,40.807,0,8,24,19,0
