episode,agentID,type,parents,generation,speed,sightRange,maxSize,maxLifetime,age,reasonOfDeath,lifetimeScore
0,-350,Prey,-1,0,19.498,1.061,2.120,244.510,33.341,Starvation,-7.516022
0,-490,Prey,-1,0,10.041,1.228,2.921,229.949,33.341,Starvation,-2.832728
0,-770,Prey,-1,0,10.109,0.968,3.412,202.640,33.341,Starvation,-1.016044
0,-910,Prey,-1,0,17.645,1.490,1.669,217.376,33.341,Starvation,-1.016044
0,-1050,Prey,-1,0,11.746,1.471,1.785,235.899,33.341,Starvation,-2.132715
0,-1190,Prey,-1,0,11.167,1.099,1.657,204.237,33.341,Starvation,-1.016044
0,-1330,Prey,-1,0,19.249,0.951,3.387,209.527,33.341,Starvation,-7.016016
0,-1470,Prey,-1,0,13.021,1.325,2.692,239.756,33.341,Starvation,-1.016044
0,-1610,Prey,-1,0,14.812,1.380,3.293,237.802,33.341,Starvation,-3.516018
0,-1750,Prey,-1,0,17.404,1.445,1.961,203.511,33.341,Starvation,-11.01619
0,-2030,Prey,-1,0,13.280,0.924,3.475,249.213,33.341,Starvation,-1.016044
0,-2170,Prey,-1,0,16.139,1.125,2.206,239.489,33.341,Starvation,-1.532708
0,-2310,Prey,-1,0,12.854,1.401,2.433,236.007,33.341,Starvation,-1.516042
0,-2450,Prey,-1,0,19.814,1.152,1.847,241.418,33.341,Starvation,-1.016044
0,-2590,Prey,-1,0,13.554,1.207,2.796,200.287,33.341,Starvation,-1.016044
0,-2870,Prey,-1,0,10.886,1.385,3.055,211.234,33.341,Starvation,-1.016044
0,-3570,Prey,-1,0,15.629,1.022,3.463,221.024,33.341,Starvation,0.8020433
0,-3710,Prey,-1,0,16.386,1.447,2.133,200.859,33.341,Starvation,-1.016044
0,-3850,Prey,-1,0,11.644,0.935,3.345,210.119,33.341,Starvation,-1.016044
0,-3990,Prey,-1,0,15.904,1.336,2.519,241.148,33.341,Starvation,-11.01619
0,-202,Prey,-1,0,16.214,0.890,1.939,243.317,33.341,Starvation,1.117879
