episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst,diedFromHealthOver
29,5711.52,5954.56,243.04,861.190,61.647,8.323,44,0,2,0,191,67,14,30.599,0,32,7,5,0
30,5954.56,6263.88,309.32,905.340,70.252,7.440,46,0,3,0,190,73,16,37.648,0,28,11,7,0
31,6263.88,6579.96,316.08,771.909,68.278,13.247,43,0,3,0,165,65,13,29.252,0,27,11,5,0
32,6579.96,6870.00,290.04,1146.509,65.833,3.591,51,0,3,0,213,90,21,47.108,0,36,11,4,0
33,6870.00,7141.06,271.06,1054.895,54.273,8.081,47,0,2,0,201,66,17,33.755,0,34,7,6,0
34,7141.06,7474.02,332.96,1084.480,92.648,26.619,48,0,3,0,210,74,18,36.006,0,36,7,5,0
35,7474.02,7747.34,273.32,1104.268,60.686,5.882,48,0,2,0,212,71,18,36.156,0,32,9,7,0
36,7747.34,7982.92,235.58,1071.182,67.103,11.064,46,0,2,0,202,71,16,39.456,0,32,8,6,0
37,7982.92,8290.06,307.14,1438.002,76.679,11.456,56,0,3,0,245,97,26,53.559,0,43,9,4,0
38,8290.06,8521.22,231.16,669.684,55.455,5.424,38,0,2,0,144,54,8,25.504,0,17,12,9,0
39,8521.22,8860.44,339.22,1617.482,78.439,7.623,60,0,3,0,266,109,30,66.611,0,44,10,6,0
40,8860.44,9103.86,243.42,685.482,66.669,15.363,39,0,2,0,125,53,9,28.655,0,13,20,6,0
41,9103.86,9361.52,257.66,1227.512,61.942,13.055,50,0,2,0,212,81,20,45.757,0,37,8,5,0
42,9361.52,9614.52,253.00,1003.355,65.347,12.122,45,0,2,0,187,68,15,36.606,0,31,7,7,0
43,9614.52,9879.64,265.12,873.328,69.471,15.280,43,0,2,0,163,65,13,27.905,0,32,8,3,0
44,9879.64,10146.26,266.62,954.117,69.559,11.039,44,0,2,0,183,66,14,39.006,0,28,13,3,0
45,10146.26,10424.08,277.82,1078.008,72.682,14.871,48,0,2,0,180,77,18,37.956,0,23,19,6,0
46,10424.08,10702.44,278.36,1149.201,55.948,8.731,47,0,2,0,201,83,17,44.107,0,39,6,2,0
47,10702.44,10929.72,227.28,721.320,48.252,3.016,39,0,2,0,132,60,9,29.705,0,20,15,4,0
48,10929.72,11265.86,336.14,961.535,79.868,12.614,50,0,3,0,203,70,20,41.557,0,31,10,10,0
49,11265.86,11546.30,280.44,959.723,69.886,6.507,52,0,3,0,211,83,22,48.608,0,32,9,11,0
50,11546.30,11876.48,330.18,904.203,68.694,10.248,50,0,3,0,221,81,20,45.607,0,34,10,6,0
51,11876.48,12165.04,288.56,959.793,62.077,8.265,50,0,3,0,222,92,20,44.857,0,38,10,2,0
52,12165.04,12447.04,282.00,913.160,73.629,16.114,49,0,3,0,202,90,19,43.807,0,37,8,4,0
53,12447.04,12778.66,331.62,1187.801,84.269,19.372,59,0,3,0,248,103,29,55.359,0,42,10,7,0
54,12778.66,13056.86,278.20,893.320,57.673,12.540,47,0,2,0,198,83,17,45.007,0,39,7,1,0
55,13056.86,13458.92,402.06,1484.324,97.032,25.222,67,0,4,0,302,114,37,71.712,0,50,13,5,0
56,13458.92,13786.20,327.28,1030.797,75.350,6.982,53,0,3,0,237,81,23,49.358,0,38,3,12,0
57,13786.20,14086.50,300.30,819.691,69.250,6.065,47,0,3,0,204,70,17,35.706,0,32,8,7,0
58,14086.50,14445.30,358.80,1004.914,132.737,50.865,53,0,3,0,231,84,23,48.458,0,35,11,7,0
59,14445.30,14734.80,289.50,1068.770,82.501,16.255,54,0,2,0,221,92,24,50.858,0,34,17,3,0
60,14734.80,15041.56,306.76,766.738,81.596,17.882,46,0,3,0,184,76,16,37.956,0,27,15,4,0
61,15041.56,15372.34,330.78,1153.098,73.393,10.423,56,0,3,0,240,104,26,58.660,0,43,11,2,0
62,15372.34,15632.82,260.48,1015.055,92.559,23.074,53,0,2,0,203,87,23,48.608,0,35,16,2,0
63,15632.82,15925.88,293.06,973.895,71.386,11.973,53,0,2,0,216,77,23,46.208,0,34,11,8,0
64,15925.88,16350.20,424.32,1032.742,72.114,17.097,53,0,4,0,231,97,23,51.308,0,37,14,2,0
65,16350.20,16587.74,237.54,598.801,64.516,11.631,41,0,2,0,144,60,11,37.806,0,19,19,3,0
66,16587.74,16859.62,271.88,1039.078,85.441,17.547,52,0,2,0,234,89,22,52.343,0,37,8,7,0
67,16859.62,17151.60,291.98,860.402,65.840,14.973,48,0,2,0,200,77,18,40.773,0,35,11,2,0
68,17151.60,17466.08,314.48,935.211,60.024,14.950,50,0,3,0,217,81,20,43.622,0,40,6,4,0
69,17466.08,17717.24,251.16,748.813,73.853,17.431,45,0,2,0,178,76,15,41.373,0,30,11,4,0
70,17717.24,17989.18,271.94,851.059,69.624,10.448,47,0,2,0,209,73,17,44.071,0,37,4,6,0
71,17989.18,18272.56,283.38,914.582,68.901,14.988,49,0,2,0,200,86,19,46.320,0,37,10,2,0
72,18272.56,18499.46,226.90,613.992,73.661,13.607,42,0,2,0,140,63,12,33.578,0,19,19,4,0
73,18499.46,18813.30,313.84,882.266,67.853,26.425,48,0,3,0,210,78,18,45.720,0,38,8,2,0
74,18813.30,19170.82,357.52,914.879,79.126,13.243,51,0,3,0,207,85,21,46.770,0,31,10,10,0
75,19170.82,19433.68,262.86,747.813,74.613,21.198,46,0,2,0,169,69,16,41.523,0,24,18,4,0
76,19433.68,19778.74,345.06,698.316,72.938,17.140,46,0,3,0,171,64,16,39.574,0,19,20,7,0
77,19778.74,20110.72,331.98,1105.926,73.991,20.664,55,0,3,0,235,102,25,55.014,0,42,13,0,0
78,20110.72,20437.68,326.96,953.277,83.360,23.155,51,0,3,0,221,89,21,46.919,0,33,10,8,0
79,20437.68,20713.64,275.96,831.270,86.103,17.458,48,0,2,0,193,72,18,45.570,0,25,19,4,0
80,20713.64,21051.14,337.50,855.856,81.802,25.726,48,0,3,0,196,82,18,41.523,0,36,8,4,0
81,21051.14,21311.62,260.48,799.348,58.113,10.724,47,0,2,0,186,68,17,37.326,0,27,10,10,0
82,21311.62,21634.34,322.72,1158.340,79.422,15.324,59,0,3,0,241,97,29,49.917,0,38,13,8,0
83,21634.34,21977.54,343.20,1317.133,82.743,20.148,61,0,3,0,285,106,31,64.758,0,47,8,6,0
84,21977.54,22298.86,321.32,942.313,58.277,11.797,50,0,3,0,228,81,20,43.472,0,39,7,4,0
85,22298.86,22580.92,282.06,898.383,74.866,33.219,48,0,2,0,204,89,18,45.271,0,38,10,0,0
86,22580.92,22882.48,301.56,932.648,50.712,8.009,50,0,3,0,209,85,20,45.271,0,38,9,3,0
87,22882.48,23198.56,316.08,974.070,58.253,7.642,51,0,3,0,219,92,21,53.065,0,36,8,7,0
88,23198.56,23529.00,330.44,1043.828,78.000,22.675,53,0,3,0,243,87,23,48.868,0,41,7,5,0
89,23529.00,23810.04,281.04,706.875,47.118,8.980,43,0,2,0,177,72,13,38.225,0,34,6,3,0
90,23810.04,24084.78,274.74,1058.992,75.672,19.274,54,0,2,0,230,87,24,55.014,0,38,9,8,0
91,24084.78,24370.92,286.14,966.852,68.197,6.714,53,0,3,0,220,84,23,46.770,0,35,9,9,0
92,24370.92,24681.10,310.18,774.328,49.145,11.242,45,0,3,0,184,75,15,40.773,0,35,9,1,0
93,24681.10,25022.90,341.80,974.852,78.039,19.073,51,0,4,0,217,97,21,46.320,0,39,8,4,0
94,25022.90,25359.72,336.82,1310.430,92.046,26.586,61,0,3,0,253,114,31,64.458,0,43,15,3,0
95,25359.72,25623.18,263.46,989.719,74.231,16.118,52,0,2,0,214,86,22,47.519,0,38,9,6,0
96,25623.18,25931.00,307.82,950.273,71.685,14.581,51,0,3,0,206,91,21,46.770,0,39,9,3,0
97,25931.00,26207.00,276.00,703.984,80.483,21.337,44,0,2,0,161,67,14,46.919,0,20,18,6,0
98,26207.00,26527.12,320.12,957.336,57.987,11.136,51,0,3,0,212,91,21,50.367,0,35,9,7,0
99,26527.12,26795.96,268.84,732.289,58.803,6.278,45,0,2,0,169,66,15,46.320,0,29,13,3,0
100,26795.96,27091.90,295.94,1116.031,62.919,13.067,54,0,3,0,249,98,24,56.213,0,44,6,4,0
101,27091.90,27356.78,264.88,662.906,57.403,8.645,43,0,2,0,161,66,13,37.625,0,24,15,4,0
102,27356.78,27624.86,268.08,1017.734,89.323,28.715,52,0,2,0,221,90,22,51.716,0,43,5,4,0
103,27624.86,27898.34,273.48,670.422,63.450,15.376,43,0,2,0,158,64,13,41.073,0,20,19,5,0
104,27898.34,28227.14,328.80,1176.133,89.623,19.856,58,0,3,0,245,102,28,52.316,0,42,10,6,0
105,28227.14,28591.16,364.02,1212.570,86.979,27.770,60,0,3,0,262,98,30,55.914,0,41,12,8,0
106,28591.16,28962.74,371.58,1261.031,86.954,23.041,59,0,3,0,273,109,29,61.010,0,46,11,2,0
107,28962.74,29312.34,349.60,1320.555,76.912,13.001,62,0,3,0,279,114,32,64.158,0,43,14,6,0
108,29312.34,29637.46,325.12,1023.875,81.696,17.580,53,0,3,0,231,91,23,49.768,0,41,9,3,0
109,29637.46,30004.04,366.58,1265.016,113.634,40.081,60,0,3,0,273,109,30,66.856,0,50,6,4,0
110,30004.04,30283.02,278.98,990.172,79.848,23.880,51,0,2,0,213,86,21,46.320,0,38,10,3,0
111,30283.02,30632.48,349.46,1197.266,85.187,24.437,59,0,4,0,260,105,29,59.961,0,45,7,7,0
112,30632.48,30901.00,268.52,579.227,70.892,14.543,40,0,2,0,142,60,10,38.225,0,21,17,2,0
113,30901.00,31304.96,403.96,1368.992,76.574,18.318,64,0,4,0,290,120,34,69.555,0,50,10,4,0
114,31304.96,31577.38,272.42,856.383,90.922,29.050,47,0,2,0,198,77,17,42.272,0,32,7,8,0
115,31577.38,31856.20,278.82,719.883,74.298,15.242,44,0,2,0,176,67,14,43.921,0,27,12,5,0
116,31856.20,32293.00,436.80,1397.383,88.536,17.507,65,0,4,0,286,124,35,72.103,0,49,13,3,0
117,32293.00,32626.26,333.26,968.758,82.181,23.804,51,0,3,0,217,85,21,52.766,0,34,12,5,0
118,32626.26,32962.42,336.16,1088.313,86.598,19.429,56,0,3,0,236,91,26,53.215,0,42,9,5,0
119,32962.42,33276.40,313.98,1016.063,74.051,22.901,54,0,3,0,228,90,24,48.269,0,39,11,4,0
120,33276.40,33536.50,260.10,993.570,89.451,34.747,50,0,2,0,221,94,20,56.063,0,36,9,5,0
121,33536.50,33889.96,353.46,1189.773,86.952,17.641,59,0,3,0,243,113,29,55.914,0,42,14,3,0
122,33889.96,34171.40,281.44,819.977,56.304,8.913,47,0,2,0,202,68,17,40.324,0,34,6,7,0
123,34171.40,34476.78,305.38,737.711,57.438,11.487,45,0,3,0,167,73,15,45.720,0,25,15,5,0
124,34476.78,34808.78,332.00,906.625,79.780,20.443,50,0,3,0,218,80,20,44.671,0,34,10,8,0
125,34808.78,35237.86,429.08,1215.859,79.930,12.749,60,0,4,0,270,103,30,55.464,0,46,9,5,0
126,35237.86,35595.48,357.62,909.109,113.824,44.161,49,0,3,0,203,84,19,50.217,0,38,9,2,0
127,35595.48,35853.40,257.92,668.875,59.441,14.295,41,0,2,0,169,66,11,41.223,0,30,7,4,0
128,35853.40,36141.44,288.04,961.203,161.964,100.124,52,0,2,0,210,82,22,45.121,0,32,15,5,0
129,36141.44,36467.62,326.18,893.648,71.582,16.918,50,0,3,0,204,78,20,50.817,0,34,11,5,0
130,36467.62,36830.10,362.48,1244.273,76.431,15.584,60,0,3,0,271,108,30,61.010,0,42,12,6,0
131,36830.10,37260.88,430.78,1278.633,87.296,21.766,60,0,4,0,278,118,30,66.257,0,49,8,3,0
132,37260.88,37621.82,360.94,997.297,51.592,12.686,49,0,3,0,230,100,19,56.213,0,42,7,0,0
133,37621.82,38048.34,426.52,1366.555,95.983,21.985,66,0,4,0,280,108,36,67.306,0,45,15,6,0
134,38048.34,38329.86,281.52,955.320,68.210,9.986,52,0,2,0,200,88,22,55.014,0,29,16,7,0
135,38329.86,38586.52,256.66,589.633,62.597,13.779,41,0,2,0,153,52,11,32.829,0,19,15,7,0
136,38586.52,38860.64,274.12,643.305,76.065,18.754,41,0,2,0,154,67,11,38.075,0,25,15,1,0
137,38860.64,39192.88,332.24,1052.445,72.071,21.640,54,0,3,0,227,98,24,47.219,0,41,10,3,0
138,39192.88,39541.38,348.50,1045.086,62.229,14.099,52,0,3,0,234,97,22,51.716,0,39,10,3,0
139,39541.38,39872.16,330.78,1080.641,73.765,14.991,56,0,3,0,220,97,26,50.067,0,39,14,4,0
140,39872.16,40229.00,356.84,1086.508,59.979,14.869,53,0,3,0,249,104,23,52.466,0,42,8,3,0
141,40229.00,40601.32,372.32,1092.461,70.939,17.349,54,0,4,0,246,101,24,52.916,0,41,11,2,0
142,40601.32,40878.46,277.14,858.828,63.629,14.186,49,0,2,0,189,77,19,42.123,0,33,13,3,0
143,40878.46,41234.12,355.66,1079.938,73.720,15.863,55,0,3,0,232,102,25,54.864,0,39,14,2,0
144,41234.12,41467.70,233.58,1013.492,64.101,8.824,51,0,2,0,207,83,21,51.417,0,37,12,2,0
145,41467.70,41906.48,438.78,1304.094,81.666,16.087,62,0,5,0,281,116,32,65.657,0,45,10,7,0
146,41906.48,42247.62,341.14,1294.102,88.787,18.776,60,0,3,0,246,110,30,67.156,0,42,16,3,0
147,42247.62,42623.04,375.42,1291.734,72.337,12.485,61,0,3,0,275,107,31,60.710,0,47,10,4,0
148,42623.04,42919.78,296.74,979.234,71.073,18.710,53,0,2,0,207,87,23,47.519,0,37,13,3,0
149,42919.78,43168.40,248.62,508.641,70.155,16.411,38,0,2,0,137,55,8,26.683,0,21,13,4,0
150,43168.40,43578.52,410.12,1282.094,82.272,26.832,61,0,4,0,271,118,31,65.657,0,48,11,2,0
151,43578.52,43859.86,281.34,978.719,98.929,25.859,51,0,2,0,208,87,21,44.521,0,34,15,2,0
152,43859.86,44087.42,227.56,522.125,62.046,17.731,38,0,2,0,131,59,8,28.481,0,20,17,1,0
153,44087.42,44501.44,414.02,1319.594,90.604,18.287,63,0,4,0,274,115,33,64.008,0,48,10,5,0
154,44501.44,44869.98,368.54,992.938,80.515,24.527,53,0,3,0,233,81,23,52.616,0,37,8,8,0
155,44869.98,45154.92,284.94,532.188,62.954,13.148,38,0,2,0,139,64,8,31.479,0,22,14,2,0
156,45154.92,45426.42,271.50,981.266,69.102,13.663,50,0,2,0,214,98,20,52.766,0,38,8,4,0
157,45426.42,45770.24,343.82,812.047,74.586,24.454,47,0,3,0,182,80,17,42.272,0,30,16,1,0
158,45770.24,46044.22,273.98,875.672,67.760,12.219,50,0,2,0,200,73,20,43.172,0,31,11,8,0
159,46044.22,46395.44,351.22,883.578,63.027,10.650,50,0,3,0,203,83,20,42.123,0,35,13,2,0
160,46395.44,46717.94,322.50,1099.797,113.624,38.819,55,0,3,0,220,98,25,54.714,0,37,13,5,0
161,46717.94,47062.24,344.30,809.891,82.347,12.765,48,0,3,0,192,72,18,41.823,0,30,13,5,0
162,47062.24,47328.22,265.98,665.844,69.070,19.632,44,0,2,0,157,66,14,33.278,0,24,15,5,0
163,47328.22,47765.52,437.30,1350.125,87.034,11.754,62,0,5,0,286,111,32,68.355,0,44,8,10,0
164,47765.52,48046.68,281.16,1050.516,71.279,16.444,52,0,2,0,226,94,22,50.967,0,40,10,2,0
165,48046.68,48416.48,369.80,1073.750,106.072,37.902,55,0,3,0,225,99,25,56.813,0,37,16,2,0
166,48416.48,48702.98,286.50,832.875,71.130,20.924,47,0,3,0,185,85,17,47.519,0,36,6,5,0
167,48702.98,48982.20,279.22,1371.938,106.166,31.984,66,0,3,0,253,112,36,69.255,0,42,16,8,0
168,48982.20,49342.78,360.58,1000.719,79.563,19.657,54,0,3,0,219,89,24,53.065,0,31,18,5,0
169,49342.78,49685.80,343.02,1199.750,84.650,15.522,59,0,3,0,247,105,29,66.407,0,42,11,6,0
170,49685.80,50030.68,344.88,932.766,93.991,26.230,51,0,4,0,214,91,21,49.768,0,36,12,3,0
171,50030.68,50380.02,349.34,961.703,66.707,11.574,51,0,3,0,209,95,21,49.768,0,41,9,1,0
172,50380.02,50786.44,406.42,1318.031,85.012,16.507,62,0,4,0,283,108,32,63.858,0,49,7,6,0
173,50786.44,51058.12,271.68,876.188,64.186,17.399,48,0,2,0,203,86,18,41.523,0,40,6,2,0
174,51058.12,51249.46,191.34,466.016,50.741,16.805,35,0,1,0,126,59,5,25.334,0,25,9,1,0
175,51249.46,51549.98,300.52,988.406,73.040,11.015,53,0,3,0,211,93,23,58.912,0,34,14,5,0
176,51549.98,51812.92,262.94,1045.063,66.716,15.325,52,0,2,0,224,92,22,52.766,0,42,8,2,0
177,51812.92,52147.94,335.02,1273.625,86.412,17.000,61,0,3,0,263,106,31,68.655,0,44,9,8,0
178,52147.94,52475.32,327.38,924.516,72.635,12.518,53,0,3,0,192,81,23,50.067,0,32,16,5,0
179,52475.32,52808.92,333.60,1392.078,82.997,22.877,63,0,3,0,291,116,33,75.851,0,48,10,5,0
180,52808.92,53115.68,306.76,827.328,69.233,11.357,47,0,3,0,202,81,17,45.271,0,33,9,5,0
181,53115.68,53460.12,344.44,982.203,61.577,15.604,52,0,3,0,221,83,22,48.119,0,39,9,4,0
182,53460.12,53819.30,359.18,999.266,85.108,17.490,53,0,3,0,227,89,23,49.917,0,30,17,6,0
183,53819.30,54146.22,326.92,900.078,75.060,12.219,51,0,3,0,199,87,21,50.517,0,28,17,6,0
184,54146.22,54517.72,371.50,1096.813,72.646,15.274,55,0,4,0,237,98,25,57.712,0,35,15,5,0
185,54517.72,54761.90,244.18,548.094,81.108,18.004,40,0,2,0,134,55,10,32.829,0,19,17,4,0
186,54761.90,55093.06,331.16,1138.891,77.520,19.590,55,0,3,0,250,98,25,56.963,0,44,7,4,0
187,55093.06,55356.34,263.28,700.219,59.253,13.065,43,0,2,0,174,69,13,39.424,0,28,7,8,0
188,55356.34,55675.46,319.12,833.250,64.675,10.999,48,0,3,0,197,80,18,41.673,0,31,12,5,0
189,55675.46,55925.36,249.90,666.047,53.317,14.394,42,0,2,0,165,67,12,36.745,0,29,8,5,0
190,55925.36,56157.30,231.94,777.453,72.947,18.121,46,0,2,0,164,77,16,45.117,0,29,13,4,0
191,56157.30,56432.22,274.92,480.063,51.089,7.844,37,0,2,0,120,58,7,32.635,0,13,22,2,0
192,56432.22,56713.98,281.76,901.328,57.239,9.778,49,0,2,0,211,82,19,43.463,0,36,10,3,0
193,56713.98,57087.40,373.42,1294.141,99.935,30.344,61,0,4,0,273,112,31,66.623,0,44,9,8,0
194,57087.40,57416.56,329.16,850.359,74.367,21.069,48,0,3,0,201,83,18,47.975,0,33,8,7,0
195,57416.56,57601.40,184.84,482.406,57.155,15.640,37,0,1,0,128,49,7,30.980,0,18,13,6,0
196,57601.40,57955.44,354.04,1240.594,87.956,14.278,61,0,4,0,253,106,31,61.209,0,42,13,6,0
197,57955.44,58326.52,371.08,939.406,52.086,2.980,50,0,3,0,222,87,20,54.291,0,34,13,3,0
198,58326.52,58607.96,281.44,869.781,72.552,20.433,49,0,2,0,190,75,19,43.764,0,33,10,6,0
199,58607.96,58914.66,306.70,874.922,72.491,13.331,50,0,3,0,204,71,20,46.621,0,29,9,12,0
200,58914.66,59190.52,275.86,1033.484,70.150,19.125,53,0,2,0,228,88,23,56.998,0,39,7,7,0
201,59190.52,59457.12,266.60,841.484,66.755,17.444,48,0,2,0,181,78,18,43.914,0,28,15,5,0
202,59457.12,59746.76,289.64,816.422,63.264,15.241,48,0,2,0,190,75,18,41.508,0,30,15,3,0
203,59746.76,60107.34,360.58,649.234,64.654,19.482,42,0,3,0,169,62,12,32.484,0,29,11,2,0
204,60107.34,60314.18,206.84,450.141,62.366,10.301,36,0,1,0,118,51,6,30.379,0,12,22,2,0
205,60314.18,60584.34,270.16,736.063,66.018,19.309,45,0,2,0,182,68,15,33.236,0,32,10,3,0
206,60584.34,60919.22,334.88,984.734,71.129,15.348,53,0,3,0,217,90,23,52.938,0,35,13,5,0
207,60919.22,61331.98,412.76,1326.047,84.353,23.317,62,0,4,0,300,113,32,58.953,0,50,4,8,0
208,61331.98,61595.52,263.54,645.797,60.531,15.640,42,0,2,0,159,70,12,38.350,0,28,9,5,0
209,61595.52,61941.22,345.70,1011.047,99.365,16.574,53,0,3,0,231,92,23,47.674,0,31,13,9,0
210,61941.22,62348.50,407.28,1202.875,85.630,14.806,59,0,4,0,262,98,29,61.811,0,37,11,11,0
211,62348.50,62673.50,325.00,1058.250,91.521,21.503,55,0,3,0,241,91,25,49.930,0,37,13,5,0
212,62673.50,62976.28,302.78,1339.781,76.014,18.967,61,0,3,0,275,115,31,67.074,0,48,7,6,0
213,62976.28,63244.72,268.44,863.688,67.298,21.210,48,0,3,0,207,78,18,42.561,0,35,8,5,0
214,63244.72,63622.96,378.24,1325.891,98.170,23.724,63,0,3,0,289,103,33,61.209,0,45,7,12,0
215,63622.96,63884.26,261.30,913.609,63.832,12.078,50,0,2,0,193,88,20,46.170,0,38,12,0,0
216,63884.26,64208.44,324.18,706.844,77.521,21.193,45,0,3,0,174,63,15,30.680,0,30,8,7,0
217,64208.44,64554.60,346.16,961.203,78.843,25.321,51,0,3,0,227,91,21,48.426,0,40,7,4,0
218,64554.60,64834.96,280.36,820.953,67.587,19.308,48,0,3,0,194,76,18,40.455,0,30,8,10,0
219,64834.96,65124.88,289.92,856.828,74.630,16.494,50,0,3,0,198,75,20,44.816,0,29,15,6,0
220,65124.88,65488.54,363.66,830.766,71.298,14.784,49,0,3,0,193,80,19,43.613,0,29,17,3,0
221,65488.54,65760.84,272.30,716.625,58.461,8.226,44,0,2,0,169,74,14,41.658,0,28,11,5,0
222,65760.84,66077.84,317.00,781.344,66.791,10.246,46,0,3,0,194,72,16,42.711,0,30,11,5,0
223,66077.84,66347.64,269.80,781.063,77.077,27.800,46,0,2,0,185,78,16,41.809,0,30,13,3,0
224,66347.64,66667.84,320.20,1040.031,83.222,12.260,55,0,3,0,232,87,25,54.742,0,38,7,10,0
225,66667.84,67024.96,357.12,868.922,102.544,47.102,48,0,3,0,206,76,18,43.313,0,37,8,3,0
226,67024.96,67360.58,335.62,708.484,59.177,12.792,44,0,3,0,173,74,14,40.906,0,27,15,2,0
227,67360.58,67674.88,314.30,1205.797,85.715,17.460,57,0,3,0,261,97,27,63.916,0,43,9,5,0
228,67674.88,68003.86,328.98,1288.672,73.037,16.344,60,0,3,0,283,106,30,64.818,0,48,8,4,0
229,68003.86,68229.66,225.80,540.344,63.797,11.463,39,0,2,0,133,59,9,31.432,0,17,19,3,0
230,68229.66,68508.92,279.26,839.219,81.969,16.826,48,0,2,0,189,73,18,42.109,0,33,10,5,0
231,68508.92,68827.96,319.04,954.156,98.100,19.000,51,0,3,0,215,89,21,49.328,0,37,8,6,0
232,68827.96,69085.86,257.90,463.781,66.744,15.581,36,0,2,0,125,54,6,32.635,0,17,16,3,0
233,69085.86,69399.50,313.64,1286.641,91.527,24.408,60,0,2,0,264,109,30,64.518,0,46,11,3,0
234,69399.50,69752.22,352.72,1024.406,71.727,12.650,54,0,3,0,229,89,24,52.336,0,41,9,4,0
235,69752.22,70093.20,340.98,910.609,82.201,10.907,52,0,4,0,214,79,22,43.463,0,33,11,8,0
236,70093.20,70459.44,366.24,988.109,87.447,24.217,53,0,3,0,230,85,23,46.621,0,38,10,5,0
237,70459.44,70694.46,235.02,724.031,66.941,18.579,43,0,2,0,176,71,13,37.146,0,36,2,5,0
238,70694.46,70897.84,203.38,786.156,63.963,13.257,45,0,1,0,176,77,15,38.951,0,32,12,1,0
239,70897.84,71172.98,275.14,845.250,70.959,15.498,48,0,2,0,192,80,18,40.154,0,34,11,3,0
240,71172.98,71501.60,328.62,922.219,99.176,16.453,51,0,3,0,222,82,21,50.230,0,33,14,4,0
241,71501.60,71806.82,305.22,887.109,76.014,14.982,48,0,2,0,206,83,18,48.877,0,36,8,4,0
242,71806.82,72145.02,338.20,1185.938,87.799,14.784,59,0,3,0,255,93,29,56.697,0,38,15,6,0
243,72145.02,72484.70,339.68,1140.063,86.879,15.257,57,0,4,0,243,96,27,57.148,0,41,9,7,0
