episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst,diedFromHealthOver
31,8117.06,8555.98,438.92,1652.521,131.061,15.405,57,0,3,0,355,106,27,57.459,0,12,14,31,0
32,8555.98,8759.54,203.56,442.557,86.370,9.631,32,0,1,0,115,32,2,9.752,0,1,14,17,0
33,8759.54,9201.98,442.44,1219.357,125.460,15.330,53,0,4,0,237,89,23,42.457,0,5,29,19,0
34,9201.98,9608.82,406.84,1593.725,158.365,23.411,59,0,4,0,297,117,29,57.009,0,10,30,19,0
35,9608.82,10126.48,517.66,2218.898,200.943,24.563,72,0,5,0,420,152,42,84.764,0,17,30,25,0
36,10126.48,10690.20,563.72,3906.396,265.835,34.736,111,0,7,0,646,256,81,157.676,0,30,48,34,0
37,10690.20,11171.78,481.58,1910.762,153.505,28.302,73,0,4,0,429,170,43,90.465,0,24,33,16,0
38,11171.78,11643.50,471.72,1503.430,128.462,20.532,64,0,4,0,345,130,34,64.511,0,12,30,22,0
39,11643.50,12418.78,775.28,1890.566,152.773,15.597,73,0,8,0,473,174,43,91.065,0,24,29,20,0
40,12418.78,12893.06,474.28,1846.539,369.558,218.385,71,0,4,0,426,162,41,79.063,0,18,21,32,0
41,12893.06,13398.86,505.80,1104.078,102.301,15.340,52,0,4,0,310,98,22,50.558,0,13,20,19,0
42,13398.86,13751.82,352.96,1054.316,130.672,35.852,54,0,4,0,271,88,24,45.757,0,9,17,28,0
43,13751.82,14278.14,526.32,1442.652,142.109,18.097,59,0,4,0,402,126,29,60.010,0,18,18,23,0
44,14278.14,14792.26,514.12,2554.352,207.339,35.513,93,0,5,0,491,210,63,115.669,0,18,57,19,0
45,14792.26,15709.12,916.86,4848.961,410.065,89.474,157,0,10,0,978,366,127,231.038,0,44,66,48,0
46,15709.12,16412.52,703.40,2569.535,180.191,24.221,89,0,7,0,571,226,59,128.368,0,28,35,26,0
47,16412.52,16924.86,512.34,1338.207,132.127,24.762,61,0,6,0,318,122,31,66.257,0,13,29,19,0
48,16924.86,17445.78,520.92,2003.621,176.904,37.006,74,0,4,0,450,182,44,100.734,0,24,32,18,0
49,17445.78,18048.62,602.84,2046.156,180.561,28.072,77,0,6,0,434,200,47,95.038,0,17,48,13,0
50,18048.62,18477.38,428.76,1222.066,106.541,14.304,55,0,4,0,320,113,25,49.468,0,13,22,20,0
51,18477.38,19824.82,1347.44,4535.945,367.051,62.916,146,0,15,0,1035,388,116,228.601,0,57,49,42,0
52,19824.82,20525.52,700.70,2521.719,213.158,24.069,89,0,7,0,553,229,59,125.318,0,23,43,23,0
53,20525.52,21404.36,878.84,4331.375,285.226,54.317,139,0,9,0,820,373,109,208.964,0,44,73,22,0
54,21404.36,21947.12,542.76,2951.383,207.577,32.276,100,0,5,0,596,224,70,127.267,0,26,46,29,0
55,21947.12,22757.64,810.52,3207.328,238.671,41.821,107,0,8,0,695,284,77,158.297,0,40,46,21,0
56,22757.64,23488.68,731.04,3135.375,334.046,95.240,105,0,7,0,620,285,75,150.652,0,28,58,19,0
57,23488.68,24013.74,525.06,1778.445,142.509,21.187,68,0,5,0,416,171,38,83.795,0,22,27,19,0
58,24013.74,24461.96,448.22,3183.625,255.982,56.269,106,0,5,0,528,272,76,152.301,0,21,66,19,0
59,24461.96,25234.44,772.48,4605.313,323.678,57.603,138,0,9,0,863,397,108,235.796,0,47,69,23,0
60,25234.44,25802.12,567.68,1898.852,155.214,28.064,75,0,6,0,440,166,45,87.393,0,18,34,25,0
61,25802.12,26340.06,537.94,2009.508,169.517,18.761,77,0,5,0,426,183,47,100.435,0,17,39,21,0
62,26340.06,26854.08,514.02,1762.664,174.506,27.922,73,0,6,0,386,157,43,85.894,0,15,41,17,0
63,26854.08,27517.02,662.94,2236.695,166.891,27.749,84,0,8,0,518,200,54,112.427,0,27,34,23,0
64,27517.02,27930.50,413.48,1542.898,140.124,26.675,63,0,5,0,356,146,33,73.602,0,13,30,20,0
65,27930.50,28443.94,513.44,1766.930,152.349,27.864,72,0,5,0,388,168,42,84.095,0,17,36,19,0
66,28443.94,28980.84,536.90,2306.922,177.458,34.372,85,0,6,0,512,195,55,115.275,0,26,27,33,0
67,28980.84,29919.50,938.66,4738.836,377.884,91.126,151,0,11,0,937,392,121,227.852,0,50,68,34,0
68,29919.50,30724.48,804.98,3660.250,323.160,80.395,125,0,10,0,716,294,95,179.883,0,31,63,31,0
69,30724.48,31598.08,873.60,3576.945,264.474,43.845,117,0,9,0,784,301,87,165.942,0,46,42,29,0
70,31598.08,32425.68,827.60,3499.359,349.505,85.295,113,0,7,0,757,308,83,180.932,0,40,43,30,0
71,32425.68,33063.38,637.70,2315.664,204.666,38.712,82,0,6,0,565,197,52,113.626,0,30,23,29,0
72,33063.38,33716.98,653.60,4544.383,393.995,108.160,141,0,7,0,796,365,111,222.605,0,37,75,29,0
73,33716.98,34238.24,521.26,1904.109,142.876,18.436,72,0,4,0,418,175,42,100.435,0,18,37,17,0
74,34238.24,34939.04,700.80,4092.461,308.719,62.480,128,0,9,0,785,336,98,202.068,0,40,58,30,0
75,34939.04,35884.56,945.52,3584.953,305.413,60.624,120,0,9,0,751,305,90,174.636,0,34,49,37,0
76,35884.56,36343.50,458.94,2099.953,203.535,51.894,80,0,6,0,411,183,50,96.987,0,13,50,17,0
77,36343.50,36906.38,562.88,1585.203,162.034,34.789,66,0,4,0,378,141,36,84.095,0,12,33,21,0
78,36906.38,37847.00,940.62,2437.234,242.569,57.969,90,0,10,0,595,221,60,123.819,0,35,32,23,0
79,37847.00,38577.38,730.38,2305.844,279.388,70.999,86,0,7,0,544,214,56,117.074,0,29,31,27,0
80,38577.38,39107.42,530.04,1937.172,221.012,52.390,77,0,6,0,430,171,47,94.139,0,18,35,24,0
81,39107.42,39896.24,788.82,4230.359,322.076,73.869,130,0,8,0,776,382,100,201.019,0,41,75,14,0
82,39896.24,40135.66,239.42,388.516,71.210,7.487,34,0,1,0,125,44,4,17.838,0,1,22,11,0
83,40135.66,40757.46,621.80,3108.313,282.348,61.276,105,0,6,0,583,271,75,152.001,0,27,60,18,0
84,40757.46,41275.50,518.04,2713.203,255.806,59.710,95,0,5,0,514,243,65,133.263,0,27,53,15,0
85,41275.50,42045.46,769.96,3902.953,350.536,66.699,126,0,8,0,781,326,96,182.131,0,40,52,34,0
86,42045.46,42652.86,607.40,1722.547,183.511,33.115,69,0,5,0,421,161,39,83.795,0,24,24,21,0
87,42652.86,43312.30,659.44,2680.313,243.188,54.430,93,0,7,0,580,237,63,132.064,0,27,41,25,0
88,43312.30,43972.36,660.06,3162.672,352.347,114.566,106,0,7,0,593,281,76,155.449,0,27,57,22,0
89,43972.36,44489.18,516.82,1506.844,180.288,37.503,62,0,4,0,374,145,32,70.904,0,19,26,17,0
90,44489.18,45237.80,748.62,2427.578,232.658,39.470,85,0,7,0,577,226,55,136.261,0,30,31,24,0
91,45237.80,45895.96,658.16,2689.797,345.107,78.549,94,0,7,0,591,239,64,133.413,0,36,31,27,0
92,45895.96,46282.84,386.88,841.328,136.053,24.585,47,0,3,0,230,81,17,32.979,0,9,22,16,0
93,46282.84,46825.08,542.24,1759.453,220.117,52.925,70,0,5,0,401,152,40,90.841,0,16,34,20,0
94,46825.08,47801.00,975.92,3431.359,331.381,50.106,114,0,10,0,752,303,84,171.643,0,40,45,29,0
95,47801.00,48692.54,891.54,4727.656,475.875,112.997,146,0,11,0,957,414,116,232.805,0,60,61,25,0
96,48692.54,49560.10,867.56,4404.688,408.391,73.048,140,0,10,0,823,378,110,227.541,0,43,73,24,0
97,49560.10,50145.56,585.46,2937.109,279.275,54.462,100,0,6,0,582,261,70,138.059,0,32,54,14,0
98,50145.56,50604.48,458.92,2162.547,208.703,42.486,79,0,5,0,442,194,49,109.184,0,21,44,14,0
99,50604.48,51178.88,574.40,2758.422,290.379,61.750,92,0,5,0,561,251,62,148.135,0,28,51,13,0
100,51178.88,51739.96,561.08,3026.109,312.332,74.361,103,0,5,0,538,258,73,146.631,0,18,63,22,0
101,51739.96,52378.96,639.00,2074.172,212.193,36.955,77,0,5,0,493,184,47,114.147,0,25,26,26,0
102,52378.96,53067.96,689.00,3891.656,387.848,85.517,125,0,7,0,722,330,95,190.846,0,33,67,25,0
103,53067.96,54172.22,1104.26,3949.281,404.910,81.182,132,0,12,0,819,352,102,205.885,0,46,56,30,0
104,54172.22,54733.28,561.06,1841.344,210.967,43.921,76,0,5,0,409,168,46,93.844,0,17,39,20,0
105,54733.28,55253.70,520.42,1729.484,178.070,34.465,70,0,5,0,382,165,40,80.309,0,14,40,16,0
106,55253.70,55927.14,673.44,3767.766,404.350,74.060,125,0,7,0,753,294,95,184.529,0,32,52,41,0
107,55927.14,56688.86,761.72,3823.266,459.447,142.964,124,0,7,0,746,320,94,178.363,0,32,58,34,0
108,56688.86,57253.58,564.72,2049.609,183.240,24.653,79,0,6,0,465,177,49,109.635,0,24,28,27,0
109,57253.58,58104.52,850.94,3578.328,332.961,48.145,118,0,9,0,703,340,88,194.455,0,35,66,17,0
110,58104.52,58757.50,652.98,3201.703,354.137,99.045,108,0,7,0,649,284,78,163.625,0,37,45,26,0
111,58757.50,59524.24,766.74,3751.109,378.619,93.807,122,0,9,0,755,325,92,186.484,0,45,47,30,0
112,59524.24,60455.64,931.40,3157.203,338.285,76.558,107,0,11,0,721,274,77,160.617,0,44,32,31,0
113,60455.64,61084.98,629.34,2081.656,222.084,51.183,81,0,7,0,484,181,51,105.123,0,25,31,25,0
114,61084.98,61574.66,489.68,1400.500,163.441,36.623,65,0,6,0,321,125,35,62.412,0,12,34,19,0
115,61574.66,62212.00,637.34,3561.031,317.617,63.053,113,0,6,0,663,303,83,177.762,0,29,65,20,0
116,62212.00,62825.50,613.50,2243.359,219.375,44.990,82,0,4,0,449,203,52,111.590,0,18,49,15,0
117,62825.50,63448.66,623.16,1646.281,187.617,27.874,70,0,6,0,422,140,40,71.135,0,20,16,34,0
118,63448.66,63991.44,542.78,2464.750,342.117,75.330,92,0,5,0,465,215,62,127.982,0,11,60,21,0
119,63991.44,64708.48,717.04,2926.016,293.031,57.167,100,0,7,0,640,267,70,143.473,0,40,35,25,0
120,64708.48,65263.96,555.48,1385.906,156.652,27.285,59,0,5,0,362,131,29,66.172,0,16,25,19,0
121,65263.96,65954.12,690.16,3252.578,319.947,64.622,108,0,7,0,688,265,78,167.234,0,37,42,30,0
122,65954.12,66258.24,304.12,466.891,100.504,15.622,38,0,2,0,140,42,8,20.002,0,0,25,13,0
123,66258.24,66843.18,584.94,2418.516,215.666,39.902,89,0,6,0,502,212,59,117.906,0,21,48,20,0
124,66843.18,67461.12,617.94,2249.797,260.109,47.646,85,0,5,0,482,188,55,104.221,0,21,39,26,0
125,67461.12,68227.94,766.82,4240.531,408.012,112.633,130,0,9,0,805,365,100,218.818,0,44,64,23,0
126,68227.94,69117.12,889.18,3244.813,299.357,55.225,111,0,10,0,722,289,81,160.918,0,46,43,22,0
127,69117.12,69626.50,509.38,1551.344,184.525,33.012,64,0,4,0,384,141,34,78.354,0,20,25,19,0
128,69626.50,70269.40,642.90,2529.000,379.566,144.118,92,0,8,0,523,221,62,123.020,0,19,50,23,0
129,70269.40,71114.24,844.84,3152.750,287.072,52.801,104,0,8,0,734,279,74,158.211,0,45,32,27,0
130,71114.24,72086.10,971.86,4736.125,514.469,140.831,148,0,10,0,929,387,118,227.691,0,53,59,36,0
131,72086.10,72648.96,562.86,2098.938,239.016,68.125,82,0,6,0,442,180,52,104.070,0,14,41,27,0
132,72648.96,73339.00,690.04,2564.375,291.334,67.145,94,0,7,0,554,211,64,129.938,0,29,37,29,0
133,73339.00,73974.24,635.24,1630.625,222.432,48.369,68,0,7,0,411,139,38,78.203,0,14,28,26,0
134,73974.24,75069.58,1095.34,5009.344,513.400,138.250,158,0,12,0,973,422,128,256.717,0,48,71,39,0
135,75069.58,75620.00,550.42,1464.625,173.967,28.737,61,0,6,0,377,140,31,67.375,0,21,23,17,0
136,75620.00,76244.18,624.18,1387.281,221.658,72.150,62,0,6,0,362,115,32,70.533,0,12,24,26,0
137,76244.18,76652.46,408.28,1163.313,146.022,27.417,56,0,3,0,268,105,26,59.254,0,6,34,17,0
138,76652.46,77217.48,565.02,2991.406,297.557,78.525,99,0,6,0,568,259,69,146.029,0,23,57,19,0
139,77217.48,78002.96,785.48,2403.813,265.313,55.897,87,0,7,0,605,199,57,127.231,0,30,28,30,0
140,78002.96,78544.36,541.40,1917.188,185.012,36.582,76,0,6,0,413,180,46,92.641,0,15,44,18,0
141,78544.36,79215.78,671.42,3362.625,375.240,90.412,107,0,6,0,700,284,77,161.219,0,29,49,29,0
142,79215.78,80007.14,791.36,3895.313,399.643,75.662,123,0,9,0,759,318,93,199.117,0,35,49,39,0
143,80007.14,80956.46,949.32,2441.594,264.459,44.608,86,0,9,0,599,230,56,124.373,0,32,31,23,0
144,80956.46,81625.96,669.50,3275.906,324.047,56.620,106,0,6,0,653,284,76,158.361,0,31,51,25,0
145,81625.96,82113.70,487.74,1775.313,207.170,43.330,71,0,5,0,397,155,41,88.430,0,13,31,27,0
146,82113.70,82519.94,406.24,734.625,136.256,12.269,43,0,2,0,210,79,13,33.988,0,5,24,14,0
147,82519.94,83098.48,578.54,2498.656,274.623,54.984,83,0,4,0,543,225,53,128.584,0,30,34,19,0
148,83098.48,83607.92,509.44,1898.750,169.496,29.584,71,0,5,0,408,169,41,97.754,0,16,37,18,0
149,83607.92,84083.86,475.94,1616.000,201.375,83.273,68,0,4,0,356,142,38,77.301,0,10,33,25,0
150,84083.86,84628.32,544.46,1580.188,132.387,35.112,63,0,4,0,384,146,33,75.195,0,14,28,22,0
151,84628.32,85422.28,793.96,2250.625,233.957,79.638,85,0,9,0,510,195,55,115.199,0,23,36,26,0
152,85422.28,85987.32,565.04,2140.063,211.848,74.491,78,0,5,0,481,190,48,95.348,0,21,31,26,0
153,85987.32,86508.50,521.18,1534.125,102.238,15.871,63,0,5,0,371,142,33,70.383,0,18,28,17,0
154,86508.50,87030.46,521.96,1648.938,137.199,27.824,66,0,5,0,427,137,36,85.723,0,16,14,36,0
155,87030.46,87658.40,627.94,2352.125,193.285,47.539,86,0,6,0,511,201,56,120.914,0,22,40,24,0
156,87658.40,88308.80,650.40,1810.125,154.648,28.737,71,0,5,0,423,156,41,88.430,0,20,33,18,0
157,88308.80,89143.66,834.86,3557.813,267.770,76.990,113,0,8,0,742,328,83,171.745,0,46,51,16,0
158,89143.66,89499.50,355.84,719.344,100.172,13.464,44,0,3,0,196,64,14,37.146,0,6,23,15,0
159,89499.50,89986.50,487.00,1260.531,127.117,22.396,60,0,5,0,299,117,30,67.525,0,10,31,19,0
160,89986.50,90610.74,624.24,2227.344,174.434,37.096,84,0,6,0,495,187,54,110.838,0,22,33,29,0
161,90610.74,91111.64,500.90,2005.813,225.477,74.192,73,0,5,0,472,179,43,101.063,0,24,25,24,0
162,91111.64,91782.54,670.90,2728.563,234.332,59.409,93,0,6,0,584,239,63,125.125,0,32,44,17,0
163,91782.54,92355.18,572.64,1887.094,136.231,39.943,70,0,5,0,447,172,40,90.986,0,27,24,19,0
164,92355.18,92819.46,464.28,1717.188,167.484,43.006,69,0,5,0,385,153,39,87.227,0,9,34,26,0
165,92819.46,93299.78,480.32,2075.813,138.523,31.900,80,0,5,0,445,174,50,103.469,0,16,34,30,0
166,93299.78,93544.78,245.00,324.781,58.867,21.906,31,0,1,0,108,42,1,20.904,0,0,20,11,0
167,93544.78,93919.20,374.42,410.094,137.016,82.352,34,0,2,0,137,44,4,19.701,0,1,21,12,0
168,93919.20,94564.82,645.62,2932.844,215.602,53.656,98,0,6,0,616,248,68,137.908,0,35,34,30,0
169,94564.82,95013.76,448.94,1911.594,166.836,53.274,71,0,4,0,393,182,41,102.115,0,16,43,12,0
170,95013.76,95488.50,474.74,1501.063,131.152,36.499,64,0,5,0,343,133,34,65.570,0,12,34,18,0
171,95488.50,96108.52,620.02,3047.688,226.199,64.597,103,0,6,0,596,257,73,146.781,0,34,47,22,0
172,96108.52,96660.00,551.48,1521.563,138.313,23.599,63,0,5,0,390,138,33,78.504,0,20,25,19,0
173,96660.00,97388.28,728.28,2572.219,191.141,49.083,90,0,8,0,541,226,60,130.990,0,29,43,18,0
174,97388.28,97798.80,410.52,805.219,75.859,24.263,43,0,3,0,237,83,13,38.049,0,12,17,14,0
175,97798.80,98487.68,688.88,3075.969,285.770,84.137,105,0,7,0,622,253,75,149.639,0,27,50,29,0
176,98487.68,98980.58,492.90,841.938,97.898,16.892,44,0,4,0,247,85,14,43.613,0,7,21,16,0
177,98980.58,99605.96,625.38,2669.844,207.981,55.482,90,0,5,0,558,226,60,133.397,0,31,41,19,0
178,99605.96,99947.50,341.54,766.188,76.934,12.891,44,0,4,0,216,72,14,41.207,0,7,20,17,0
179,99947.50,100681.70,734.20,3472.781,199.332,37.514,114,0,8,0,709,287,84,166.482,0,36,45,34,0
180,100681.70,101106.40,424.70,1299.625,211.430,117.053,56,0,3,0,318,121,26,58.953,0,14,26,16,0
181,101106.40,101854.20,747.80,3494.625,286.770,83.442,112,0,8,0,670,315,82,169.941,0,39,54,19,0
182,101854.20,102468.44,614.24,3396.281,346.535,122.231,115,0,6,0,647,288,85,165.881,0,29,59,28,0
183,102468.44,102963.22,494.78,1280.906,142.469,28.053,55,0,3,0,331,119,25,66.021,0,13,28,14,0
184,102963.22,103501.14,537.92,2201.125,311.422,131.280,80,0,4,0,470,195,50,118.809,0,26,37,18,0
185,103501.14,103832.82,331.68,695.125,77.195,15.620,42,0,2,0,199,67,12,34.590,0,7,18,17,0
186,103832.82,104283.48,450.66,1168.844,160.371,75.919,56,0,4,0,280,106,26,54.592,0,5,38,13,0
187,104283.48,104686.00,402.52,819.406,121.793,24.654,48,0,3,0,219,71,18,32.635,0,5,23,20,0
188,104686.00,105234.64,548.64,1890.906,233.844,56.022,73,0,4,0,442,164,43,98.205,0,19,30,25,0
189,105234.64,105703.74,469.10,2205.969,266.520,78.186,79,0,4,0,475,194,49,103.920,0,22,34,23,0
190,105703.74,106290.42,586.68,2114.250,230.488,111.082,78,0,6,0,450,194,48,109.484,0,21,42,15,0
191,106290.42,106798.24,507.82,1987.031,262.977,105.848,75,0,4,0,452,163,45,93.092,0,17,31,27,0
192,106798.24,107424.94,626.70,2283.500,316.820,146.601,86,0,5,0,493,195,56,108.281,0,19,39,29,0
193,107424.94,107802.06,377.12,2091.375,260.586,102.165,79,0,3,0,398,181,49,107.379,0,17,45,17,0
194,107802.06,108183.00,380.94,1055.188,129.922,20.201,55,0,3,0,242,97,25,49.027,0,6,32,17,0
195,108183.00,108711.14,528.14,1724.969,208.125,97.438,67,0,4,0,424,152,37,84.369,0,18,22,27,0
196,108711.14,109308.36,597.22,1529.063,148.273,37.216,66,0,6,0,383,130,36,80.008,0,21,28,18,0
197,109308.36,109918.00,609.64,1260.625,94.684,14.783,58,0,5,0,335,115,28,65.270,0,14,22,22,0
198,109918.00,110354.00,436.00,1443.719,156.434,36.597,61,0,3,0,351,130,31,67.525,0,12,23,26,0
199,110354.00,110894.38,540.38,1685.688,178.191,57.790,68,0,4,0,392,156,38,83.617,0,19,30,19,0
200,110894.38,111387.88,493.50,2071.844,169.336,58.654,76,0,3,0,441,183,46,93.393,0,18,43,16,0
201,111387.88,111921.98,534.10,1512.031,179.606,56.087,62,0,5,0,390,137,32,70.834,0,15,23,24,0
202,111921.98,112501.02,579.04,2834.063,210.250,57.180,94,0,5,0,583,241,64,137.758,0,28,37,29,0
203,112501.02,113167.96,666.94,2147.500,193.672,67.644,81,0,5,0,474,189,51,104.672,0,17,43,21,0
204,113167.96,113782.52,614.56,2275.906,204.813,68.514,79,0,5,0,532,189,49,117.154,0,29,26,24,0
205,113782.52,114227.48,444.96,704.031,121.617,65.479,41,0,3,0,213,74,11,36.244,0,8,21,12,0
206,114227.48,114874.20,646.72,2881.875,416.270,177.565,94,0,6,0,608,247,64,140.766,0,29,44,22,0
207,114874.20,115391.42,517.22,1622.031,141.426,51.481,62,0,5,0,412,154,32,76.850,0,18,25,19,0
208,115391.42,115873.12,481.70,1445.219,146.891,31.613,61,0,5,0,373,126,31,72.037,0,16,21,25,0
209,115873.12,116413.38,540.26,1770.188,151.039,34.626,70,0,5,0,414,161,40,81.512,0,19,26,25,0
210,116413.38,116965.62,552.24,2497.875,216.684,72.448,88,0,5,0,516,221,58,129.637,0,27,38,23,0
211,116965.62,117331.48,365.86,1020.813,157.648,75.522,49,0,3,0,263,97,19,50.832,0,11,22,16,0
212,117331.48,117896.48,565.00,1997.719,181.270,48.637,74,0,6,0,453,185,44,98.807,0,20,30,24,0
213,117896.48,118374.62,478.14,2006.219,229.680,108.937,74,0,3,0,424,174,44,102.115,0,17,35,22,0
214,118374.62,118841.24,466.62,1263.469,118.633,33.062,57,0,3,0,299,118,27,65.119,0,12,28,17,0
215,118841.24,119491.44,650.20,2348.406,163.172,51.878,81,0,6,0,536,213,51,111.440,0,31,32,18,0
216,119491.44,119889.52,398.08,1367.438,199.234,72.265,60,0,4,0,311,121,30,71.586,0,11,30,19,0
217,119889.52,120297.08,407.56,875.406,112.016,26.022,48,0,4,0,225,82,18,39.553,0,5,26,17,0
218,120297.08,120902.00,604.92,1467.219,187.113,88.612,63,0,5,0,366,129,33,69.932,0,10,28,25,0
219,120902.00,121509.48,607.48,2304.906,178.242,57.526,84,0,6,0,514,200,54,108.732,0,26,32,26,0
220,121509.48,122023.02,513.54,2302.719,224.707,62.939,85,0,6,0,477,195,55,113.244,0,22,34,29,0
221,122023.02,122536.04,513.02,1943.781,233.141,92.668,69,0,4,0,462,175,39,106.928,0,21,23,26,0
222,122536.04,123021.52,485.48,1517.625,129.340,41.979,61,0,4,0,349,148,31,70.984,0,17,32,12,0
223,123021.52,123430.96,409.44,1232.938,124.043,29.308,56,0,4,0,310,115,26,46.922,0,15,25,16,0
224,123430.96,123966.76,535.80,1817.625,319.109,163.721,71,0,4,0,394,160,41,89.934,0,9,39,23,0
225,123966.76,124372.98,406.22,1415.313,143.563,36.216,59,0,4,0,357,124,29,61.660,0,18,20,21,0
226,124372.98,124945.48,572.50,1727.844,159.426,44.249,70,0,5,0,406,154,40,78.053,0,18,32,20,0
227,124945.48,125449.50,504.02,1275.531,186.027,60.883,60,0,5,0,321,105,30,58.201,0,13,22,25,0
228,125449.50,125765.60,316.10,580.250,76.852,17.383,40,0,2,0,157,65,10,28.273,0,2,23,15,0
229,125765.60,126329.50,563.90,1848.188,161.984,38.285,70,0,5,0,426,169,40,95.047,0,21,37,12,0
230,126329.50,126653.18,323.68,705.188,111.762,25.535,44,0,2,0,191,70,14,32.184,0,5,25,14,0
231,126653.18,127069.36,416.18,831.906,90.055,14.417,47,0,3,0,233,73,17,35.342,0,4,20,23,0
232,127069.36,127682.14,612.78,2460.094,225.414,58.832,85,0,4,0,532,216,55,122.268,0,27,35,23,0
233,127682.14,128134.06,451.92,2312.500,239.106,55.704,84,0,5,0,468,203,54,122.418,0,24,40,21,0
234,128134.06,128593.32,459.26,773.094,114.340,40.852,45,0,3,0,212,73,15,36.545,0,7,22,16,0
235,128593.32,129227.28,633.96,1706.500,178.961,32.851,69,0,7,0,405,149,39,75.195,0,15,31,23,0
236,129227.28,129623.30,396.02,1368.844,145.129,45.115,61,0,4,0,319,117,31,62.111,0,12,27,22,0
237,129623.30,130048.98,425.68,1592.781,116.207,27.328,67,0,5,0,347,143,37,73.240,0,14,32,23,0
238,130048.98,130452.00,403.02,1812.875,290.805,95.296,72,0,4,0,390,155,42,89.332,0,13,37,23,0
239,130452.00,130991.88,539.88,1513.156,186.785,92.497,65,0,6,0,365,130,35,69.029,0,14,27,24,0
240,130991.88,131324.66,332.78,614.969,71.156,13.458,42,0,2,0,172,54,12,28.424,0,1,23,18,0
241,131324.66,131840.16,515.50,1805.031,175.992,50.314,70,0,5,0,427,154,40,88.580,0,23,28,19,0
