episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst,diedFromHealthOver
1,0.00,61.98,61.98,34.886,106.769,20.375,30,0,0,0,7,1,0,0.000,0,0,25,5,0
2,61.98,224.00,162.02,69.817,55.458,1.067,30,0,0,0,16,4,0,0.000,0,0,23,7,0
3,224.00,403.24,179.24,145.921,55.624,2.775,30,0,0,0,36,11,0,0.000,0,0,24,6,0
4,403.24,607.12,203.88,188.175,64.862,2.983,31,0,1,0,46,15,1,4.350,0,0,24,7,0
5,607.12,829.26,222.14,257.695,69.845,5.067,33,0,1,0,66,19,3,6.900,0,1,18,14,0
6,829.26,1019.68,190.42,280.030,71.752,3.892,33,0,1,0,72,17,3,10.950,0,0,17,16,0
7,1019.68,1184.98,165.30,283.325,65.349,0.933,34,0,1,0,73,18,4,7.500,0,0,17,17,0
8,1184.98,1351.70,166.72,244.953,64.427,2.983,32,0,1,0,73,17,2,3.000,0,0,15,17,0
9,1351.70,1519.88,168.18,208.759,67.217,3.833,30,0,0,0,70,18,0,1.500,0,0,17,13,0
10,1519.88,1804.90,285.02,554.709,92.657,8.825,39,0,2,0,142,43,9,17.700,0,0,11,28,0
11,1804.90,2040.94,236.04,389.045,75.036,7.792,33,0,1,0,107,35,3,9.150,0,1,20,12,0
12,2040.94,2335.82,294.88,462.224,81.121,5.250,36,0,1,0,126,40,6,11.700,0,0,22,14,0
13,2335.82,2654.32,318.50,921.251,101.556,9.169,47,0,3,0,226,63,17,31.650,0,4,10,33,0
14,2654.32,3037.22,382.90,1125.231,121.156,16.453,50,0,2,0,255,87,20,36.450,0,6,21,23,0
15,3037.22,3406.10,368.88,683.140,108.046,8.010,40,0,2,0,183,53,10,22.649,0,4,16,20,0
16,3406.10,3792.64,386.54,1610.201,186.362,22.588,61,0,3,0,357,112,31,54.748,0,9,10,42,0
17,3792.64,4156.98,364.34,1373.487,143.490,17.490,56,0,4,0,298,101,26,50.548,0,8,19,29,0
18,4156.98,4587.64,430.66,2539.688,194.068,17.587,81,0,4,0,494,181,51,100.196,0,24,23,36,0
19,4587.64,4989.50,401.86,1861.348,147.764,9.206,65,0,3,0,403,135,35,69.297,0,20,16,29,0
20,4989.50,5327.00,337.50,678.693,95.671,16.921,41,0,3,0,177,47,11,22.349,0,1,14,26,0
21,5327.00,5746.72,419.72,2396.933,202.920,21.595,83,0,4,0,427,172,53,100.356,0,9,43,31,0
22,5746.72,6114.60,367.88,1507.539,144.597,26.186,55,0,3,0,324,100,25,48.758,0,11,15,29,0
23,6114.60,6705.06,590.46,2230.500,165.117,20.437,67,0,5,0,429,163,37,70.361,0,24,22,21,0
24,6705.06,7180.48,475.42,1453.781,124.076,17.946,52,0,4,0,326,97,22,46.208,0,17,17,18,0
25,7180.48,7684.04,503.56,2006.682,156.988,25.469,67,0,4,0,330,151,37,81.463,0,12,45,10,0
26,7684.04,8258.20,574.16,2403.916,187.078,21.278,77,0,6,0,427,167,47,88.814,0,17,36,26,0
27,8258.20,8868.50,610.30,2922.928,215.312,25.719,87,0,7,0,534,203,57,116.719,0,23,29,35,0
28,8868.50,9329.52,461.02,2105.408,158.880,16.729,68,0,4,0,375,156,38,73.812,0,16,30,22,0
29,9329.52,9817.04,487.52,2754.764,194.629,23.069,86,0,5,0,472,207,56,111.618,0,20,54,12,0
30,9817.04,10671.42,854.38,4511.461,331.771,44.381,140,0,10,0,886,374,110,217.085,0,47,59,34,0
31,10671.42,11290.76,619.34,1371.906,121.908,18.537,58,0,5,0,355,134,28,63.160,0,20,24,14,0
32,11290.76,11791.74,500.98,2098.906,188.324,24.194,77,0,5,0,444,206,47,102.017,0,24,40,13,0
