episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst,diedFromHealthOver
1,0.00,50.00,50.00,43.019,31.427,0.000,20,0,0,0,8,1,0,0.000,0,0,14,6,0
2,50.00,123.14,73.14,38.397,41.656,0.000,20,0,0,0,5,1,0,0.000,0,0,17,3,0
3,123.14,181.96,58.82,41.642,43.525,0.000,20,0,0,0,3,2,0,0.000,0,0,18,2,0
4,181.96,247.20,65.24,43.458,29.116,0.000,20,0,0,0,5,2,0,0.000,0,0,17,3,0
5,247.20,350.42,103.22,80.042,26.571,0.000,20,0,0,0,13,6,0,0.000,0,2,13,5,0
6,350.42,436.34,85.92,63.896,27.570,0.000,20,0,0,0,14,2,0,0.000,0,0,13,7,0
7,436.34,533.06,96.72,68.873,31.516,0.167,20,0,0,0,17,3,0,0.000,0,1,11,8,0
8,533.06,632.32,99.26,73.379,27.393,0.000,20,0,0,0,19,2,0,0.000,0,0,11,9,0
9,632.32,709.00,76.68,66.826,31.476,2.850,20,0,0,0,22,1,0,0.000,0,0,8,12,0
10,709.00,805.24,96.24,94.946,30.309,0.000,20,0,0,0,30,4,0,0.000,0,1,5,14,0
11,805.24,915.04,109.80,158.976,38.979,8.500,22,0,1,0,38,5,2,3.000,0,1,9,12,0
12,915.04,1015.98,100.94,101.114,27.432,0.000,20,0,0,0,33,2,0,0.000,0,0,6,14,0
13,1015.98,1106.98,91.00,121.117,28.365,1.150,20,0,0,0,37,4,0,0.000,0,1,8,11,0
14,1106.98,1215.02,108.04,130.746,29.034,0.933,20,0,0,0,43,3,0,0.000,0,2,6,12,0
15,1215.02,1337.04,122.02,157.272,43.268,14.150,21,0,1,0,50,3,1,1.500,0,2,2,17,0
16,1337.04,1442.68,105.64,141.606,28.121,0.500,20,0,0,0,44,10,0,0.000,0,4,5,11,0
17,1442.68,1561.90,119.22,158.445,32.271,3.700,21,0,1,0,47,7,1,1.500,0,2,6,13,0
18,1561.90,1706.40,144.50,226.727,31.954,2.383,22,0,1,0,59,12,2,3.000,0,6,6,10,0
19,1706.40,1810.00,103.60,150.245,31.810,1.550,22,0,1,0,44,1,2,3.000,0,0,2,20,0
20,1810.00,1912.68,102.68,147.876,26.413,0.000,20,0,0,0,49,5,0,0.000,0,4,4,12,0
21,1912.68,2036.44,123.76,245.831,39.054,2.717,22,0,1,0,71,11,2,3.000,0,7,2,13,0
22,2036.44,2145.62,109.18,182.045,31.625,4.283,20,0,0,0,60,10,0,0.000,0,7,0,13,0
23,2145.62,2333.34,187.72,233.191,34.912,5.583,22,0,1,0,65,13,2,3.750,0,6,5,11,0
24,2333.34,2473.30,139.96,235.122,39.377,3.067,22,0,2,0,60,14,2,3.000,0,6,6,10,0
25,2473.30,2580.62,107.32,200.102,35.427,4.967,21,0,1,0,57,9,1,1.500,0,5,4,12,0
26,2580.62,2688.78,108.16,157.053,42.285,6.700,20,0,0,0,53,7,0,0.000,0,4,3,13,0
27,2688.78,2852.96,164.18,282.228,37.166,4.901,24,0,1,0,70,15,4,6.000,0,6,7,11,0
28,2852.96,3008.02,155.06,234.207,34.915,3.959,22,0,1,0,70,8,2,3.000,0,5,3,14,0
29,3008.02,3155.66,147.64,244.560,32.421,0.483,22,0,2,0,71,9,2,3.000,0,4,4,14,0
30,3155.66,3293.34,137.68,246.837,49.299,16.328,23,0,1,0,61,8,3,4.500,0,6,8,9,0
31,3293.34,3500.34,207.00,489.572,48.001,5.334,31,0,3,0,91,24,11,16.500,0,11,7,13,0
32,3500.34,3647.52,147.18,216.854,54.021,20.237,22,0,1,0,63,9,2,3.000,0,4,8,10,0
