episode,agentID,type,parents,generation,speed,sightRange,maxSize,maxLifetime,age,reasonOfDeath,episodeLifetimeScore
0,-11904,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-12052,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-12192,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-12332,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-12472,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-12612,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-12752,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-12892,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-13032,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-13172,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-13312,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-13452,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-13592,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-13732,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-13872,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-14012,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-14152,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-14292,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-14432,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-14572,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-16812,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-16952,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-17092,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-17232,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-17372,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-17512,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-17652,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-17792,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-17932,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-18072,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-18212,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-18352,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-18492,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-18632,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-18772,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-18912,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-19052,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-19192,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-19332,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-19472,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-21652,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-21792,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-21932,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-22072,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-22212,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-22492,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-22632,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-22772,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-22912,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-23052,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-23192,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-23332,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-23472,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-23612,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-23752,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-23892,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-24032,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-24172,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
