episode,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,maxPreyGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,reachedLifeEnd,diedFromHunger,diedFromThirst
357,540.86,1746.43,167.549,15.276,67,5,448,159,37,81.397,19,20,28
358,827.6,3499.359,349.505,85.295,113,7,757,308,83,180.932,40,43,30
359,447.52,1600.961,168.281,26.27,67,5,373,146,37,68.056,14,30,23
360,878.28,5397.523,440.835,107.607,159,10,1075,451,129,257.532,68,49,43
361,673.08,2849.844,241.417,43.867,101,7,522,237,71,134.612,12,67,22
362,613.0,2588.914,206.34,25.408,94,7,548,217,64,123.37,23,40,32
363,377.82,1288.594,130.014,30.894,57,3,279,122,27,65.357,3,42,12
364,637.7,2315.664,204.666,38.712,82,6,565,197,52,113.626,30,23,29
365,601.0,1030.852,99.82,16.309,51,6,297,98,21,52.916,12,24,15
366,728.52,2426.008,209.579,44.31,90,8,534,216,60,120.821,23,41,26
367,854.38,4011.898,300.049,54.552,128,9,812,343,98,202.368,50,58,20
368,868.2,3929.234,296.861,47.688,131,11,795,342,101,197.421,40,57,34
369,653.6,4544.383,393.995,108.16,141,7,796,365,111,222.605,37,75,29
370,661.38,1671.75,130.656,22.373,67,7,434,158,37,75.551,25,23,19
371,655.48,3420.211,270.144,57.898,112,7,685,289,82,171.338,34,47,31
372,521.26,1904.109,142.876,18.436,72,4,418,175,42,100.435,18,37,17
373,825.1,3056.758,257.965,35.957,104,9,696,263,74,159.196,33,38,33
374,529.28,2294.117,208.78,50.041,87,5,433,210,57,108.529,12,58,17
375,648.36,1885.594,175.107,19.874,75,7,458,177,45,91.141,26,31,18
376,984.42,5091.422,401.088,78.313,157,11,969,435,127,261.13,56,72,29
377,700.8,4092.461,308.719,62.48,128,9,785,336,98,202.068,40,58,30
378,443.88,1791.43,147.382,39.525,69,5,396,176,39,90.691,23,31,15
379,515.22,1249.945,124.642,24.655,54,4,315,140,24,58.912,18,25,11
380,708.02,2694.992,247.005,57.816,92,7,608,241,62,130.715,34,31,27
381,840.38,3747.297,270.53,43.591,120,8,764,335,90,194.273,45,59,16
382,547.2,2668.828,219.671,44.085,92,5,485,260,62,134.313,17,60,15
383,783.08,2970.086,220.3,38.316,104,8,618,241,74,140.009,28,48,28
384,565.9,2406.961,201.838,37.709,87,5,483,228,57,120.222,20,54,13
385,945.52,3584.953,305.413,60.624,120,9,751,305,90,174.636,34,49,37
386,606.68,2802.945,202.657,38.175,94,5,559,261,64,146.605,29,48,17
387,458.94,2099.953,203.535,51.894,80,6,411,183,50,96.987,13,50,17
388,667.64,2585.578,226.891,49.554,88,7,564,241,58,128.167,31,39,18
389,581.52,2398.586,223.107,41.649,87,6,522,212,57,115.425,25,38,24
390,1046.96,3000.297,258.033,43.437,105,12,690,267,75,159.046,35,44,27
391,562.88,1585.203,162.034,34.789,66,4,378,141,36,84.095,12,33,21
392,804.6,3389.313,256.328,50.524,113,8,698,296,83,166.841,34,55,24
393,719.24,1805.602,174.499,33.254,74,7,440,162,44,86.344,21,28,25
394,768.06,3204.344,351.558,80.993,108,8,672,284,78,161.745,35,49,24
395,541.92,2177.484,197.071,32.696,82,5,438,207,52,108.979,19,51,12
396,542.7,2819.641,254.415,53.946,95,4,534,251,65,135.662,20,52,23
397,657.76,2690.141,274.507,56.672,94,7,570,225,64,136.111,23,40,31
398,940.62,2437.234,242.569,57.969,90,10,595,221,60,123.819,35,32,23
399,462.1,1722.563,153.56,17.706,70,4,355,166,40,83.795,14,44,12
400,880.04,3070.742,253.486,48.71,106,10,704,266,76,146.155,36,36,34
401,674.16,3893.0,355.902,82.646,124,8,718,324,94,181.382,36,62,26
402,683.68,3019.797,271.584,65.651,103,6,661,251,73,141.958,36,34,33
403,707.04,3905.0,340.383,77.102,129,7,706,321,99,188.727,24,78,27
404,730.38,2305.844,279.388,70.999,86,7,544,214,56,117.074,29,31,27
405,830.48,3984.023,303.593,65.667,126,9,816,348,96,193.674,46,56,24
406,718.68,2479.016,211.098,41.188,89,7,556,232,59,126.817,31,39,19
407,530.04,1937.172,221.012,52.39,77,6,430,171,47,94.139,18,35,24
408,752.06,2954.688,245.247,51.432,102,7,648,259,72,147.054,34,39,29
409,573.42,3185.875,257.774,63.13,106,7,565,289,76,159.046,27,64,15
410,644.9,2166.813,198.704,33.535,81,6,491,194,51,100.285,18,41,22
411,980.98,2962.094,265.308,37.531,104,10,695,274,74,146.305,36,38,30
412,788.82,4230.359,322.076,73.869,130,8,776,382,100,201.019,41,75,14
413,551.26,2067.641,179.609,34.435,78,5,462,188,48,98.036,25,30,23
414,239.42,388.516,71.21,7.487,34,1,125,44,4,17.838,1,22,11
415,895.86,4213.109,365.579,64.341,135,10,873,347,105,200.12,45,47,43
416,759.0,3950.797,296.415,69.527,131,9,742,310,101,193.824,29,70,32
417,831.72,4462.766,445.984,143.548,137,9,882,387,107,221.856,51,64,23
418,543.28,2099.766,182.969,44.477,76,5,494,199,46,101.184,32,26,18
419,518.0,2043.953,227.685,59.754,76,5,458,180,46,97.586,22,30,24
420,520.56,1745.734,139.947,25.633,68,5,409,160,38,86.044,22,27,19
421,621.8,3108.313,282.348,61.276,105,6,583,271,75,152.001,27,60,18
422,690.48,3180.875,300.916,74.52,107,6,602,284,77,155.898,23,64,20
423,470.4,3554.078,328.679,72.302,114,4,543,297,84,180.183,21,80,13
424,518.04,2713.203,255.806,59.71,95,5,514,243,65,133.263,27,53,15
425,587.3,2505.703,194.061,37.792,87,6,539,221,57,130.865,29,37,21
426,873.26,3371.219,316.251,58.099,116,9,746,287,86,151.851,37,45,34
427,690.08,3377.125,312.967,59.593,109,6,658,302,79,177.185,30,59,20
428,796.54,3074.672,256.773,47.713,104,7,665,261,74,141.958,32,37,35
429,696.82,2585.828,240.531,48.436,96,7,530,224,66,131.165,13,55,28
430,769.96,3902.953,350.536,66.699,126,8,781,326,96,182.131,40,52,34
431,537.08,2959.25,268.125,63.403,101,5,536,264,71,137.311,19,68,14
432,727.8,3097.094,279.417,58.028,104,7,659,281,74,159.346,38,44,22
433,607.4,1722.547,183.511,33.115,69,5,421,161,39,83.795,24,24,21
434,896.9,3991.844,339.92,72.034,126,10,850,352,96,198.321,55,45,26
435,579.66,1182.172,159.276,22.719,56,5,321,108,26,49.018,14,23,19
436,533.6,1837.375,169.336,31.909,74,4,375,161,44,95.488,8,50,16
437,850.62,4467.359,385.683,107.304,140,9,905,386,110,227.102,48,59,33
438,544.22,1706.313,178.876,36.565,69,6,423,158,39,74.951,17,26,26
439,659.44,2680.313,243.188,54.43,93,7,580,237,63,132.064,27,41,25
440,546.16,2954.531,292.091,70.384,101,6,599,240,71,140.908,30,42,30
441,687.8,3210.672,250.911,42.982,111,8,638,270,81,142.557,32,53,27
442,735.4,3293.047,250.042,35.718,114,8,650,296,84,166.841,30,66,18
443,660.06,3162.672,352.347,114.566,106,7,593,281,76,155.449,27,57,22
444,746.52,2822.828,320.818,65.419,98,7,620,242,68,153.65,30,38,30
445,550.52,2207.75,204.46,53.393,79,4,497,194,49,104.182,28,26,25
446,723.86,1621.188,172.382,29.343,67,7,415,151,37,84.695,22,28,17
447,670.94,3308.063,293.448,62.681,111,7,636,296,81,158.747,34,58,19
448,407.12,1055.688,132.299,36.349,50,3,280,104,20,42.272,12,22,16
449,516.82,1506.844,180.288,37.503,62,4,374,145,32,70.904,19,26,17
450,534.48,2386.094,221.168,38.175,86,6,481,227,56,122.47,24,45,18
451,611.58,2804.844,289.624,59.294,99,7,547,238,69,135.662,18,57,24
452,481.02,2673.766,225.575,53.294,91,4,468,238,61,133.413,18,66,8
453,631.8,3173.734,317.857,69.652,108,6,615,270,78,156.948,27,53,29
454,547.5,1528.469,151.991,24.711,65,6,362,143,35,71.653,11,42,12
455,748.62,2427.578,232.658,39.47,85,7,577,226,55,136.261,30,31,24
456,609.8,2252.156,224.968,63.428,81,5,498,204,51,111.827,26,34,21
457,752.4,3132.063,289.91,72.896,110,8,616,281,80,147.504,23,65,23
458,648.64,2918.5,275.988,63.029,103,6,522,262,73,148.104,21,73,10
459,658.16,2689.797,345.107,78.549,94,7,591,239,64,133.413,36,31,27
460,529.7,1947.141,221.065,43.214,75,6,430,188,45,86.793,14,36,25
461,873.12,4537.328,385.288,78.451,140,9,915,387,110,231.449,60,51,29
462,518.18,2236.047,177.94,44.571,79,5,474,216,49,115.125,27,41,11
463,573.44,2539.469,358.456,136.426,90,6,550,216,60,111.677,21,43,26
464,386.88,841.328,136.053,24.585,47,3,230,81,17,32.979,9,22,16
465,363.56,957.656,116.993,23.841,50,4,245,93,20,50.817,8,26,16
466,575.92,3247.172,273.12,57.214,107,5,546,304,77,154.549,27,74,6
467,611.0,2167.938,235.532,59.603,85,7,472,197,55,108.529,23,39,23
468,542.24,1759.453,220.117,52.925,70,5,401,152,40,90.841,16,34,20
469,901.84,4987.531,564.701,142.475,152,10,897,424,122,242.411,41,77,34
470,803.5,3975.5,443.336,80.354,131,8,726,332,101,205.73,31,79,22
471,611.32,1367.25,154.048,26.174,60,6,367,121,30,69.255,17,20,23
472,1067.92,4691.875,365.583,59.585,146,10,949,415,116,226.053,59,64,23
473,401.1,1111.25,160.723,30.621,56,4,269,100,26,49.328,9,30,17
474,393.46,925.75,155.358,20.346,49,3,244,84,19,48.255,9,20,20
475,975.92,3431.359,331.381,50.106,114,10,752,303,84,171.643,40,45,29
476,895.9,3556.172,389.914,77.171,124,10,736,312,94,188.891,37,54,33
477,665.18,2455.125,274.6,60.481,90,7,526,223,60,122.568,29,39,23
478,674.92,3708.781,508.789,151.629,121,8,688,314,91,180.619,29,61,32
479,926.0,3963.203,308.486,60.082,130,10,832,338,100,194.873,42,54,35
480,614.66,1961.641,228.076,45.109,74,6,448,190,44,109.033,25,31,18
481,891.54,4727.656,475.875,112.997,146,11,957,414,116,232.805,60,61,25
482,531.0,1714.188,170.147,35.403,68,5,377,156,38,89.482,18,40,10
483,528.1,2167.344,235.057,48.203,79,5,473,195,49,106.131,22,36,21
484,889.38,3976.281,393.828,55.673,132,10,786,332,102,192.801,30,64,38
485,495.54,2384.422,227.719,38.218,89,5,478,199,59,116.196,22,45,22
486,855.32,5568.969,587.053,159.262,167,8,947,457,137,267.244,43,102,23
487,867.56,4404.688,408.391,73.048,140,10,823,378,110,227.541,43,73,24
488,580.54,2125.313,201.287,29.518,81,5,477,187,51,103.619,24,35,22
489,1080.04,5130.438,514.018,117.067,159,11,943,434,129,257.469,50,83,27
490,585.46,2937.109,279.275,54.462,100,6,582,261,70,138.059,32,54,14
491,540.58,2434.938,284.746,65.553,88,6,515,207,58,116.553,18,38,32
492,865.56,4046.547,384.096,98.769,130,9,772,358,100,193.553,37,65,28
493,669.7,1849.5,211.789,42.426,73,6,445,173,43,88.881,22,33,18
494,1056.94,2578.594,304.467,46.451,93,10,682,225,63,129.486,36,24,33
495,458.92,2162.547,208.703,42.486,79,5,442,194,49,109.184,21,44,14
496,544.52,1871.453,212.178,37.528,72,4,432,181,42,89.934,21,34,17
497,630.9,1883.75,207.463,38.914,72,6,473,174,42,92.189,26,23,23
498,653.28,1851.922,227.027,39.794,73,7,458,170,43,84.971,17,32,24
499,574.4,2758.422,290.379,61.75,92,5,561,251,62,148.135,28,51,13
500,637.06,2736.641,254.623,49.781,95,6,581,245,65,144.977,29,44,22
501,351.2,525.172,99.121,24.125,41,3,135,46,11,27.672,1,25,15
502,731.7,2486.859,250.955,39.275,93,9,558,223,63,128.133,35,39,19
503,472.38,1410.313,177.09,28.323,66,5,322,115,36,63.766,8,37,21
504,561.08,3026.109,312.332,74.361,103,5,538,258,73,146.631,18,63,22
505,743.66,2944.75,311.266,57.084,106,8,608,259,76,145.428,25,50,31
506,673.82,2485.047,278.387,49.084,91,8,529,220,61,118.809,24,42,25
507,565.68,2254.766,223.697,39.231,82,6,488,205,52,108.883,22,40,20
508,633.52,2509.422,284.641,57.154,87,6,563,234,57,121.816,35,35,17
509,639.0,2074.172,212.193,36.955,77,5,493,184,47,114.147,25,26,26
510,494.04,1429.484,158.998,20.52,63,5,332,140,33,66.172,12,33,18
511,634.96,2539.047,271.834,50.85,92,7,536,230,62,128.734,22,46,24
512,340.5,639.969,124.684,22.563,42,3,182,62,12,33.537,3,26,13
513,675.28,2312.641,250.41,56.002,86,6,508,220,56,113.094,32,38,16
514,992.66,4408.125,452.219,88.677,141,11,911,381,111,214.758,50,59,32
515,689.0,3891.656,387.848,85.517,125,7,722,330,95,190.846,33,67,25
516,521.28,1496.391,201.426,43.134,65,4,378,121,35,72.338,17,20,28
517,728.12,2628.0,269.254,49.622,91,7,589,237,61,137.006,31,36,24
518,910.5,4119.531,412.033,86.333,131,8,876,354,101,191.147,50,47,34
519,863.8,4148.016,450.342,82.236,133,9,830,356,103,213.555,41,56,36
520,652.36,3485.734,310.398,64.234,113,7,682,291,83,173.551,32,57,24
521,1104.26,3949.281,404.91,81.182,132,12,819,352,102,205.885,46,56,30
522,454.04,4225.156,461.397,123.179,133,6,603,338,103,209.043,18,92,24
523,576.3,1451.391,181.1,30.904,61,5,377,141,31,61.359,20,25,16
524,855.5,2381.328,292.523,61.31,89,9,560,207,59,122.869,25,33,31
525,561.06,1841.344,210.967,43.921,76,5,409,168,46,93.844,17,39,20
526,553.26,2722.031,247.262,45.108,95,5,536,245,65,143.473,27,56,12
527,515.94,1547.984,253.051,69.998,64,5,381,144,34,74.594,22,25,18
528,819.04,4735.813,538.162,147.796,146,9,869,399,116,233.857,44,75,27
529,734.18,3647.188,365.291,75.016,121,8,697,320,91,186.936,30,69,22
530,520.42,1729.484,178.07,34.465,70,5,382,165,40,80.309,14,40,16
531,527.78,1332.344,172.156,30.522,60,4,329,125,30,65.871,14,31,15
532,558.72,2167.672,258.453,51.434,80,5,476,202,50,103.619,23,38,19
533,543.0,4556.219,457.781,105.907,143,6,722,364,113,215.66,24,91,28
534,618.34,2483.453,272.77,40.035,89,6,546,223,59,125.576,28,35,26
535,503.54,1256.438,177.574,39.736,58,5,321,117,28,55.494,18,30,10
536,673.44,3767.766,404.35,74.06,125,7,753,294,95,184.529,32,52,41
537,672.12,3172.094,323.643,62.813,107,6,654,269,77,156.557,32,53,22
538,583.26,2676.516,254.27,55.624,94,6,578,228,64,131.893,30,32,33
539,655.0,2056.094,207.152,43.355,80,7,488,189,50,99.559,27,31,22
540,476.16,1255.672,164.455,27.381,60,4,307,104,30,62.111,6,28,26
541,761.72,3823.266,459.447,142.964,124,7,746,320,94,178.363,32,58,34
542,856.76,2900.953,339.037,84.398,106,9,644,265,76,141.818,36,48,22
543,784.7,4387.906,521.293,118.726,142,10,780,339,112,215.51,25,80,37
544,583.34,2312.469,284.518,60.92,82,7,521,215,52,107.078,31,34,17
545,638.76,2522.688,271.686,51.78,91,7,553,226,61,119.711,30,37,24
546,564.72,2049.609,183.24,24.653,79,6,465,177,49,109.635,24,28,27
547,535.44,2133.781,249.877,46.758,79,5,474,189,49,109.484,25,29,26
548,717.14,2823.766,265.088,50.693,95,6,594,246,65,133.848,32,40,23
549,637.56,3093.125,275.652,53.436,106,7,627,268,76,158.813,29,48,29
550,730.32,4178.984,426.856,98.074,130,7,768,383,100,196.41,40,67,23
551,541.9,1664.109,203.873,37.78,69,6,380,165,39,78.504,18,35,16
552,850.94,3578.328,332.961,48.145,118,9,703,340,88,194.455,35,66,17
553,763.08,3282.734,318.752,47.464,114,8,670,284,84,171.145,33,51,30
554,590.78,2130.125,223.641,49.002,80,6,483,192,50,108.883,30,30,20
555,340.04,988.375,153.24,30.613,49,3,269,88,19,50.531,11,19,19
556,536.2,1404.969,226.815,41.687,64,5,351,122,34,70.232,9,28,27
557,976.02,3740.219,357.375,68.739,128,10,797,325,98,183.176,40,48,40
558,652.98,3201.703,354.137,99.045,108,7,649,284,78,163.625,37,45,26
559,476.64,1249.766,142.572,32.382,57,5,317,119,27,67.676,16,26,15
560,354.9,796.156,116.404,18.494,47,3,205,71,17,33.537,4,27,16
561,519.9,1716.578,225.207,41.631,69,4,399,160,39,84.82,15,27,27
562,603.96,2906.516,255.529,48.941,102,7,526,261,72,156.557,22,65,15
563,766.74,3751.109,378.619,93.807,122,9,755,325,92,186.484,45,47,30
564,849.98,3917.578,491.592,146.151,130,10,803,334,100,196.711,46,57,28
565,942.24,3668.719,398.619,82.851,121,10,797,320,91,198.365,47,47,28
566,505.42,1673.938,202.356,33.925,72,5,366,150,42,83.918,14,35,23
567,873.76,4222.781,427.541,86.268,137,10,852,356,107,212.051,42,59,36
568,600.0,2607.75,284.01,59.892,91,6,572,234,61,122.568,29,32,30
569,423.78,1890.703,212.936,51.572,72,3,417,168,42,92.941,18,35,19
570,931.4,3157.203,338.285,76.558,107,11,721,274,77,160.617,44,32,31
571,528.86,4359.5,455.572,135.593,136,5,679,332,106,212.051,22,90,24
572,957.3,5553.734,605.758,153.316,166,10,1055,459,136,274.764,58,77,31
573,622.08,2133.109,217.447,60.87,78,6,494,196,48,116.102,30,29,19
574,939.38,3531.422,398.766,88.387,120,9,714,319,90,173.852,35,62,23
575,629.34,2081.656,222.084,51.183,81,7,484,181,51,105.123,25,31,25
576,658.06,3538.797,341.482,69.934,116,7,674,306,86,177.912,34,60,22
577,580.2,2979.969,291.428,53.548,104,6,573,255,74,142.42,26,47,31
578,489.68,1400.5,163.441,36.623,65,6,321,125,35,62.412,12,34,19
579,636.12,2837.203,377.856,101.261,97,6,579,240,67,146.932,27,44,26
580,735.46,3343.297,338.598,72.864,112,9,691,304,82,170.092,35,55,22
581,839.36,4440.578,482.305,109.106,142,11,830,364,112,211.449,35,72,35
582,691.94,2983.703,258.76,45.206,101,7,640,255,71,149.338,36,36,31
583,637.34,3561.031,317.617,63.053,113,6,663,303,83,177.762,29,65,20
584,534.9,2408.719,294.076,59.442,87,5,506,211,57,125.125,26,36,25
585,547.2,1648.938,251.322,66.888,70,6,384,134,40,82.715,11,31,28
586,613.8,3015.875,287.125,63.459,101,6,590,276,71,157.76,28,53,20
587,468.12,1588.703,199.566,27.434,66,4,379,144,36,85.572,18,31,17
588,375.82,617.922,105.908,16.892,40,3,185,65,10,26.77,5,24,11
589,613.5,2243.359,219.375,44.99,82,4,449,203,52,111.59,18,49,15
590,499.6,1871.313,422.143,181.364,73,5,417,157,43,100.611,14,32,28
591,665.64,3035.844,320.768,55.98,105,6,605,261,75,146.029,23,60,22
592,954.48,3545.094,341.701,70.864,117,10,777,322,87,172.799,49,37,31
593,668.54,2841.359,347.42,57.408,99,7,578,252,69,135.352,20,54,25
594,623.16,1646.281,187.617,27.874,70,6,422,140,40,71.135,20,16,34
595,512.4,2356.047,228.25,48.153,84,4,473,202,54,120.764,22,44,18
596,751.16,3137.359,309.758,73.288,105,7,635,274,75,145.428,34,54,17
597,483.26,1835.938,203.91,33.543,75,5,422,154,45,85.873,15,32,28
598,542.78,2464.75,342.117,75.33,92,5,465,215,62,127.982,11,60,21
599,700.64,3954.047,432.943,97.825,126,8,752,330,96,203.178,33,62,31
600,594.44,2123.109,231.619,43.355,78,6,482,201,48,114.748,25,32,21
601,582.56,3365.578,402.381,80.352,114,7,601,268,84,180.92,26,62,26
602,731.14,3761.047,343.01,77.479,121,8,732,316,91,174.904,39,56,26
603,717.04,2926.016,293.031,57.167,100,7,640,267,70,143.473,40,35,25
604,349.92,641.813,106.33,16.079,42,4,180,61,12,27.822,7,23,12
605,640.38,2193.188,218.815,42.052,83,6,502,197,53,110.236,26,33,24
606,644.08,2155.547,251.957,57.093,82,5,482,193,52,94.596,22,42,18
607,964.58,4045.0,435.389,65.095,136,10,837,348,106,209.193,41,66,29
608,442.52,872.984,147.348,23.491,50,5,225,78,20,46.32,3,23,24
609,555.48,1385.906,156.652,27.285,59,5,362,131,29,66.172,16,25,19
610,528.18,1660.125,228.869,63.709,68,5,385,149,38,81.662,17,32,19
611,719.46,2856.75,281.482,58.902,99,7,613,248,69,145.879,26,49,24
612,543.5,2952.844,325.369,86.934,100,5,563,270,70,147.984,33,57,10
613,654.86,2118.0,238.973,42.176,82,6,477,194,52,104.221,23,32,27
614,690.16,3252.578,319.947,64.622,108,7,688,265,78,167.234,37,42,30
615,620.06,1754.281,236.445,62.057,73,6,402,157,43,80.76,13,36,24
616,498.88,1168.625,142.785,33.004,55,6,300,113,25,61.059,15,22,18
617,304.12,466.891,100.504,15.622,38,2,140,42,8,20.002,0,25,13
618,544.32,1845.328,216.248,54.619,70,6,444,179,40,83.617,24,28,18
619,680.64,2975.109,265.971,51.963,103,7,606,267,73,150.09,27,51,25
620,562.02,2853.313,286.248,64.464,96,6,567,254,66,150.391,21,50,25
621,584.94,2418.516,215.666,39.902,89,6,502,212,59,117.906,21,48,20
622,726.0,2753.563,262.102,57.425,96,8,566,247,66,141.066,28,51,17
623,690.26,3397.516,472.111,139.188,118,7,635,294,88,176.107,26,67,25
624,753.36,3343.313,389.654,98.597,106,7,715,294,76,167.084,43,42,21
625,980.74,5052.406,456.285,83.24,154,11,960,436,124,250.1,54,65,35
626,617.94,2249.797,260.109,47.646,85,5,482,188,55,104.221,21,39,26
627,565.78,1891.594,223.164,35.976,74,5,451,163,44,90.686,20,24,30
628,850.0,3165.25,279.102,42.185,107,7,678,274,77,157.609,37,42,28
629,843.16,4097.891,581.045,180.559,131,9,815,328,101,194.004,46,50,36
630,766.82,4240.531,408.012,112.633,130,9,805,365,100,218.818,44,64,23
631,678.46,2780.625,305.631,47.896,96,7,586,246,66,141.969,30,41,25
632,821.34,4427.719,467.783,128.073,138,9,843,386,108,206.486,55,59,24
633,917.8,4674.438,510.822,162.604,142,9,885,383,112,239.422,53,61,29
634,454.7,1481.375,193.432,39.537,64,4,362,129,34,61.961,13,27,24
635,566.88,3432.063,309.065,72.026,109,6,614,279,79,174.152,28,60,21
636,562.16,2467.266,247.672,51.141,85,5,530,230,55,128.584,31,40,14
637,889.18,3244.813,299.357,55.225,111,10,722,289,81,160.918,46,43,22
638,607.62,2596.938,325.731,99.908,90,6,540,230,60,128.734,30,41,19
639,696.82,2436.594,227.717,35.27,89,8,541,210,59,124.975,27,41,21
640,804.74,3682.813,372.924,77.961,117,9,780,310,87,175.356,48,42,27
641,718.32,3098.359,334.967,62.414,109,7,662,264,79,148.436,36,49,24
642,509.38,1551.344,184.525,33.012,64,4,384,141,34,78.354,20,25,19
643,560.66,1577.422,188.004,22.503,67,6,379,151,37,75.045,18,27,22
644,756.12,2299.875,269.645,40.989,85,8,524,205,55,108.582,23,37,25
645,642.9,2529.0,379.566,144.118,92,8,523,221,62,123.02,19,50,23
646,1121.6,3704.063,403.545,102.365,125,12,822,310,95,184.68,40,49,36
647,461.52,2805.391,325.356,86.843,101,4,449,251,71,140.014,12,77,12
648,378.08,892.188,131.299,19.084,49,4,234,78,19,48.426,7,20,22
649,1165.72,6100.938,502.309,101.934,183,13,1146,521,153,297.473,62,92,29
650,844.84,3152.75,287.072,52.801,104,8,734,279,74,158.211,45,32,27
651,697.44,3628.094,331.637,74.998,114,7,679,316,84,179.717,33,62,19
652,595.46,2306.688,278.494,42.209,86,6,496,203,56,107.981,24,38,24
653,668.76,3136.203,341.313,87.49,102,6,599,283,72,162.572,28,52,22
654,818.74,2261.875,252.119,74.699,84,8,489,205,54,105.574,24,47,13
655,616.78,1595.469,177.326,28.928,66,7,411,141,36,76.85,18,24,25
656,638.34,1781.438,230.338,50.635,72,6,444,159,42,80.609,20,25,27
657,811.46,3933.531,416.117,111.239,129,8,741,321,99,184.529,36,58,35
658,510.5,1836.469,191.885,32.506,73,5,414,161,43,91.588,16,32,25
659,971.86,4736.125,514.469,140.831,148,10,929,387,118,227.691,53,59,36
660,599.02,2732.625,296.18,46.584,99,6,554,220,69,131.441,21,43,35
661,564.48,2621.969,341.58,119.697,94,5,489,223,64,124.072,19,55,20
662,810.92,2694.656,295.035,46.227,95,8,645,227,65,127.08,37,26,33
663,562.86,2098.938,239.016,68.125,82,6,442,180,52,104.07,14,41,27
664,859.74,3265.125,282.186,65.651,108,9,695,306,78,162.723,38,52,18
665,559.46,2644.5,275.059,64.547,96,5,469,226,66,132.344,16,66,14
666,575.0,2618.688,374.147,126.189,91,5,536,236,61,129.336,31,44,16
667,690.04,2564.375,291.334,67.145,94,7,554,211,64,129.938,29,37,29
668,906.52,4034.813,399.031,66.348,131,8,755,346,101,210.848,37,72,22
669,686.8,2985.313,305.609,73.113,105,8,612,245,75,149.488,29,51,26
670,398.5,1491.969,214.527,52.403,62,3,309,138,32,75.045,7,40,15
671,721.98,2765.469,287.52,49.879,98,8,628,230,68,133.697,38,29,31
672,747.72,3384.375,324.391,78.965,110,7,670,295,80,161.52,37,52,21
673,635.24,1630.625,222.432,48.369,68,7,411,139,38,78.203,14,28,26
674,714.94,3928.406,384.658,96.53,125,6,708,322,95,184.529,32,65,28
675,539.66,2146.938,395.023,193.226,81,5,438,183,51,105.875,16,44,21
676,731.58,1910.625,182.27,28.048,77,7,452,169,47,93.543,27,30,20
677,703.82,2523.594,222.58,48.103,85,6,573,247,55,143.022,34,39,12
678,607.94,3030.281,337.481,79.596,102,6,599,266,72,142.119,32,45,25
679,698.08,3002.5,279.555,64.14,101,7,624,259,71,139.863,31,45,26
680,1095.34,5009.344,513.4,138.25,158,12,973,422,128,256.717,48,71,39
681,779.04,3899.75,655.301,308.947,127,9,733,328,97,209.043,34,61,32
682,574.08,2197.219,214.854,38.516,80,5,482,192,50,108.131,20,40,20
683,749.58,3611.125,463.244,174.225,116,7,741,305,86,183.176,41,50,25
684,550.42,1464.625,173.967,28.737,61,6,377,140,31,67.375,21,23,17
685,1099.76,5069.969,463.117,95.027,152,12,1034,458,122,249.799,63,59,32
686,585.58,2480.0,271.273,60.87,90,6,499,208,60,122.418,14,49,27
687,619.82,2046.156,244.078,57.69,78,6,460,183,48,97.904,23,34,22
688,620.5,2698.781,289.018,52.195,97,6,567,217,67,125.877,25,49,23
689,624.18,1387.281,221.658,72.15,62,6,362,115,32,70.533,12,24,26
690,723.42,2954.875,340.236,103.187,97,7,656,265,67,143.473,42,34,22
691,589.1,2593.625,253.602,46.709,92,6,575,207,62,134.75,28,29,35
692,408.28,1163.313,146.022,27.417,56,3,268,105,26,59.254,6,34,17
693,502.98,1429.406,181.318,39.711,61,5,364,126,31,74.443,16,22,24
694,651.4,3398.375,372.5,116.626,109,6,685,289,79,163.625,38,51,21
695,583.0,1812.656,189.551,38.516,70,5,429,166,40,88.881,18,36,16
696,434.34,980.719,151.211,51.598,48,3,245,106,18,54.893,13,27,8
697,912.5,3892.0,363.67,69.511,124,11,797,331,94,198.816,47,49,28
698,565.02,2991.406,297.557,78.525,99,6,568,259,69,146.029,23,57,19
699,431.66,1006.188,118.113,18.826,49,3,275,92,19,45.117,12,19,18
700,583.08,1647.875,189.9,48.834,68,5,412,144,38,78.203,21,26,21
701,713.9,3075.906,291.145,47.763,103,7,663,256,73,152.947,29,40,34
702,394.34,626.094,115.1,18.27,42,3,167,51,12,29.025,3,22,17
703,827.88,2995.406,295.006,49.788,105,9,651,262,75,154.451,34,41,30
704,785.48,2403.813,265.313,55.897,87,7,605,199,57,127.231,30,28,30
705,387.52,1621.063,184.088,29.144,68,4,352,143,38,82.113,11,34,23
706,581.76,1393.219,169.377,30.306,62,7,365,125,32,70.232,14,27,21
707,795.8,2349.688,219.701,51.257,83,9,530,219,53,128.434,25,36,22
708,541.4,1917.188,185.012,36.582,76,6,413,180,46,92.641,15,44,18
709,463.52,2474.219,277.24,60.496,92,5,456,210,62,128.584,15,55,22
710,673.66,2650.563,397.565,142.491,95,7,586,226,65,139.262,27,38,30
711,487.58,2370.688,200.145,40.093,82,5,475,211,52,120.313,22,45,15
712,479.76,1161.875,137.588,21.823,55,3,303,98,25,55.344,13,20,22
