episode,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
746,116.76,252.305,33.543,1.906,24,0,1,0,79,16,4,13.652,0,18,1,5
747,122.42,211.406,31.546,3.211,24,0,1,0,62,15,4,8.251,0,22,1,1
748,65.56,128.969,22.017,0.669,20,0,0,0,50,10,0,3.751,0,15,1,4
749,112.34,176.391,28.529,4.791,22,0,1,0,60,11,2,7.051,0,19,0,3
750,121.2,199.195,26.072,3.57,22,0,1,0,75,14,2,8.401,0,19,1,2
751,112.52,229.414,30.103,2.525,24,0,1,0,68,15,4,8.701,0,19,1,4
752,107.92,159.344,34.296,8.955,21,0,1,0,58,12,1,4.051,0,19,1,1
753,113.22,175.359,27.418,4.464,22,0,1,0,63,12,2,5.401,0,18,2,2
754,116.74,211.242,26.256,2.241,23,0,1,0,75,13,3,7.201,0,19,0,4
755,121.2,168.039,26.323,3.98,21,0,1,0,63,11,1,8.101,0,19,0,2
756,68.34,138.898,25.375,2.659,20,0,0,0,55,11,0,4.351,0,15,2,3
757,69.78,130.984,33.383,3.194,20,0,0,0,56,11,0,2.4,0,13,1,6
758,117.72,190.414,31.667,7.091,22,0,1,0,59,16,2,7.801,0,19,2,1
759,116.4,181.195,25.614,2.793,22,0,1,0,62,14,2,10.502,0,19,2,1
760,102.58,154.398,29.198,6.807,21,0,1,0,61,12,1,4.051,0,17,0,4
761,97.48,143.758,27.99,5.895,21,0,1,0,53,13,1,5.701,0,15,1,5
762,115.28,175.0,24.879,3.679,21,0,1,0,64,17,1,6.751,0,19,1,1
763,108.96,153.375,28.968,6.505,21,0,1,0,56,14,1,4.051,0,17,2,2
764,123.64,175.945,26.201,3.085,22,0,1,0,62,14,2,5.551,0,17,3,2
765,118.62,252.141,31.258,0.986,25,0,2,0,77,15,5,10.502,0,20,3,2
766,119.86,161.266,22.657,1.271,21,0,1,0,57,16,1,7.651,0,19,2,0
767,113.62,245.18,30.316,5.56,24,0,1,0,76,17,4,10.652,0,20,0,4
768,121.84,158.93,24.199,2.793,21,0,1,0,59,10,1,5.701,0,18,1,2
769,125.24,152.57,27.387,2.81,21,0,1,0,56,11,1,6.601,0,17,1,3
770,112.7,153.508,27.113,5.275,21,0,1,0,64,9,1,4.351,0,18,0,3
771,116.3,206.313,30.682,8.202,22,0,1,0,78,14,2,8.101,0,19,0,3
772,116.36,176.977,27.07,1.756,22,0,1,0,65,11,2,4.351,0,17,2,3
773,117.42,243.133,31.781,4.229,25,0,1,0,69,17,5,11.102,0,18,3,4
774,112.12,161.352,26.33,1.773,21,0,1,0,59,16,1,7.051,0,16,2,3
775,114.86,167.219,24.79,1.539,22,0,1,0,58,11,2,7.201,0,18,1,4
776,120.08,170.43,28.746,3.127,22,0,1,0,56,15,2,4.651,0,17,4,1
777,121.62,174.266,31.181,2.743,22,0,1,0,61,14,2,7.351,0,19,2,1
778,113.96,174.602,29.222,5.569,22,0,1,0,62,12,2,5.401,0,19,0,3
779,166.28,210.766,29.354,1.99,24,0,2,0,70,12,4,6.001,0,15,2,7
780,68.76,126.945,23.767,1.271,20,0,0,0,50,12,0,4.501,0,17,1,2
781,119.32,156.484,28.326,4.515,22,0,1,0,57,12,2,4.051,0,16,2,4
782,114.16,168.891,25.01,2.926,21,0,1,0,58,19,1,6.751,0,20,1,0
783,110.5,163.617,30.17,3.361,22,0,1,0,59,9,2,7.501,0,17,1,4
784,69.74,126.133,25.737,2.659,20,0,0,0,54,13,0,0.0,0,15,3,2
785,117.36,167.852,38.114,5.995,21,0,1,0,61,12,1,7.351,0,17,0,4
786,162.6,229.719,29.408,3.838,24,0,2,0,69,18,4,10.352,0,20,2,2
787,113.66,251.406,41.561,8.529,24,0,1,0,75,20,4,10.802,0,21,2,1
788,112.38,156.461,33.031,5.845,21,0,1,0,60,11,1,5.701,0,19,1,1
789,111.38,162.797,38.241,9.516,22,0,1,0,58,10,2,3.0,0,18,1,3
790,92.86,150.875,31.319,3.687,21,0,1,0,54,12,1,5.401,0,16,2,3
791,114.7,169.984,27.054,2.099,22,0,1,0,58,10,2,6.151,0,17,0,5
792,68.96,125.656,28.117,1.605,20,0,0,0,48,9,0,6.151,0,16,1,3
793,126.78,182.836,26.846,2.458,22,0,1,0,67,16,2,7.351,0,18,1,3
794,116.24,159.711,25.157,1.931,21,0,1,0,58,10,1,8.851,0,16,1,4
795,109.88,152.922,32.982,5.502,21,0,1,0,55,14,1,6.001,0,15,2,4
796,121.26,186.172,37.077,5.552,22,0,1,0,64,14,2,11.552,0,20,0,2
797,104.78,165.313,24.609,3.244,21,0,1,0,57,16,1,7.201,0,19,1,1
798,117.64,163.414,28.465,6.606,21,0,1,0,57,18,1,9.302,0,18,0,3
799,117.36,194.883,30.087,0.719,23,0,1,0,63,14,3,4.651,0,18,2,3
800,118.68,181.719,30.403,4.841,22,0,1,0,60,18,2,5.401,0,19,2,1
801,69.36,135.219,30.84,6.103,20,0,0,0,57,10,0,3.901,0,15,1,4
802,116.06,156.133,30.079,4.214,21,0,1,0,60,9,1,4.351,0,15,1,5
803,113.92,230.109,34.04,5.777,25,0,1,0,66,14,5,9.902,0,17,4,4
804,116.36,200.484,32.646,3.044,23,0,1,0,64,15,3,7.351,0,18,0,5
805,152.06,214.992,29.296,3.085,24,0,2,0,70,11,4,8.251,0,16,1,7
806,107.14,168.531,26.781,4.9,21,0,1,0,67,10,1,6.451,0,18,0,3
807,168.76,234.25,35.411,6.304,25,0,2,0,73,15,5,11.552,0,19,2,4
808,121.2,208.375,28.339,3.921,23,0,1,0,68,17,3,9.602,0,18,0,5
809,111.92,157.57,22.319,0.552,21,0,1,0,60,11,1,4.951,0,18,0,3
810,111.6,254.438,34.963,6.648,25,0,1,0,69,19,5,11.402,0,20,5,1
811,97.44,144.344,22.613,0.318,21,0,1,0,49,17,1,5.851,0,16,1,4
812,118.02,145.664,29.137,5.502,21,0,1,0,51,14,1,4.651,0,16,4,1
813,68.92,138.172,24.463,1.656,20,0,0,0,51,17,0,6.151,0,18,0,2
814,117.56,228.594,30.21,3.144,24,0,1,0,69,16,4,9.452,0,18,3,3
815,118.32,218.398,41.154,5.468,24,0,1,0,66,12,4,12.002,0,19,0,5
816,122.74,180.898,23.368,0.468,22,0,1,0,62,15,2,3.901,0,18,0,4
817,113.74,186.32,33.619,8.671,22,0,1,0,63,12,2,9.302,0,19,1,2
818,112.28,242.813,40.968,8.621,24,0,1,0,74,16,4,12.152,0,21,0,3
819,101.02,164.266,32.742,6.279,21,0,1,0,61,11,1,5.551,0,14,1,6
820,69.98,132.719,22.641,1.438,20,0,0,0,54,11,0,3.301,0,19,0,1
821,116.48,180.016,29.077,4.197,22,0,1,0,66,13,2,7.051,0,19,0,3
822,117.34,225.953,28.74,2.943,23,0,1,0,71,16,3,13.202,0,21,1,1
823,103.12,146.234,32.498,9.365,21,0,1,0,55,9,1,6.751,0,16,1,4
824,115.46,160.414,25.114,3.805,21,0,1,0,54,13,1,6.751,0,18,1,2
825,112.44,162.977,46.827,18.886,21,0,1,0,58,14,1,4.651,0,18,1,2
826,69.7,136.461,21.955,1.095,20,0,0,0,51,14,0,7.651,0,17,0,3
827,128.96,158.047,23.56,1.054,21,0,1,0,63,11,1,5.251,0,16,0,5
828,67.96,130.242,26.882,4.549,20,0,0,0,51,12,0,5.401,0,19,0,1
829,123.58,218.609,30.578,3.553,23,0,1,0,76,16,3,12.602,0,19,0,4
830,126.84,219.711,34.306,6.296,24,0,1,0,69,12,4,8.851,0,18,1,5
831,69.1,135.523,26.022,4.114,20,0,0,0,54,12,0,5.401,0,17,1,2
832,113.1,158.93,24.368,1.605,21,0,1,0,57,14,1,7.951,0,16,1,4
833,110.84,157.18,23.983,2.558,21,0,1,0,57,12,1,7.501,0,19,1,1
834,107.72,196.414,30.684,5.452,22,0,1,0,66,12,2,8.401,0,20,0,2
835,107.08,160.586,26.238,1.371,21,0,1,0,60,14,1,5.251,0,18,1,2
836,69.0,137.164,25.06,4.816,20,0,0,0,56,10,0,6.447,0,18,0,2
837,119.48,224.234,26.936,2.174,23,0,1,0,71,19,3,7.351,0,21,2,0
838,133.72,157.242,27.163,5.142,21,0,1,0,58,14,1,9.302,0,18,1,2
839,166.1,286.047,29.329,1.07,26,0,2,0,88,17,6,13.191,0,23,0,3
840,64.58,132.109,36.396,6.581,20,0,0,0,49,13,0,7.35,0,17,1,2
841,115.06,236.43,29.036,3.579,24,0,1,0,77,12,4,7.045,0,22,0,2
842,119.84,195.609,32.418,4.131,23,0,1,0,61,18,3,4.497,0,21,0,2
843,112.28,220.922,29.396,2.408,24,0,1,0,61,15,4,9.594,0,22,0,2
844,113.94,155.414,31.293,8.604,21,0,1,0,62,9,1,6.596,0,14,2,5
845,113.06,157.375,25.139,2.592,21,0,1,0,59,11,1,4.197,0,17,0,4
846,116.28,219.867,35.034,4.983,24,0,1,0,68,14,4,10.943,0,16,2,6
847,111.42,181.633,32.707,5.017,22,0,1,0,66,12,2,7.045,0,17,2,3
848,128.9,227.336,39.054,3.579,24,0,1,0,76,14,4,10.943,0,19,1,4
849,118.84,174.273,25.26,3.604,21,0,1,0,68,12,1,5.396,0,18,0,3
850,109.16,207.078,31.112,4.331,23,0,1,0,68,13,3,7.195,0,18,1,4
851,126.28,175.82,35.087,9.757,22,0,1,0,55,18,2,5.696,0,20,1,1
852,112.54,160.586,26.132,4.666,21,0,1,0,56,18,1,6.446,0,21,0,0
853,69.0,122.727,31.025,7.024,20,0,0,0,51,10,0,4.797,0,16,1,3
854,69.84,134.867,27.685,5.87,20,0,0,0,56,13,0,0.6,0,16,0,4
855,114.68,190.242,24.478,0.418,22,0,1,0,68,14,2,6.896,0,17,0,5
856,115.06,243.891,34.713,2.274,24,0,1,0,77,14,4,8.994,0,22,1,1
857,118.24,155.25,28.808,5.359,21,0,1,0,57,13,1,8.245,0,17,2,2
858,111.64,216.25,36.126,5.993,24,0,1,0,69,13,4,8.395,0,18,0,6
859,110.94,200.938,25.462,1.706,23,0,1,0,66,15,3,6.596,0,16,3,4
860,115.76,219.867,35.691,7.425,24,0,1,0,68,14,4,7.645,0,19,1,4
861,116.24,146.516,29.825,4.448,21,0,1,0,55,11,1,8.095,0,16,2,3
862,115.04,172.609,35.589,10.928,22,0,1,0,55,15,2,7.045,0,16,4,2
863,68.36,138.508,29.419,7.994,20,0,0,0,56,11,0,3.448,0,17,3,0
864,121.38,189.563,29.644,1.472,22,0,1,0,64,15,2,7.345,0,18,1,3
865,113.8,185.844,31.951,2.91,22,0,1,0,63,14,2,9.144,0,19,0,3
866,119.08,198.305,32.978,5.385,23,0,1,0,64,15,3,8.095,0,20,0,3
867,67.7,120.07,25.596,0.569,20,0,0,0,51,12,0,2.698,0,15,1,4
868,68.96,127.422,31.665,4.439,20,0,0,0,49,12,0,4.797,0,15,2,3
869,111.76,161.477,38.356,5.485,22,0,1,0,56,9,2,5.846,0,17,1,4
870,111.1,150.078,26.648,3.997,21,0,1,0,61,9,1,2.998,0,17,0,4
871,69.12,129.625,38.901,15.359,20,0,0,0,52,12,0,5.097,0,19,0,1
872,121.78,245.781,33.551,2.693,25,0,1,0,78,14,5,8.994,0,19,1,5
873,114.16,188.055,33.798,9.49,22,0,1,0,66,12,2,5.846,0,17,2,3
874,111.46,130.875,29.553,1.806,21,0,1,0,49,14,1,1.499,0,14,3,4
875,113.72,187.602,34.156,9.273,22,0,1,0,63,16,2,6.446,0,18,0,4
876,111.36,188.32,31.383,3.637,22,0,1,0,63,13,2,10.043,0,19,0,3
877,88.86,159.391,32.701,8.955,21,0,1,0,53,12,1,7.945,0,16,1,4
878,107.14,209.148,26.963,3.361,23,0,1,0,68,13,3,8.844,0,20,1,2
879,116.6,217.5,31.215,6.413,24,0,1,0,65,16,4,8.694,0,22,1,1
880,68.4,144.547,24.288,2.726,20,0,0,0,61,9,0,7.795,0,16,0,4
881,118.1,146.914,24.371,1.288,21,0,1,0,53,13,1,3.598,0,18,1,2
882,127.86,189.281,26.647,3.837,22,0,1,0,64,13,2,11.842,0,20,1,1
883,118.72,178.281,39.922,2.659,22,0,1,0,56,14,2,10.493,0,19,2,1
884,126.62,178.18,28.96,5.653,22,0,1,0,65,14,2,7.195,0,18,1,3
885,115.88,163.484,32.164,6.572,21,0,1,0,55,15,1,5.996,0,20,0,1
886,110.6,165.906,25.507,1.639,21,0,1,0,62,10,1,9.444,0,18,2,1
887,126.1,202.156,31.187,1.104,23,0,1,0,66,15,3,8.095,0,19,2,2
888,130.7,220.68,30.082,6.322,23,0,1,0,78,13,3,7.495,0,21,0,2
889,166.9,225.391,35.512,2.609,25,0,2,0,66,14,5,9.294,0,17,3,5
890,132.28,155.508,24.084,2.626,21,0,1,0,63,11,1,5.247,0,18,0,3
891,118.32,227.32,30.48,2.525,25,0,1,0,68,12,5,8.844,0,17,4,4
892,116.68,171.891,26.17,1.58,22,0,1,0,59,14,2,7.045,0,20,0,2
893,122.44,197.75,34.08,6.238,23,0,1,0,65,17,3,6.296,0,16,2,5
894,124.58,158.609,28.425,3.763,22,0,1,0,53,12,2,6.746,0,16,3,3
895,66.44,124.727,22.95,2.274,20,0,0,0,50,10,0,5.396,0,15,2,3
896,117.62,209.555,35.711,8.128,24,0,1,0,64,13,4,7.945,0,16,2,6
897,117.42,177.758,26.207,3.779,22,0,1,0,62,14,2,6.596,0,18,2,2
898,114.56,223.063,39.222,9.424,23,0,1,0,73,16,3,10.643,0,20,1,2
899,160.12,261.805,33.951,5.168,26,0,2,0,73,14,6,14.391,0,17,1,8
900,114.34,170.203,25.585,0.92,22,0,1,0,64,11,2,2.998,0,17,2,3
901,112.46,156.75,23.667,0.803,21,0,1,0,57,12,1,6.896,0,18,1,2
902,116.86,151.32,23.997,1.154,21,0,1,0,60,10,1,5.396,0,15,2,4
903,122.42,206.578,26.081,2.776,23,0,1,0,70,14,3,9.894,0,21,0,2
904,115.82,174.484,26.382,2.157,22,0,1,0,63,11,2,6.746,0,18,2,2
905,117.48,220.016,31.139,1.187,24,0,1,0,71,11,4,5.996,0,19,1,4
906,125.7,193.188,31.827,5.184,23,0,1,0,66,10,3,10.493,0,15,3,5
907,110.28,175.914,25.412,1.873,22,0,1,0,61,11,2,7.795,0,17,0,5
908,105.36,240.289,31.143,1.472,24,0,1,0,78,14,4,7.345,0,20,1,3
909,112.58,223.023,31.168,5.753,24,0,1,0,71,13,4,7.045,0,18,3,3
910,104.6,158.125,30.874,3.821,21,0,1,0,57,8,1,7.495,0,18,1,2
911,122.26,180.602,27.417,4.13,22,0,1,0,62,11,2,7.045,0,17,3,2
912,114.0,165.125,24.343,1.104,21,0,1,0,58,15,1,5.846,0,20,0,1
913,96.02,153.023,25.833,2.985,21,0,1,0,56,13,1,7.195,0,18,2,1
914,109.02,172.883,24.471,0.777,22,0,1,0,65,9,2,5.097,0,13,2,7
915,69.32,129.523,30.255,1.689,20,0,0,0,54,10,0,2.698,0,18,0,2
916,112.08,145.492,25.517,1.856,21,0,1,0,55,11,1,3.748,0,17,1,3
917,125.12,227.75,33.597,5.067,24,0,1,0,69,15,4,10.793,0,22,0,2
918,120.54,195.453,24.984,1.522,23,0,1,0,64,14,3,5.396,0,19,2,2
919,119.14,161.0,27.594,5.835,21,0,1,0,62,16,1,2.848,0,21,0,0
920,121.18,178.828,26.375,3.044,22,0,1,0,60,14,2,8.095,0,18,2,2
921,115.78,189.273,30.974,3.161,22,0,1,0,62,16,2,5.846,0,20,1,1
922,115.68,190.031,27.976,2.642,22,0,1,0,64,17,2,7.945,0,21,1,0
923,121.54,157.234,29.249,3.495,21,0,1,0,55,19,1,4.647,0,19,1,1
924,113.52,162.563,24.532,2.141,21,0,1,0,59,13,1,6.296,0,18,0,3
925,67.96,127.023,24.44,1.472,20,0,0,0,53,8,0,4.797,0,13,0,7
926,69.82,130.391,27.844,6.229,20,0,0,0,54,12,0,7.945,0,16,0,4
927,69.22,133.891,26.202,3.228,20,0,0,0,56,10,0,6.896,0,16,0,4
928,112.08,171.086,26.021,2.977,22,0,1,0,59,14,2,6.446,0,19,1,2
929,69.72,130.961,24.171,1.238,20,0,0,0,50,13,0,2.548,0,16,1,3
930,128.84,178.922,32.216,4.716,22,0,1,0,65,14,2,7.045,0,15,0,7
931,69.82,126.945,25.874,3.596,20,0,0,0,49,13,0,4.497,0,18,1,1
932,101.5,164.383,27.453,5.352,21,0,1,0,60,13,1,7.495,0,20,0,1
933,69.66,137.602,23.92,3.06,20,0,0,0,52,13,0,4.647,0,18,0,2
934,66.02,116.414,28.298,3.579,20,0,0,0,46,11,0,6.146,0,15,2,3
935,88.6,129.523,32.953,8.903,21,0,1,0,46,11,1,2.698,0,17,4,0
936,117.9,276.781,37.674,7.741,26,0,1,0,80,17,6,8.994,0,20,1,5
937,115.78,177.594,26.983,2.375,22,0,1,0,62,11,2,5.396,0,18,0,4
938,107.3,165.898,26.238,4.181,21,0,1,0,67,11,1,4.647,0,17,1,3
939,119.3,178.008,28.581,2.475,22,0,1,0,64,13,2,8.095,0,15,2,5
940,123.22,158.984,26.989,4.448,21,0,1,0,65,9,1,4.947,0,15,0,6
941,100.88,157.094,24.266,2.968,21,0,1,0,60,10,1,2.548,0,18,2,1
942,163.96,322.023,35.81,5.743,28,0,2,0,89,20,8,13.641,0,23,1,4
943,69.96,135.602,23.301,2.274,20,0,0,0,57,8,0,5.396,0,16,0,4
944,128.12,238.352,27.053,2.575,24,0,1,0,79,14,4,10.643,0,22,1,1
945,116.16,188.758,24.12,1.672,22,0,1,0,67,10,2,7.645,0,19,1,2
946,117.16,159.039,25.83,1.622,22,0,1,0,55,10,2,3.748,0,16,3,3
947,112.88,187.367,31.535,8.553,22,0,1,0,71,10,2,7.495,0,18,0,4
948,113.6,180.414,28.407,4.248,22,0,1,0,60,13,2,10.193,0,19,1,2
949,123.2,213.266,29.203,1.823,24,0,1,0,67,15,4,7.795,0,16,3,5
950,109.1,226.031,33.626,7.048,24,0,1,0,73,12,4,8.994,0,16,1,7
951,134.02,175.992,36.455,3.888,22,0,1,0,62,10,2,6.746,0,18,1,3
952,120.54,236.43,36.754,12.467,24,0,1,0,72,16,4,11.093,0,22,1,1
953,106.76,146.117,29.472,1.505,21,0,1,0,57,10,1,6.446,0,16,0,5
954,69.74,133.797,25.423,4.331,20,0,0,0,58,8,0,2.698,0,17,0,3
955,68.84,132.625,23.246,2.233,20,0,0,0,55,11,0,1.199,0,16,1,3
956,102.3,148.438,24.244,1.037,21,0,1,0,54,14,1,6.746,0,16,1,4
957,120.68,170.953,27.846,2.96,22,0,1,0,61,11,2,6.146,0,18,2,2
958,125.0,265.805,31.488,3.612,26,0,1,0,71,14,6,10.043,0,20,3,3
959,114.72,197.758,30.394,2.642,23,0,1,0,58,18,3,10.493,0,21,1,1
960,114.08,186.164,40.282,8.286,22,0,1,0,61,17,2,7.945,0,17,2,3
961,169.92,251.641,31.076,3.094,25,0,2,0,80,15,5,13.491,0,17,2,6
962,154.42,198.57,31.262,4.64,23,0,2,0,62,18,3,11.093,0,19,2,2
963,68.08,131.938,26.914,3.997,20,0,0,0,55,13,0,5.696,0,18,0,2
964,113.18,176.18,30.868,3.002,22,0,1,0,60,16,2,7.945,0,15,3,4
965,69.48,145.141,24.298,3.512,20,0,0,0,53,14,0,6.896,0,18,1,1
966,116.74,164.219,26.002,1.555,22,0,1,0,59,12,2,7.345,0,14,3,5
967,69.9,131.352,28.239,1.739,20,0,0,0,52,11,0,0.75,0,19,1,0
968,123.52,205.305,27.907,3.712,23,0,1,0,64,17,3,7.945,0,20,1,2
969,121.06,192.109,30.971,4.549,22,0,1,0,67,14,2,8.694,0,17,1,4
970,125.2,197.688,28.891,2.676,23,0,1,0,60,20,3,7.045,0,20,0,3
971,110.3,157.219,23.521,2.274,21,0,1,0,55,15,1,8.095,0,20,0,1
972,69.4,129.344,22.705,2.542,20,0,0,0,50,12,0,4.197,0,19,1,0
973,114.62,164.641,32.25,6.93,22,0,1,0,61,10,2,8.994,0,16,1,5
974,115.56,206.461,25.463,1.288,23,0,1,0,72,12,3,8.095,0,18,1,4
975,117.1,195.773,26.899,3.98,22,0,1,0,67,20,2,7.645,0,19,2,1
976,120.42,160.938,32.343,11.263,21,0,1,0,59,13,1,6.896,0,21,0,0
977,67.94,143.352,28.478,3.228,20,0,0,0,52,14,0,6.596,0,17,3,0
978,124.3,228.063,33.167,4.582,24,0,1,0,74,15,4,9.444,0,19,1,4
979,165.42,353.906,42.537,8.327,29,0,2,0,88,23,9,17.539,0,18,3,8
980,106.42,160.211,25.798,2.534,21,0,1,0,60,14,1,7.645,0,19,1,1
981,112.36,191.297,28.059,5.719,22,0,1,0,69,15,2,7.645,0,19,0,3
982,125.46,210.75,30.187,4.566,23,0,1,0,67,19,3,10.643,0,17,2,4
983,109.7,219.133,27.083,3.713,23,0,1,0,71,14,3,9.444,0,21,0,2
984,117.86,222.805,29.448,3.135,24,0,1,0,71,11,4,8.395,0,16,1,7
985,116.42,259.148,27.081,0.736,25,0,1,0,78,16,5,8.994,0,20,1,4
986,113.36,172.617,22.877,1.187,21,0,1,0,60,15,1,8.844,0,20,0,1
987,131.52,188.563,24.82,1.488,22,0,1,0,72,12,2,6.446,0,16,1,5
988,103.96,209.844,29.231,5.304,23,0,1,0,67,13,3,7.195,0,20,0,3
989,109.72,143.586,26.195,3.746,21,0,1,0,58,9,1,3.748,0,16,0,5
990,106.74,153.109,37.067,6.541,21,0,1,0,65,7,1,2.249,0,15,0,6
991,114.96,154.68,26.069,3.763,21,0,1,0,59,8,1,8.994,0,17,1,3
992,112.14,188.633,37.053,7.105,22,0,1,0,71,9,2,8.544,0,20,0,2
993,116.64,216.172,26.193,0.736,24,0,1,0,71,10,4,8.694,0,18,1,5
994,115.54,184.758,28.101,3.304,22,0,1,0,57,21,2,10.643,0,20,0,2
995,109.64,143.328,31.593,1.973,21,0,1,0,54,10,1,4.647,0,15,1,5
996,68.16,127.688,25.015,2.458,20,0,0,0,52,12,0,3.148,0,16,2,2
997,133.52,192.813,22.828,0.332,22,0,1,0,65,16,2,9.744,0,19,0,3
998,120.46,185.867,30.692,5.535,23,0,1,0,60,15,3,6.746,0,15,4,4
999,133.0,276.398,31.762,5.329,26,0,2,0,80,16,6,15.14,0,23,1,2
1000,124.68,204.063,26.912,3.462,23,0,1,0,66,14,3,8.844,0,20,1,2
1001,117.22,212.047,26.999,1.959,23,0,1,0,72,13,3,9.144,0,19,0,4
1002,120.44,189.078,25.354,2.458,22,0,1,0,63,18,2,8.245,0,19,0,3
1003,113.4,143.336,24.542,1.262,21,0,1,0,56,9,1,3.148,0,14,1,6
1004,114.66,174.406,31.005,8.144,22,0,1,0,64,12,2,5.846,0,18,1,3
1005,120.3,152.602,30.01,6.724,21,0,1,0,53,15,1,10.493,0,20,1,0
1006,111.46,147.281,24.369,2.893,21,0,1,0,55,12,1,7.045,0,17,0,4
1007,69.86,125.742,26.611,5.047,20,0,0,0,50,13,0,4.947,0,17,1,2
1008,123.98,193.781,27.787,4.566,22,0,1,0,68,15,2,9.594,0,19,0,3
1009,109.66,170.055,28.107,3.652,21,0,1,0,66,13,1,7.645,0,20,0,1
1010,69.58,144.43,36.434,3.754,20,0,0,0,55,12,0,7.345,0,18,1,1
1011,113.64,140.719,26.313,3.769,21,0,1,0,49,13,1,6.296,0,16,2,3
1012,113.52,181.227,28.604,5.501,22,0,1,0,63,13,2,5.546,0,20,1,1
1013,108.96,149.18,26.504,2.905,21,0,1,0,56,13,1,4.197,0,17,2,2
1014,114.12,147.07,29.6,4.465,21,0,1,0,52,15,1,5.996,0,17,2,2
1015,122.38,168.383,26.363,3.37,21,0,1,0,66,11,1,5.097,0,16,2,3
1016,102.7,170.938,29.01,1.94,22,0,1,0,62,10,2,11.243,0,17,0,5
1017,117.58,220.641,37.938,11.887,23,0,1,0,72,17,3,11.093,0,20,0,3
1018,124.66,173.914,27.278,2.09,22,0,1,0,59,13,2,10.193,0,19,2,1
1019,122.1,164.398,32.6,4.217,22,0,1,0,57,12,2,8.245,0,16,2,4
1020,115.9,165.211,26.398,3.646,21,0,1,0,59,17,1,7.045,0,19,1,1
1021,113.78,187.898,33.21,10.044,22,0,1,0,63,15,2,9.444,0,19,0,3
1022,120.46,215.43,29.597,4.54,23,0,1,0,74,14,3,11.542,0,19,0,4
1023,70.0,150.0,24.39,3.254,20,0,0,0,59,12,0,8.095,0,19,0,1
1024,68.78,132.078,28.453,7.952,20,0,0,0,51,12,0,9.444,0,17,1,2
1025,124.58,145.516,29.048,4.866,21,0,1,0,52,13,1,6.146,0,17,2,2
1026,69.4,139.609,25.617,4.673,20,0,0,0,57,12,0,6.146,0,17,1,2
1027,122.6,186.359,26.127,3.01,22,0,1,0,66,17,2,7.045,0,18,1,3
1028,123.82,177.508,26.413,3.553,22,0,1,0,64,16,2,6.296,0,20,1,1
1029,69.68,118.742,26.835,5.346,20,0,0,0,50,11,0,0.0,0,14,2,4
1030,118.48,155.398,37.135,4.823,22,0,1,0,55,11,2,3.298,0,18,1,3
1031,113.62,186.391,28.342,4.499,22,0,1,0,63,17,2,10.343,0,20,0,2
1032,112.62,153.992,24.847,1.948,21,0,1,0,55,12,1,6.446,0,19,1,1
1033,116.2,151.938,24.154,2.44,21,0,1,0,56,13,1,3.748,0,20,1,0
1034,110.6,205.75,31.824,3.912,23,0,1,0,63,16,3,10.193,0,19,1,3
1035,69.34,134.453,23.421,1.656,20,0,0,0,53,13,0,2.698,0,18,0,2
1036,115.9,154.531,27.021,5.171,21,0,1,0,60,10,1,7.345,0,18,1,2
1037,116.64,193.938,27.042,3.462,23,0,1,0,63,16,3,5.696,0,20,1,2
1038,103.54,187.688,32.479,7.288,23,0,1,0,68,8,3,6.296,0,15,2,6
1039,122.44,179.828,28.37,3.462,22,0,1,0,69,10,2,7.345,0,18,0,4
1040,122.56,152.469,26.434,4.482,21,0,1,0,56,12,1,6.446,0,17,1,3
1041,123.34,205.117,30.04,2.558,23,0,1,0,69,17,3,9.894,0,18,2,3
1042,115.92,246.602,35.618,4.408,26,0,1,0,67,14,6,11.093,0,19,2,5
1043,65.4,119.328,27.234,4.432,20,0,0,0,49,6,0,1.949,0,15,1,4
1044,116.68,167.25,32.307,7.089,21,0,1,0,59,16,1,10.043,0,19,0,2
1045,69.5,140.328,25.853,1.037,20,0,0,0,57,14,0,4.497,0,19,1,0
1046,121.46,161.031,29.032,1.859,21,0,1,0,60,11,1,6.596,0,20,0,1
1047,114.12,170.992,27.667,2.224,22,0,1,0,61,11,2,5.097,0,16,4,2
1048,109.86,191.797,25.137,2.642,22,0,1,0,66,16,2,10.793,0,19,1,2
1049,121.14,179.453,29.193,2.756,22,0,1,0,62,11,2,6.746,0,18,2,2
1050,67.96,128.828,33.265,6.292,20,0,0,0,50,13,0,5.546,0,16,0,4
1051,106.16,193.305,28.97,5.484,22,0,1,0,71,12,2,11.542,0,19,0,3
1052,108.1,193.016,26.205,1.934,23,0,1,0,65,9,3,6.746,0,16,1,6
1053,118.68,201.664,30.769,4.365,24,0,1,0,59,14,4,6.446,0,19,3,2
1054,153.96,281.945,29.506,1.644,26,0,2,0,85,18,6,12.142,0,18,0,8
1055,160.86,252.367,33.994,7.735,25,0,2,0,73,18,5,11.692,0,23,1,1
1056,68.96,127.898,27.699,4.482,20,0,0,0,53,9,0,0.899,0,16,2,3
1057,109.26,146.664,31.093,5.953,21,0,1,0,53,10,1,4.797,0,16,2,3
1058,120.0,199.32,26.745,2.009,23,0,1,0,65,12,3,8.994,0,16,2,5
