episode,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
2256,133.82,213.125,29.914,5.221,23,0,1,0,72,16,3,10.979,0,20,1,2
2257,117.58,190.188,30.617,3.843,23,0,1,0,59,17,3,10.193,0,17,2,4
2258,119.82,234.594,34.5,5.844,24,0,1,0,73,14,4,7.52,0,20,1,3
2259,126.02,260.813,33.086,5.935,25,0,1,0,83,13,5,11.542,0,21,1,3
2260,115.66,173.063,26.578,3.271,22,0,1,0,61,13,2,5.865,0,19,0,3
2261,142.34,231.234,30.781,5.08,25,0,2,0,65,18,5,14.541,0,18,2,5
2262,120.66,184.547,36.141,8.649,23,0,1,0,62,11,3,6.467,0,19,2,2
2263,118.38,216.75,28.563,5.379,23,0,1,0,68,20,3,8.844,0,23,0,0
2264,120.38,256.031,33.938,4.715,24,0,1,0,78,17,4,17.896,0,21,1,2
2265,128.06,208.375,26.977,3.163,23,0,1,0,72,14,3,9.894,0,17,2,4
2266,127.86,167.109,32.828,7.786,22,0,1,0,64,10,2,5.564,0,19,1,2
2267,119.76,195.906,45.961,7.396,23,0,1,0,64,16,3,9.894,0,20,0,3
2268,115.94,197.656,34.859,5.163,23,0,1,0,63,15,3,8.271,0,17,3,3
2269,116.16,269.172,33.516,4.798,25,0,1,0,79,19,5,14.091,0,24,0,1
2270,117.92,182.25,28.859,5.163,22,0,1,0,64,10,2,9.625,0,17,1,4
2271,121.12,185.281,32.352,3.561,22,0,1,0,67,10,2,7.213,0,18,1,3
2272,121.28,207.797,31.484,4.765,23,0,1,0,62,19,3,11.73,0,22,1,0
2273,115.64,194.578,30.031,7.471,23,0,1,0,64,14,3,10.377,0,18,0,5
2274,115.68,212.453,35.516,8.517,23,0,1,0,71,15,3,11.129,0,19,0,4
2275,67.38,113.781,25.531,5.877,20,0,0,0,48,12,0,1.805,0,15,1,4
2276,119.24,166.953,24.609,3.835,21,0,1,0,67,12,1,8.422,0,18,0,3
2277,169.96,241.25,30.672,2.839,24,0,2,0,79,18,4,11.73,0,20,0,4
2278,118.94,215.75,32.969,6.342,23,0,1,0,67,20,3,9.475,0,22,0,1
2279,69.24,131.531,25.828,3.005,20,0,0,0,50,12,0,9.475,0,17,1,2
2280,107.68,172.641,25.938,3.652,21,0,1,0,66,14,1,9.023,0,19,0,2
2281,113.02,228.609,27.586,4.341,23,0,1,0,77,16,3,12.332,0,21,0,2
2282,120.9,174.281,33.766,7.72,22,0,1,0,59,14,2,9.775,0,20,1,1
2283,112.84,239.813,29.656,3.354,25,0,1,0,76,12,5,7.67,0,21,0,4
2284,69.92,140.172,22.188,1.793,20,0,0,0,52,14,0,5.264,0,16,1,3
2285,116.34,195.453,34.148,10.783,23,0,1,0,65,15,3,8.422,0,16,1,6
2286,118.28,159.359,48.188,3.918,21,0,1,0,57,15,1,6.918,0,19,1,1
2287,118.94,166.813,32.047,10.144,21,0,1,0,63,13,1,10.979,0,21,0,0
2288,162.76,270.734,34.828,6.724,27,0,2,0,75,16,7,11.881,0,19,2,6
2289,122.66,155.063,26.594,2.756,21,0,1,0,58,11,1,7.219,0,19,0,2
2290,115.32,147.156,30.023,4.806,21,0,1,0,56,11,1,4.211,0,19,0,2
2291,124.64,199.156,30.898,7.33,22,0,1,0,71,16,2,10.678,0,20,1,1
2292,122.72,215.953,32.063,5.91,23,0,1,0,65,18,3,9.775,0,17,3,3
2293,110.34,138.938,25.508,2.665,21,0,1,0,57,9,1,5.564,0,14,1,6
2294,102.3,183.797,32.422,6.823,22,0,1,0,61,13,2,11.129,0,19,1,2
2295,67.78,126.969,23.313,2.988,20,0,0,0,50,13,0,5.113,0,16,0,4
2296,115.96,216.656,42.281,5.08,23,0,1,0,70,15,3,13.084,0,20,0,3
2297,118.46,167.766,31.516,6.392,22,0,1,0,63,12,2,4.211,0,18,1,3
2298,109.54,222.078,35.063,10.691,24,0,1,0,72,11,4,9.625,0,19,1,4
2299,126.84,206.391,29.297,3.503,23,0,1,0,76,12,3,9.174,0,17,1,5
2300,129.76,175.875,28.117,5.437,21,0,1,0,71,15,1,6.316,0,18,1,2
2301,116.54,163.531,40.113,7.022,22,0,1,0,57,12,2,8.723,0,17,2,3
2302,114.66,162.781,28.383,6.25,21,0,1,0,58,17,1,7.219,0,20,0,1
2303,121.68,174.047,29.938,7.902,21,0,1,0,66,13,1,8.121,0,16,0,5
2304,155.5,219.875,28.414,4.69,24,0,2,0,71,14,4,15.49,0,20,3,1
2305,124.4,189.344,26.93,4.707,22,0,1,0,66,12,2,13.535,0,21,1,0
2306,114.4,160.875,25.922,4.698,21,0,1,0,60,14,1,7.82,0,19,1,1
2307,177.86,279.453,51.961,9.521,27,0,2,0,73,19,7,13.986,0,21,2,4
2308,114.02,143.453,31.703,8.716,21,0,1,0,52,11,1,7.67,0,19,1,1
2309,154.16,233.578,30.0,2.656,24,0,2,0,71,17,4,9.625,0,20,1,3
2310,124.62,215.641,30.086,6.466,24,0,1,0,66,14,4,11.279,0,23,0,1
2311,124.54,244.281,33.594,8.6,25,0,1,0,70,14,5,11.73,0,20,2,3
2312,127.02,207.422,35.906,2.557,23,0,1,0,70,12,3,10.377,0,17,2,4
2313,119.72,233.578,29.375,5.711,24,0,1,0,74,18,4,8.572,0,21,0,3
2314,109.4,153.453,25.313,4.582,21,0,1,0,54,14,1,10.076,0,18,1,2
2315,69.76,113.781,25.938,3.652,20,0,0,0,44,11,0,1.955,0,15,3,2
2316,118.38,258.313,31.156,4.416,25,0,1,0,76,17,5,10.377,0,21,3,1
2317,121.38,246.594,30.141,3.868,24,0,1,0,73,24,4,15.791,0,21,1,2
2318,119.42,169.984,37.266,4.532,22,0,1,0,59,13,2,5.715,0,15,2,5
2319,114.98,221.078,31.469,5.811,24,0,1,0,70,12,4,11.129,0,18,0,6
2320,113.08,232.875,30.633,5.454,24,0,1,0,66,19,4,15.189,0,21,2,1
2321,122.5,147.281,24.609,2.772,21,0,1,0,54,14,1,6.617,0,18,2,1
2322,111.18,159.984,29.195,7.114,21,0,1,0,61,13,1,7.369,0,18,0,3
2323,141.46,252.203,53.656,2.822,27,0,3,0,64,17,7,14.438,0,15,7,5
2324,66.44,151.203,56.148,11.845,20,0,0,0,54,18,0,13.535,0,19,0,1
2325,111.22,197.047,28.859,4.101,22,0,1,0,70,13,2,10.678,0,20,0,2
2326,67.94,142.156,35.352,14.717,20,0,0,0,57,17,0,6.768,0,19,0,1
2327,118.5,165.672,44.484,6.358,22,0,1,0,55,14,2,8.121,0,19,1,2
2328,69.72,143.703,32.375,7.305,20,0,0,0,56,16,0,6.316,0,20,0,0
2329,69.26,139.734,23.641,2.806,20,0,0,0,57,8,0,7.52,0,18,0,2
2330,123.08,174.0,30.875,3.586,22,0,1,0,63,13,2,3.609,0,16,3,3
2331,112.88,173.875,31.453,8.981,22,0,1,0,63,14,2,5.264,0,17,0,5
2332,117.56,176.906,45.852,3.561,22,0,1,0,59,15,2,7.971,0,20,0,2
2333,116.1,311.031,39.281,3.486,27,0,1,0,90,14,7,12.633,0,23,1,3
2334,69.36,146.203,25.672,4.964,20,0,0,0,60,10,0,7.67,0,18,0,2
2335,120.2,193.391,30.25,6.109,22,0,1,0,66,14,2,8.873,0,20,1,1
2336,118.54,166.797,26.406,4.682,21,0,1,0,60,13,1,7.068,0,20,0,1
2337,106.94,142.578,25.234,0.78,21,0,1,0,54,10,1,6.166,0,19,0,2
2338,115.32,146.797,34.723,5.537,21,0,1,0,52,10,1,8.873,0,18,0,3
2339,113.42,202.031,37.484,10.077,23,0,1,0,67,14,3,6.166,0,21,1,1
2340,150.72,199.625,32.938,5.246,23,0,2,0,67,11,3,8.422,0,20,2,1
2341,127.24,254.422,33.109,5.429,25,0,1,0,77,19,5,12.182,0,22,1,2
2342,120.36,196.0,36.496,11.654,23,0,1,0,66,14,3,6.016,0,19,0,4
2343,169.94,272.313,29.438,3.652,26,0,2,0,80,21,6,10.227,0,20,2,4
2344,119.36,204.625,30.867,7.828,23,0,1,0,62,17,3,12.182,0,21,1,1
2345,117.68,204.063,33.352,4.092,23,0,1,0,65,17,3,8.873,0,20,1,2
2346,115.16,190.25,32.609,5.429,22,0,1,0,69,12,2,8.121,0,21,0,1
2347,119.0,198.094,32.094,6.475,23,0,1,0,61,19,3,9.023,0,20,0,3
2348,84.8,146.578,23.25,1.328,21,0,1,0,54,11,1,8.271,0,18,3,0
2349,169.72,228.313,46.969,7.404,24,0,2,0,76,14,4,10.678,0,20,0,4
2350,123.8,194.125,24.68,2.316,22,0,1,0,69,15,2,8.121,0,19,0,3
2351,113.1,192.313,26.313,2.457,22,0,1,0,58,22,2,12.031,0,21,1,0
2352,110.28,184.406,29.289,4.557,23,0,1,0,59,14,3,9.775,0,18,2,3
2353,117.06,134.313,32.648,8.658,21,0,1,0,53,10,1,3.008,0,15,1,5
2354,114.38,185.203,28.695,6.051,22,0,1,0,60,18,2,9.174,0,18,2,2
2355,116.84,215.219,27.672,3.37,23,0,1,0,72,15,3,9.174,0,17,1,5
2356,118.64,210.688,28.484,4.765,23,0,1,0,67,13,3,12.332,0,21,1,1
2357,125.82,211.641,38.25,10.891,23,0,1,0,70,16,3,10.227,0,20,0,3
2358,121.56,182.891,31.805,7.23,22,0,1,0,60,14,2,12.633,0,17,3,2
2359,113.38,154.188,30.68,4.441,21,0,1,0,57,15,1,8.121,0,18,0,3
2360,117.32,186.188,27.773,4.541,22,0,1,0,64,15,2,8.572,0,21,0,1
2361,115.62,168.438,28.914,7.346,22,0,1,0,53,14,2,8.873,0,18,3,1
2362,127.42,145.313,23.578,2.208,21,0,1,0,58,11,1,5.113,0,15,2,4
2363,122.18,187.063,34.453,6.856,22,0,1,0,68,11,2,7.219,0,19,2,1
2364,118.34,310.453,32.531,5.877,27,0,1,0,84,20,7,12.482,0,24,1,2
2365,113.88,220.328,29.266,4.001,24,0,1,0,71,12,4,9.324,0,18,2,4
2366,97.26,170.406,32.086,4.341,21,0,1,0,66,12,1,9.174,0,19,0,2
2367,117.98,152.281,26.805,2.98,21,0,1,0,57,10,1,6.918,0,17,2,2
2368,139.8,209.422,36.203,7.653,23,0,2,0,72,18,3,8.723,0,20,0,3
2369,112.54,213.063,27.594,2.225,23,0,1,0,72,12,3,14.738,0,21,1,1
2370,118.58,249.797,33.375,6.242,24,0,1,0,79,15,4,14.137,0,22,0,2
2371,121.22,247.703,31.688,4.449,25,0,1,0,69,16,5,12.783,0,22,1,2
2372,126.26,172.5,27.281,1.893,21,0,1,0,70,12,1,3.459,0,19,0,2
2373,62.52,126.891,25.633,4.391,20,0,0,0,48,14,0,6.617,0,17,2,1
2374,118.04,276.094,45.445,7.379,26,0,1,0,79,16,6,11.73,0,22,3,1
2375,119.26,189.953,24.023,1.619,22,0,1,0,68,12,2,7.52,0,18,1,3
2376,116.06,167.016,23.25,1.328,21,0,1,0,65,11,1,4.361,0,19,1,1
2377,170.48,230.906,33.297,7.222,24,0,2,0,73,18,4,12.783,0,21,1,2
2378,120.06,190.297,23.781,1.893,22,0,1,0,70,16,2,8.271,0,19,0,3
2379,117.56,197.563,31.0,5.313,23,0,1,0,61,15,3,10.377,0,19,1,4
2380,110.26,188.109,28.891,4.665,23,0,1,0,59,12,3,12.934,0,18,1,4
2381,112.72,210.453,36.453,8.981,24,0,1,0,61,14,4,9.324,0,20,2,2
2382,108.08,206.094,27.266,2.938,23,0,1,0,66,20,3,7.971,0,20,2,1
2383,121.58,173.563,29.797,4.034,23,0,1,0,62,10,3,8.121,0,17,2,4
2384,106.86,151.125,38.844,6.74,21,0,1,0,53,11,1,9.475,0,20,0,1
2385,129.32,214.703,32.531,4.283,23,0,1,0,72,17,3,8.723,0,22,1,0
2386,119.86,226.969,42.75,13.547,25,0,1,0,73,11,5,10.377,0,16,0,9
2387,121.84,219.656,36.438,6.84,23,0,1,0,74,17,3,13.686,0,18,1,4
2388,130.74,215.625,28.625,3.852,24,0,1,0,67,16,4,10.678,0,19,1,4
2389,117.48,185.641,46.961,3.146,22,0,1,0,64,14,2,7.219,0,19,0,3
2390,117.02,186.047,34.398,12.111,22,0,1,0,62,18,2,9.926,0,18,1,3
2391,120.64,167.859,30.961,5.802,22,0,1,0,55,17,2,5.564,0,16,2,4
2392,129.3,224.5,31.469,4.748,24,0,2,0,71,13,4,11.58,0,22,1,1
2393,69.44,139.172,26.93,5.238,20,0,0,0,55,14,0,3.609,0,19,0,1
2394,65.7,122.328,25.297,3.503,20,0,0,0,49,12,0,4.963,0,14,3,3
2395,166.28,283.656,42.031,9.596,27,0,2,0,73,19,7,13.385,0,23,1,4
2396,118.74,228.109,30.469,5.811,24,0,1,0,68,17,4,11.279,0,19,1,4
2397,123.74,218.891,34.406,7.869,24,0,1,0,65,16,4,10.227,0,20,2,2
2398,127.66,157.125,26.414,4.159,21,0,1,0,62,11,1,4.361,0,16,1,4
2399,69.94,139.484,41.906,7.869,20,0,0,0,56,12,0,9.324,0,18,0,2
2400,157.22,228.547,38.625,4.914,24,0,2,0,69,20,4,10.377,0,21,2,1
2401,68.58,129.359,27.25,6.641,20,0,0,0,54,7,0,8.121,0,16,0,4
2402,124.22,220.578,31.375,4.648,23,0,1,0,73,15,3,12.783,0,21,0,2
2403,121.16,200.469,30.094,5.412,23,0,1,0,63,15,3,9.023,0,21,2,0
2404,138.5,176.391,35.82,4.59,22,0,1,0,63,14,2,8.723,0,19,0,3
2405,68.76,143.391,25.484,5.296,20,0,0,0,52,14,0,9.174,0,17,2,1
2406,117.28,219.063,34.969,6.342,23,0,1,0,78,12,3,9.174,0,21,0,2
2407,121.78,264.688,30.406,4.15,25,0,1,0,78,21,5,10.527,0,22,2,1
2408,68.18,134.781,28.406,6.275,20,0,0,0,53,16,0,6.467,0,18,1,1
2409,127.52,195.391,23.938,2.059,22,0,1,0,74,11,2,8.572,0,19,1,2
2410,69.78,132.703,30.297,9.347,20,0,0,0,53,14,0,7.369,0,18,1,1
2411,118.2,156.016,29.797,9.347,21,0,1,0,65,10,1,5.564,0,18,0,3
2412,119.06,188.859,24.438,1.527,22,0,1,0,60,16,2,13.385,0,19,0,3
2413,151.24,203.516,28.25,1.328,24,0,2,0,59,15,4,11.129,0,17,2,5
2414,123.68,199.594,33.359,9.413,23,0,1,0,66,14,3,10.227,0,20,1,2
2415,114.06,210.906,38.07,8.575,24,0,1,0,67,12,4,11.58,0,19,3,2
2416,68.96,126.328,25.453,2.606,20,0,0,0,48,15,0,5.865,0,15,3,2
2417,121.9,289.563,34.867,7.296,26,0,1,0,89,13,6,12.783,0,22,0,4
2418,116.72,187.844,47.852,15.249,23,0,1,0,59,15,3,7.52,0,16,2,5
2419,117.34,203.844,31.652,7.587,23,0,1,0,68,14,3,10.227,0,16,1,6
2420,113.76,146.328,23.703,2.872,21,0,1,0,51,14,1,5.264,0,15,4,2
2421,171.46,283.859,30.391,3.071,26,0,2,0,75,22,6,12.783,0,23,1,2
2422,122.24,228.578,28.352,4.092,24,0,1,0,71,15,4,14.287,0,21,0,3
2423,116.96,201.781,29.648,5.47,23,0,1,0,68,13,3,8.723,0,18,1,4
2424,110.66,189.625,26.023,4.275,22,0,1,0,70,14,2,8.271,0,19,0,3
2425,121.02,144.563,32.203,6.06,21,0,1,0,53,15,1,3.309,0,19,1,1
2426,151.78,249.75,32.484,2.64,25,0,2,0,77,15,5,12.031,0,21,0,4
2427,125.74,185.75,28.344,5.678,22,0,1,0,63,14,2,8.271,0,19,0,3
2428,174.56,312.75,34.563,2.191,28,0,2,0,88,12,8,12.934,0,22,0,6
2429,118.46,149.219,29.125,7.039,21,0,1,0,58,10,1,5.865,0,18,1,2
2430,107.26,144.406,26.813,3.52,21,0,1,0,59,9,1,4.211,0,14,1,6
2431,163.66,272.406,36.391,4.665,27,0,2,0,74,13,7,14.137,0,19,1,7
2432,111.84,298.109,32.75,1.859,26,0,1,0,85,20,6,12.332,0,25,0,1
2433,118.56,199.953,25.578,2.208,23,0,1,0,65,14,3,10.377,0,19,2,2
2434,112.14,192.141,31.875,7.305,22,0,1,0,65,15,2,15.34,0,20,1,1
2435,135.6,207.859,31.852,7.28,24,0,2,0,64,16,4,11.43,0,14,5,5
2436,117.4,180.594,28.453,6.325,22,0,1,0,62,14,2,7.67,0,19,2,1
2437,118.84,211.0,26.633,3.329,23,0,1,0,69,15,3,11.279,0,20,2,1
2438,108.3,151.125,26.016,4.798,21,0,1,0,55,11,1,4.813,0,17,1,3
2439,120.64,223.5,30.164,3.362,24,0,1,0,69,14,4,10.377,0,16,3,5
2440,116.4,168.922,26.094,3.287,22,0,1,0,53,15,2,9.475,0,17,4,1
2441,137.6,160.422,27.734,6.093,21,0,1,0,59,9,1,9.023,0,19,0,2
2442,129.1,195.594,31.875,8.367,22,0,1,0,74,15,2,7.52,0,17,0,5
2443,121.28,251.422,35.813,4.582,25,0,1,0,72,17,5,8.723,0,20,1,5
2444,111.92,169.703,28.109,4.366,22,0,1,0,61,10,2,5.264,0,20,1,1
2445,115.3,191.25,29.094,2.225,22,0,1,0,68,12,2,12.182,0,18,1,3
2446,116.32,144.719,32.914,8.94,21,0,1,0,54,10,1,4.361,0,17,1,3
2447,110.1,160.469,33.555,4.839,21,0,1,0,60,11,1,11.279,0,18,0,3
2448,108.88,178.031,30.875,5.18,22,0,1,0,59,13,2,6.467,0,17,1,4
2449,117.62,155.609,25.789,2.963,21,0,1,0,63,8,1,5.414,0,20,1,0
2450,118.22,160.375,26.258,3.461,21,0,1,0,59,11,1,8.422,0,19,1,1
2451,69.52,140.031,29.891,6.79,20,0,0,0,50,15,0,9.023,0,17,2,1
2452,117.66,284.313,32.078,2.739,26,0,1,0,81,17,6,14.137,0,22,0,4
2453,120.28,210.375,27.289,4.557,23,0,1,0,70,16,3,10.076,0,20,0,3
2454,111.34,175.953,38.602,8.077,22,0,1,0,61,13,2,9.475,0,18,2,2
2455,116.72,205.109,26.641,2.274,22,0,1,0,73,16,2,9.475,0,22,0,0
2456,69.58,131.141,29.766,2.407,20,0,0,0,54,11,0,4.512,0,17,0,3
2457,112.4,219.984,37.984,11.14,24,0,1,0,69,15,4,8.422,0,20,2,2
2458,111.62,179.484,26.906,3.088,22,0,1,0,66,10,2,9.023,0,16,0,6
2459,170.06,284.578,37.891,4.665,27,0,2,0,72,20,7,12.332,0,20,3,4
2460,69.38,119.484,26.18,6.035,20,0,0,0,47,10,0,2.707,0,16,2,2
2461,127.12,215.406,26.18,1.785,23,0,1,0,76,14,3,9.475,0,20,0,3
2462,115.54,203.844,29.344,6.209,23,0,1,0,64,16,3,8.873,0,20,0,3
2463,113.26,158.859,23.922,1.511,21,0,1,0,60,8,1,8.271,0,19,0,2
2464,127.62,221.656,40.664,6.549,24,0,1,0,72,15,4,9.926,0,19,1,4
2465,111.68,155.375,29.133,8.641,21,0,1,0,56,13,1,6.166,0,20,0,1
2466,163.84,309.906,35.609,8.616,27,0,2,0,86,20,7,14.137,0,24,1,2
2467,67.98,137.844,41.023,5.337,20,0,0,0,57,12,0,3.609,0,17,0,3
2468,116.46,198.922,27.578,4.864,23,0,1,0,64,15,3,7.369,0,19,0,4
2469,115.72,244.797,29.18,3.91,25,0,1,0,73,13,5,12.332,0,20,0,5
2470,126.48,199.141,28.375,3.586,23,0,1,0,69,11,3,10.377,0,21,1,1
2471,120.12,143.031,38.078,4.333,21,0,1,0,58,8,1,4.662,0,17,1,3
2472,113.16,145.266,32.195,9.239,21,0,1,0,53,15,1,5.564,0,16,2,3
2473,115.78,195.016,31.008,6.383,23,0,1,0,59,15,3,7.82,0,18,3,2
2474,173.88,224.672,32.898,9.455,24,0,2,0,69,18,4,9.926,0,22,2,0
2475,124.46,207.906,28.734,3.968,23,0,1,0,74,14,3,8.121,0,21,0,2
2476,120.38,228.422,26.75,1.859,24,0,1,0,66,16,4,12.633,0,21,3,0
2477,126.5,230.453,34.719,1.295,24,0,1,0,77,12,4,8.271,0,20,1,3
2478,118.86,172.828,24.125,3.32,21,0,1,0,63,17,1,6.918,0,19,1,1
2479,115.22,198.609,28.891,5.196,23,0,1,0,66,14,3,9.324,0,18,0,5
2480,118.6,184.484,29.281,3.486,22,0,1,0,66,16,2,7.82,0,19,0,3
2481,117.38,237.25,35.086,7.529,24,0,1,0,77,14,4,9.023,0,20,0,4
2482,115.66,232.984,31.578,6.989,24,0,1,0,71,17,4,9.775,0,19,1,4
2483,113.88,206.813,34.367,4.64,23,0,1,0,66,13,3,9.926,0,22,0,1
2484,112.9,214.953,48.422,8.948,24,0,1,0,65,14,4,10.076,0,18,3,4
2485,121.4,186.125,26.359,3.569,22,0,1,0,70,12,2,10.678,0,21,0,1
2486,142.6,231.891,39.781,15.174,25,0,2,0,70,15,5,11.279,0,20,1,4
2487,140.24,240.734,29.352,4.624,25,0,2,0,70,16,5,10.828,0,17,4,4
2488,69.42,141.719,27.516,7.454,20,0,0,0,53,17,0,7.369,0,18,0,2
2489,121.2,210.578,28.672,4.964,23,0,1,0,70,18,3,10.227,0,21,1,1
2490,110.9,191.531,28.406,5.744,23,0,1,0,65,11,3,5.113,0,17,1,5
2491,113.44,181.875,25.695,3.926,22,0,1,0,65,16,2,8.121,0,19,0,3
2492,108.02,148.891,29.891,8.915,21,0,1,0,52,13,1,12.783,0,15,3,3
2493,69.64,127.641,28.469,8.458,20,0,0,0,53,12,0,5.113,0,17,1,2
2494,153.0,287.063,30.75,2.391,26,0,2,0,83,20,6,13.084,0,22,1,3
2495,111.1,149.078,34.508,14.352,21,0,1,0,53,13,1,9.174,0,17,1,3
2496,119.24,199.203,27.813,2.457,23,0,1,0,63,17,3,9.023,0,21,0,2
2497,113.44,168.594,37.211,9.255,22,0,1,0,60,12,2,7.219,0,20,1,1
2498,116.52,179.219,25.211,2.349,22,0,1,0,72,9,2,7.971,0,17,1,4
2499,120.2,238.5,30.242,6.101,24,0,1,0,73,17,4,12.633,0,20,1,3
2500,114.42,153.656,33.219,2.889,21,0,1,0,57,14,1,5.414,0,18,1,2
2501,165.18,233.844,29.859,3.569,25,0,2,0,69,19,5,11.881,0,19,3,3
2502,122.78,235.594,33.5,6.375,25,0,1,0,66,18,5,10.377,0,17,3,5
2503,112.56,201.906,31.547,3.769,23,0,1,0,71,13,3,7.068,0,19,0,4
2504,109.14,175.266,28.492,5.835,21,0,1,0,63,16,1,7.971,0,21,0,0
2505,119.96,238.172,39.844,4.084,24,0,1,0,76,16,4,12.934,0,19,1,4
2506,113.48,149.828,27.477,3.163,21,0,1,0,52,12,1,10.527,0,17,1,3
2507,139.02,230.156,30.148,3.876,25,0,2,0,68,14,5,10.377,0,23,1,1
2508,121.02,171.359,28.766,4.532,22,0,1,0,55,16,2,5.865,0,15,2,5
2509,117.06,266.219,35.156,4.416,26,0,1,0,74,15,6,11.58,0,19,1,6
2510,113.02,205.563,34.156,8.666,23,0,1,0,62,17,3,11.881,0,21,1,1
2511,114.26,325.109,35.281,2.424,28,0,1,0,85,15,8,13.986,0,23,1,4
2512,121.28,186.844,30.773,5.603,22,0,1,0,70,11,2,4.211,0,19,0,3
2513,115.4,162.609,23.797,1.378,21,0,1,0,59,14,1,8.422,0,20,1,0
2514,106.32,169.25,26.281,1.893,22,0,1,0,54,13,2,9.775,0,19,1,2
2515,114.9,226.766,35.078,6.458,24,0,1,0,69,15,4,10.377,0,21,2,1
2516,123.02,182.281,29.93,5.769,23,0,1,0,61,13,3,7.219,0,18,1,4
2517,119.6,258.031,30.422,4.698,25,0,1,0,78,14,5,9.926,0,23,0,2
2518,123.04,195.25,26.352,3.03,23,0,1,0,68,10,3,10.828,0,16,2,5
2519,114.58,151.734,31.266,7.188,21,0,1,0,57,8,1,8.121,0,18,1,2
2520,166.86,209.641,35.109,11.272,24,0,2,0,63,16,4,9.926,0,18,3,3
2521,111.52,163.656,23.797,1.909,21,0,1,0,64,7,1,8.271,0,19,0,2
2522,127.92,148.844,25.344,2.49,21,0,1,0,58,11,1,3.609,0,18,0,3
2523,113.1,185.203,28.625,4.914,22,0,1,0,64,13,2,12.482,0,20,0,2
2524,116.4,205.453,29.352,6.749,23,0,1,0,68,13,3,9.475,0,21,0,2
2525,131.0,216.047,27.344,1.959,23,0,1,0,72,19,3,10.678,0,20,0,3
2526,119.66,162.844,48.398,11.58,21,0,1,0,54,18,1,14.588,0,18,1,2
2527,108.96,187.688,25.172,2.308,22,0,1,0,67,11,2,9.475,0,19,1,2
2528,115.02,155.922,27.844,4.615,22,0,1,0,54,10,2,7.219,0,17,2,3
2529,157.42,263.125,34.578,8.583,26,0,2,0,76,17,6,9.775,0,21,1,4
2530,148.72,287.984,39.758,6.118,26,0,2,0,85,15,6,13.084,0,19,0,7
2531,121.06,204.906,32.906,5.744,24,0,1,0,63,13,4,11.129,0,17,4,3
2532,112.8,294.688,32.281,4.549,27,0,1,0,75,17,7,15.641,0,25,0,2
2533,113.64,147.25,26.945,3.129,21,0,1,0,57,6,1,3.76,0,16,2,3
2534,111.86,168.859,26.828,0.88,22,0,1,0,59,12,2,6.166,0,16,2,4
2535,138.56,242.969,31.359,2.507,25,0,2,0,67,19,5,13.535,0,22,1,2
2536,108.38,164.906,28.453,4.731,21,0,1,0,69,8,1,4.813,0,19,0,2
2537,107.9,163.438,31.898,8.392,21,0,1,0,64,10,1,7.52,0,17,0,4
2538,68.62,129.328,33.0,3.188,20,0,0,0,51,8,0,9.926,0,15,0,5
2539,123.36,187.609,24.164,1.237,22,0,1,0,63,17,2,9.625,0,21,0,1
2540,112.22,257.078,31.336,2.482,26,0,1,0,69,15,6,10.527,0,17,3,6
2541,104.04,183.328,36.75,2.391,21,0,1,0,70,14,1,9.625,0,19,1,1
2542,170.72,252.906,36.117,5.968,25,0,2,0,81,15,5,11.58,0,21,1,3
2543,183.54,237.469,33.68,8.16,25,0,2,0,70,17,5,11.881,0,24,0,1
2544,142.62,195.516,34.672,6.558,23,0,2,0,66,14,3,7.219,0,20,1,2
2545,112.24,155.938,43.313,6.176,21,0,1,0,53,14,1,12.482,0,18,2,1
2546,132.3,235.031,32.0,7.438,24,0,1,0,77,17,4,7.67,0,21,0,3
2547,110.42,182.484,25.656,3.354,22,0,1,0,64,13,2,11.279,0,17,1,4
2548,122.08,203.563,59.316,24.77,23,0,1,0,65,18,3,9.023,0,21,1,1
2549,113.3,187.734,40.758,14.618,22,0,1,0,65,15,2,11.58,0,20,2,0
2550,109.7,151.406,26.43,5.238,21,0,1,0,61,10,1,6.316,0,16,0,5
2551,105.2,141.047,47.086,11.248,21,0,1,0,53,10,1,4.361,0,13,3,5
2552,113.56,242.141,33.234,1.843,25,0,1,0,71,17,5,11.43,0,17,3,5
2553,116.6,178.328,30.766,4.532,22,0,1,0,60,15,2,8.422,0,17,2,3
2554,120.5,209.578,25.297,3.503,22,0,1,0,67,20,2,13.234,0,20,0,2
2555,116.12,210.0,38.273,9.322,23,0,1,0,62,17,3,13.535,0,21,1,1
2556,119.2,257.563,35.633,4.922,25,0,1,0,75,17,5,16.693,0,23,0,2
2557,115.92,175.922,31.883,5.188,22,0,1,0,60,14,2,10.979,0,19,1,2
2558,122.5,217.859,33.414,6.284,24,0,1,0,61,17,4,16.543,0,20,2,2
2559,151.32,284.328,41.609,9.147,27,0,2,0,75,19,7,12.182,0,23,3,1
2560,176.56,324.469,39.773,7.695,28,0,2,0,87,19,8,17.896,0,24,0,4
2561,119.44,173.703,38.344,3.021,22,0,1,0,62,14,2,7.67,0,18,1,3
2562,108.7,181.734,30.969,9.529,22,0,1,0,59,16,2,9.475,0,20,1,1
2563,155.08,210.891,26.672,1.776,24,0,2,0,67,15,4,10.227,0,18,0,6
