episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst,diedFromHealthOver
1,0.00,49.98,49.98,36.792,31.219,0.000,20,0,0,0,4,2,0,0.000,0,0,16,4,0
2,49.98,125.94,75.96,39.975,48.006,0.000,20,0,0,0,6,1,0,0.000,0,0,16,4,0
3,125.94,219.38,93.44,48.397,28.321,0.000,20,0,0,0,7,0,0,0.000,0,1,15,4,0
4,219.38,276.32,56.94,42.337,31.080,4.400,20,0,0,0,6,1,0,0.000,0,0,16,4,0
5,276.32,369.18,92.86,59.225,27.525,0.000,20,0,0,0,8,4,0,0.000,0,1,17,2,0
6,369.18,457.32,88.14,81.610,27.214,0.000,20,0,0,0,14,6,0,0.000,0,0,18,2,0
7,457.32,554.00,96.68,78.089,27.431,0.000,20,0,0,0,19,2,0,0.000,0,0,13,7,0
8,554.00,659.10,105.10,96.035,31.078,2.617,20,0,0,0,23,6,0,0.000,0,4,12,4,0
9,659.10,757.78,98.68,107.526,32.384,2.633,21,0,1,0,31,2,1,1.500,0,1,9,11,0
10,757.78,848.60,90.82,85.137,28.251,0.117,20,0,0,0,25,3,0,0.000,0,0,9,11,0
11,848.60,955.32,106.72,132.282,27.967,0.000,20,0,0,0,37,6,0,0.000,0,2,7,11,0
12,955.32,1064.40,109.08,123.064,29.543,2.350,20,0,0,0,34,5,0,0.000,0,4,8,8,0
13,1064.40,1196.22,131.82,206.810,36.068,3.167,23,0,1,0,46,11,3,4.500,0,4,9,10,0
14,1196.22,1304.38,108.16,156.476,35.183,5.583,21,0,1,0,48,5,1,1.500,0,2,4,15,0
15,1304.38,1403.68,99.30,108.267,34.016,6.992,20,0,0,0,32,3,0,0.000,0,2,8,10,0
16,1403.68,1515.14,111.46,164.782,35.477,4.867,22,0,1,0,42,7,2,3.000,0,2,8,12,0
17,1515.14,1620.74,105.60,125.030,46.705,19.758,20,0,0,0,35,8,0,0.000,0,4,7,9,0
18,1620.74,1715.66,94.92,133.939,31.954,2.550,21,0,1,0,35,6,1,1.500,0,1,8,12,0
19,1715.66,1819.12,103.46,188.347,36.340,2.733,22,0,1,0,48,11,2,3.000,0,3,7,12,0
20,1819.12,1935.64,116.52,208.654,27.988,0.000,21,0,1,0,61,8,1,1.500,0,6,2,13,0
21,1935.64,2034.62,98.98,135.088,33.262,4.400,20,0,0,0,47,4,0,0.000,0,3,3,14,0
22,2034.62,2181.96,147.34,181.353,80.527,50.542,21,0,1,0,52,9,1,1.500,0,5,5,11,0
23,2181.96,2288.26,106.30,200.447,39.622,3.801,21,0,1,0,59,11,1,1.500,0,4,4,13,0
24,2288.26,2427.30,139.04,178.643,33.542,2.017,21,0,1,0,56,6,1,1.500,0,2,2,17,0
25,2427.30,2586.34,159.04,284.997,42.587,6.685,24,0,1,0,71,13,4,6.000,0,6,6,12,0
26,2586.34,2730.32,143.98,241.668,38.365,6.583,23,0,1,0,61,11,3,4.500,0,3,8,12,0
27,2730.32,2865.26,134.94,300.542,42.898,11.106,22,0,1,0,83,15,2,4.350,0,11,2,9,0
28,2865.26,3006.92,141.66,244.486,35.092,2.699,23,0,2,0,65,8,3,4.500,0,4,4,15,0
29,3006.92,3166.34,159.42,234.331,38.479,1.166,23,0,2,0,65,8,3,4.500,0,6,3,14,0
30,3166.34,3301.00,134.66,287.545,38.541,4.082,25,0,1,0,72,12,5,7.500,0,2,5,18,0
31,3301.00,3453.60,152.60,257.245,57.808,10.031,23,0,1,0,71,11,3,4.500,0,5,4,14,0
32,3453.60,3613.78,160.18,375.405,45.557,4.499,25,0,1,0,90,23,5,9.000,0,10,4,11,0
33,3613.78,3773.94,160.16,388.220,44.466,6.032,27,0,2,0,92,14,7,10.500,0,8,5,14,0
34,3773.94,3882.90,108.96,261.430,35.408,2.666,22,0,1,0,69,15,2,5.100,0,7,5,10,0
35,3882.90,4034.66,151.76,342.365,31.100,0.700,23,0,1,0,91,22,3,7.350,0,14,2,7,0
36,4034.66,4218.90,184.24,291.411,42.966,8.815,24,0,1,0,82,8,4,6.000,0,6,2,16,0
37,4218.90,4353.58,134.68,236.020,32.570,0.983,22,0,1,0,67,11,2,4.500,0,5,3,14,0
38,4353.58,4535.82,182.24,348.978,39.436,5.382,25,0,2,0,89,14,5,7.500,0,8,2,15,0
39,4535.82,4701.74,165.92,346.563,57.474,2.199,26,0,2,0,88,13,6,9.000,0,5,2,19,0
40,4701.74,4836.22,134.48,301.302,41.295,1.033,23,0,1,0,77,15,3,4.500,0,10,4,9,0
41,4836.22,4941.24,105.02,168.914,35.089,7.906,20,0,0,0,57,9,0,0.000,0,5,5,10,0
42,4941.24,5128.70,187.46,409.332,37.281,3.399,26,0,1,0,97,15,6,13.650,0,10,3,13,0
43,5128.70,5275.16,146.46,303.015,44.762,7.981,24,0,1,0,75,16,4,6.000,0,8,4,12,0
44,5275.16,5425.74,150.58,349.500,44.086,9.514,25,0,1,0,96,12,5,7.500,0,5,2,18,0
45,5425.74,5650.52,224.78,419.147,43.707,6.448,27,0,2,0,95,24,7,12.000,0,13,5,9,0
46,5650.52,5822.34,171.82,434.554,44.168,7.565,27,0,1,0,101,20,7,13.499,0,13,3,11,0
47,5822.34,5995.02,172.68,299.681,41.592,5.907,23,0,1,0,82,14,3,4.500,0,6,5,12,0
48,5995.02,6137.24,142.22,243.315,31.023,0.500,22,0,1,0,74,8,2,3.000,0,7,2,14,0
49,6137.24,6321.52,184.28,376.220,38.505,1.533,26,0,2,0,86,21,6,10.500,0,6,7,13,0
50,6321.52,6468.02,146.50,243.205,34.224,3.183,22,0,1,0,69,12,2,3.000,0,6,5,11,0
51,6468.02,6662.48,194.46,423.943,47.599,7.748,27,0,2,0,97,21,7,11.850,0,9,4,14,0
52,6662.48,6855.30,192.82,433.833,42.280,4.882,27,0,2,0,97,26,7,14.699,0,10,6,11,0
53,6855.30,7024.32,169.02,366.064,34.668,3.899,24,0,1,0,91,24,4,10.200,0,11,3,10,0
54,7024.32,7288.34,264.02,789.793,62.867,7.648,39,0,3,0,154,35,19,32.999,0,14,6,19,0
55,7288.34,7462.34,174.00,445.658,48.825,12.180,27,0,1,0,106,22,7,16.499,0,10,2,16,0
56,7462.34,7656.00,193.66,535.077,46.978,8.331,30,0,2,0,109,27,10,18.449,0,14,5,11,0
57,7656.00,7898.02,242.02,760.777,56.048,7.223,37,0,3,0,150,37,17,28.499,0,19,4,14,0
58,7898.02,8049.96,151.94,383.619,36.979,4.199,25,0,1,0,100,18,5,10.500,0,9,2,14,0
59,8049.96,8263.84,213.88,387.879,44.725,7.948,26,0,2,0,94,17,6,13.799,0,9,4,13,0
60,8263.84,8431.34,167.50,372.919,45.494,7.848,26,0,2,0,93,19,6,9.000,0,9,4,13,0
61,8431.34,8638.64,207.30,549.017,56.921,14.863,30,0,2,0,118,30,10,17.999,0,12,4,14,0
62,8638.64,8804.02,165.38,437.518,50.110,5.382,26,0,1,0,103,18,6,13.799,0,9,1,16,0
63,8804.02,9024.10,220.08,703.859,56.341,10.173,34,0,2,0,147,31,14,24.299,0,13,3,18,0
64,9024.10,9210.62,186.52,546.018,42.828,5.165,29,0,2,0,118,33,9,17.399,0,15,4,10,0
65,9210.62,9382.68,172.06,418.424,35.046,3.016,25,0,1,0,100,27,5,11.250,0,14,3,8,0
66,9382.68,9566.02,183.34,543.859,45.226,7.723,29,0,1,0,122,26,9,17.249,0,16,2,11,0
67,9566.02,9765.68,199.66,461.551,44.377,6.465,28,0,2,0,99,25,8,14.999,0,9,4,15,0
68,9765.68,9960.68,195.00,427.242,38.517,6.332,25,0,1,0,107,28,5,10.050,0,16,1,8,0
69,9960.68,10181.58,220.90,528.938,40.908,2.791,30,0,2,0,118,24,10,15.299,0,8,3,19,0
70,10181.58,10353.34,171.76,553.580,39.813,2.924,28,0,1,0,131,27,8,16.051,0,15,2,11,0
71,10353.34,10553.10,199.76,569.840,49.734,8.723,31,0,2,0,131,28,11,17.853,0,13,2,17,0
72,10553.10,10752.34,199.24,399.584,36.907,3.249,25,0,1,0,104,20,5,8.551,0,12,2,11,0
73,10752.34,10940.34,188.00,584.166,54.893,15.438,31,0,2,0,127,26,11,17.253,0,16,2,13,0
74,10940.34,11140.64,200.30,419.490,41.832,5.565,27,0,2,0,106,17,7,13.502,0,9,0,18,0
75,11140.64,11343.34,202.70,554.440,42.780,5.632,29,0,2,0,125,32,9,20.403,0,14,3,12,0
76,11343.34,11511.02,167.68,431.217,44.662,8.998,27,0,1,0,105,20,7,10.652,0,10,5,12,0
77,11511.02,11732.22,221.20,597.705,46.529,4.157,31,0,3,0,128,33,11,24.004,0,16,2,13,0
78,11732.22,11907.96,175.74,517.520,51.574,8.914,30,0,2,0,112,28,10,15.753,0,10,5,15,0
79,11907.96,12054.12,146.16,436.301,38.129,2.983,27,0,1,0,99,20,7,14.702,0,6,4,17,0
80,12054.12,12217.48,163.36,480.029,50.860,6.782,27,0,1,0,111,27,7,12.752,0,13,2,12,0
81,12217.48,12398.34,180.86,529.211,53.859,10.031,30,0,1,0,117,24,10,17.853,0,12,3,15,0
82,12398.34,12641.56,243.22,516.854,56.328,15.688,29,0,3,0,127,27,9,14.552,0,13,2,14,0
83,12641.56,12859.12,217.56,656.225,57.047,8.881,33,0,2,0,140,35,13,22.054,0,17,4,12,0
84,12859.12,13031.02,171.90,629.424,47.966,8.765,31,0,1,0,133,29,11,23.854,0,17,3,11,0
85,13031.02,13231.44,200.42,526.033,53.705,9.231,30,0,2,0,113,26,10,17.853,0,11,6,13,0
86,13231.44,13497.66,266.22,698.566,62.450,11.464,34,0,3,0,146,32,14,25.204,0,14,1,19,0
87,13497.66,13708.82,211.16,594.805,58.876,12.547,31,0,2,0,138,28,11,18.003,0,10,2,19,0
88,13708.82,13926.68,217.86,670.617,59.162,14.181,33,0,2,0,140,32,13,24.604,0,16,4,13,0
89,13926.68,14214.56,287.88,758.641,55.936,11.272,35,0,3,0,155,42,15,29.705,0,17,4,14,0
90,14214.56,14447.42,232.86,677.354,62.757,9.090,32,0,2,0,142,37,12,27.154,0,18,4,10,0
91,14447.42,14653.68,206.26,706.475,68.989,9.264,33,0,2,0,138,35,13,24.604,0,20,2,11,0
92,14653.68,14839.42,185.74,615.449,60.170,8.423,28,0,2,0,124,26,8,12.152,0,13,1,14,0
93,14839.42,15055.40,215.98,766.359,52.656,5.382,32,0,2,0,134,37,12,24.304,0,17,2,13,0
94,15055.40,15263.44,208.04,785.531,61.391,11.164,31,0,2,0,142,38,11,21.453,0,19,2,10,0
95,15263.44,15513.52,250.08,768.340,47.236,7.482,32,0,2,0,143,28,12,20.253,0,12,2,18,0
96,15513.52,15721.40,207.88,844.793,63.313,7.965,32,0,2,0,141,35,12,31.355,0,20,2,10,0
97,15721.40,15943.56,222.16,696.047,63.162,16.738,30,0,2,0,128,31,10,20.103,0,17,3,10,0
98,15943.56,16137.02,193.46,726.262,43.342,10.539,29,0,2,0,138,32,9,22.054,0,16,1,12,0
99,16137.02,16306.92,169.90,644.102,46.680,8.981,28,0,1,0,124,27,8,15.603,0,17,0,11,0
100,16306.92,16533.40,226.48,652.121,46.053,10.731,29,0,2,0,121,30,9,14.402,0,13,2,14,0
101,16533.40,16760.44,227.04,828.660,53.361,5.924,35,0,3,0,142,30,15,26.854,0,12,4,19,0
102,16760.44,16982.48,222.04,998.453,53.524,6.757,36,0,2,0,172,42,16,32.255,0,18,3,15,0
103,16982.48,17218.18,235.70,892.531,43.988,4.049,35,0,2,0,162,35,15,24.904,0,20,3,12,0
104,17218.18,17493.98,275.80,985.902,52.810,12.431,36,0,3,0,160,51,16,32.705,0,19,4,13,0
105,17493.98,17758.68,264.70,1064.457,53.477,8.640,38,0,3,0,169,53,18,34.056,0,27,4,7,0
106,17758.68,17950.74,192.06,684.266,73.348,22.488,30,0,2,0,132,26,10,19.803,0,13,1,16,0
107,17950.74,18276.34,325.60,1290.926,62.664,12.480,43,0,4,0,210,55,23,43.957,0,27,1,15,0
108,18276.34,18496.32,219.98,721.750,62.489,10.074,31,0,2,0,132,27,11,18.753,0,14,4,13,0
109,18496.32,18730.56,234.24,898.438,52.188,6.965,34,0,2,0,149,37,14,29.855,0,16,2,16,0
110,18730.56,18970.38,239.82,683.738,57.270,16.963,31,0,2,0,134,22,11,17.853,0,15,0,16,0
111,18970.38,19150.32,179.94,657.398,51.345,10.331,29,0,2,0,128,24,9,18.003,0,15,1,13,0
112,19150.32,19380.22,229.90,718.129,60.582,25.328,30,0,2,0,139,26,10,21.003,0,16,0,14,0
113,19380.22,19614.70,234.48,945.926,66.208,24.128,34,0,3,0,154,47,14,33.005,0,26,3,5,0
114,19614.70,19855.58,240.88,950.379,63.950,20.822,36,0,2,0,167,33,16,28.505,0,13,1,22,0
115,19855.58,20050.44,194.86,646.133,49.644,7.715,30,0,2,0,120,26,10,16.053,0,12,4,14,0
116,20050.44,20308.00,257.56,1130.082,51.804,7.132,37,0,3,0,188,56,17,34.356,0,30,0,7,0
117,20308.00,20490.68,182.68,564.945,38.946,6.657,26,0,1,0,113,27,6,13.202,0,15,3,8,0
118,20490.68,20734.66,243.98,796.961,52.096,8.648,32,0,3,0,150,35,12,21.604,0,18,2,12,0
119,20734.66,21055.88,321.22,1474.914,80.680,19.054,49,0,4,0,231,60,29,54.609,0,32,1,16,0
120,21055.88,21260.92,205.04,847.520,45.014,8.781,31,0,2,0,154,36,11,29.105,0,21,0,10,0
121,21260.92,21483.98,223.06,747.356,53.621,14.988,28,0,2,0,140,36,8,18.903,0,22,0,6,0
122,21483.98,21745.54,261.56,1107.117,61.164,16.373,39,0,3,0,176,53,19,33.455,0,29,3,7,0
123,21745.54,22013.02,267.48,1160.168,62.194,14.738,37,0,2,0,180,57,17,42.307,0,28,3,6,0
124,22013.02,22246.34,233.32,910.000,58.584,14.106,34,0,2,0,157,37,14,29.705,0,19,2,13,0
125,22246.34,22640.66,394.32,1314.668,69.369,11.806,45,0,4,0,207,57,25,41.407,0,24,3,18,0
126,22640.66,22828.42,187.76,692.375,50.024,16.646,29,0,2,0,136,27,9,18.453,0,12,0,17,0
