episode,agentID,type,parents,generation,speed,sightRange,maxSize,maxLifetime,age,reasonOfDeath,lifetimeScore
0,-490,Prey,-1,0,12.866,1.102,2.870,104.580,33.341,Starvation,-4.116025
0,-770,Prey,-1,0,14.594,1.491,1.677,94.477,33.341,Starvation,-0.7160435
0,-910,Prey,-1,0,12.674,1.111,1.705,98.504,33.341,Starvation,-4.516012
0,-1050,Prey,-1,0,19.340,0.809,2.732,90.172,33.341,Starvation,-2.582713
0,-1190,Prey,-1,0,17.228,1.115,2.686,90.241,33.341,Starvation,-5.232674
0,-1330,Prey,-1,0,11.084,0.917,3.049,111.385,33.341,Starvation,-1.016044
0,-1470,Prey,-1,0,14.635,1.105,2.322,97.300,33.341,Starvation,-1.016044
0,-1610,Prey,-1,0,16.628,1.358,2.222,107.329,33.341,Starvation,-1.016044
0,-1890,Prey,-1,0,10.098,1.063,1.507,102.552,33.341,Starvation,-2.499384
0,-2030,Prey,-1,0,14.407,1.150,3.356,96.147,33.341,Starvation,-9.016018
0,-2170,Prey,-1,0,19.539,1.221,2.483,106.659,33.341,Starvation,-3.799371
0,-2310,Prey,-1,0,16.380,1.469,1.933,115.568,33.341,Starvation,-1.016044
0,-2450,Prey,-1,0,11.503,1.246,1.617,119.264,33.341,Starvation,-1.016044
0,-2590,Prey,-1,0,19.775,0.857,1.506,95.808,33.341,Starvation,-0.4383287
0,-2730,Prey,-1,0,18.809,1.057,1.970,105.537,33.341,Starvation,-8.016026
0,-2870,Prey,-1,0,16.226,1.334,2.110,91.466,33.341,Starvation,-1.621707
0,-3010,Prey,-1,0,13.777,1.171,2.208,109.963,33.341,Starvation,-1.016044
0,-3150,Prey,-1,0,19.726,1.220,3.043,117.803,33.341,Starvation,0.483947
0,-3570,Prey,-1,0,14.877,1.066,3.446,101.155,33.341,Starvation,-4.616017
0,-3710,Prey,-1,0,19.756,1.374,1.997,115.753,33.341,Starvation,-0.101524
0,-3850,Prey,-1,0,18.012,1.418,2.717,107.603,33.341,Starvation,-1.016044
0,-3990,Prey,-1,0,14.021,1.141,2.000,92.496,33.341,Starvation,-1.016044
0,-4130,Prey,-1,0,18.549,1.493,1.819,108.487,33.341,Starvation,-1.449376
0,-4270,Prey,-1,0,18.346,1.397,2.941,101.881,33.341,Starvation,-1.016044
0,-202,Prey,-1,0,17.427,1.231,1.696,105.884,33.341,Starvation,-1.015044
0,-350,Prey,-1,0,19.585,1.371,2.867,94.870,40.341,Starvation,-4.178399
0,-3430,Prey,-1,0,16.057,0.844,2.779,116.621,43.841,Starvation,-1.021425
