episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
35,2903.66,2992.66,89.00,152.741,26.483,0.816,21,0,44,6,1,1.500,0,13,4,4
36,2992.66,3104.32,111.66,169.817,26.880,0.467,21,0,47,8,1,1.500,0,16,1,4
37,3104.32,3222.66,118.34,210.149,33.099,3.033,23,0,58,9,3,5.400,0,18,0,5
38,3222.66,3327.00,104.34,177.460,29.950,4.932,21,0,50,7,1,4.200,0,16,0,5
39,3327.00,3444.66,117.66,167.306,46.125,11.664,21,0,46,4,1,4.200,0,13,1,7
40,3444.66,3504.66,60.00,143.710,30.786,5.599,20,0,42,5,0,0.450,0,14,2,4
41,3504.66,3564.66,60.00,154.565,30.075,4.716,20,0,48,5,0,1.050,0,13,1,6
42,3564.66,3678.66,114.00,191.140,33.862,1.850,22,0,53,5,2,3.900,0,15,2,5
43,3678.66,3738.66,60.00,148.549,27.180,1.650,20,0,45,5,0,0.000,0,14,2,4
44,3738.66,3854.00,115.34,188.028,28.195,0.133,22,0,52,6,2,4.200,0,17,1,4
45,3854.00,3970.00,116.00,182.313,37.916,9.348,21,0,49,9,1,3.300,0,17,2,2
46,3970.00,4087.00,117.00,216.225,33.944,6.482,23,0,59,11,3,4.500,0,20,0,3
47,4087.00,4194.34,107.34,178.177,29.831,2.233,21,0,51,10,1,1.500,0,17,1,3
48,4194.34,4304.32,109.98,224.664,32.406,2.399,23,0,62,10,3,5.550,0,17,0,6
49,4304.32,4415.66,111.34,191.419,26.225,1.716,21,0,50,11,1,5.100,0,16,1,4
50,4415.66,4528.00,112.34,200.721,31.944,5.532,22,0,53,9,2,3.150,0,17,1,4
51,4528.00,4588.00,60.00,159.565,25.504,1.233,20,0,50,6,0,0.600,0,14,1,5
52,4588.00,4700.00,112.00,203.356,35.992,7.565,23,0,61,9,3,4.500,0,14,1,8
53,4700.00,4818.00,118.00,194.127,29.736,3.266,22,0,57,10,2,4.350,0,15,1,6
54,4818.00,4932.00,114.00,217.279,28.367,3.283,22,0,55,11,2,6.750,0,18,0,4
55,4932.00,5043.66,111.66,197.139,28.332,1.983,22,0,56,9,2,4.350,0,17,0,5
56,5043.66,5159.46,115.80,192.654,30.115,4.582,21,0,53,6,1,3.750,0,17,1,3
57,5159.46,5276.32,116.86,212.165,29.123,1.616,23,0,56,10,3,4.500,0,16,2,5
58,5276.32,5385.66,109.34,222.760,33.151,5.699,23,0,60,14,3,7.050,0,18,3,2
59,5385.66,5497.66,112.00,223.122,44.444,9.431,23,0,61,12,3,6.150,0,20,0,3
60,5497.66,5609.00,111.34,202.083,28.332,1.616,22,0,58,9,2,4.800,0,17,1,4
61,5609.00,5723.00,114.00,221.439,32.027,2.908,23,0,63,8,3,6.900,0,16,2,5
62,5723.00,5783.00,60.00,177.004,33.248,7.690,20,0,46,10,0,3.900,0,17,0,3
63,5783.00,5928.32,145.32,246.254,35.413,1.016,25,0,72,7,5,8.850,0,14,2,9
64,5928.32,6041.32,113.00,207.088,30.461,5.099,22,0,57,10,2,4.500,0,19,2,1
65,6041.32,6158.32,117.00,202.522,30.429,0.966,22,0,62,7,2,3.600,0,11,1,10
66,6158.32,6275.32,117.00,233.869,30.355,2.649,23,0,64,10,3,8.400,0,21,1,1
67,6275.32,6387.32,112.00,210.356,30.939,3.008,23,0,60,12,3,4.800,0,16,1,6
68,6387.32,6501.00,113.68,246.234,30.514,1.883,23,0,63,11,3,7.050,0,19,1,3
69,6501.00,6612.00,111.00,251.940,33.835,4.349,24,0,73,9,4,6.900,0,21,0,3
70,6612.00,6672.00,60.00,168.639,33.788,6.848,20,0,47,8,0,2.100,0,17,0,3
71,6672.00,6790.66,118.66,207.078,26.715,0.800,21,0,54,13,1,3.900,0,18,1,2
72,6790.66,6904.32,113.66,191.364,30.350,2.466,21,0,59,7,1,2.250,0,16,1,4
73,6904.32,6964.32,60.00,205.602,22.855,0.383,20,0,54,13,0,5.100,0,20,0,0
74,6964.32,7082.66,118.34,226.456,31.603,3.816,22,0,56,15,2,4.950,0,19,0,3
75,7082.66,7190.00,107.34,214.814,31.981,4.965,22,0,55,12,2,5.700,0,17,2,3
76,7190.00,7341.26,151.26,289.099,31.617,2.133,26,0,77,13,6,12.150,0,21,1,4
77,7341.26,7453.32,112.06,189.339,31.247,6.698,21,0,54,9,1,4.650,0,18,0,3
78,7453.32,7616.00,162.68,297.422,41.313,9.739,26,0,76,12,6,11.100,0,20,0,6
79,7616.00,7676.00,60.00,172.460,26.479,2.783,20,0,49,9,0,3.900,0,19,0,1
80,7676.00,7787.00,111.00,192.523,31.835,4.416,21,0,54,11,1,4.050,0,18,2,1
81,7787.00,7903.32,116.32,242.273,28.371,1.366,23,0,65,12,3,7.050,0,19,1,3
82,7903.32,8016.00,112.68,254.620,38.100,6.782,23,0,65,14,3,7.200,0,20,0,3
83,8016.00,8129.66,113.66,208.211,35.569,3.966,22,0,56,11,2,6.900,0,18,0,4
84,8129.66,8241.66,112.00,205.333,44.857,18.920,22,0,52,13,2,3.600,0,19,1,2
85,8241.66,8357.32,115.66,250.473,30.644,1.916,23,0,68,15,3,7.500,0,20,2,1
86,8357.32,8472.00,114.68,264.068,33.216,4.116,24,0,70,14,4,8.400,0,23,0,1
87,8472.00,8584.66,112.66,251.849,28.658,2.266,23,0,65,14,3,9.000,0,20,0,3
88,8584.66,8694.66,110.00,216.998,27.311,2.766,21,0,62,9,1,5.400,0,16,0,5
89,8694.66,8811.32,116.66,231.472,33.037,5.140,24,0,59,13,4,6.000,0,18,2,4
90,8811.32,8965.66,154.34,281.929,42.326,10.497,25,0,73,17,5,10.200,0,21,1,3
91,8965.66,9025.66,60.00,191.872,26.655,3.699,20,0,58,9,0,1.350,0,18,0,2
92,9025.66,9137.00,111.34,313.247,30.242,0.833,25,0,75,16,5,11.100,0,23,1,1
93,9137.00,9197.00,60.00,170.003,29.634,3.966,20,0,48,7,0,2.700,0,16,2,2
94,9197.00,9257.00,60.00,199.779,36.835,8.065,20,0,51,11,0,4.200,0,19,0,1
95,9257.00,9376.00,119.00,266.971,33.121,1.350,24,0,70,16,4,7.500,0,20,1,3
96,9376.00,9484.66,108.66,201.762,36.909,12.680,21,0,62,6,1,2.850,0,18,0,3
97,9484.66,9596.32,111.66,301.818,32.070,1.516,26,0,71,15,6,14.699,0,20,2,4
98,9596.32,9715.32,119.00,258.766,29.763,1.766,24,0,73,11,4,9.000,0,19,0,5
99,9715.32,9827.32,112.00,266.615,35.543,6.773,24,0,65,15,4,8.850,0,21,0,3
100,9827.32,9946.00,118.68,223.479,29.513,1.066,23,0,58,9,3,5.700,0,18,2,3
101,9946.00,10165.32,219.32,362.090,34.212,1.233,29,0,88,19,9,16.949,0,26,0,3
102,10165.32,10305.00,139.68,281.750,37.393,8.698,25,0,80,14,5,8.250,0,21,1,3
103,10305.00,10418.32,113.32,213.344,36.136,5.515,22,0,52,10,2,6.150,0,17,4,1
104,10418.32,10532.66,114.34,247.238,31.623,2.949,23,0,70,13,3,4.500,0,19,0,4
105,10532.66,10649.00,116.34,205.176,28.384,4.641,21,0,55,10,1,3.450,0,18,1,2
106,10649.00,10766.00,117.00,230.742,27.898,1.300,22,0,66,9,2,3.000,0,16,1,5
107,10766.00,10880.66,114.66,270.369,29.374,2.441,23,0,73,14,3,7.950,0,21,0,2
108,10880.66,10994.00,113.34,202.424,30.674,4.257,21,0,54,10,1,3.750,0,19,1,1
109,10994.00,11100.32,106.32,208.977,31.755,4.549,21,0,60,8,1,1.500,0,18,0,3
110,11100.32,11214.00,113.68,300.691,37.737,7.581,25,0,77,16,5,9.450,0,24,0,1
111,11214.00,11333.66,119.66,266.096,30.697,4.566,23,0,70,13,3,10.050,0,21,0,2
112,11333.66,11443.32,109.66,249.723,31.477,1.950,23,0,67,13,3,6.300,0,19,1,3
113,11443.32,11554.00,110.68,248.633,27.836,0.900,23,0,67,12,3,6.450,0,19,1,3
114,11554.00,11661.32,107.32,212.273,33.761,2.899,22,0,66,9,2,5.550,0,15,1,6
115,11661.32,11778.00,116.68,248.852,26.760,0.367,23,0,71,12,3,6.150,0,22,0,1
116,11778.00,11895.66,117.66,222.283,27.392,2.799,21,0,61,9,1,4.800,0,17,1,3
117,11895.66,11955.66,60.00,178.248,28.682,0.617,20,0,53,10,0,1.050,0,18,0,2
118,11955.66,12073.32,117.66,225.295,29.302,3.849,21,0,58,13,1,5.100,0,20,1,0
119,12073.32,12182.64,109.32,213.518,35.255,11.730,21,0,57,12,1,3.450,0,18,0,3
120,12182.64,12299.66,117.02,232.900,27.837,1.616,23,0,67,7,3,7.801,0,16,2,5
121,12299.66,12416.00,116.34,269.951,35.399,3.749,25,0,68,14,5,9.602,0,18,2,5
122,12416.00,12535.32,119.32,283.205,27.919,0.617,24,0,73,18,4,8.101,0,21,1,2
123,12535.32,12685.00,149.68,268.631,30.131,2.166,24,0,72,14,4,8.551,0,21,0,3
124,12685.00,12838.00,153.00,313.283,34.647,5.599,26,0,80,18,6,13.802,0,23,1,2
125,12838.00,12951.66,113.66,237.568,32.375,2.683,23,0,67,13,3,6.301,0,17,2,4
126,12951.66,13061.32,109.66,225.053,27.513,3.766,21,0,57,14,1,6.001,0,20,0,1
127,13061.32,13175.00,113.68,293.145,28.023,2.949,23,0,75,14,3,8.101,0,23,0,0
128,13175.00,13284.32,109.32,237.846,37.864,9.048,23,0,63,15,3,5.701,0,19,1,3
129,13284.32,13426.66,142.34,319.768,33.836,6.965,26,0,85,16,6,11.252,0,23,1,2
130,13426.66,13538.66,112.00,268.682,31.058,4.416,24,0,63,17,4,11.852,0,21,1,2
131,13538.66,13648.00,109.34,244.674,31.953,6.541,22,0,65,14,2,5.551,0,18,0,4
132,13648.00,13760.14,112.14,214.637,24.000,2.333,21,0,58,12,1,5.101,0,19,0,2
133,13760.14,13878.32,118.18,326.816,34.927,6.465,25,0,77,18,5,12.002,0,25,0,0
134,13878.32,13991.66,113.34,255.471,32.259,4.582,24,0,64,14,4,7.351,0,15,4,5
135,13991.66,14105.00,113.34,245.088,37.061,5.207,23,0,71,9,3,8.251,0,19,1,3
136,14105.00,14216.32,111.32,296.600,30.580,4.166,24,0,76,16,4,11.102,0,22,0,2
137,14216.32,14326.66,110.34,238.973,43.377,10.697,22,0,68,10,2,5.551,0,17,1,4
138,14326.66,14497.00,170.34,307.205,38.960,9.682,26,0,80,17,6,9.902,0,23,1,2
139,14497.00,14615.66,118.66,250.029,30.190,4.100,23,0,64,10,3,7.651,0,20,0,3
140,14615.66,14757.24,141.58,302.715,31.563,4.908,25,0,79,16,5,13.652,0,23,1,1
141,14757.24,14877.00,119.76,293.924,30.206,3.649,25,0,67,18,5,10.052,0,23,2,0
142,14877.00,14991.32,114.32,234.678,35.460,8.914,22,0,63,10,2,5.851,0,21,0,1
143,14991.32,15110.32,119.00,243.307,37.405,2.749,23,0,65,13,3,7.351,0,19,2,2
144,15110.32,15309.00,198.68,373.023,36.111,1.316,29,0,91,19,9,16.653,0,25,1,3
145,15309.00,15459.66,150.66,304.621,36.651,3.274,24,0,81,16,4,11.252,0,23,0,1
146,15459.66,15575.32,115.66,238.393,34.699,2.566,23,0,59,12,3,9.001,0,21,1,1
147,15575.32,15682.32,107.00,227.656,23.484,1.350,21,0,64,9,1,2.700,0,19,0,2
148,15682.32,15797.32,115.00,207.053,28.288,3.916,21,0,54,17,1,3.751,0,20,1,0
149,15797.32,15917.00,119.68,205.707,36.759,5.532,22,0,52,14,2,3.000,0,16,2,4
150,15917.00,16027.66,110.66,283.418,47.965,3.966,25,0,67,14,5,10.352,0,22,0,3
151,16027.66,16143.00,115.34,296.981,52.099,9.115,24,0,67,19,4,11.402,0,21,1,2
152,16143.00,16261.66,118.66,284.967,28.253,3.466,24,0,77,9,4,10.502,0,21,0,3
153,16261.66,16376.00,114.34,298.953,42.230,6.948,24,0,78,16,4,11.552,0,21,0,3
154,16376.00,16494.00,118.00,235.940,25.729,2.999,22,0,58,15,2,5.701,0,22,0,0
155,16494.00,16654.66,160.66,300.852,29.558,1.333,25,0,78,15,5,11.102,0,25,0,0
156,16654.66,16772.00,117.34,280.441,29.818,3.166,24,0,73,18,4,10.202,0,24,0,0
157,16772.00,16881.00,109.00,240.713,21.943,0.333,21,0,55,9,1,4.201,0,19,1,1
158,16881.00,17038.00,157.00,400.984,29.490,2.433,25,0,76,18,5,10.052,0,25,0,0
159,17038.00,17200.78,162.78,471.981,38.272,2.349,29,0,89,16,9,16.503,0,25,0,4
160,17200.78,17318.00,117.22,409.527,38.694,7.448,26,0,69,22,6,14.402,0,22,2,2
161,17318.00,17435.32,117.32,294.973,23.472,0.783,22,0,62,7,2,4.351,0,19,0,3
162,17435.32,17542.66,107.34,338.449,26.012,3.799,22,0,69,12,2,6.301,0,22,0,0
163,17542.66,17661.66,119.00,406.191,32.970,7.465,24,0,74,16,4,12.302,0,23,0,1
164,17661.66,17778.66,117.00,377.852,32.366,4.732,25,0,64,17,5,10.952,0,22,1,2
165,17778.66,17891.66,113.00,390.465,38.034,3.999,26,0,68,21,6,12.152,0,23,3,0
166,17891.66,18060.00,168.34,462.836,35.063,2.349,27,0,82,19,7,17.103,0,27,0,1
167,18060.00,18171.66,111.66,363.781,35.003,5.543,25,0,70,16,5,12.452,0,23,0,2
168,18171.66,18343.00,171.34,385.457,39.833,5.949,26,0,68,22,6,12.152,0,25,1,0
169,18343.00,18457.32,114.32,325.473,27.441,1.216,21,0,66,11,1,4.951,0,21,0,0
170,18457.32,18610.32,153.00,367.637,28.824,2.399,24,0,72,12,4,6.451,0,21,0,3
171,18610.32,18722.00,111.68,349.551,30.056,2.799,24,0,67,16,4,12.302,0,21,3,0
172,18722.00,18868.32,146.32,390.438,30.635,2.783,25,0,75,16,5,12.152,0,21,1,3
173,18868.32,18987.00,118.68,369.406,32.409,5.807,24,0,65,19,4,9.902,0,23,0,1
174,18987.00,19105.32,118.32,373.731,35.276,2.233,24,0,76,18,4,11.252,0,23,0,1
175,19105.32,19220.32,115.00,365.070,36.400,7.916,25,0,77,11,5,11.702,0,22,1,2
176,19220.32,19338.32,118.00,340.348,30.357,2.533,22,0,62,15,2,8.701,0,21,1,0
177,19338.32,19449.64,111.32,320.293,32.161,6.648,22,0,62,10,2,6.601,0,19,0,3
178,19449.64,19619.32,169.68,394.266,30.561,3.999,25,0,79,17,5,8.851,0,23,0,2
179,19619.32,19792.32,173.00,497.520,45.250,5.249,29,0,91,20,9,15.152,0,27,1,1
180,19792.32,19910.32,118.00,331.965,25.075,0.850,23,0,74,10,3,6.751,0,21,0,2
181,19910.32,20026.66,116.34,306.047,25.995,3.133,22,0,58,13,2,5.101,0,22,0,0
182,20026.66,20139.66,113.00,348.738,26.802,4.549,22,0,62,19,2,8.851,0,22,0,0
183,20139.66,20250.32,110.66,379.566,36.344,10.365,23,0,74,16,3,10.202,0,22,0,1
184,20250.32,20364.00,113.68,342.148,25.416,2.483,22,0,72,10,2,7.651,0,22,0,0
185,20364.00,20483.32,119.32,393.625,42.596,5.249,26,0,83,11,6,12.902,0,24,0,2
186,20483.32,20601.66,118.34,317.406,27.217,4.241,22,0,62,12,2,8.101,0,20,0,2
187,20601.66,20712.32,110.66,313.371,34.934,8.973,22,0,59,10,2,6.001,0,21,0,1
188,20712.32,20864.32,152.00,431.770,36.867,3.982,27,0,84,17,7,13.352,0,24,0,3
189,20864.32,21034.00,169.68,414.496,34.437,4.632,26,0,76,19,6,11.402,0,24,1,1
190,21034.00,21153.32,119.32,313.551,22.582,0.067,21,0,60,12,1,8.401,0,19,0,2
191,21153.32,21273.00,119.68,377.793,33.114,2.199,24,0,69,17,4,11.402,0,24,0,0
192,21273.00,21389.66,116.66,335.731,25.313,0.667,24,0,74,14,4,8.401,0,24,0,0
193,21389.66,21505.32,115.66,317.906,27.313,1.650,21,0,55,12,1,7.351,0,19,0,2
194,21505.32,21664.66,159.34,401.895,31.483,1.933,26,0,81,20,6,12.002,0,25,1,0
195,21664.66,21774.32,109.66,336.219,25.744,2.908,22,0,64,12,2,7.651,0,21,1,0
196,21774.32,21931.66,157.34,324.859,30.595,5.690,24,0,64,14,4,6.901,0,20,2,2
197,21931.66,22093.32,161.66,420.199,32.113,5.265,25,0,83,18,5,11.402,0,24,0,1
198,22093.32,22210.00,116.68,397.715,29.744,2.866,25,0,79,12,5,7.801,0,23,0,2
199,22210.00,22323.66,113.66,356.859,29.486,2.383,23,0,72,14,3,10.352,0,23,0,0
200,22323.66,22476.00,152.34,379.481,29.754,2.774,26,0,79,14,6,10.502,0,22,2,2
201,22476.00,22644.32,168.32,415.613,32.219,2.149,26,0,75,17,6,13.802,0,25,1,0
202,22644.32,22761.66,117.34,420.715,40.448,8.840,26,0,80,17,6,12.902,0,26,0,0
203,22761.66,22878.66,117.00,414.215,26.436,1.766,24,0,77,18,4,15.002,0,24,0,0
204,22878.66,22938.66,60.00,278.504,27.462,5.482,20,0,52,14,0,3.601,0,20,0,0
205,22938.66,23104.32,165.66,492.145,34.455,2.699,29,0,90,23,9,18.003,0,27,1,1
206,23104.32,23215.66,111.34,312.574,25.085,2.150,22,0,67,11,2,6.301,0,20,1,1
207,23215.66,23334.32,118.66,377.227,29.309,2.799,23,0,65,19,3,8.251,0,23,0,0
208,23334.32,23444.32,110.00,429.352,32.664,6.532,26,0,82,18,6,13.052,0,23,2,1
209,23444.32,23607.66,163.34,468.590,33.811,0.833,28,0,90,22,8,17.103,0,27,0,1
210,23607.66,23770.00,162.34,522.106,33.176,3.366,29,0,98,20,9,16.953,0,26,0,3
211,23770.00,23936.32,166.32,494.031,35.692,2.225,29,0,94,20,9,16.503,0,27,1,1
212,23936.32,24055.00,118.68,316.926,24.120,2.241,21,0,60,12,1,6.901,0,21,0,0
213,24055.00,24174.32,119.32,335.977,26.135,2.299,23,0,67,12,3,6.601,0,23,0,0
214,24174.32,24291.00,116.68,324.039,35.598,9.759,22,0,58,14,2,6.151,0,21,1,0
215,24291.00,24456.66,165.66,419.809,27.831,2.666,25,0,82,18,5,12.152,0,24,0,1
216,24456.66,24570.00,113.34,360.836,29.416,5.499,23,0,67,15,3,11.252,0,23,0,0
217,24570.00,24688.66,118.66,366.887,29.419,4.282,23,0,70,16,3,10.352,0,23,0,0
218,24688.66,24856.00,167.34,478.875,35.471,4.008,28,0,86,26,8,14.402,0,27,1,0
219,24856.00,24966.66,110.66,399.133,31.657,3.716,24,0,79,19,4,13.952,0,23,0,1
220,24966.66,25078.32,111.66,326.031,25.143,1.283,22,0,59,17,2,4.951,0,21,0,1
221,25078.32,25193.32,115.00,377.148,28.492,1.716,24,0,65,17,4,11.252,0,24,0,0
222,25193.32,25349.66,156.34,417.953,32.851,5.999,24,0,77,21,4,14.852,0,23,0,1
223,25349.66,25513.32,163.66,414.664,30.304,4.516,25,0,78,20,5,13.052,0,24,0,1
224,25513.32,25673.00,159.68,458.582,31.436,3.558,27,0,85,19,7,17.553,0,25,1,1
225,25673.00,25790.66,117.66,433.063,30.211,2.866,26,0,84,21,6,14.552,0,26,0,0
226,25790.66,25908.66,118.00,400.441,33.936,7.140,25,0,75,17,5,10.652,0,24,0,1
227,25908.66,26022.00,113.34,354.297,31.839,4.241,23,0,69,11,3,9.902,0,20,0,3
228,26022.00,26133.00,111.00,355.332,28.328,3.432,24,0,68,15,4,12.002,0,22,0,2
229,26133.00,26295.32,162.32,422.070,34.441,7.232,26,0,74,23,6,12.302,0,23,2,1
230,26295.32,26409.00,113.68,360.891,29.583,4.933,24,0,73,14,4,8.251,0,21,2,1
231,26409.00,26524.00,115.00,381.285,26.427,1.700,24,0,75,15,4,11.702,0,23,0,1
232,26524.00,26632.00,108.00,365.984,26.891,4.857,22,0,68,15,2,10.952,0,22,0,0
233,26632.00,26749.66,117.66,341.012,28.799,3.049,22,0,73,11,2,6.601,0,20,0,2
234,26749.66,26908.66,159.00,439.824,39.083,9.064,28,0,85,19,8,14.102,0,25,1,2
235,26908.66,27045.66,137.00,443.145,29.726,2.866,26,0,85,20,6,15.152,0,26,0,0
236,27045.66,27160.66,115.00,310.070,25.641,4.482,21,0,57,13,1,4.951,0,20,1,0
237,27160.66,27317.00,156.34,440.148,33.771,6.832,26,0,84,23,6,12.002,0,26,0,0
238,27317.00,27432.32,115.32,403.926,30.237,4.566,25,0,70,19,5,13.952,0,22,1,2
239,27432.32,27594.32,162.00,378.102,26.969,1.841,24,0,70,17,4,10.652,0,19,1,4
240,27594.32,27713.32,119.00,496.027,35.329,4.466,28,0,90,24,8,21.003,0,28,0,0
241,27713.32,27832.66,119.34,381.738,28.585,4.166,24,0,70,18,4,10.052,0,23,1,0
242,27832.66,27951.32,118.66,346.883,27.453,5.174,22,0,63,18,2,7.801,0,22,0,0
243,27951.32,28113.00,161.68,251.391,30.258,2.699,27,0,87,19,7,13.802,0,26,0,1
244,28113.00,28232.32,119.32,204.734,31.484,4.449,25,0,70,16,5,14.402,0,22,1,2
245,28232.32,28343.24,110.92,194.758,33.674,7.125,25,0,66,16,5,9.151,0,20,5,0
246,28343.24,28459.32,116.08,206.008,29.043,3.391,24,0,79,13,4,11.252,0,23,0,1
247,28459.32,28578.32,119.00,238.570,34.522,6.465,27,0,74,21,7,14.102,0,27,0,0
248,28578.32,28698.00,119.68,257.453,30.840,1.916,27,0,85,22,7,17.853,0,25,1,1
249,28698.00,28817.32,119.32,236.453,32.571,3.766,26,0,73,22,6,12.602,0,24,1,1
250,28817.32,28988.32,171.00,216.391,27.962,3.331,24,0,78,19,4,12.752,0,24,0,0
251,28988.32,29103.00,114.68,206.828,28.141,2.641,24,0,72,19,4,14.252,0,23,1,0
252,29103.00,29212.32,109.32,190.680,35.634,7.141,23,0,71,14,3,7.801,0,21,0,2
253,29212.32,29326.66,114.34,201.977,34.009,2.793,24,0,72,15,4,11.702,0,23,1,0
254,29326.66,29493.32,166.66,247.750,29.329,1.505,26,0,88,18,6,14.552,0,26,0,0
255,29493.32,29664.00,170.68,222.391,33.997,7.833,25,0,80,18,5,14.102,0,25,0,0
256,29664.00,29782.32,118.32,205.891,28.434,3.846,24,0,74,14,4,11.402,0,21,1,2
257,29782.32,29900.32,118.00,192.281,29.259,5.534,23,0,69,15,3,12.752,0,22,1,0
258,29900.32,30063.32,163.00,243.578,33.182,4.950,27,0,86,19,7,12.602,0,24,2,1
259,30063.32,30240.66,177.34,294.828,38.726,7.877,30,0,98,23,10,20.403,0,28,1,1
260,30240.66,30404.32,163.66,249.789,29.662,3.687,26,0,90,21,6,13.652,0,26,0,0
261,30404.32,30570.66,166.34,255.164,34.798,5.109,28,0,83,20,8,17.403,0,25,2,1
262,30570.66,30689.66,119.00,199.180,36.552,11.739,24,0,72,17,4,12.152,0,20,1,3
263,30689.66,30807.66,118.00,204.578,27.091,1.271,25,0,73,13,5,8.851,0,24,0,1
264,30807.66,30922.66,115.00,199.594,25.135,0.987,24,0,71,17,4,10.352,0,22,1,1
265,30922.66,31090.32,167.66,263.820,32.354,3.746,28,0,90,23,8,13.193,0,26,0,2
266,31090.32,31242.32,152.00,212.375,31.276,4.222,25,0,78,13,5,12.142,0,24,0,1
267,31242.32,31411.32,169.00,315.758,48.394,15.654,32,0,105,25,12,21.136,0,30,0,2
268,31411.32,31525.66,114.34,201.844,29.235,3.897,24,0,68,14,4,11.393,0,23,0,1
269,31525.66,31640.00,114.34,187.922,28.902,5.569,23,0,66,15,3,8.994,0,21,1,1
270,31640.00,31756.00,116.00,220.844,37.912,6.104,26,0,69,19,6,12.892,0,26,0,0
271,31756.00,31903.32,147.32,215.711,29.986,5.435,24,0,74,20,4,12.592,0,23,1,0
272,31903.32,32017.00,113.68,243.531,34.076,5.326,26,0,88,22,6,12.442,0,24,0,2
273,32017.00,32132.66,115.66,210.789,31.550,3.938,24,0,79,16,4,12.292,0,23,0,1
274,32132.66,32244.00,111.34,139.359,38.045,5.586,21,0,53,14,1,7.945,0,21,0,0
275,32244.00,32355.32,111.32,209.164,32.536,7.574,24,0,71,18,4,13.641,0,24,0,0
