episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
102,9741.00,9892.66,151.66,286.797,30.902,2.183,24,0,74,12,4,12.899,0,22,0,2
103,9892.66,10007.00,114.34,220.010,28.797,1.141,22,0,65,6,2,7.050,0,21,0,1
104,10007.00,10121.32,114.32,203.879,31.696,3.832,21,0,58,11,1,2.700,0,17,1,3
105,10121.32,10238.00,116.68,269.045,28.746,3.641,23,0,73,16,3,6.600,0,23,0,0
106,10238.00,10343.94,105.94,230.246,26.398,3.566,21,0,63,12,1,7.050,0,18,1,2
107,10343.94,10493.32,149.38,277.791,33.214,5.432,24,0,75,11,4,8.700,0,21,0,3
108,10493.32,10600.66,107.34,293.885,29.427,1.850,24,0,74,16,4,9.300,0,23,0,1
109,10600.66,10718.66,118.00,270.592,35.768,8.231,24,0,74,13,4,6.150,0,24,0,0
110,10718.66,10831.32,112.66,230.518,33.390,3.999,22,0,61,13,2,8.250,0,19,2,1
111,10831.32,10940.32,109.00,248.559,35.250,3.183,23,0,58,17,3,8.250,0,20,1,2
112,10940.32,11112.66,172.34,294.309,32.781,5.199,25,0,72,19,5,11.100,0,23,0,2
113,11112.66,11228.32,115.66,259.348,32.554,2.816,23,0,73,15,3,7.950,0,22,0,1
114,11228.32,11338.32,110.00,200.090,51.605,9.106,22,0,52,12,2,6.000,0,15,4,3
115,11338.32,11447.32,109.00,217.209,38.423,9.656,21,0,59,12,1,3.600,0,18,1,2
116,11447.32,11566.66,119.34,350.535,39.174,5.349,28,0,79,19,8,16.799,0,25,1,2
117,11566.66,11678.00,111.34,328.445,36.400,1.083,26,0,87,15,6,12.300,0,23,1,2
118,11678.00,11787.66,109.66,267.330,32.185,5.824,23,0,73,14,3,7.200,0,19,1,3
119,11787.66,11901.66,114.00,262.172,34.940,3.516,23,0,63,18,3,9.150,0,22,0,1
120,11901.66,12011.32,109.66,199.238,27.877,3.149,21,0,56,10,1,3.600,0,15,1,5
121,12011.32,12127.32,116.00,246.662,38.873,10.843,24,0,60,16,4,7.050,0,19,3,2
122,12127.32,12242.00,114.68,240.332,32.728,2.683,23,0,60,18,3,6.300,0,21,1,1
123,12242.00,12356.32,114.32,244.516,37.106,6.174,23,0,64,10,3,8.551,0,21,0,2
124,12356.32,12473.00,116.68,301.553,32.279,1.750,25,0,74,14,5,14.102,0,21,1,3
125,12473.00,12587.32,114.32,198.537,29.877,2.050,21,0,54,10,1,1.500,0,17,2,2
126,12587.32,12699.32,112.00,297.258,29.498,1.233,25,0,73,14,5,12.752,0,20,1,4
127,12699.32,12814.00,114.68,224.510,39.238,4.957,23,0,57,17,3,5.251,0,22,0,1
128,12814.00,12932.00,118.00,315.576,35.087,4.832,26,0,80,13,6,12.002,0,21,0,5
129,12932.00,13103.00,171.00,337.705,34.304,5.282,27,0,90,17,7,12.752,0,25,0,2
130,13103.00,13216.32,113.32,255.764,29.663,5.425,23,0,68,16,3,8.551,0,19,1,3
131,13216.32,13334.00,117.68,291.229,41.812,9.456,25,0,75,13,5,10.952,0,21,1,3
132,13334.00,13450.66,116.66,260.402,29.761,3.916,23,0,59,14,3,8.251,0,22,0,1
133,13450.66,13570.00,119.34,255.754,42.993,12.147,22,0,71,12,2,6.601,0,20,0,2
134,13570.00,13741.66,171.66,319.525,34.087,2.349,28,0,75,21,8,13.352,0,25,0,3
135,13741.66,13801.66,60.00,190.881,28.867,4.857,20,0,51,8,0,2.700,0,17,0,3
136,13801.66,13965.66,164.00,299.703,39.948,4.524,26,0,64,20,6,16.203,0,25,0,1
137,13965.66,14127.00,161.34,311.471,30.340,3.449,26,0,78,16,6,10.802,0,24,0,2
138,14127.00,14243.00,116.00,256.270,30.730,5.882,23,0,62,14,3,9.452,0,20,1,2
139,14243.00,14352.66,109.66,224.641,25.265,0.900,21,0,59,9,1,7.801,0,20,1,0
140,14352.66,14471.66,119.00,255.703,24.503,1.791,22,0,69,9,2,9.602,0,21,0,1
141,14471.66,14590.00,118.34,276.465,31.924,3.832,24,0,69,13,4,10.952,0,20,2,2
142,14590.00,14705.66,115.66,222.914,28.857,3.775,21,0,64,5,1,6.151,0,19,1,1
143,14705.66,14858.00,152.34,333.652,34.819,6.074,27,0,88,16,7,12.302,0,26,0,1
144,14858.00,14968.32,110.32,219.748,29.644,3.116,21,0,53,19,1,6.751,0,19,2,0
145,14968.32,15084.66,116.34,328.084,39.494,6.832,26,0,86,13,6,12.602,0,25,0,1
146,15084.66,15255.00,170.34,367.984,40.788,3.799,28,0,86,18,8,19.053,0,26,1,1
147,15255.00,15366.66,111.66,254.164,33.490,2.899,24,0,58,16,4,7.501,0,19,3,2
148,15366.66,15483.66,117.00,275.006,30.249,4.932,24,0,77,13,4,9.452,0,20,0,4
149,15483.66,15595.00,111.34,244.596,27.516,1.533,21,0,65,10,1,8.851,0,19,0,2
150,15595.00,15764.32,169.32,309.029,30.065,3.216,26,0,79,15,6,10.052,0,23,0,3
151,15764.32,15881.32,117.00,271.127,40.852,4.957,24,0,72,13,4,10.052,0,20,1,3
152,15881.32,15995.66,114.34,268.740,26.676,2.916,23,0,76,11,3,8.551,0,20,0,3
153,15995.66,16157.32,161.66,336.813,28.975,2.766,26,0,80,13,6,15.753,0,25,0,1
154,16157.32,16270.00,112.68,229.557,27.902,3.033,23,0,63,10,3,6.151,0,19,2,2
155,16270.00,16381.00,111.00,273.057,26.882,4.682,22,0,69,12,2,11.402,0,22,0,0
156,16381.00,16498.00,117.00,284.334,27.980,2.499,24,0,73,16,4,9.752,0,22,2,0
157,16498.00,16647.66,149.66,293.900,29.061,2.383,24,0,71,15,4,8.701,0,22,1,1
158,16647.66,16759.66,112.00,285.426,26.898,2.866,22,0,58,11,2,3.901,0,19,1,2
159,16759.66,16879.00,119.34,345.031,22.986,0.766,22,0,67,11,2,9.151,0,21,0,1
160,16879.00,16990.32,111.32,391.066,31.109,2.883,24,0,76,16,4,12.602,0,23,1,0
161,16990.32,17146.00,155.68,441.391,37.552,6.032,27,0,89,16,7,15.453,0,25,1,1
162,17146.00,17265.32,119.32,322.242,31.573,3.882,24,0,61,12,4,8.551,0,19,3,2
163,17265.32,17380.00,114.68,300.215,31.982,6.482,22,0,64,10,2,4.351,0,21,0,1
164,17380.00,17544.00,164.00,465.594,33.713,3.882,28,0,84,20,8,15.603,0,28,0,0
165,17544.00,17647.00,103.00,289.789,32.192,9.882,21,0,53,12,1,4.051,0,20,0,1
166,17647.00,17808.00,161.00,381.469,30.639,5.240,23,0,74,15,3,9.752,0,22,0,1
167,17808.00,17955.66,147.66,375.422,31.265,2.816,25,0,76,15,5,11.102,0,24,0,1
168,17955.66,18065.32,109.66,404.824,32.412,4.757,26,0,66,18,6,12.602,0,24,1,1
169,18065.32,18180.66,115.34,377.879,42.205,3.482,24,0,72,17,4,10.052,0,23,0,1
170,18180.66,18299.66,119.00,424.332,38.714,5.482,26,0,70,23,6,13.052,0,24,1,1
171,18299.66,18464.32,164.66,384.602,40.456,9.548,25,0,76,14,5,12.452,0,20,1,4
172,18464.32,18582.32,118.00,403.867,32.740,4.332,25,0,77,17,5,12.452,0,24,0,1
173,18582.32,18745.32,163.00,344.402,30.026,4.716,23,0,75,15,3,6.301,0,23,0,0
174,18745.32,18861.32,116.00,397.324,43.631,5.074,25,0,72,15,5,12.902,0,23,0,2
175,18861.32,18980.66,119.34,388.231,33.784,6.865,25,0,75,17,5,10.352,0,22,1,2
176,18980.66,19147.66,167.00,351.754,42.854,10.048,26,0,68,20,6,9.752,0,20,3,3
177,19147.66,19255.32,107.66,367.219,28.854,3.616,23,0,73,13,3,8.251,0,22,0,1
178,19255.32,19372.00,116.68,363.941,27.072,2.016,24,0,66,14,4,8.101,0,20,2,2
179,19372.00,19489.66,117.66,336.465,23.511,0.417,22,0,59,19,2,6.601,0,18,3,1
180,19489.66,19600.00,110.34,330.891,23.520,0.350,22,0,63,14,2,11.102,0,20,1,1
181,19600.00,19759.00,159.00,434.895,33.271,2.283,28,0,84,18,8,13.202,0,26,1,1
182,19759.00,19873.32,114.32,333.688,30.114,3.749,22,0,70,10,2,7.051,0,21,0,1
183,19873.32,19986.66,113.34,345.645,29.610,3.866,23,0,70,18,3,7.351,0,23,0,0
184,19986.66,20099.00,112.34,363.582,36.579,5.082,24,0,69,14,4,10.952,0,23,1,0
185,20099.00,20215.00,116.00,337.836,32.241,7.740,23,0,75,16,3,7.051,0,23,0,0
186,20215.00,20325.32,110.32,312.059,28.109,2.816,21,0,54,13,1,5.251,0,21,0,0
187,20325.32,20439.00,113.68,351.227,36.309,3.249,22,0,58,13,2,9.902,0,22,0,0
188,20439.00,20556.32,117.32,380.363,27.329,3.283,23,0,71,18,3,8.851,0,22,1,0
189,20556.32,20671.32,115.00,358.426,30.407,5.399,23,0,61,17,3,8.551,0,22,1,0
190,20671.32,20790.66,119.34,466.004,31.772,2.816,27,0,83,20,7,17.403,0,26,0,1
191,20790.66,20954.32,163.66,402.152,34.014,2.849,26,0,84,15,6,10.952,0,23,1,2
192,20954.32,21109.00,154.68,441.527,29.550,1.641,27,0,84,17,7,14.702,0,26,0,1
193,21109.00,21223.32,114.32,312.832,28.952,6.307,22,0,65,12,2,6.451,0,21,0,1
194,21223.32,21334.66,111.34,368.008,33.770,5.132,24,0,71,19,4,9.902,0,21,2,1
195,21334.66,21488.00,153.34,415.102,28.600,3.416,24,0,78,18,4,10.502,0,24,0,0
196,21488.00,21607.66,119.66,405.203,28.928,1.266,26,0,80,15,6,10.502,0,22,1,3
197,21607.66,21761.66,154.00,377.910,30.712,0.983,24,0,74,14,4,9.452,0,22,0,2
198,21761.66,21878.32,116.66,309.828,24.102,2.499,21,0,59,13,1,6.301,0,21,0,0
199,21878.32,21996.00,117.68,350.926,28.951,0.966,24,0,70,17,4,11.402,0,21,1,2
200,21996.00,22115.32,119.32,408.266,32.885,0.783,24,0,76,16,4,13.352,0,24,0,0
201,22115.32,22233.66,118.34,424.059,30.899,1.700,26,0,78,18,6,11.402,0,25,1,0
202,22233.66,22339.32,105.66,368.652,29.209,2.125,23,0,70,15,3,9.902,0,21,0,2
203,22339.32,22458.66,119.34,412.293,27.816,2.383,25,0,81,16,5,15.753,0,22,1,2
204,22458.66,22612.32,153.66,400.934,35.282,4.382,27,0,68,17,7,14.702,0,22,1,4
205,22612.32,22726.32,114.00,325.914,34.820,5.165,23,0,69,11,3,6.151,0,22,1,0
206,22726.32,22844.00,117.68,379.035,25.618,2.083,23,0,78,12,3,8.701,0,23,0,0
207,22844.00,23015.32,171.32,438.391,39.347,8.274,27,0,81,17,7,13.502,0,25,2,0
208,23015.32,23187.00,171.68,491.227,40.335,2.033,30,0,82,25,10,20.253,0,27,1,2
209,23187.00,23302.00,115.00,394.723,26.790,1.566,24,0,75,18,4,9.302,0,23,0,1
210,23302.00,23418.66,116.66,476.445,28.151,2.016,26,0,84,22,6,17.403,0,26,0,0
211,23418.66,23537.00,118.34,353.594,26.670,2.450,22,0,68,16,2,9.902,0,22,0,0
212,23537.00,23656.00,119.00,426.035,29.402,0.933,26,0,79,15,6,13.052,0,23,1,2
213,23656.00,23770.32,114.32,327.664,28.121,3.283,22,0,63,17,2,9.452,0,19,1,2
214,23770.32,23881.00,110.68,328.652,25.676,1.166,23,0,70,11,3,5.551,0,22,0,1
215,23881.00,24046.66,165.66,459.711,44.352,10.714,29,0,90,19,9,14.702,0,27,0,2
216,24046.66,24159.32,112.66,440.481,36.848,5.232,26,0,74,25,6,13.952,0,25,1,0
217,24159.32,24269.66,110.34,305.473,26.711,2.066,22,0,58,13,2,4.651,0,21,1,0
218,24269.66,24385.32,115.66,291.656,28.536,3.516,22,0,54,14,2,7.501,0,21,0,1
219,24385.32,24504.32,119.00,381.000,25.635,1.200,24,0,68,14,4,10.502,0,24,0,0
220,24504.32,24667.66,163.34,479.523,30.957,1.750,27,0,87,21,7,13.802,0,26,0,1
221,24667.66,24786.66,119.00,405.691,29.321,1.800,25,0,72,17,5,12.902,0,23,0,2
222,24786.66,24897.00,110.34,287.426,29.429,5.857,21,0,55,14,1,4.351,0,20,0,1
223,24897.00,25011.66,114.66,330.840,32.271,6.932,23,0,61,14,3,9.752,0,22,0,1
224,25011.66,25181.00,169.34,561.477,35.379,2.966,31,0,97,24,11,23.854,0,30,1,0
225,25181.00,25334.00,153.00,342.582,25.396,1.750,23,0,61,16,3,9.302,0,22,1,0
226,25334.00,25493.66,159.66,478.488,35.510,6.890,27,0,87,24,7,15.002,0,26,1,0
227,25493.66,25645.66,152.00,437.215,32.566,4.291,26,0,80,20,6,14.852,0,24,2,0
228,25645.66,25759.66,114.00,344.625,36.021,12.748,23,0,60,18,3,8.251,0,22,0,1
229,25759.66,25928.66,169.00,383.301,28.009,3.949,24,0,66,18,4,12.152,0,24,0,0
230,25928.66,26041.66,113.00,288.375,23.842,2.233,21,0,52,13,1,6.901,0,21,0,0
231,26041.66,26160.32,118.66,512.750,38.022,7.116,29,0,91,20,9,21.754,0,25,0,4
232,26160.32,26331.32,171.00,422.258,32.384,1.841,25,0,81,14,5,15.903,0,25,0,0
233,26331.32,26450.00,118.68,376.324,27.209,3.466,23,0,69,18,3,11.702,0,22,1,0
234,26450.00,26562.00,112.00,315.063,27.069,4.566,22,0,67,13,2,7.351,0,20,1,1
235,26562.00,26678.32,116.32,405.906,30.520,5.266,25,0,69,19,5,16.203,0,22,1,2
236,26678.32,26796.66,118.34,385.250,26.580,2.050,24,0,76,12,4,11.702,0,21,2,1
237,26796.66,26937.66,141.00,402.945,29.369,3.841,25,0,78,18,5,10.052,0,24,1,0
238,26937.66,27102.32,164.66,492.742,31.858,3.632,28,0,93,19,8,15.903,0,27,0,1
239,27102.32,27269.00,166.68,504.813,44.228,11.739,28,0,86,23,8,17.853,0,28,0,0
240,27269.00,27435.66,166.66,462.621,35.405,6.694,28,0,92,20,8,13.202,0,26,0,2
241,27435.66,27543.32,107.66,365.621,30.204,5.510,23,0,65,18,3,13.352,0,23,0,0
242,27543.32,27702.32,159.00,373.754,35.283,5.937,27,0,80,16,7,14.402,0,25,1,1
243,27702.32,27821.32,119.00,225.063,37.872,8.596,25,0,79,18,5,12.602,0,23,1,1
244,27821.32,27939.00,117.68,246.047,32.448,4.858,27,0,85,17,7,13.202,0,22,1,4
245,27939.00,28100.66,161.66,223.664,30.909,4.900,25,0,86,14,5,15.002,0,24,0,1
246,28100.66,28219.32,118.66,221.813,32.284,6.138,25,0,84,16,5,10.802,0,24,0,1
247,28219.32,28361.66,142.34,212.813,32.375,7.425,24,0,80,15,4,11.852,0,23,0,1
248,28361.66,28530.00,168.34,324.844,37.645,4.014,33,0,103,25,13,25.654,0,31,0,2
249,28530.00,28689.00,159.00,219.461,28.075,2.810,25,0,81,19,5,10.352,0,25,0,0
250,28689.00,28807.00,118.00,210.398,31.172,6.914,24,0,75,19,4,13.052,0,23,0,1
251,28807.00,28966.66,159.66,195.609,28.955,4.097,24,0,68,14,4,12.752,0,19,2,3
252,28966.66,29133.00,166.34,245.148,33.898,4.330,26,0,85,22,6,15.302,0,25,1,0
253,29133.00,29293.32,160.32,302.711,36.995,5.836,30,0,99,24,10,22.204,0,29,0,1
254,29293.32,29409.00,115.68,213.344,27.603,2.191,25,0,73,17,5,11.852,0,24,0,1
255,29409.00,29517.66,108.66,210.281,31.417,6.521,24,0,80,15,4,8.851,0,23,0,1
256,29517.66,29684.66,167.00,254.484,31.997,3.111,28,0,83,20,8,14.702,0,27,0,1
257,29684.66,29843.66,159.00,242.734,36.804,8.269,27,0,83,19,7,17.853,0,26,1,0
258,29843.66,30002.32,158.66,255.078,35.672,5.636,28,0,87,19,8,14.852,0,26,0,2
259,30002.32,30160.32,158.00,229.250,30.243,3.863,26,0,84,18,6,12.302,0,23,0,3
260,30160.32,30323.66,163.34,256.313,38.539,6.923,28,0,92,18,8,14.393,0,26,0,2
261,30323.66,30487.32,163.66,243.383,28.276,1.221,26,0,86,22,6,14.541,0,26,0,0
262,30487.32,30605.66,118.34,254.539,35.942,6.463,26,0,87,22,6,16.789,0,26,0,0
263,30605.66,30769.00,163.34,270.320,43.586,13.961,28,0,86,23,8,16.789,0,26,1,1
264,30769.00,30934.00,165.00,253.227,32.520,2.274,28,0,87,20,8,15.440,0,26,0,2
265,30934.00,31099.32,165.32,229.805,32.126,5.034,26,0,82,16,6,14.241,0,26,0,0
266,31099.32,31268.00,168.68,232.695,33.503,7.542,26,0,82,19,6,13.491,0,26,0,0
267,31268.00,31384.66,116.66,204.148,29.639,5.042,24,0,76,14,4,12.142,0,24,0,0
268,31384.66,31541.00,156.34,284.367,37.412,4.967,30,0,96,22,10,18.588,0,26,1,3
269,31541.00,31658.32,117.32,191.930,32.429,7.357,23,0,76,13,3,9.444,0,22,0,1
270,31658.32,31770.32,112.00,182.875,27.375,4.080,23,0,63,20,3,11.542,0,21,0,2
271,31770.32,31886.32,116.00,198.367,35.653,10.058,24,0,75,13,4,9.744,0,23,0,1
272,31886.32,32047.00,160.68,240.375,37.516,6.421,26,0,84,20,6,19.787,0,25,0,1
273,32047.00,32156.66,109.66,182.164,25.132,2.927,22,0,68,14,2,8.844,0,20,1,1
274,32156.66,32325.66,169.00,276.555,32.635,4.532,28,0,95,25,8,17.389,0,27,0,1
275,32325.66,32483.66,158.00,239.180,30.147,2.567,26,0,86,19,6,15.740,0,25,0,1
