episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
67,9243.00,9406.66,163.66,311.447,29.453,2.616,25,0,65,23,5,15.903,0,24,0,1
68,9406.66,9583.00,176.34,324.447,29.759,1.933,25,0,75,20,5,10.352,0,25,0,0
69,9583.00,9689.00,106.00,280.506,24.482,0.300,23,0,62,18,3,8.101,0,23,0,0
70,9689.00,9858.00,169.00,356.381,32.122,2.483,26,0,82,19,6,12.902,0,26,0,0
71,9858.00,10026.32,168.32,357.727,27.479,1.450,25,0,84,23,5,11.552,0,25,0,0
72,10026.32,10145.66,119.34,321.445,39.609,2.316,25,0,69,24,5,13.202,0,23,1,1
73,10145.66,10312.32,166.66,364.381,29.068,1.433,26,0,80,22,6,16.803,0,25,0,1
74,10312.32,10425.32,113.00,311.156,29.896,4.157,24,0,62,23,4,11.702,0,22,1,1
75,10425.32,10593.66,168.34,398.758,31.889,2.208,28,0,93,25,8,15.753,0,28,0,0
76,10593.66,10752.00,158.34,404.773,33.367,3.133,28,0,92,27,8,18.303,0,27,0,1
77,10752.00,10861.66,109.66,260.572,26.479,0.467,22,0,60,14,2,8.251,0,20,1,1
78,10861.66,11012.00,150.34,368.160,31.966,2.116,27,0,88,21,7,18.603,0,25,0,2
79,11012.00,11129.00,117.00,341.516,27.753,1.916,25,0,80,19,5,13.502,0,25,0,0
80,11129.00,11297.32,168.32,385.670,33.438,3.416,28,0,91,25,8,15.603,0,28,0,0
81,11297.32,11415.00,117.68,284.383,27.411,2.141,23,0,58,18,3,11.852,0,22,0,1
82,11415.00,11529.00,114.00,240.660,26.714,2.866,22,0,54,22,2,8.701,0,21,1,0
83,11529.00,11699.00,170.00,352.969,30.943,3.899,26,0,80,24,6,12.602,0,26,0,0
84,11699.00,11809.00,110.00,249.324,24.859,0.966,22,0,66,15,2,6.151,0,21,1,0
85,11809.00,11983.00,174.00,332.641,30.206,2.566,25,0,79,19,5,12.152,0,25,0,0
86,11983.00,12101.66,118.66,339.207,29.865,3.349,25,0,77,22,5,13.952,0,25,0,0
87,12101.66,12220.66,119.00,395.611,32.482,3.982,27,0,82,23,7,22.954,0,26,1,0
88,12220.66,12337.32,116.66,315.752,29.569,2.000,25,0,75,17,5,14.702,0,24,0,1
89,12337.32,12451.66,114.34,313.004,34.566,4.241,24,0,71,19,4,12.002,0,22,0,2
90,12451.66,12619.66,168.00,380.619,35.654,6.840,27,0,88,24,7,14.102,0,26,0,1
91,12619.66,12788.32,168.66,423.559,34.491,1.708,30,0,95,26,10,19.803,0,28,0,2
92,12788.32,12988.66,200.34,430.496,31.098,0.983,29,0,92,25,9,19.803,0,29,0,0
93,12988.66,13142.66,154.00,490.922,30.361,2.516,27,0,86,23,7,14.852,0,27,0,0
94,13142.66,13255.00,112.34,390.992,28.813,3.041,24,0,60,17,4,13.952,0,23,0,1
95,13255.00,13366.66,111.66,409.293,28.734,2.566,24,0,64,19,4,14.402,0,23,0,1
96,13366.66,13533.00,166.34,490.195,32.501,2.549,28,0,88,23,8,16.053,0,27,0,1
97,13533.00,13651.66,118.66,429.172,29.902,3.383,25,0,78,23,5,11.702,0,24,1,0
98,13651.66,13771.32,119.66,483.785,33.003,4.574,27,0,78,21,7,15.152,0,27,0,0
99,13771.32,13889.00,117.68,445.648,28.064,0.650,26,0,78,21,6,14.552,0,26,0,0
100,13889.00,14006.00,117.00,431.910,29.189,2.949,24,0,76,21,4,13.202,0,24,0,0
101,14006.00,14124.32,118.32,407.172,25.325,1.508,23,0,71,16,3,12.302,0,23,0,0
102,14124.32,14242.32,118.00,458.211,27.904,1.150,25,0,79,20,5,14.552,0,25,0,0
103,14242.32,14359.66,117.34,408.203,29.031,3.449,24,0,70,17,4,12.152,0,23,0,1
104,14359.66,14473.32,113.66,454.031,29.501,3.682,25,0,80,21,5,16.353,0,25,0,0
105,14473.32,14591.66,118.34,492.406,27.253,0.050,26,0,82,25,6,16.953,0,25,1,0
106,14591.66,14711.32,119.66,443.301,30.296,4.416,25,0,77,21,5,12.902,0,24,0,1
107,14711.32,14868.32,157.00,425.320,28.128,2.999,24,0,67,21,4,13.952,0,24,0,0
108,14868.32,14987.66,119.34,486.703,34.311,1.900,26,0,83,19,6,15.302,0,26,0,0
109,14987.66,15152.00,164.34,461.281,31.315,2.549,27,0,84,21,7,14.552,0,26,1,0
110,15152.00,15259.66,107.66,363.754,26.100,2.433,22,0,71,18,2,8.401,0,22,0,0
111,15259.66,15376.00,116.34,443.953,28.390,2.433,25,0,60,25,5,11.702,0,23,1,1
112,15376.00,15486.66,110.66,425.395,28.831,3.482,24,0,67,21,4,11.402,0,23,1,0
113,15486.66,15603.32,116.66,470.875,29.851,1.433,25,0,82,20,5,14.702,0,25,0,0
114,15603.32,15762.00,158.68,481.137,32.795,0.750,28,0,93,17,8,17.853,0,27,0,1
115,15762.00,15930.32,168.32,522.949,31.830,1.366,28,0,91,27,8,17.403,0,27,0,1
116,15930.32,16088.66,158.34,507.340,30.983,2.316,27,0,90,24,7,15.302,0,27,0,0
117,16088.66,16206.32,117.66,475.992,33.049,4.582,26,0,79,21,6,15.903,0,25,1,0
118,16206.32,16365.32,159.00,454.594,32.057,3.166,26,0,80,21,6,16.053,0,26,0,0
119,16365.32,16478.66,113.34,311.340,28.464,4.307,22,0,52,21,2,5.851,0,20,2,0
120,16478.66,16595.00,116.34,446.762,27.915,1.866,25,0,78,19,5,13.952,0,25,0,0
121,16595.00,16812.32,217.32,559.488,46.415,7.423,32,0,84,31,12,22.804,0,32,0,0
122,16812.32,16930.66,118.34,448.523,31.844,3.949,26,0,80,22,6,15.302,0,24,1,1
123,16930.66,17043.66,113.00,447.258,34.038,3.757,26,0,66,24,6,14.102,0,26,0,0
124,17043.66,17163.32,119.66,454.273,35.519,7.223,26,0,80,25,6,10.952,0,25,1,0
125,17163.32,17333.00,169.68,485.145,40.417,1.650,27,0,88,25,7,16.203,0,27,0,0
126,17333.00,17505.00,172.00,501.297,35.960,5.032,28,0,90,19,8,18.003,0,26,0,2
127,17505.00,17663.32,158.32,417.371,40.843,8.973,28,0,71,22,8,14.402,0,26,1,1
128,17663.32,17776.32,113.00,375.535,39.271,6.948,24,0,62,18,4,10.502,0,23,0,1
129,17776.32,17936.32,160.00,476.629,35.317,6.348,27,0,90,22,7,15.302,0,27,0,0
130,17936.32,18048.00,111.68,437.887,29.571,2.266,25,0,63,23,5,13.652,0,24,1,0
131,18048.00,18160.66,112.66,461.977,28.525,2.149,26,0,72,20,6,17.703,0,26,0,0
132,18160.66,18321.66,161.00,443.270,28.395,1.400,25,0,83,20,5,14.102,0,25,0,0
133,18321.66,18490.66,169.00,554.141,29.125,0.067,29,0,92,29,9,22.054,0,29,0,0
134,18490.66,18610.00,119.34,412.785,27.741,1.033,25,0,73,18,5,13.352,0,23,0,2
135,18610.00,18781.00,171.00,529.602,32.669,2.216,30,0,100,26,10,17.103,0,29,0,1
136,18781.00,18892.00,111.00,360.508,24.891,2.399,21,0,58,18,1,15.152,0,21,0,0
137,18892.00,19009.32,117.32,396.496,28.410,3.149,24,0,73,20,4,10.202,0,24,0,0
138,19009.32,19230.00,220.68,585.969,37.508,5.699,31,0,102,29,11,20.253,0,28,0,3
139,19230.00,19399.00,169.00,436.715,28.916,2.299,25,0,81,18,5,10.647,0,24,1,0
140,19399.00,19511.00,112.00,342.578,25.802,3.816,21,0,57,15,1,11.692,0,21,0,0
141,19511.00,19676.32,165.32,486.617,36.553,3.383,30,0,76,22,10,18.138,0,27,2,1
142,19676.32,19850.00,173.68,414.625,30.077,2.183,25,0,79,18,5,13.341,0,25,0,0
143,19850.00,20009.00,159.00,619.504,36.283,3.482,31,0,94,32,11,25.483,0,29,2,0
144,20009.00,20122.32,113.32,413.766,24.814,0.708,24,0,68,22,4,14.391,0,24,0,0
145,20122.32,20295.32,173.00,426.121,26.591,1.983,24,0,79,20,4,13.341,0,24,0,0
146,20295.32,20452.66,157.34,496.441,32.699,3.982,28,0,92,21,8,16.040,0,28,0,0
147,20452.66,20615.32,162.66,430.988,30.714,3.482,26,0,70,21,6,11.992,0,26,0,0
148,20615.32,20732.00,116.68,383.184,30.454,3.782,23,0,64,19,3,10.793,0,23,0,0
149,20732.00,20890.82,158.82,521.992,29.218,1.450,27,0,90,26,7,19.637,0,26,0,1
150,20890.82,21059.00,168.18,563.770,35.727,3.924,31,0,94,23,11,22.935,0,27,2,2
151,21059.00,21176.32,117.32,439.313,33.622,2.766,24,0,80,19,4,13.191,0,21,0,3
152,21176.32,21344.00,167.68,651.293,39.256,5.424,33,0,100,34,13,28.631,0,32,1,0
153,21344.00,21521.32,177.32,517.016,34.724,6.057,27,0,85,28,7,19.787,0,27,0,0
154,21521.32,21636.66,115.34,398.090,27.975,3.774,24,0,65,21,4,10.943,0,24,0,0
155,21636.66,21813.32,176.66,637.434,42.782,8.548,32,0,104,34,12,26.533,0,32,0,0
156,21813.32,21980.32,167.00,576.445,34.714,3.832,30,0,98,27,10,21.886,0,28,1,1
157,21980.32,22139.66,159.34,573.246,46.029,15.505,30,0,97,28,10,19.787,0,30,0,0
158,22139.66,22253.32,113.66,476.156,33.946,1.050,26,0,84,19,6,14.391,0,26,0,0
159,22253.32,22424.00,170.68,498.773,37.271,1.500,28,0,79,26,8,14.840,0,27,0,1
160,22424.00,22537.00,113.00,440.973,27.375,2.708,24,0,67,21,4,12.742,0,24,0,0
161,22537.00,22649.00,112.00,503.047,31.985,2.774,28,0,85,20,8,16.040,0,25,1,2
162,22649.00,22768.66,119.66,564.781,35.472,4.066,30,0,92,28,10,20.387,0,29,1,0
163,22768.66,22976.32,207.66,304.938,41.586,7.815,31,0,103,21,11,18.888,0,30,0,1
164,22976.32,23143.66,167.34,300.383,35.397,3.166,29,0,99,27,9,21.586,0,29,0,0
165,23143.66,23260.00,116.34,200.813,28.819,2.125,24,0,59,20,4,15.890,0,24,0,0
166,23260.00,23428.66,168.66,271.172,32.342,2.233,28,0,89,24,8,17.389,0,28,0,0
167,23428.66,23595.66,167.00,253.070,38.627,6.565,28,0,77,24,8,19.188,0,26,1,1
168,23595.66,23714.32,118.66,241.172,32.295,3.066,26,0,78,19,6,18.138,0,26,0,0
169,23714.32,23880.32,166.00,275.672,36.155,4.391,28,0,90,25,8,19.787,0,26,1,1
170,23880.32,23997.66,117.34,191.641,24.366,1.741,22,0,69,15,2,9.594,0,22,0,0
171,23997.66,24116.66,119.00,277.016,38.235,7.133,27,0,88,28,7,20.087,0,27,0,0
172,24116.66,24232.32,115.66,228.641,29.103,1.333,25,0,72,21,5,14.091,0,24,0,1
173,24232.32,24349.00,116.68,227.227,30.600,3.074,24,0,78,18,4,16.339,0,24,0,0
174,24349.00,24521.66,172.66,229.344,27.190,1.500,25,0,79,19,5,12.742,0,24,1,0
175,24521.66,24633.00,111.34,216.469,27.265,2.099,24,0,73,19,4,16.189,0,22,2,0
176,24633.00,24832.00,199.00,296.375,39.849,6.499,30,0,98,27,10,15.140,0,30,0,0
177,24832.00,25002.66,170.66,274.938,40.580,1.033,29,0,88,26,9,18.588,0,25,2,2
178,25002.66,25122.32,119.66,264.141,31.947,2.633,27,0,89,24,7,14.391,0,26,0,1
179,25122.32,25279.66,157.34,260.805,31.855,3.349,28,0,88,21,8,17.389,0,26,0,2
180,25279.66,25390.32,110.66,277.664,36.686,5.490,28,0,85,26,8,17.838,0,26,2,0
181,25390.32,25556.00,165.68,310.242,35.858,2.999,31,0,105,24,11,18.288,0,31,0,0
182,25556.00,25667.00,111.00,230.188,28.585,2.783,25,0,71,18,5,15.440,0,25,0,0
183,25667.00,25780.32,113.32,264.891,32.662,3.299,27,0,84,25,7,16.339,0,26,1,0
184,25780.32,25947.66,167.34,269.383,30.094,1.416,28,0,89,25,8,19.637,0,26,1,1
185,25947.66,26061.32,113.66,267.680,31.974,3.308,27,0,85,26,7,16.939,0,27,0,0
186,26061.32,26220.66,159.34,301.555,33.463,2.224,30,0,100,26,10,20.087,0,29,0,1
187,26220.66,26339.32,118.66,250.555,30.896,4.249,26,0,85,25,6,14.840,0,26,0,0
188,26339.32,26501.00,161.68,228.211,29.461,2.833,25,0,82,17,5,11.542,0,24,0,1
189,26501.00,26668.00,167.00,241.852,34.614,5.574,27,0,69,20,7,13.941,0,27,0,0
190,26668.00,26834.66,166.66,309.188,43.500,9.790,30,0,99,26,10,22.335,0,30,0,0
191,26834.66,26950.66,116.00,193.914,28.819,3.649,24,0,61,13,4,11.842,0,19,2,3
192,26950.66,27063.32,112.66,218.086,28.413,2.416,24,0,69,20,4,14.990,0,24,0,0
193,27063.32,27179.66,116.34,224.984,34.768,1.933,24,0,78,19,4,16.040,0,23,0,1
194,27179.66,27353.00,173.34,310.648,31.542,1.466,30,0,98,29,10,22.036,0,29,0,1
195,27353.00,27520.00,167.00,303.711,34.838,1.450,30,0,93,26,10,23.685,0,27,1,2
196,27520.00,27638.66,118.66,259.250,32.508,2.699,27,0,88,23,7,13.191,0,26,0,1
197,27638.66,27790.66,152.00,235.398,35.162,3.799,27,0,70,28,7,14.990,0,26,0,1
198,27790.66,27903.66,113.00,214.742,26.475,0.816,24,0,73,16,4,12.742,0,24,0,0
199,27903.66,28020.66,117.00,234.602,31.417,3.399,25,0,80,25,5,12.142,0,25,0,0
200,28020.66,28184.00,163.34,221.547,32.059,2.816,25,0,67,21,5,13.491,0,25,0,0
201,28184.00,28350.32,166.32,230.094,37.086,5.765,27,0,72,25,7,13.042,0,27,0,0
202,28350.32,28469.66,119.34,279.961,42.140,5.849,28,0,88,25,8,18.888,0,26,1,1
203,28469.66,28641.00,171.34,293.133,35.333,4.182,30,0,94,26,10,19.487,0,29,0,1
204,28641.00,28803.32,162.32,338.789,42.133,6.357,32,0,105,32,12,23.984,0,31,1,0
205,28803.32,28967.32,164.00,243.336,35.548,4.033,26,0,86,22,6,13.641,0,26,0,0
206,28967.32,29131.66,164.34,257.117,34.580,4.965,28,0,90,17,8,17.239,0,26,0,2
207,29131.66,29249.00,117.34,231.898,31.572,1.333,26,0,72,21,6,13.791,0,23,3,0
208,29249.00,29419.66,170.66,253.406,38.185,7.024,27,0,85,19,7,15.440,0,26,0,1
209,29419.66,29531.32,111.66,188.141,25.672,1.316,23,0,62,20,3,9.294,0,23,0,0
210,29531.32,29700.66,169.34,218.555,33.149,2.950,26,0,65,28,6,14.990,0,25,1,0
211,29700.66,29868.00,167.34,231.875,28.576,0.467,25,0,76,21,5,16.040,0,25,0,0
212,29868.00,29978.00,110.00,176.250,23.660,1.150,21,0,54,22,1,8.844,0,21,0,0
213,29978.00,30139.32,161.32,260.914,31.497,2.683,27,0,89,18,7,15.140,0,26,0,1
214,30139.32,30298.66,159.34,224.875,29.893,3.949,25,0,77,19,5,15.890,0,23,0,2
215,30298.66,30471.00,172.34,235.570,36.123,5.957,25,0,85,23,5,11.542,0,24,0,1
216,30471.00,30631.00,160.00,262.961,32.451,2.299,27,0,85,25,7,21.286,0,27,0,0
217,30631.00,30794.00,163.00,251.641,40.587,0.750,26,0,80,24,6,12.742,0,24,2,0
218,30794.00,30913.66,119.66,228.875,26.924,1.350,25,0,72,24,5,15.140,0,24,0,1
219,30913.66,31081.00,167.34,280.031,33.808,3.299,29,0,88,20,9,18.888,0,27,1,1
220,31081.00,31199.00,118.00,312.336,36.063,1.466,30,0,97,26,10,23.235,0,30,0,0
221,31199.00,31369.00,170.00,327.344,35.921,1.416,31,0,96,34,11,23.085,0,28,3,0
222,31369.00,31483.32,114.32,232.516,27.540,2.141,25,0,71,25,5,13.491,0,24,1,0
223,31483.32,31598.66,115.34,182.180,27.125,0.683,22,0,65,15,2,8.245,0,20,1,1
224,31598.66,31766.66,168.00,276.172,34.910,6.340,28,0,83,28,8,17.539,0,27,1,0
225,31766.66,31885.00,118.34,197.055,27.463,3.699,23,0,68,18,3,9.444,0,23,0,0
226,31885.00,32002.00,117.00,225.961,26.813,1.358,24,0,67,22,4,17.389,0,24,0,0
227,32002.00,32205.66,203.66,312.758,39.667,5.449,32,0,93,28,12,19.937,0,30,2,0
228,32205.66,32369.66,164.00,267.133,32.904,2.983,28,0,88,25,8,14.990,0,25,1,2
229,32369.66,32534.66,165.00,265.070,29.933,1.658,27,0,92,21,7,17.239,0,27,0,0
230,32534.66,32710.00,175.34,283.523,34.774,2.366,29,0,92,23,9,19.637,0,28,0,1
231,32710.00,32825.66,115.66,205.141,31.174,1.333,23,0,73,18,3,10.793,0,23,0,0
232,32825.66,32943.66,118.00,206.797,24.503,0.883,23,0,76,17,3,9.744,0,23,0,0
233,32943.66,33055.32,111.66,215.672,36.978,10.948,24,0,77,18,4,11.692,0,24,0,0
234,33055.32,33168.32,113.00,163.844,27.703,3.199,22,0,54,17,2,5.396,0,21,0,1
235,33168.32,33340.32,172.00,248.391,35.131,2.866,28,0,73,30,8,16.040,0,26,2,0
236,33340.32,33455.32,115.00,237.500,29.771,1.683,26,0,70,25,6,13.941,0,26,0,0
237,33455.32,33623.00,167.68,322.961,35.127,1.350,31,0,99,28,11,28.032,0,31,0,0
238,33623.00,33794.32,171.32,346.625,42.505,5.065,33,0,106,34,13,22.785,0,32,1,0
239,33794.32,33911.00,116.68,247.797,27.035,0.783,26,0,85,21,6,13.641,0,26,0,0
240,33911.00,34077.66,166.66,298.695,36.641,2.266,30,0,91,28,10,20.687,0,29,1,0
241,34077.66,34195.66,118.00,208.953,26.951,2.199,24,0,71,18,4,10.193,0,24,0,0
242,34195.66,34359.32,163.66,303.164,41.147,1.616,30,0,100,27,10,20.836,0,29,0,1
243,34359.32,34472.32,113.00,183.125,27.386,2.283,22,0,64,15,2,7.645,0,22,0,0
244,34472.32,34637.66,165.34,276.070,32.367,1.333,29,0,92,22,9,20.087,0,27,0,2
245,34637.66,34754.66,117.00,235.195,31.322,1.333,27,0,69,26,7,14.690,0,24,2,1
246,34754.66,34874.32,119.66,249.273,29.184,1.950,26,0,72,27,6,18.138,0,25,1,0
247,34874.32,34986.66,112.34,233.539,30.741,3.366,26,0,69,24,6,13.191,0,23,1,2
248,34986.66,35146.32,159.66,275.711,34.216,1.941,28,0,91,24,8,16.939,0,28,0,0
249,35146.32,35315.00,168.68,286.914,39.575,7.165,29,0,96,27,9,19.337,0,29,0,0
250,35315.00,35433.66,118.66,198.984,29.211,4.908,23,0,67,16,3,11.992,0,22,1,0
251,35433.66,35600.32,166.66,239.320,42.451,1.750,26,0,79,24,6,14.541,0,24,1,1
252,35600.32,35760.66,160.34,217.797,32.024,2.741,26,0,67,23,6,16.339,0,24,1,1
253,35760.66,35966.66,206.00,291.727,41.987,7.873,31,0,80,36,11,20.237,0,28,2,1
254,35966.66,36085.66,119.00,243.336,27.636,1.466,26,0,81,24,6,14.690,0,25,1,0
255,36085.66,36199.66,114.00,250.008,30.347,2.199,26,0,81,22,6,19.188,0,26,0,0
256,36199.66,36313.32,113.66,219.836,29.895,4.749,25,0,67,20,5,12.592,0,25,0,0
257,36313.32,36430.00,116.68,229.258,31.684,4.199,25,0,84,17,5,11.093,0,25,0,0
258,36430.00,36549.00,119.00,230.398,31.711,5.149,26,0,72,20,6,13.191,0,25,1,0
259,36549.00,36660.66,111.66,291.008,34.526,1.808,29,0,90,22,9,21.136,0,28,0,1
260,36660.66,36829.00,168.34,272.352,35.711,7.565,28,0,83,28,8,18.588,0,27,0,1
261,36829.00,36943.00,114.00,233.523,30.336,3.250,26,0,67,24,6,11.992,0,25,1,0
262,36943.00,37107.66,164.66,262.398,30.258,2.266,27,0,88,22,7,17.988,0,27,0,0
263,37107.66,37316.00,208.34,321.188,35.509,1.825,31,0,104,28,11,23.235,0,30,0,1
264,37316.00,37433.32,117.32,210.820,32.646,1.150,24,0,73,20,4,12.292,0,24,0,0
265,37433.32,37544.32,111.00,213.875,25.538,1.300,24,0,73,14,4,10.943,0,22,1,1
266,37544.32,37661.00,116.68,203.547,27.159,1.866,23,0,71,17,3,13.042,0,21,1,1
267,37661.00,37778.00,117.00,239.453,30.564,0.900,26,0,78,22,6,14.091,0,24,1,1
268,37778.00,37981.66,203.66,330.922,41.060,6.716,32,0,102,31,12,24.284,0,30,1,1
269,37981.66,38152.00,170.34,237.602,29.586,3.599,25,0,77,23,5,13.791,0,24,0,1
270,38152.00,38317.32,165.32,301.039,36.380,2.316,30,0,93,29,10,21.436,0,29,1,0
271,38317.32,38483.66,166.34,265.305,40.582,5.066,29,0,86,23,9,14.840,0,25,2,2
272,38483.66,38601.32,117.66,226.570,29.104,0.983,25,0,81,20,5,9.444,0,24,0,1
273,38601.32,38752.00,150.68,243.391,31.684,1.566,26,0,85,19,6,14.690,0,25,0,1
274,38752.00,38870.32,118.32,257.242,27.687,0.450,27,0,78,24,7,15.590,0,25,2,0
275,38870.32,39036.66,166.34,268.531,34.405,3.832,29,0,78,29,9,24.284,0,29,0,0
