episode,agentID,type,parents,generation,speed,sightRange,maxSize,maxLifetime,age,reasonOfDeath,episodeLifetimeScore
0,-3190,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,1.283478
0,-3470,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,0.9834782
0,-4450,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-4730,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,0.6757771
0,-4870,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-5010,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,0.6834785
0,-5150,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3506189
0,-5290,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-5570,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
0,-4310,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,35.941,Starvation,0.2351471
0,-3890,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,42.541,Starvation,0.7648655
0,-2902,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,48.201,Starvation,2.716845
0,-3750,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,49.961,Starvation,2.928691
0,-3050,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,2.444132
0,-4030,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,1.581551
0,-4170,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,1.064297
0,-4590,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,1.203014
0,-5430,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,58.601,Starvation,4.07954
0,-3330,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,60.001,Natural,3.889258
0,-3610,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,60.001,Natural,6.550344
1,-8632,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-8772,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-9472,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
1,-9752,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,0.9627545
1,-9892,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,0.05980873
1,-10032,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,0.3834234
1,-10312,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,0.04296088
1,-9332,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,37.481,Starvation,0.3420827
1,-8492,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,1.225729
1,-8912,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,1.597492
1,-9052,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,2.624443
1,-9612,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,0.8872173
1,-10172,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,1.636504
1,-10732,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,2.927348
1,-11012,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,3.312299
1,-11152,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,1.81706
1,-10452,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,59.501,Starvation,2.385294
1,-9192,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,60.001,Natural,6.026595
1,-10592,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,60.001,Natural,6.622823
1,-10872,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,60.001,Natural,6.227222
2,-14612,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,1.224223
2,-14752,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-15032,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,0.6260923
2,-15872,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,33.341,Starvation,-0.3005225
2,-13912,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,37.861,Starvation,0.3648205
2,-16152,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,38.081,Starvation,0.3773267
2,-14052,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,39.541,Starvation,0.4407251
2,-15732,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,40.281,Starvation,0.7767346
2,-14892,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,41.301,Starvation,0.7808591
2,-14192,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,43.201,Starvation,1.074504
2,-15172,Prey,"-1 -1"0,1.000,1.000,1.000,60.000,50.001,Dehydration,0.8621593
