episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
59,8234.32,8345.66,111.34,312.426,30.460,4.824,24,0,67,20,4,11.402,0,24,0,0
60,8345.66,8462.32,116.66,342.352,31.463,3.882,25,0,83,19,5,12.002,0,25,0,0
61,8462.32,8579.32,117.00,304.926,31.143,2.899,25,0,68,19,5,10.802,0,24,0,1
62,8579.32,8749.32,170.00,357.988,28.193,0.800,26,0,85,19,6,16.653,0,26,0,0
63,8749.32,8868.32,119.00,315.734,29.399,1.725,25,0,73,18,5,11.702,0,25,0,0
64,8868.32,8981.66,113.34,286.451,24.177,1.116,22,0,70,14,2,7.351,0,22,0,0
65,8981.66,9099.32,117.66,292.596,27.599,1.683,23,0,60,23,3,9.302,0,23,0,0
66,9099.32,9207.66,108.34,344.914,33.223,6.215,25,0,81,17,5,13.352,0,25,0,0
67,9207.66,9364.66,157.00,438.231,35.526,3.707,30,0,98,27,10,22.804,0,28,0,2
68,9364.66,9584.00,219.34,444.734,36.125,2.899,31,0,99,27,11,23.704,0,28,1,2
69,9584.00,9739.82,155.82,333.781,41.116,1.650,27,0,72,19,7,14.102,0,25,1,1
70,9739.82,9852.00,112.18,348.166,27.692,0.766,25,0,80,18,5,15.152,0,24,0,1
71,9852.00,10023.66,171.66,425.065,38.038,6.840,29,0,96,24,9,20.103,0,29,0,0
72,10023.66,10136.00,112.34,308.486,34.467,7.823,25,0,68,17,5,12.152,0,25,0,0
73,10136.00,10248.00,112.00,359.301,33.850,4.849,27,0,70,24,7,17.103,0,27,0,0
74,10248.00,10366.32,118.32,314.604,26.334,1.100,24,0,72,19,4,12.152,0,22,0,2
75,10366.32,10561.66,195.34,410.252,35.117,2.799,30,0,96,26,10,17.703,0,28,0,2
76,10561.66,10727.32,165.66,427.225,35.490,2.041,30,0,96,25,10,19.503,0,30,0,0
77,10727.32,10843.00,115.68,330.545,30.253,4.274,25,0,82,20,5,11.852,0,25,0,0
78,10843.00,10960.32,117.32,367.557,30.632,3.999,26,0,86,22,6,17.253,0,26,0,0
79,10960.32,11161.32,201.00,399.133,38.491,5.632,30,0,96,26,10,17.403,0,27,0,3
80,11161.32,11273.32,112.00,320.514,28.971,3.507,24,0,70,20,4,11.252,0,23,0,1
81,11273.32,11391.00,117.68,366.527,34.788,3.732,27,0,78,22,7,15.753,0,25,1,1
82,11391.00,11508.00,117.00,292.555,26.834,1.750,23,0,64,18,3,10.802,0,23,0,0
83,11508.00,11680.32,172.32,375.561,29.520,0.883,27,0,84,23,7,14.252,0,27,0,0
84,11680.32,11846.32,166.00,337.475,29.771,2.349,25,0,78,22,5,12.752,0,25,0,0
85,11846.32,12001.00,154.68,414.606,35.587,6.390,28,0,96,24,8,18.753,0,28,0,0
86,12001.00,12225.32,224.32,441.840,36.828,2.249,30,0,94,29,10,21.604,0,30,0,0
87,12225.32,12343.32,118.00,307.627,26.679,1.200,24,0,75,16,4,12.752,0,23,0,1
88,12343.32,12461.32,118.00,328.410,28.522,1.016,24,0,73,20,4,14.252,0,24,0,0
89,12461.32,12580.66,119.34,369.875,32.722,4.249,27,0,79,19,7,16.353,0,27,0,0
90,12580.66,12699.66,119.00,274.818,24.972,1.066,22,0,58,22,2,8.101,0,22,0,0
91,12699.66,12860.32,160.66,369.479,35.882,2.199,29,0,79,23,9,17.253,0,28,1,0
92,12860.32,13014.00,153.68,445.848,35.596,3.158,30,0,95,24,10,23.404,0,29,0,2
93,13014.00,13132.32,118.32,497.266,28.925,1.766,26,0,84,25,6,15.903,0,26,0,0
94,13132.32,13296.66,164.34,524.180,33.313,2.099,29,0,94,23,9,15.753,0,28,0,1
95,13296.66,13465.00,168.34,537.590,32.698,3.957,28,0,89,27,8,15.903,0,28,0,0
96,13465.00,13629.66,164.66,518.172,32.282,1.283,29,0,87,23,9,18.453,0,26,2,1
97,13629.66,13789.32,159.66,556.957,33.464,1.733,30,0,92,28,10,22.954,0,29,0,1
98,13789.32,13907.00,117.68,495.949,32.520,2.966,27,0,84,23,7,16.803,0,27,0,0
99,13907.00,14021.32,114.32,383.379,26.384,3.016,22,0,66,18,2,12.602,0,22,0,0
100,14021.32,14189.32,168.00,501.191,31.061,1.800,28,0,89,25,8,16.653,0,28,0,0
101,14189.32,14303.00,113.68,373.906,28.802,2.399,24,0,60,20,4,11.852,0,24,0,0
102,14303.00,14466.00,163.00,519.402,31.681,3.383,27,0,91,23,7,17.403,0,27,0,0
103,14466.00,14613.00,147.00,466.340,33.447,4.107,27,0,83,17,7,16.803,0,23,0,4
104,14613.00,14778.66,165.66,528.598,31.532,2.299,28,0,88,31,8,15.302,0,28,0,0
105,14778.66,14895.00,116.34,441.578,29.757,1.866,25,0,79,20,5,12.752,0,24,0,1
106,14895.00,15053.00,158.00,442.676,32.034,4.299,25,0,72,21,5,14.702,0,25,0,0
107,15053.00,15168.32,115.32,419.535,26.302,2.033,23,0,68,19,3,12.752,0,23,0,0
108,15168.32,15288.00,119.68,480.824,28.863,0.633,26,0,78,24,6,16.353,0,25,0,1
109,15288.00,15405.00,117.00,415.762,31.357,5.249,24,0,73,16,4,14.252,0,24,0,0
110,15405.00,15515.00,110.00,443.809,33.148,3.216,26,0,82,17,6,15.603,0,24,0,2
111,15515.00,15632.32,117.32,459.141,31.198,3.224,26,0,80,22,6,13.502,0,25,1,0
112,15632.32,15743.32,111.00,440.699,34.521,4.466,26,0,78,21,6,14.102,0,25,0,1
113,15743.32,15862.32,119.00,474.852,31.077,2.449,27,0,81,22,7,15.753,0,25,0,2
114,15862.32,16028.00,165.68,543.906,32.643,2.066,29,0,90,32,9,20.553,0,28,1,0
115,16028.00,16224.66,196.66,538.672,35.133,2.949,30,0,97,27,10,20.103,0,28,1,1
116,16224.66,16392.32,167.66,514.547,35.752,3.266,29,0,95,22,9,16.053,0,29,0,0
117,16392.32,16563.32,171.00,575.902,35.193,5.415,29,0,96,30,9,19.653,0,29,0,0
118,16563.32,16674.00,110.68,415.520,29.337,0.617,23,0,73,18,3,14.402,0,23,0,0
119,16674.00,16841.00,167.00,555.856,31.099,1.058,29,0,97,27,9,19.203,0,29,0,0
120,16841.00,16960.32,119.32,456.637,28.954,1.766,26,0,77,22,6,13.202,0,26,0,0
121,16960.32,17079.66,119.34,554.137,34.908,4.641,29,0,93,24,9,18.603,0,27,1,1
122,17079.66,17194.32,114.66,428.664,37.231,9.656,25,0,70,19,5,11.702,0,24,1,0
123,17194.32,17357.66,163.34,483.988,29.729,0.383,28,0,87,24,8,17.253,0,27,0,1
124,17357.66,17513.32,155.66,449.094,36.024,1.550,26,0,86,16,6,12.752,0,26,0,0
125,17513.32,17682.66,169.34,607.805,35.599,3.516,31,0,98,25,11,22.504,0,30,1,0
126,17682.66,17794.32,111.66,369.180,31.349,4.599,24,0,62,17,4,10.202,0,24,0,0
127,17794.32,17958.32,164.00,502.258,29.409,1.758,27,0,84,27,7,15.002,0,25,2,0
128,17958.32,18075.32,117.00,445.266,27.882,2.083,25,0,77,17,5,16.203,0,24,1,0
129,18075.32,18232.32,157.00,505.121,37.141,3.582,27,0,89,25,7,19.353,0,27,0,0
130,18232.32,18383.80,151.48,347.965,32.427,2.499,25,0,64,18,5,10.952,0,20,1,4
131,18383.80,18553.66,169.86,462.109,29.633,3.199,26,0,79,28,6,13.052,0,25,0,1
132,18553.66,18665.00,111.34,466.117,34.770,4.149,26,0,75,18,6,19.644,0,25,0,1
133,18665.00,18835.00,170.00,526.094,35.721,2.866,29,0,87,24,9,20.836,0,27,1,1
134,18835.00,18952.66,117.66,497.762,31.932,1.550,28,0,88,23,8,17.988,0,27,0,1
135,18952.66,19111.32,158.66,594.391,38.163,7.040,31,0,104,28,11,19.787,0,31,0,0
136,19111.32,19278.00,166.68,549.895,39.032,1.466,29,0,92,24,9,17.539,0,29,0,0
137,19278.00,19439.66,161.66,504.609,32.654,4.482,27,0,84,25,7,15.740,0,27,0,0
138,19439.66,19601.66,162.00,440.770,30.332,1.000,26,0,77,18,6,13.941,0,23,1,2
139,19601.66,19718.32,116.66,432.141,31.049,3.366,26,0,82,18,6,12.442,0,26,0,0
140,19718.32,19878.00,159.68,489.766,29.580,3.091,26,0,85,23,6,12.592,0,26,0,0
141,19878.00,20038.00,160.00,580.602,37.783,3.566,31,0,97,30,11,20.237,0,27,2,2
142,20038.00,20206.32,168.32,500.496,30.086,2.491,27,0,87,20,7,17.838,0,27,0,0
143,20206.32,20324.66,118.34,443.320,27.681,2.691,25,0,80,21,5,13.641,0,24,1,0
144,20324.66,20498.66,174.00,496.613,33.119,4.482,28,0,79,26,8,18.438,0,26,2,0
145,20498.66,20668.32,169.66,538.191,36.447,3.532,29,0,90,24,9,20.387,0,28,0,1
146,20668.32,20836.00,167.68,581.922,37.716,5.740,30,0,92,29,10,24.434,0,28,1,1
147,20836.00,21006.32,170.32,505.863,42.292,7.565,30,0,79,27,10,21.136,0,28,1,1
148,21006.32,21125.00,118.68,488.856,34.572,2.766,27,0,75,24,7,16.789,0,27,0,0
149,21125.00,21297.66,172.66,403.664,27.454,1.716,24,0,70,18,4,14.391,0,22,1,1
150,21297.66,21414.66,117.00,507.531,32.797,4.149,28,0,89,21,8,16.939,0,25,1,2
151,21414.66,21582.66,168.00,545.977,34.121,3.216,30,0,90,31,10,19.787,0,29,1,0
152,21582.66,21754.00,171.34,490.176,28.672,1.216,27,0,85,22,7,16.939,0,26,0,1
153,21754.00,21871.00,117.00,435.176,30.177,3.174,24,0,77,22,4,17.688,0,24,0,0
154,21871.00,21985.32,114.32,433.688,27.904,3.566,24,0,72,20,4,12.442,0,23,1,0
155,21985.32,22100.32,115.00,403.313,28.121,3.274,24,0,74,21,4,11.393,0,24,0,0
156,22100.32,22303.66,203.34,550.082,39.493,7.157,30,0,93,26,10,22.935,0,30,0,0
157,22303.66,22421.32,117.66,397.023,32.677,6.340,24,0,69,14,4,8.395,0,24,0,0
158,22421.32,22533.00,111.68,394.758,28.225,1.700,24,0,62,18,4,12.142,0,23,0,1
159,22533.00,22734.66,201.66,708.945,40.603,3.341,36,0,115,37,16,30.430,0,35,1,0
160,22734.66,22909.32,174.66,305.281,37.974,3.183,28,0,83,21,8,18.888,0,25,1,2
161,22909.32,23028.66,119.34,237.906,27.837,0.716,25,0,78,21,5,15.140,0,25,0,0
162,23028.66,23195.32,166.66,234.008,33.979,4.957,25,0,82,19,5,13.941,0,25,0,0
163,23195.32,23352.66,157.34,246.180,36.517,1.483,26,0,84,19,6,17.089,0,26,0,0
164,23352.66,23521.00,168.34,222.945,30.728,3.216,26,0,69,18,6,12.292,0,24,2,0
165,23521.00,23678.32,157.32,235.234,26.645,1.250,25,0,83,18,5,16.489,0,23,1,1
166,23678.32,23828.32,150.00,280.500,32.230,2.266,29,0,86,26,9,19.487,0,28,1,0
167,23828.32,23938.66,110.34,243.273,31.482,1.733,27,0,73,22,7,12.742,0,24,2,1
168,23938.66,24049.66,111.00,162.047,26.584,2.766,22,0,56,17,2,9.444,0,21,1,0
169,24049.66,24222.32,172.66,296.367,33.391,1.966,29,0,96,27,9,21.136,0,28,0,1
170,24222.32,24386.00,163.68,245.383,33.398,2.000,29,0,76,23,9,17.239,0,27,1,1
171,24386.00,24556.32,170.32,327.844,37.034,3.924,32,0,107,27,12,20.237,0,32,0,0
172,24556.32,24719.00,162.68,201.336,31.974,3.641,25,0,64,22,5,9.894,0,25,0,0
173,24719.00,24880.00,161.00,197.727,30.764,3.283,25,0,64,23,5,9.594,0,24,1,0
174,24880.00,24994.00,114.00,231.859,28.286,3.133,25,0,82,18,5,14.091,0,25,0,0
175,24994.00,25103.00,109.00,191.867,22.800,0.783,22,0,72,15,2,9.594,0,21,0,1
176,25103.00,25257.00,154.00,245.070,35.369,6.433,28,0,75,27,8,16.789,0,26,1,1
177,25257.00,25423.66,166.66,261.539,34.013,2.966,28,0,85,23,8,14.241,0,24,1,3
178,25423.66,25531.66,108.00,225.070,27.152,2.116,24,0,78,20,4,13.791,0,24,0,0
179,25531.66,25645.66,114.00,218.055,30.354,1.600,24,0,74,21,4,10.043,0,23,1,0
180,25645.66,25814.66,169.00,224.375,28.195,1.766,25,0,78,20,5,11.393,0,25,0,0
181,25814.66,25926.00,111.34,223.484,28.853,2.349,24,0,69,22,4,12.142,0,23,0,1
182,25926.00,26089.66,163.66,283.906,40.347,3.191,29,0,94,22,9,19.787,0,26,2,1
183,26089.66,26208.00,118.34,251.109,30.568,3.458,26,0,84,22,6,15.290,0,26,0,0
184,26208.00,26376.32,168.32,264.227,32.912,4.182,27,0,82,29,7,16.639,0,25,1,1
185,26376.32,26491.32,115.00,274.820,30.504,1.916,28,0,81,24,8,17.239,0,27,1,0
186,26491.32,26655.00,163.68,287.609,40.054,3.600,30,0,95,25,10,15.890,0,30,0,0
187,26655.00,26826.32,171.32,268.742,29.388,1.125,28,0,94,23,8,16.789,0,27,0,1
188,26826.32,26982.66,156.34,239.836,29.024,2.008,25,0,78,25,5,14.690,0,25,0,0
189,26982.66,27153.00,170.34,285.047,37.344,4.249,29,0,94,26,9,18.288,0,28,0,1
190,27153.00,27292.32,139.32,172.813,28.233,1.733,24,0,59,16,4,10.643,0,19,0,5
191,27292.32,27451.32,159.00,245.328,34.860,3.283,26,0,83,24,6,16.489,0,26,0,0
192,27451.32,27571.00,119.68,236.328,30.338,2.583,25,0,81,23,5,16.189,0,25,0,0
193,27571.00,27741.32,170.32,312.148,35.155,3.158,31,0,93,27,11,22.186,0,28,2,1
194,27741.32,27853.00,111.68,246.266,39.130,6.633,28,0,77,20,8,15.440,0,23,0,5
195,27853.00,27971.00,118.00,202.617,26.666,1.350,23,0,71,17,3,10.943,0,21,0,2
196,27971.00,28088.00,117.00,211.016,32.459,3.116,24,0,67,20,4,11.393,0,23,1,0
197,28088.00,28205.00,117.00,239.195,27.263,1.066,25,0,74,21,5,17.089,0,25,0,0
198,28205.00,28353.00,148.00,214.805,29.188,1.333,26,0,67,23,6,15.440,0,24,2,0
199,28353.00,28515.00,162.00,309.367,39.185,2.849,32,0,89,28,12,22.935,0,32,0,0
200,28515.00,28632.00,117.00,207.766,24.117,0.950,23,0,74,18,3,11.692,0,23,0,0
201,28632.00,28796.32,164.32,275.188,30.857,2.724,28,0,92,24,8,19.337,0,28,0,0
202,28796.32,28949.00,152.68,257.563,34.803,3.666,27,0,89,22,7,15.590,0,26,0,1
203,28949.00,29062.66,113.66,187.109,27.027,1.533,22,0,70,15,2,6.896,0,22,0,0
204,29062.66,29227.32,164.66,312.531,41.563,4.199,31,0,103,26,11,19.637,0,28,0,3
205,29227.32,29397.00,169.68,341.758,40.918,3.616,34,0,105,24,14,23.984,0,30,0,4
206,29397.00,29563.00,166.00,321.391,38.780,1.766,31,0,101,27,11,22.935,0,29,2,0
207,29563.00,29727.32,164.32,333.734,37.380,3.199,31,0,104,31,11,24.134,0,29,1,1
208,29727.32,29846.00,118.68,240.016,27.279,2.133,25,0,72,25,5,14.690,0,24,1,0
209,29846.00,30014.66,168.66,258.898,32.513,2.216,27,0,88,20,7,16.939,0,27,0,0
210,30014.66,30133.66,119.00,240.641,30.863,0.342,25,0,84,23,5,12.442,0,25,0,0
211,30133.66,30253.32,119.66,272.711,33.502,4.482,28,0,91,23,8,17.089,0,28,0,0
212,30253.32,30371.66,118.34,269.641,35.631,3.300,28,0,83,23,8,16.040,0,27,1,0
213,30371.66,30488.66,117.00,201.234,25.016,0.350,23,0,79,14,3,9.744,0,23,0,0
214,30488.66,30641.66,153.00,227.078,29.764,4.274,25,0,73,21,5,12.142,0,24,0,1
215,30641.66,30800.66,159.00,246.813,31.294,2.116,26,0,83,19,6,16.489,0,26,0,0
216,30800.66,30957.66,157.00,248.180,40.697,5.432,27,0,90,18,7,14.391,0,25,0,2
217,30957.66,31073.32,115.66,231.117,35.113,9.898,25,0,74,20,5,17.089,0,24,0,1
218,31073.32,31190.66,117.34,260.820,36.227,6.682,26,0,86,23,6,15.890,0,26,0,0
219,31190.66,31303.66,113.00,167.797,25.680,1.866,22,0,51,18,2,9.744,0,22,0,0
220,31303.66,31471.66,168.00,323.445,44.027,6.315,31,0,100,31,11,25.933,0,31,0,0
221,31471.66,31644.00,172.34,233.727,26.305,0.267,25,0,82,24,5,10.793,0,25,0,0
222,31644.00,31760.66,116.66,243.375,32.959,2.325,26,0,74,25,6,14.391,0,25,0,1
223,31760.66,31928.32,167.66,259.594,35.677,3.949,28,0,81,26,8,14.990,0,23,4,1
224,31928.32,32041.32,113.00,213.805,30.335,4.800,23,0,73,21,3,12.742,0,23,0,0
225,32041.32,32155.00,113.68,273.695,42.363,3.816,28,0,88,23,8,16.339,0,26,1,1
226,32155.00,32267.66,112.66,244.625,28.984,1.616,27,0,73,22,7,14.391,0,27,0,0
227,32267.66,32383.00,115.34,229.125,31.231,3.249,26,0,71,19,6,13.641,0,26,0,0
228,32383.00,32494.66,111.66,187.125,44.810,2.383,23,0,58,18,3,12.892,0,20,3,0
229,32494.66,32662.66,168.00,287.930,32.834,3.899,28,0,92,31,8,18.138,0,28,0,0
230,32662.66,32781.32,118.66,270.406,32.753,1.708,28,0,91,22,8,16.189,0,26,1,1
231,32781.32,32948.00,166.68,312.398,42.137,4.749,31,0,94,31,11,21.436,0,30,1,0
232,32948.00,33112.66,164.66,257.383,31.136,2.733,27,0,81,23,7,13.191,0,26,1,0
233,33112.66,33274.00,161.34,256.094,33.496,4.466,27,0,90,21,7,16.040,0,24,0,3
234,33274.00,33442.00,168.00,289.672,36.507,3.949,29,0,98,21,9,18.888,0,29,0,0
235,33442.00,33611.32,169.32,261.109,31.850,0.783,29,0,77,28,9,17.988,0,27,2,0
236,33611.32,33730.66,119.34,263.672,34.040,5.591,28,0,80,24,8,16.339,0,26,2,0
237,33730.66,33850.00,119.34,243.516,32.206,2.766,26,0,83,20,6,13.042,0,26,0,0
238,33850.00,34005.32,155.32,259.828,29.246,1.000,27,0,91,19,7,15.590,0,26,0,1
239,34005.32,34119.66,114.34,268.836,30.982,1.616,28,0,85,22,8,14.391,0,27,1,0
240,34119.66,34230.00,110.34,248.383,29.686,3.566,26,0,75,25,6,13.791,0,26,0,0
241,34230.00,34349.66,119.66,204.406,28.344,0.200,23,0,72,16,3,11.992,0,23,0,0
242,34349.66,34469.00,119.34,241.836,28.877,2.716,26,0,79,22,6,13.641,0,26,0,0
243,34469.00,34642.00,173.00,354.609,37.036,1.750,34,0,99,37,14,23.535,0,32,2,0
244,34642.00,34798.66,156.66,231.758,30.398,1.533,26,0,71,23,6,14.990,0,26,0,0
245,34798.66,34916.00,117.34,264.938,31.530,4.449,27,0,85,24,7,14.241,0,26,1,0
246,34916.00,35033.66,117.66,215.641,25.862,0.783,24,0,77,21,4,8.844,0,23,0,1
247,35033.66,35195.66,162.00,285.352,31.549,1.083,28,0,92,23,8,20.237,0,27,0,1
248,35195.66,35313.32,117.66,241.813,26.875,0.750,26,0,74,24,6,12.742,0,26,0,0
249,35313.32,35428.66,115.34,233.750,30.292,2.125,25,0,72,25,5,17.389,0,25,0,0
250,35428.66,35593.66,165.00,331.156,34.033,2.149,31,0,102,34,11,21.886,0,30,0,1
251,35593.66,35711.32,117.66,202.898,25.753,1.816,23,0,68,20,3,10.943,0,21,2,0
252,35711.32,35876.00,164.68,274.289,34.491,2.766,28,0,89,24,8,17.239,0,25,1,2
253,35876.00,36038.66,162.66,224.406,55.928,3.191,25,0,78,22,5,12.142,0,24,0,1
254,36038.66,36157.32,118.66,275.039,33.136,3.649,29,0,88,24,9,13.491,0,28,1,0
255,36157.32,36328.00,170.68,219.102,29.674,2.391,25,0,75,22,5,10.043,0,22,2,1
256,36328.00,36445.32,117.32,210.656,26.140,1.366,23,0,65,25,3,14.840,0,21,1,1
257,36445.32,36560.00,114.68,249.742,35.144,7.165,27,0,75,26,7,14.091,0,27,0,0
258,36560.00,36725.00,165.00,235.852,26.924,0.866,25,0,83,20,5,13.191,0,25,0,0
259,36725.00,36895.00,170.00,288.375,28.996,1.000,28,0,92,31,8,18.288,0,28,0,0
260,36895.00,37066.32,171.32,273.094,31.130,1.050,28,0,90,25,8,18.288,0,27,0,1
261,37066.32,37184.00,117.68,199.773,24.804,0.783,23,0,67,21,3,9.144,0,22,0,1
262,37184.00,37299.66,115.66,194.883,28.818,3.808,24,0,61,17,4,12.592,0,21,2,1
263,37299.66,37466.66,167.00,269.133,37.844,4.132,29,0,88,20,9,18.288,0,26,1,2
264,37466.66,37637.00,170.34,266.813,37.972,2.983,28,0,94,20,8,18.138,0,28,0,0
265,37637.00,37804.00,167.00,299.320,33.606,2.616,29,0,96,26,9,20.537,0,29,0,0
266,37804.00,37967.66,163.66,347.391,36.731,1.566,33,0,112,29,13,24.284,0,31,0,2
267,37967.66,38082.00,114.34,191.141,25.960,2.025,23,0,59,18,3,7.495,0,23,0,0
268,38082.00,38249.00,167.00,242.555,32.405,4.774,26,0,76,22,6,14.990,0,25,1,0
269,38249.00,38363.00,114.00,228.805,28.707,3.083,24,0,78,22,4,15.290,0,23,0,1
270,38363.00,38478.32,115.32,221.914,26.243,1.016,25,0,65,23,5,17.838,0,23,1,1
271,38478.32,38597.66,119.34,278.188,35.010,2.216,29,0,84,25,9,17.389,0,28,1,0
272,38597.66,38717.00,119.34,229.984,30.501,1.316,25,0,71,22,5,15.590,0,24,0,1
273,38717.00,38833.00,116.00,249.102,29.503,1.100,27,0,74,25,7,15.590,0,25,1,1
274,38833.00,39007.66,174.66,355.305,41.971,1.183,34,0,107,32,14,27.882,0,32,1,1
275,39007.66,39127.00,119.34,259.992,29.399,1.883,27,0,82,24,7,17.688,0,27,0,0
