episode,startTime,endTime,aliveTime,spawned,dead,rewardSum
1,0.00,33.32,33.32,0,2,13.327
2,33.32,93.32,60.00,0,1,8.967
3,93.32,153.32,60.00,0,3,13.626
4,153.32,213.32,60.00,0,1,4.155
