episode,startTime,endTime,aliveTime,spawned,dead,rewardSum
1,0.00,33.32,33.32,0,1,0.599
2,33.32,83.32,50.00,0,2,6.247
3,83.32,116.66,33.34,0,2,5.724
4,116.66,176.32,59.66,0,1,6.097
5,176.32,216.64,40.32,0,1,8.633
6,216.64,249.98,33.34,0,1,4.783
7,249.98,285.32,35.34,0,2,10.267
8,285.32,345.32,60.00,0,3,18.006
9,345.32,378.66,33.34,0,1,6.063
10,378.66,438.66,60.00,0,1,5.542
11,438.66,498.66,60.00,0,1,7.146
12,498.66,532.00,33.34,0,1,6.383
