episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst,diedFromHealthOver
1,0.00,53.12,53.12,25.125,98.091,38.975,30,0,0,0,3,0,0,0.000,0,0,29,1,0
2,53.12,248.08,194.96,67.960,67.639,8.550,30,0,0,0,12,4,0,0.000,0,0,25,5,0
3,248.08,411.04,162.96,163.477,73.032,1.917,32,0,1,0,33,11,2,3.000,0,0,27,5,0
4,411.04,564.26,153.22,166.194,66.659,0.167,31,0,1,0,42,15,1,1.500,0,0,21,10,0
5,564.26,796.98,232.72,218.762,68.253,3.067,32,0,1,0,54,18,2,3.000,0,1,25,6,0
6,796.98,998.56,201.58,249.953,59.887,1.275,32,0,1,0,69,22,2,3.000,0,0,19,13,0
7,998.56,1189.00,190.44,177.319,66.696,7.250,32,0,1,0,49,10,2,4.500,0,0,20,12,0
8,1189.00,1382.94,193.94,221.067,72.468,12.360,32,0,1,0,61,16,2,5.400,0,0,22,10,0
9,1382.94,1596.26,213.32,209.973,64.320,6.651,32,0,2,0,58,13,2,4.500,0,1,20,11,0
10,1596.26,1765.96,169.70,226.081,68.250,8.627,32,0,1,0,68,17,2,3.000,0,0,20,12,0
11,1765.96,1992.46,226.50,332.339,70.149,4.184,34,0,2,0,96,26,4,7.200,0,0,18,16,0
12,1992.46,2200.70,208.24,299.913,82.608,8.927,32,0,1,0,93,24,2,6.750,0,1,17,14,0
13,2200.70,2414.44,213.74,438.194,81.489,6.251,36,0,1,0,118,32,6,10.200,0,1,19,16,0
14,2414.44,2659.34,244.90,372.662,69.248,2.551,33,0,2,0,109,37,3,4.500,0,1,19,13,0
15,2659.34,2870.82,211.48,401.813,74.350,9.477,33,0,1,0,120,30,3,6.000,0,1,17,16,0
16,2870.82,3145.28,274.46,593.268,103.483,15.583,40,0,2,0,148,42,10,17.100,0,1,17,22,0
17,3145.28,3492.68,347.40,615.050,89.799,6.357,38,0,3,0,158,59,8,20.400,0,4,19,15,0
18,3492.68,3827.10,334.42,1097.319,120.204,6.482,52,0,2,0,250,73,22,33.600,0,6,19,29,0
19,3827.10,4109.38,282.28,570.136,115.918,15.871,38,0,2,0,161,44,8,14.699,0,2,12,25,0
20,4109.38,4382.00,272.62,569.022,101.423,5.765,38,0,2,0,154,44,8,16.349,0,2,18,18,0
21,4382.00,4809.48,427.48,1099.936,130.490,18.287,49,0,4,0,277,83,19,34.949,0,6,17,26,0
22,4809.48,5194.24,384.76,1076.618,132.188,10.364,50,0,3,0,256,83,20,37.498,0,7,16,27,0
23,5194.24,5527.36,333.12,710.852,108.740,21.603,40,0,2,0,183,57,10,20.999,0,4,18,18,0
24,5527.36,5856.96,329.60,1045.500,130.555,27.435,46,0,3,0,243,94,16,37.498,0,8,24,14,0
25,5856.96,6183.66,326.70,1502.250,150.533,16.446,59,0,3,0,306,116,29,53.848,0,9,22,28,0
26,6183.66,6459.48,275.82,697.913,91.275,10.156,41,0,2,0,161,60,11,27.449,0,1,24,16,0
27,6459.48,6722.40,262.92,866.158,99.263,10.156,49,0,3,0,171,59,19,32.549,0,0,24,25,0
28,6722.40,7160.72,438.32,1365.657,144.399,18.321,54,0,4,0,332,110,24,42.898,0,10,13,31,0
29,7160.72,7506.92,346.20,798.624,78.859,8.781,41,0,3,0,200,71,11,30.299,0,8,18,15,0
30,7506.92,7986.94,480.02,2194.173,155.030,20.353,66,0,3,0,415,164,36,81.157,0,20,27,19,0
31,7986.94,8357.50,370.56,1161.598,122.886,19.245,50,0,3,0,246,79,20,42.157,0,7,22,21,0
32,8357.50,8798.00,440.50,1571.594,143.586,11.705,55,0,4,0,321,118,25,54.609,0,13,25,17,0
33,8798.00,9293.96,495.96,1143.357,123.292,23.703,45,0,3,0,273,80,15,29.705,0,11,11,23,0
34,9293.96,9573.34,279.38,866.006,89.808,10.081,42,0,2,0,174,68,12,34.656,0,5,23,14,0
35,9573.34,10201.36,628.02,3126.018,221.844,17.171,89,0,6,0,553,224,59,118.519,0,30,38,21,0
36,10201.36,10621.78,420.42,2208.307,188.602,23.003,72,0,4,0,375,146,42,79.213,0,8,41,24,0
37,10621.78,11027.48,405.70,2118.869,171.372,21.611,68,0,3,0,387,148,38,74.112,0,14,29,25,0
38,11027.48,11292.50,265.02,633.543,74.505,7.790,37,0,2,0,140,48,7,27.304,0,1,20,16,0
39,11292.50,11755.96,463.46,3143.113,256.029,26.602,101,0,5,0,479,228,71,144.324,0,18,62,21,0
40,11755.96,12570.18,814.22,3010.984,225.383,21.403,104,0,7,0,647,256,74,132.922,0,35,39,30,0
41,12570.18,13212.12,641.94,2977.141,212.618,34.403,97,0,6,0,617,267,67,140.273,0,29,44,24,0
42,13212.12,14040.98,828.86,3571.844,251.213,35.613,114,0,7,0,706,321,84,171.928,0,32,60,22,0
43,14040.98,14542.86,501.88,2088.813,176.996,33.630,77,0,5,0,449,187,47,101.567,0,21,42,14,0
44,14542.86,14969.26,426.40,1882.195,156.582,23.221,76,0,4,0,373,170,46,88.964,0,16,48,12,0
45,14969.26,15568.44,599.18,2134.703,186.333,33.756,82,0,5,0,439,196,52,102.167,0,19,47,16,0
